subregion1_name,subregion2_name,date,population,new_deceased,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,state_fips,incidence_rate,normalized_incidence_rate,color
Kentucky,Russell County,2021-12-31,17723,31.0,66.0,3080.0,7856.0,21,174.91395361959036,0.7142857142857141,#7F7F00
Kentucky,Russell County,2022-12-31,17723,21.0,87.0,507.0,8363.0,21,118.49009761327089,0.0,#00FF00
Wisconsin,Trempealeau County,2020-12-31,29372,30.0,30.0,0.0,,55,102.13809069862454,1.0,#FF0000
Wisconsin,Trempealeau County,2021-12-31,29372,25.0,55.0,8202.0,18624.0,55,85.11507558218712,0.7500000000000001,#BF3F00
Wisconsin,Trempealeau County,2022-12-31,29372,10.0,65.0,1332.0,19956.0,55,34.04603023287485,0.0,#00FF00
Texas,Calhoun County,2020-12-31,21712,10.0,10.0,0.0,,48,46.05747973470892,0.05000000000000006,#00FF00
Texas,Calhoun County,2021-12-31,21712,29.0,39.0,10432.0,10432.0,48,133.56669123065586,1.0,#FF0000
Texas,Calhoun County,2022-12-31,21712,9.0,48.0,506.0,10938.0,48,41.45173176123802,0.0,#00FF00
Iowa,Buchanan County,2020-12-31,21126,16.0,16.0,0.0,,19,75.73605983148727,0.1428571428571429,#00FF00
Iowa,Buchanan County,2021-12-31,21126,28.0,44.0,4141.0,10879.0,19,132.5381047051027,1.0,#FF0000
Iowa,Buchanan County,2022-12-31,21126,14.0,58.0,650.0,11529.0,19,66.26905235255136,0.0,#00FF00
Utah,Juab County,2020-12-31,11293,9.0,9.0,0.0,,49,79.69538652262463,0.6666666666666664,#7F7F00
Utah,Juab County,2021-12-31,11293,11.0,20.0,2228.0,4195.0,49,97.40547241654123,1.0,#FF0000
Utah,Juab County,2022-12-31,11293,5.0,25.0,319.0,4514.0,49,44.27521473479147,0.0,#00FF00
Tennessee,Franklin County,2020-12-31,41623,48.0,48.0,0.0,,47,115.3208562573577,0.1551724137931034,#00FF00
Tennessee,Franklin County,2021-12-31,41623,97.0,145.0,9002.0,16521.0,47,233.0442303534104,1.0,#FF0000
Tennessee,Franklin County,2022-12-31,41623,39.0,184.0,1284.0,17805.0,47,93.69819570910313,0.0,#00FF00
Michigan,Antrim County,2020-12-31,23270,9.0,9.0,0.0,,26,38.67640739149119,0.0,#00FF00
Michigan,Antrim County,2021-12-31,23270,42.0,51.0,5141.0,13033.0,26,180.48990116029222,1.0,#FF0000
Michigan,Antrim County,2022-12-31,23270,15.0,66.0,665.0,13698.0,26,64.46067898581865,0.1818181818181818,#00FF00
North Carolina,Caldwell County,2020-12-31,81933,28.0,28.0,0.0,,37,34.17426433793466,0.0,#00FF00
North Carolina,Caldwell County,2021-12-31,81933,203.0,231.0,17635.0,37024.0,37,247.76341645002623,1.0,#FF0000
North Carolina,Caldwell County,2022-12-31,81933,77.0,308.0,2944.0,39968.0,37,93.9792269293203,0.28,#3FBF00
Minnesota,Clay County,2020-12-31,63766,78.0,78.0,0.0,,27,122.32224069253206,1.0,#FF0000
Minnesota,Clay County,2021-12-31,63766,35.0,113.0,22435.0,36136.0,27,54.888184926136184,0.35820895522388063,#3FBF00
Minnesota,Clay County,2022-12-31,63766,11.0,124.0,3573.0,39709.0,27,17.250572405357087,0.0,#00FF00
Utah,Wayne County,2020-12-31,2702,0.0,0.0,0.0,,49,0.0,0.0,#00FF00
Utah,Wayne County,2021-12-31,2702,0.0,0.0,565.0,1433.0,49,0.0,0.0,#00FF00
Utah,Wayne County,2022-12-31,2702,0.0,0.0,58.0,1491.0,49,0.0,0.0,#00FF00
Illinois,Brown County,2020-12-31,6609,11.0,11.0,0.0,,17,166.43970343471022,1.0,#FF0000
Illinois,Brown County,2021-12-31,6609,8.0,19.0,1939.0,3263.0,17,121.04705704342564,0.6666666666666669,#7F7F00
Illinois,Brown County,2022-12-31,6609,2.0,21.0,305.0,3568.0,17,30.26176426085641,0.0,#00FF00
Michigan,Gogebic County,2020-12-31,15340,37.0,38.0,0.0,,26,241.19947848761407,1.0,#FF0000
Michigan,Gogebic County,2021-12-31,15340,24.0,62.0,3391.0,8912.0,26,156.45371577574966,0.5666666666666667,#7F7F00
Michigan,Gogebic County,2022-12-31,15340,7.0,69.0,202.0,9114.0,26,45.63233376792699,0.0,#00FF00
South Dakota,Oglala Lakota County,2020-12-31,14384,35.0,35.0,0.0,,46,243.32591768631812,1.0,#FF0000
South Dakota,Oglala Lakota County,2021-12-31,14384,20.0,55.0,5702.0,9819.0,46,139.04338153503895,0.46428571428571436,#3FBF00
South Dakota,Oglala Lakota County,2022-12-31,14384,7.0,62.0,2268.0,12087.0,46,48.66518353726362,0.0,#00FF00
Kentucky,Carlisle County,2020-12-31,4788,1.0,1.0,0.0,,21,20.885547201336674,0.0,#00FF00
Kentucky,Carlisle County,2021-12-31,4788,12.0,13.0,956.0,1865.0,21,250.62656641604008,1.0,#FF0000
Kentucky,Carlisle County,2022-12-31,4788,7.0,20.0,112.0,1977.0,21,146.19883040935673,0.5454545454545455,#7F7F00
Kansas,Greeley County,2020-12-31,1226,0.0,0.0,0.0,,20,0.0,0.0,#00FF00
Kansas,Greeley County,2021-12-31,1226,3.0,3.0,186.0,611.0,20,244.69820554649263,1.0,#FF0000
Kansas,Greeley County,2022-12-31,1226,0.0,3.0,32.0,643.0,20,0.0,0.0,#00FF00
Kentucky,Kenton County,2020-12-31,165608,79.0,79.0,0.0,,21,47.70300951644848,0.0,#00FF00
Kentucky,Kenton County,2021-12-31,165608,238.0,317.0,45634.0,95809.0,21,143.71286411284478,1.0,#FF0000
Kentucky,Kenton County,2022-12-31,165608,98.0,415.0,7428.0,103237.0,21,59.175885222936095,0.11949685534591199,#00FF00
Texas,Hamilton County,2020-12-31,8407,16.0,16.0,0.0,,48,190.3175924824551,1.0,#FF0000
Texas,Hamilton County,2021-12-31,8407,13.0,29.0,4232.0,4232.0,48,154.6330438919948,0.7500000000000001,#BF3F00
Texas,Hamilton County,2022-12-31,8407,4.0,33.0,-47.0,4185.0,48,47.579398120613774,0.0,#00FF00
Virginia,Bedford County,2020-12-31,78378,31.0,31.0,0.0,,51,39.55191507821072,0.0,#00FF00
Virginia,Bedford County,2021-12-31,78378,145.0,176.0,24602.0,33895.0,51,185.00089310775982,1.0,#FF0000
Virginia,Bedford County,2022-12-31,78378,64.0,240.0,1886.0,35781.0,51,81.65556661308021,0.28947368421052644,#3FBF00
Florida,Sumter County,2020-12-31,124995,120.0,120.0,0.0,,12,96.00384015360615,0.07480314960629929,#00FF00
Florida,Sumter County,2021-12-31,124995,355.0,475.0,28856.0,103175.0,12,284.01136045441814,1.0,#FF0000
Florida,Sumter County,2022-12-31,124995,101.0,576.0,5047.0,108222.0,12,80.80323212928516,0.0,#00FF00
Tennessee,Dickson County,2020-12-31,52774,59.0,59.0,0.0,,47,111.79747602986319,0.1909090909090909,#00FF00
Tennessee,Dickson County,2021-12-31,52774,148.0,207.0,14139.0,24854.0,47,280.4411263121992,1.0,#FF0000
Tennessee,Dickson County,2022-12-31,52774,38.0,245.0,1908.0,26762.0,47,72.00515405313223,0.0,#00FF00
Indiana,Vigo County,2020-12-31,107569,154.0,154.0,0.0,,18,143.16392269148173,0.7448979591836734,#7F7F00
Indiana,Vigo County,2021-12-31,107569,179.0,333.0,23934.0,51229.0,18,166.4048192323067,1.0,#FF0000
Indiana,Vigo County,2022-12-31,107569,81.0,414.0,4053.0,55282.0,18,75.30050479227286,0.0,#00FF00
North Dakota,Bottineau County,2020-12-31,6522,20.0,20.0,0.0,,38,306.65440049064705,1.0,#FF0000
North Dakota,Bottineau County,2021-12-31,6522,4.0,24.0,759.0,2961.0,38,61.33088009812941,0.11111111111111112,#00FF00
North Dakota,Bottineau County,2022-12-31,6522,2.0,26.0,263.0,3224.0,38,30.665440049064706,0.0,#00FF00
Wisconsin,Taylor County,2020-12-31,20314,19.0,19.0,0.0,,55,93.53155459289161,0.25806451612903236,#3FBF00
Wisconsin,Taylor County,2021-12-31,20314,42.0,61.0,3028.0,6871.0,55,206.7539627842867,1.0,#FF0000
Wisconsin,Taylor County,2022-12-31,20314,11.0,72.0,445.0,7316.0,55,54.149847395884606,0.0,#00FF00
Kansas,Montgomery County,2020-12-31,32390,6.0,6.0,0.0,,20,18.524235875270143,0.0,#00FF00
Kansas,Montgomery County,2021-12-31,32390,121.0,127.0,6005.0,13830.0,20,373.57209015128126,1.0,#FF0000
Kansas,Montgomery County,2022-12-31,32390,27.0,154.0,1093.0,14923.0,20,83.35906143871566,0.18260869565217397,#00FF00
Michigan,Hillsdale County,2020-12-31,45820,57.0,57.0,0.0,,26,124.39982540375382,0.313953488372093,#3FBF00
Michigan,Hillsdale County,2021-12-31,45820,116.0,173.0,6639.0,16711.0,26,253.16455696202533,1.0,#FF0000
Michigan,Hillsdale County,2022-12-31,45820,30.0,203.0,1197.0,17908.0,26,65.47359231776517,0.0,#00FF00
Missouri,St. Clair County,2020-12-31,9365,5.0,5.0,0.0,,29,53.39028296849973,0.0,#00FF00
Missouri,St. Clair County,2021-12-31,9365,24.0,29.0,1426.0,3109.0,29,256.27335824879873,1.0,#FF0000
Missouri,St. Clair County,2022-12-31,9365,7.0,36.0,177.0,3286.0,29,74.74639615589962,0.10526315789473678,#00FF00
Minnesota,Clearwater County,2020-12-31,8845,14.0,14.0,0.0,,27,158.2815149802148,1.0,#FF0000
Minnesota,Clearwater County,2021-12-31,8845,11.0,25.0,1037.0,3544.0,27,124.3640474844545,0.6666666666666666,#7F7F00
Minnesota,Clearwater County,2022-12-31,8845,5.0,30.0,206.0,3750.0,27,56.529112492933855,0.0,#00FF00
New York,Erie County,2020-12-31,919034,1194.0,1194.0,0.0,,36,129.9190236705062,1.0,#FF0000
New York,Erie County,2021-12-31,919034,1047.0,2241.0,300417.0,610446.0,36,113.92396799247905,0.8125,#BF3F00
New York,Erie County,2022-12-31,919034,410.0,2651.0,42700.0,653146.0,36,44.61206005436143,0.0,#00FF00
Kansas,Neosho County,2020-12-31,16094,12.0,12.0,0.0,,20,74.5619485522555,0.03125,#00FF00
Kansas,Neosho County,2021-12-31,16094,43.0,55.0,1945.0,4155.0,20,267.1803156455822,1.0,#FF0000
Kansas,Neosho County,2022-12-31,16094,11.0,66.0,536.0,4691.0,20,68.34845283956754,0.0,#00FF00
Florida,Levy County,2020-12-31,40276,19.0,19.0,0.0,,12,47.1744959777535,0.0,#00FF00
Florida,Levy County,2021-12-31,40276,95.0,114.0,10311.0,18711.0,12,235.87247988876751,1.0,#FF0000
Florida,Levy County,2022-12-31,40276,55.0,169.0,1191.0,19902.0,12,136.5577515145496,0.47368421052631576,#3FBF00
Kentucky,Jessamine County,2020-12-31,53259,46.0,46.0,0.0,,21,86.3703787153345,0.4871794871794871,#3FBF00
Kentucky,Jessamine County,2021-12-31,53259,66.0,112.0,11738.0,27644.0,21,123.92271728721906,1.0,#FF0000
Kentucky,Jessamine County,2022-12-31,53259,27.0,139.0,2014.0,29658.0,21,50.69565707204416,0.0,#00FF00
Wisconsin,Jefferson County,2020-12-31,84733,61.0,61.0,0.0,,55,71.99084182077821,0.11538461538461549,#00FF00
Wisconsin,Jefferson County,2021-12-31,84733,130.0,191.0,21789.0,46401.0,55,153.42310551969126,1.0,#FF0000
Wisconsin,Jefferson County,2022-12-31,84733,52.0,243.0,3168.0,49569.0,55,61.3692422078765,0.0,#00FF00
Virginia,Giles County,2020-12-31,16754,2.0,2.0,0.0,,51,11.937447773665989,0.0,#00FF00
Virginia,Giles County,2021-12-31,16754,36.0,38.0,5542.0,7340.0,51,214.87405992598784,1.0,#FF0000
Virginia,Giles County,2022-12-31,16754,12.0,50.0,275.0,7615.0,51,71.62468664199595,0.29411764705882354,#3FBF00
Louisiana,East Baton Rouge Parish,2020-12-31,444511,583.0,583.0,0.0,,22,131.1553594849171,0.9672897196261682,#BF3F00
Louisiana,East Baton Rouge Parish,2021-12-31,444511,597.0,1180.0,108229.0,233357.0,22,134.3048878430455,1.0,#FF0000
Louisiana,East Baton Rouge Parish,2022-12-31,444511,169.0,1349.0,17267.0,250624.0,22,38.01930660883533,0.0,#00FF00
Georgia,Fayette County,2020-12-31,112553,77.0,77.0,0.0,,13,68.41221468996828,0.08333333333333333,#00FF00
Georgia,Fayette County,2021-12-31,112553,176.0,253.0,24833.0,43453.0,13,156.3707764342132,1.0,#FF0000
Georgia,Fayette County,2022-12-31,112553,68.0,321.0,29011.0,72464.0,13,60.41598180412783,0.0,#00FF00
Ohio,Guernsey County,2020-12-31,39066,22.0,22.0,0.0,,39,56.31495418010547,0.0,#00FF00
Ohio,Guernsey County,2021-12-31,39066,78.0,100.0,6147.0,16529.0,39,199.66211027491937,1.0,#FF0000
Ohio,Guernsey County,2022-12-31,39066,51.0,151.0,988.0,17517.0,39,130.54830287206266,0.5178571428571428,#7F7F00
Texas,Chambers County,2020-12-31,41269,26.0,26.0,0.0,,48,63.00128425694832,0.2424242424242424,#00FF00
Texas,Chambers County,2021-12-31,41269,76.0,102.0,19538.0,19538.0,48,184.15760013569508,1.0,#FF0000
Texas,Chambers County,2022-12-31,41269,10.0,112.0,1518.0,21056.0,48,24.23126317574935,0.0,#00FF00
Louisiana,St. Landry Parish,2020-12-31,83535,202.0,202.0,0.0,,22,241.81480816424252,1.0,#FF0000
Louisiana,St. Landry Parish,2021-12-31,83535,150.0,352.0,16257.0,32100.0,22,179.5654516071108,0.6231884057971016,#7F7F00
Louisiana,St. Landry Parish,2022-12-31,83535,64.0,416.0,2929.0,35029.0,22,76.6145926857006,0.0,#00FF00
Texas,Bailey County,2020-12-31,7066,13.0,13.0,0.0,,48,183.97962071893576,0.5000000000000002,#7F7F00
Texas,Bailey County,2021-12-31,7066,17.0,30.0,2567.0,2567.0,48,240.5887347863006,1.0,#FF0000
Texas,Bailey County,2022-12-31,7066,9.0,39.0,129.0,2696.0,48,127.37050665157089,0.0,#00FF00
North Dakota,Ramsey County,2020-12-31,11596,19.0,19.0,0.0,,38,163.8496033114867,0.4999999999999998,#3FBF00
North Dakota,Ramsey County,2021-12-31,11596,25.0,44.0,1839.0,6242.0,38,215.5915833045878,1.0,#FF0000
North Dakota,Ramsey County,2022-12-31,11596,13.0,57.0,507.0,6749.0,38,112.10762331838565,0.0,#00FF00
Kansas,Jewell County,2020-12-31,2857,3.0,3.0,0.0,,20,105.00525026251313,0.16666666666666666,#00FF00
Kansas,Jewell County,2021-12-31,2857,8.0,11.0,402.0,1287.0,20,280.014000700035,1.0,#FF0000
Kansas,Jewell County,2022-12-31,2857,2.0,13.0,70.0,1357.0,20,70.00350017500875,0.0,#00FF00
Ohio,Richland County,2020-12-31,120430,89.0,89.0,0.0,,39,73.90185169808187,0.0,#00FF00
Ohio,Richland County,2021-12-31,120430,307.0,396.0,20347.0,50626.0,39,254.91987046417003,1.0,#FF0000
Ohio,Richland County,2022-12-31,120430,112.0,508.0,4466.0,55092.0,39,93.00008303578844,0.10550458715596338,#00FF00
Virginia,Powhatan County,2020-12-31,28716,6.0,6.0,0.0,,51,20.89427496865859,0.0,#00FF00
Virginia,Powhatan County,2021-12-31,28716,25.0,31.0,11027.0,11447.0,51,87.05947903607745,0.8636363636363635,#BF3F00
Virginia,Powhatan County,2022-12-31,28716,28.0,59.0,29.0,11476.0,51,97.50661652040675,1.0,#FF0000
Kansas,Marion County,2020-12-31,11945,5.0,5.0,0.0,,20,41.85851820845542,0.0,#00FF00
Kansas,Marion County,2021-12-31,11945,30.0,35.0,2018.0,5539.0,20,251.15110925073253,1.0,#FF0000
Kansas,Marion County,2022-12-31,11945,8.0,43.0,465.0,6004.0,20,66.97362913352868,0.12,#00FF00
Missouri,Miller County,2020-12-31,25202,41.0,41.0,0.0,,29,162.68550115070232,0.4999999999999999,#3FBF00
Missouri,Miller County,2021-12-31,25202,61.0,102.0,4156.0,8087.0,29,242.04428219982543,1.0,#FF0000
Missouri,Miller County,2022-12-31,25202,21.0,123.0,617.0,8704.0,29,83.32672010157924,0.0,#00FF00
Michigan,Sanilac County,2020-12-31,41242,57.0,57.0,0.0,,26,138.20862227826004,0.3690476190476191,#3FBF00
Michigan,Sanilac County,2021-12-31,41242,110.0,167.0,6760.0,16893.0,26,266.71839387032634,1.0,#FF0000
Michigan,Sanilac County,2022-12-31,41242,26.0,193.0,814.0,17707.0,26,63.04252946025896,0.0,#00FF00
Wisconsin,Columbia County,2020-12-31,57244,38.0,38.0,0.0,,55,66.38250296974356,0.325,#3FBF00
Wisconsin,Columbia County,2021-12-31,57244,65.0,103.0,17594.0,36819.0,55,113.54901823771924,1.0,#FF0000
Wisconsin,Columbia County,2022-12-31,57244,25.0,128.0,2395.0,39214.0,55,43.672699322199705,0.0,#00FF00
Iowa,Pottawattamie County,2020-12-31,93416,95.0,95.0,0.0,,19,101.69564100368244,0.29761904761904745,#3FBF00
Iowa,Pottawattamie County,2021-12-31,93416,154.0,249.0,22886.0,50482.0,19,164.85398646912736,1.0,#FF0000
Iowa,Pottawattamie County,2022-12-31,93416,70.0,319.0,4482.0,54964.0,19,74.9336302132397,0.0,#00FF00
South Carolina,Jasper County,2020-12-31,28522,25.0,25.0,0.0,,45,87.65163733258538,0.3043478260869566,#3FBF00
South Carolina,Jasper County,2021-12-31,28522,57.0,82.0,6649.0,10776.0,45,199.84573311829465,1.0,#FF0000
South Carolina,Jasper County,2022-12-31,28522,11.0,93.0,937.0,11713.0,45,38.56672042633757,0.0,#00FF00
Montana,Glacier County,2020-12-31,13732,23.0,23.0,0.0,,30,167.491989513545,0.41379310344827586,#3FBF00
Montana,Glacier County,2021-12-31,13732,40.0,63.0,4066.0,11030.0,30,291.29041654529567,1.0,#FF0000
Montana,Glacier County,2022-12-31,13732,11.0,74.0,1002.0,12032.0,30,80.1048645499563,0.0,#00FF00
North Carolina,Washington County,2020-12-31,11944,10.0,10.0,0.0,,37,83.72404554588077,0.0,#00FF00
North Carolina,Washington County,2021-12-31,11944,29.0,39.0,2597.0,5443.0,37,242.79973208305427,1.0,#FF0000
North Carolina,Washington County,2022-12-31,11944,11.0,50.0,577.0,6020.0,37,92.09645010046886,0.05263157894736847,#00FF00
Virginia,Greensville County,2020-12-31,11569,16.0,16.0,0.0,,51,138.3006309966289,1.0,#FF0000
Virginia,Greensville County,2021-12-31,11569,14.0,30.0,3633.0,3959.0,51,121.0130521220503,0.6666666666666666,#7F7F00
Virginia,Greensville County,2022-12-31,11569,10.0,40.0,242.0,4201.0,51,86.43789437289308,0.0,#00FF00
Louisiana,Tangipahoa Parish,2020-12-31,132353,184.0,184.0,0.0,,22,139.02216043459535,0.41696113074204944,#3FBF00
Louisiana,Tangipahoa Parish,2021-12-31,132353,349.0,533.0,30282.0,58827.0,22,263.68877169387923,1.0,#FF0000
Louisiana,Tangipahoa Parish,2022-12-31,132353,66.0,599.0,5106.0,63933.0,22,49.86664450371355,0.0,#00FF00
Illinois,Clinton County,2020-12-31,37645,80.0,80.0,0.0,,17,212.51162172931333,1.0,#FF0000
Illinois,Clinton County,2021-12-31,37645,37.0,117.0,8554.0,20329.0,17,98.28662504980741,0.42666666666666664,#3FBF00
Illinois,Clinton County,2022-12-31,37645,5.0,122.0,2382.0,22711.0,17,13.281976358082083,0.0,#00FF00
Texas,Motley County,2020-12-31,1226,5.0,5.0,0.0,,48,407.8303425774877,1.0,#FF0000
Texas,Motley County,2021-12-31,1226,4.0,9.0,330.0,330.0,48,326.26427406199025,0.0,#00FF00
Texas,Motley County,2022-12-31,1226,4.0,13.0,6.0,336.0,48,326.26427406199025,0.0,#00FF00
Virginia,Loudoun County,2020-12-31,397049,159.0,159.0,0.0,,51,40.04543519817453,1.0,#FF0000
Virginia,Loudoun County,2021-12-31,397049,155.0,314.0,202106.0,284043.0,51,39.038002866144986,0.9555555555555557,#BF3F00
