location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26043,2020-01-11,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.49,4.81,10.99,6.87,5.15,4.81,9.61,7.9,,12.02,,6.87,,,5.49,21.97,5.84,9.61,6.87,,45.66,,9.27,4.81,,-6.154321,-8.493827,-1.796296,0.0,-10.166667,74.644489
US_MI_26043,2020-01-12,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,9.29,8.26,7.57,5.85,7.57,9.97,8.94,7.57,8.94,,,,,8.26,18.23,7.22,6.54,,6.88,34.74,,7.91,,,-8.41358,-10.82716,-6.314815,0.508,-12.759259,73.374467
US_MI_26043,2020-01-13,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,7.38,6.33,9.23,8.44,6.59,7.91,11.86,7.65,7.12,10.02,,5.8,6.59,5.27,9.23,25.57,6.06,6.33,3.96,3.96,38.49,3.96,6.33,6.06,3.96,-6.098765,-9.358025,-2.067901,0.0,-8.37037,82.483516
US_MI_26043,2020-01-14,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,9.5,8.66,11.18,5.31,6.99,15.65,7.55,4.19,11.74,,4.19,4.75,8.38,6.99,19.01,5.87,5.87,5.59,6.71,41.65,4.47,7.55,,,-1.364198,-4.080247,0.759259,0.28575,-3.175926,86.458146
US_MI_26043,2020-01-15,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,7.12,8.76,7.66,,4.93,12.31,5.47,5.2,7.39,8.21,,5.47,6.02,5.75,25.73,6.57,9.58,8.21,3.83,33.66,,7.12,,,-2.069444,-3.729167,0.340278,0.145143,-5.916667,75.213821
US_MI_26043,2020-01-16,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,7.76,4.6,7.19,5.75,4.03,11.5,8.05,5.18,8.05,,4.03,,,7.48,24.45,6.04,4.89,,5.18,42.56,4.6,7.48,4.03,6.04,-7.319444,-11.972222,-2.715278,0.435429,-11.796296,71.835107
US_MI_26043,2020-01-17,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,5.63,5.93,6.23,5.63,4.74,13.04,4.74,10.08,8.89,7.41,5.63,4.15,5.93,8.6,16.9,,4.45,5.63,5.34,34.98,,5.63,5.34,6.23,-11.756944,-17.875,-4.659722,0.870857,-15.888889,74.917086
US_MI_26043,2020-01-18,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.0,9.29,6.43,6.43,,7.14,7.14,,,9.29,6.07,,,,7.14,20.01,,5.0,,,42.51,,6.43,,,-3.652778,-5.236111,-1.729167,0.181429,-5.277778,86.916585
US_MI_26043,2020-01-19,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,7.37,6.67,11.93,7.37,,,15.79,9.12,7.72,9.47,7.02,,5.61,6.32,6.32,23.51,,10.88,7.37,,36.49,,7.37,6.32,4.91,-5.020833,-7.375,-2.298611,2.322286,-8.453704,77.363193
US_MI_26043,2020-01-20,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,4.77,7.01,8.98,8.7,5.89,5.33,10.1,8.42,6.45,9.26,,4.21,4.49,4.21,4.21,25.25,6.73,4.77,,4.49,41.8,5.89,5.33,4.49,7.86,-7.430556,-12.333333,-3.5,0.399143,-12.166667,69.922356
US_MI_26043,2020-01-21,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,9.05,5.37,14.98,4.52,7.07,4.24,13.57,5.37,7.07,8.76,5.09,5.94,6.79,5.65,9.61,28.84,5.94,9.05,7.07,7.63,41.84,,7.63,7.35,7.63,-9.777778,-15.771605,-2.407407,0.0,-13.759259,72.518519
US_MI_26043,2020-01-22,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,4.48,7.84,10.08,10.08,,,15.4,5.6,6.16,11.48,,,4.2,5.88,4.76,33.61,4.2,5.6,6.16,6.44,33.89,,8.12,7.84,6.16,-4.590278,-7.340278,-0.826389,0.0,-8.277778,76.884426
US_MI_26043,2020-01-23,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,8.32,7.46,9.75,6.88,6.02,5.16,15.49,6.02,4.59,6.88,,,,4.59,5.74,24.09,9.75,5.16,5.45,4.59,35.57,,4.88,4.59,,-0.881944,-2.625,0.409722,1.016,-2.398148,89.885803
US_MI_26043,2020-01-24,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.95,7.65,7.93,5.95,5.67,5.95,19.26,6.23,8.78,7.08,,5.38,4.25,6.23,5.67,25.49,7.65,6.23,5.1,4.53,40.79,3.97,9.35,5.95,,-0.006944,-0.819444,0.555556,1.524,-0.814815,94.379339
US_MI_26043,2020-01-25,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.01,7.15,6.44,7.15,8.94,5.01,22.53,8.58,6.44,10.01,6.08,5.72,5.01,,,25.39,5.72,8.23,6.8,,32.91,,6.44,6.44,,0.173611,-0.520833,1.3125,1.2065,-0.592593,94.577589
US_MI_26043,2020-01-26,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,,5.12,9.89,7.51,10.92,25.59,12.96,9.55,8.53,6.48,5.8,,6.14,6.14,35.83,11.94,8.53,9.55,5.46,38.21,,,5.46,8.19,-0.125,-1.076389,1.041667,2.322286,-2.009259,86.239723
US_MI_26043,2020-01-27,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,6.51,7.64,9.34,5.66,7.36,,20.37,9.05,7.07,5.09,5.94,4.53,6.51,5.38,9.05,32.83,8.21,7.07,5.94,6.22,33.39,4.25,4.25,5.94,,-1.041667,-2.305556,0.048611,0.399143,-3.462963,82.809763
US_MI_26043,2020-01-28,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,6.16,7.83,8.39,9.51,6.16,22.38,10.91,4.2,14.55,7.55,,8.95,,8.39,37.49,7.55,6.43,4.48,6.99,38.33,6.16,10.35,,5.32,-3.631944,-5.75,-1.4375,0.254,-7.046296,76.690406
US_MI_26043,2020-01-29,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,7.26,8.37,9.77,8.1,7.54,,25.96,13.68,5.58,9.77,5.86,4.75,5.03,5.03,10.05,36.29,8.1,7.82,4.47,6.98,44.94,,9.49,7.26,,-4.4375,-5.680556,-3.125,0.1905,-7.12963,81.61807
US_MI_26043,2020-01-30,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.54,6.65,8.59,6.65,6.65,,29.92,9.7,7.2,10.53,6.09,,6.92,4.99,6.65,34.63,5.54,,3.88,3.88,36.29,4.16,7.2,,4.43,-4.402778,-6.527778,-2.736111,0.036286,-6.712963,82.996309
US_MI_26043,2020-01-31,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,9.59,9.31,5.92,4.79,,25.1,6.49,4.23,11.0,,5.08,4.51,,7.33,30.46,8.18,5.08,,5.08,35.53,4.51,,,3.95,-3.944444,-7.4375,-0.361111,0.072571,-6.898148,80.046866
US_MI_26043,2020-02-01,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.5,,9.53,6.96,,6.23,21.98,11.36,,8.06,5.13,,5.86,5.5,6.59,34.44,9.53,6.96,,,37.37,,6.96,,,-0.194444,-3.229167,2.666667,0.0,-3.268519,78.950093
US_MI_26043,2020-02-02,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,14.33,8.87,7.51,7.17,5.8,20.48,9.56,6.83,8.87,5.8,7.51,4.78,,,30.03,,7.85,5.12,9.56,36.86,,5.8,8.87,5.46,1.020833,-1.680556,3.694444,0.036286,-2.12963,77.888379
US_MI_26043,2020-02-03,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.5,7.16,9.63,7.98,5.23,3.85,22.3,11.29,4.68,7.43,5.5,4.4,,5.23,5.78,33.31,7.16,6.88,4.13,3.85,33.86,4.13,6.88,5.23,,0.277778,-2.8125,3.0625,0.508,-4.222222,70.209454
US_MI_26043,2020-02-04,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,7.17,10.04,8.89,4.59,,21.51,8.03,5.74,10.33,6.31,7.17,,7.46,6.6,25.24,7.75,6.31,,8.32,38.15,4.02,5.45,6.88,,-5.277778,-8.958333,-0.645833,0.0,-11.009259,63.155446
US_MI_26043,2020-02-05,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.06,6.47,7.32,8.16,5.63,6.47,16.6,9.85,,9.0,4.22,5.91,3.94,,6.75,27.85,8.16,,6.47,3.94,35.17,,3.94,5.63,3.94,-10.993056,-17.8125,-2.819444,0.0,-16.416667,65.112139
US_MI_26043,2020-02-06,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,7.87,10.12,5.62,5.06,,23.61,8.15,,8.71,,5.62,,4.22,10.4,27.27,9.0,8.43,,6.18,37.11,5.06,14.34,6.75,5.62,-7.041667,-13.243056,-0.305556,0.0,-12.962963,63.411869
US_MI_26043,2020-02-07,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,4.46,8.63,7.8,,5.57,25.07,8.08,7.8,12.81,,3.9,,,6.68,21.73,5.85,6.41,,6.41,34.26,4.46,4.18,,,-6.0,-10.715278,-2.513889,0.0,-8.962963,79.271214
US_MI_26043,2020-02-08,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,,9.73,7.57,5.05,6.85,29.57,10.1,,7.21,,,7.57,5.77,8.65,23.44,7.21,5.41,,,38.94,5.05,8.29,5.77,,-10.305556,-14.909722,-4.930556,0.145143,-15.268519,67.399226
US_MI_26043,2020-02-09,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,12.17,12.53,6.44,6.8,,21.47,10.74,5.73,,10.02,5.73,,,7.16,32.57,6.8,,,6.8,41.16,,9.66,11.09,,-9.701389,-14.506944,-6.118056,0.508,-12.62037,81.513564
US_MI_26043,2020-02-10,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,4.95,10.99,6.32,5.5,4.95,19.79,10.17,5.22,10.99,4.67,6.05,6.32,5.77,7.97,33.53,4.95,7.15,,4.4,36.56,4.12,7.7,7.15,4.95,-6.708333,-12.270833,-1.305556,0.616857,-10.583333,77.879219
US_MI_26043,2020-02-11,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,6.71,8.39,9.23,5.59,6.71,16.5,8.67,8.11,6.15,3.92,4.75,4.47,,8.67,32.44,6.71,6.15,4.2,5.59,32.72,6.15,5.59,3.92,,-4.506944,-9.256944,-0.506944,0.036286,-9.425926,69.701094
US_MI_26043,2020-02-12,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.17,10.07,7.35,8.71,4.62,4.62,17.96,10.88,,8.16,5.71,4.62,5.17,,8.44,24.49,6.53,6.26,5.17,4.08,37.27,5.71,6.53,,3.81,-4.847222,-9.833333,1.006944,0.0,-9.5,69.531949
US_MI_26043,2020-02-13,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,5.08,6.78,9.89,7.34,4.24,6.21,17.23,9.32,,11.02,,5.37,5.93,,9.6,27.96,6.5,7.06,,5.93,38.13,7.63,5.93,4.52,,-12.722222,-16.111111,-6.013889,0.072571,-17.555556,66.543258
US_MI_26043,2020-02-14,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,,,,,,,,9.47,6.6,6.6,4.02,17.51,8.61,,11.77,4.3,,6.03,,10.04,23.53,4.3,4.88,,,27.55,,6.6,,4.59,-17.097222,-22.486111,-9.784722,0.254,-24.712963,55.044991
US_MI_26043,2020-02-15,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,6,-8,,0,,5.03,6.83,12.22,7.91,,8.99,21.21,8.27,,7.55,7.19,,,,,32.0,,6.11,,8.63,35.96,,11.51,,,-10.3125,-14.944444,-3.4375,0.0,-16.444444,61.624084
US_MI_26043,2020-02-16,ChIJQ7puWS47Uk0RnXgZt7IlBn8,Q491126,geoId/26043,US,United States of America,MI,Michigan,26043,Dickinson County,US,USA,2,,,,,,,25424,12664,12760,2709,2886,2578,2817,2752,4012,3860,2221,1589,1798737,46.0,-87.87,2013,79.9,12,9,,3,,5.18,7.94,10.36,8.97,,7.25,23.47,10.36,5.18,7.94,4.83,8.28,5.18,,,28.65,8.97,6.9,,4.83,39.69,4.83,,5.87,,-7.4375,-11.631944,-3.576389,0.181429,-12.935185,63.811875
