location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47003,2020-01-11,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.33,10.13,3.17,10.34,8.02,,5.49,5.49,3.59,14.14,,7.6,3.38,5.91,10.76,5.49,4.85,5.7,5.28,4.22,6.33,4.64,6.33,26.59,2.96,3.8,7.81,,,5.28,6.12,44.53,3.17,8.86,5.7,3.59,2.96,5.7,,17.727778,15.088889,20.644444,0.592667,,15.123457,85.563784
US_TN_47003,2020-01-12,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,8.87,9.1,,11.6,10.69,4.78,4.78,5.23,,15.47,,9.1,4.32,3.19,11.37,5.46,3.87,5.91,4.78,6.14,4.32,4.32,3.87,26.16,8.42,,6.82,3.64,3.41,3.87,6.6,41.86,4.09,5.69,4.09,6.6,4.09,5.46,3.41,9.677778,6.122222,16.261111,10.131778,,6.444444,81.597967
US_TN_47003,2020-01-13,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.25,7.58,4.27,9.71,8.94,8.55,7.96,4.66,4.47,15.35,,12.82,,5.63,8.94,4.08,7.77,6.22,4.47,4.86,6.02,3.88,8.55,29.53,8.94,4.47,6.41,,4.08,6.02,5.05,43.71,3.69,5.83,5.44,4.47,7.38,3.69,,7.638889,3.2,15.194444,0.0254,,5.6875,87.273234
US_TN_47003,2020-01-14,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.49,6.68,3.24,10.3,8.2,4.39,9.73,5.15,,16.98,5.34,8.39,3.81,3.05,10.3,4.01,5.91,5.34,6.29,10.11,4.58,3.81,7.82,24.04,5.91,4.58,10.11,3.81,5.34,4.96,5.15,44.64,4.58,7.44,7.44,5.15,5.91,3.62,3.24,14.838889,11.527778,17.161111,4.064,,13.179012,90.25734
US_TN_47003,2020-01-15,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,7.61,6.28,2.85,7.99,10.65,6.28,7.8,6.28,4.37,15.97,,8.56,3.42,6.66,12.74,3.99,5.89,8.56,3.8,6.08,,3.61,7.61,23.96,5.51,,7.99,4.75,4.94,,9.13,41.45,2.66,7.8,6.08,5.89,5.51,5.51,5.89,16.461111,14.083333,19.444444,3.612444,,15.290123,92.684243
US_TN_47003,2020-01-16,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,3.75,6.51,2.76,9.86,10.25,5.13,5.72,5.52,2.96,13.6,5.13,9.46,3.15,5.52,12.42,4.34,5.91,4.34,4.73,4.14,5.72,3.75,11.04,25.23,4.93,2.96,7.29,,4.53,2.96,7.69,43.37,6.7,6.11,5.52,7.29,4.93,3.75,3.15,12.088889,7.622222,18.561111,3.90525,,7.666667,75.641933
US_TN_47003,2020-01-17,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.57,6.76,,9.54,8.35,3.78,6.16,4.97,,12.32,,7.35,3.18,5.37,7.35,,3.78,4.77,5.37,3.38,2.78,3.38,8.74,23.85,5.57,3.78,5.96,4.17,5.57,3.58,6.36,38.75,3.98,5.76,5.96,2.98,3.58,,2.98,5.133333,2.122222,10.527778,0.4572,,-4.17284,52.198531
US_TN_47003,2020-01-18,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.94,7.64,4.27,9.44,10.56,4.49,6.74,4.04,,17.08,4.94,7.42,3.6,7.87,10.11,,5.39,4.72,4.94,4.27,4.72,,7.64,22.02,4.94,3.6,8.09,,4.49,4.94,5.62,45.39,5.62,7.42,4.04,6.29,4.27,4.72,,9.922222,6.277778,13.177778,0.818444,,2.407407,59.378192
US_TN_47003,2020-01-19,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.93,11.87,4.26,9.18,7.17,6.27,5.15,,,19.94,3.36,8.74,4.93,6.27,9.86,3.58,6.72,6.72,4.7,4.03,5.82,4.93,7.17,23.3,6.05,,7.17,,3.36,7.17,5.6,44.13,4.26,6.5,5.38,4.93,3.81,5.38,4.26,4.277778,-1.094444,12.794444,1.7272,,-4.530864,53.903883
US_TN_47003,2020-01-20,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.63,7.7,4.06,10.69,8.77,5.78,8.77,5.99,3.64,19.89,4.71,7.91,3.42,6.84,8.98,,4.71,5.35,7.27,4.71,5.99,6.2,8.13,28.66,7.27,3.85,6.2,4.49,6.42,6.2,6.84,49.19,4.71,7.27,8.55,4.71,4.28,4.06,2.99,-4.627778,-6.505556,0.255556,0.366889,,-10.024691,67.173481
US_TN_47003,2020-01-21,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.33,5.94,,12.07,6.33,6.53,5.34,2.97,,19.39,3.76,8.11,4.55,7.52,10.29,4.35,5.94,4.75,2.97,4.95,6.53,,5.74,26.12,6.73,4.16,7.91,,5.94,6.33,3.76,50.45,6.73,6.92,9.89,6.13,3.76,5.14,,-3.127778,-5.772222,1.966667,0.0,,-9.722222,60.649409
US_TN_47003,2020-01-22,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.7,6.65,3.91,12.91,8.41,3.91,5.48,4.11,2.74,23.87,3.33,10.37,,6.26,10.18,3.52,4.7,5.09,6.26,3.72,5.67,3.91,8.22,27.2,6.85,3.52,8.22,3.72,,8.22,6.65,43.83,5.67,9.59,6.46,6.26,4.5,3.52,3.52,-1.111111,-7.283333,7.711111,1.1176,,-9.104938,55.179426
US_TN_47003,2020-01-23,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.81,7.74,,9.68,6.97,4.84,6.2,5.23,3.68,24.2,,5.23,2.71,5.23,9.49,3.87,3.87,4.84,4.65,5.23,4.65,2.71,9.29,33.69,6.58,3.48,8.91,3.68,6.0,,6.58,44.34,5.62,6.78,6.39,4.45,3.1,4.07,,4.727778,2.3,7.572222,3.499556,,-3.265432,57.141968
US_TN_47003,2020-01-24,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.1,7.46,3.73,8.05,7.46,5.69,5.3,3.34,,29.44,4.51,10.01,4.51,6.08,9.22,3.73,4.51,3.14,6.08,3.53,3.14,,7.46,38.46,5.5,3.34,9.42,,5.1,4.51,3.92,42.39,5.3,5.69,7.85,6.67,8.63,3.34,,7.9,5.744444,11.422222,6.999111,,5.888889,87.431498
US_TN_47003,2020-01-25,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,3.62,8.37,4.3,11.3,8.59,5.43,6.56,,3.62,28.49,5.65,13.79,3.84,3.62,9.5,5.88,5.2,7.91,4.52,5.2,7.69,3.39,6.56,40.47,6.56,,11.98,3.17,5.2,6.33,6.11,42.96,3.84,4.07,6.56,4.97,4.75,5.2,,4.05,2.766667,7.088889,1.919111,,0.253086,77.417426
US_TN_47003,2020-01-26,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.28,8.79,3.56,8.16,6.9,6.7,5.23,3.35,,26.78,3.98,10.04,3.98,6.49,11.09,4.81,6.9,7.32,5.65,5.44,5.44,3.98,7.53,33.48,4.39,,10.67,4.6,3.14,4.39,5.02,39.96,3.56,8.79,5.02,4.18,3.14,3.77,3.98,2.266667,-2.75,8.383333,0.3556,,-0.117284,84.202831
US_TN_47003,2020-01-27,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.41,6.13,3.64,9.78,7.48,6.33,7.67,5.18,4.41,31.05,4.03,11.88,2.68,4.6,10.54,5.18,7.09,8.82,5.56,4.03,5.18,4.22,7.67,34.7,6.33,4.22,8.63,3.45,4.22,6.9,5.94,42.36,4.79,6.9,6.9,5.56,4.79,5.37,3.26,8.572222,6.138889,13.95,0.508,,5.080247,78.151778
US_TN_47003,2020-01-28,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,3.72,6.85,3.52,8.03,9.79,5.48,7.05,6.26,4.31,27.99,,9.79,4.5,3.72,11.94,6.46,5.29,6.46,5.48,4.5,6.26,4.7,8.42,43.06,7.83,3.92,5.68,4.89,3.92,6.46,3.33,36.8,4.5,9.39,6.85,5.68,6.07,5.87,3.72,3.583333,-1.455556,11.238889,0.3556,,0.753086,82.32063
US_TN_47003,2020-01-29,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.42,5.45,3.89,11.68,10.9,6.62,6.04,4.87,3.12,22.97,3.89,9.15,3.31,5.65,9.15,4.67,6.23,7.79,4.67,4.48,4.67,3.12,8.37,37.38,8.57,4.09,7.01,2.92,2.92,5.26,5.65,46.33,3.31,14.02,9.93,6.62,4.28,5.45,3.89,5.55,2.394444,9.488889,0.056444,,2.611111,81.866244
US_TN_47003,2020-01-30,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.92,7.44,7.25,11.26,8.21,5.54,6.87,3.25,,35.5,5.73,12.41,,4.58,12.03,6.3,5.73,5.92,,4.01,4.01,4.58,7.44,40.85,8.02,4.2,7.63,2.67,2.86,4.77,4.01,36.65,3.25,9.93,6.49,6.49,3.82,4.58,3.63,6.716667,2.361111,12.388889,0.0508,,3.919753,82.693601
US_TN_47003,2020-01-31,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.51,6.28,5.69,10.4,7.65,5.49,4.71,7.46,3.73,29.04,2.75,11.58,,,10.6,4.71,7.06,4.32,3.73,3.92,,,9.22,29.63,7.46,2.94,4.91,2.75,3.53,2.94,6.08,38.46,3.92,5.3,6.67,3.92,3.14,3.14,3.53,7.966667,4.45,10.988889,0.0,,4.401235,78.435096
US_TN_47003,2020-02-01,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,4.85,8.81,,7.27,7.71,5.95,4.63,5.29,3.96,24.67,3.96,11.89,3.3,4.41,7.71,3.08,6.39,6.83,,4.63,4.63,,9.03,30.84,4.85,,8.81,,5.73,,6.39,40.75,3.52,6.83,8.15,5.95,5.51,3.3,3.08,7.522222,5.727778,9.5,0.705556,,4.888889,83.397753
US_TN_47003,2020-02-02,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.44,7.83,4.35,9.57,10.01,4.79,6.75,4.13,,22.41,5.66,13.49,4.79,3.26,9.57,3.7,5.0,6.75,5.88,5.0,6.31,3.48,6.09,23.93,,,9.79,,3.92,5.0,3.92,43.52,4.13,6.75,7.18,5.66,3.26,,,8.094444,0.344444,19.733333,0.1524,,0.709877,59.321238
US_TN_47003,2020-02-03,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.47,4.76,3.62,12.75,7.04,5.14,6.09,4.0,,26.27,3.62,12.56,5.14,4.38,9.71,5.14,5.71,5.33,3.81,4.19,4.38,4.19,9.14,30.84,4.38,3.24,7.23,,6.85,4.57,6.09,37.31,4.76,6.66,5.9,4.95,3.05,5.14,3.62,13.038889,6.227778,22.061111,0.0,,2.740741,48.464866
US_TN_47003,2020-02-04,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.03,6.79,,12.82,7.17,4.34,4.34,3.77,3.77,27.34,3.58,13.01,2.83,4.9,10.75,5.28,8.3,4.71,4.34,3.02,4.15,3.77,6.41,29.98,5.47,3.58,7.35,3.39,4.9,5.84,6.41,40.16,4.34,6.41,4.71,4.71,5.28,4.9,,16.094444,13.072222,19.272222,0.705556,,10.87037,70.620074
US_TN_47003,2020-02-05,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,5.88,6.07,3.49,12.13,7.17,5.88,4.6,3.86,3.49,26.66,3.31,12.87,3.13,4.41,9.74,,6.8,6.25,2.94,6.43,3.13,3.13,10.11,27.03,5.52,2.76,8.27,,6.25,3.86,3.86,38.98,,5.7,6.07,5.33,3.31,3.13,2.76,14.483333,11.955556,18.311111,4.600222,,13.368056,93.692169
US_TN_47003,2020-02-06,ChIJUb_CzAnoY4gRl7XF9rhmDJM,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2,,,,,,,48211,23690,24521,6634,6774,6370,5987,6187,6368,5136,3259,1496,1848165,35.51,-86.46,1230,76.333333,,,,,,6.25,7.08,,7.08,7.5,4.58,4.16,5.0,,24.98,,12.91,,3.54,9.37,3.12,5.41,7.7,5.62,5.21,7.08,2.92,7.7,28.73,5.0,3.75,12.28,2.92,5.0,8.33,5.0,48.09,5.41,7.91,6.66,3.12,6.04,4.16,2.92,9.988889,4.344444,16.65,18.118667,,8.54321,93.657141
