location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13277,2020-01-11,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,3.6,5.62,7.19,3.82,9.89,5.4,4.27,,5.17,4.72,4.05,3.15,4.05,9.44,3.37,9.44,,4.95,,6.52,,3.15,5.62,3.37,5.4,6.52,7.42,,6.07,29.23,9.44,,9.44,3.37,4.5,6.29,3.82,7.64,45.19,7.42,7.87,,7.87,3.6,6.07,4.5,4.72,3.6,3.6,20.766667,16.261111,25.566667,0.0,17.506173,81.438513
US_GA_13277,2020-01-12,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,4.5,4.72,11.46,4.05,10.11,8.54,5.17,,3.37,7.19,,4.27,4.5,10.11,3.82,8.77,,,3.37,12.14,7.19,4.5,7.42,4.95,6.74,5.17,4.95,6.52,8.09,28.77,6.52,4.5,9.21,3.6,4.95,6.29,,9.89,43.38,6.07,7.64,,6.29,6.52,6.97,4.5,3.15,4.95,3.6,20.561111,16.844444,24.933333,26.9875,18.67284,87.511153
US_GA_13277,2020-01-13,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,3.77,6.17,5.66,3.09,12.52,9.26,7.2,2.4,4.97,5.66,6.34,2.92,3.94,13.54,4.46,7.2,,4.29,,12.34,4.8,2.74,5.32,4.8,4.46,4.12,8.57,4.97,9.77,34.63,8.91,3.09,8.23,2.4,5.83,10.46,4.12,5.14,47.83,8.57,10.63,2.4,5.49,5.14,6.69,4.46,3.77,4.63,,20.433333,16.927778,25.988889,0.0635,18.969136,91.38593
US_GA_13277,2020-01-14,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,,4.65,6.72,3.79,12.58,8.27,6.03,3.45,6.2,6.72,5.86,3.27,5.17,13.79,4.14,8.27,3.1,5.17,,11.37,8.27,3.27,3.62,5.34,4.65,4.48,6.03,3.79,10.34,31.19,6.38,3.1,7.41,3.79,6.72,7.07,3.27,6.55,47.56,5.34,7.93,3.27,8.27,7.24,10.34,4.14,5.0,2.58,,19.755556,14.933333,26.322222,0.0,17.351852,85.586637
US_GA_13277,2020-01-15,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,3.64,4.5,8.49,3.29,11.78,9.87,5.89,3.46,6.06,6.75,3.29,2.94,3.64,11.26,3.12,8.83,4.68,2.94,3.64,12.82,5.37,,6.58,5.37,7.27,6.41,4.85,4.16,10.91,37.23,7.1,2.42,9.18,,5.89,7.62,3.64,8.31,46.41,6.93,10.56,7.97,8.83,4.68,7.79,2.42,2.6,2.42,3.64,19.872222,16.022222,25.344444,0.79375,17.845679,87.554305
US_GA_13277,2020-01-16,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,2.47,4.24,6.0,2.65,10.07,9.36,4.59,,4.24,5.12,4.24,2.65,5.12,10.77,,6.18,4.95,,,15.54,8.3,3.53,5.83,6.0,3.71,5.12,8.12,3.88,10.42,33.38,8.3,,6.18,3.0,6.71,4.77,4.24,7.24,46.45,6.36,8.12,3.35,5.83,7.95,7.95,4.42,4.77,3.53,3.18,20.005556,16.511111,24.505556,0.0,17.679012,86.502571
US_GA_13277,2020-01-17,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,2.69,4.41,8.25,4.03,11.51,6.91,5.18,4.03,4.79,6.52,4.03,3.64,5.56,12.85,3.64,7.48,4.41,4.79,,9.4,5.37,2.69,6.14,4.79,3.64,5.18,5.56,,8.25,32.22,5.37,4.03,10.36,2.88,4.99,5.18,3.45,6.71,42.58,7.29,13.81,,6.33,4.41,5.75,5.56,,2.88,,14.844444,10.583333,20.5,0.0254,2.475309,43.495742
US_GA_13277,2020-01-18,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,,5.74,9.8,3.82,12.9,6.45,5.26,,,8.36,5.26,3.35,5.02,7.41,4.06,6.93,6.21,3.82,,7.88,3.82,,3.35,5.26,5.5,6.69,4.3,6.69,10.51,20.55,3.82,,5.26,,4.78,5.97,3.82,6.45,41.1,6.69,7.17,,5.74,,4.3,3.82,4.78,,,12.694444,6.9,22.588889,0.0,7.166667,69.424557
US_GA_13277,2020-01-19,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,,8.01,10.84,3.77,10.37,5.42,6.6,,,,4.71,6.6,3.77,8.95,,6.36,3.53,5.42,,8.01,4.95,,5.89,4.24,4.71,6.36,,4.71,8.48,28.51,7.77,4.24,8.24,,4.48,3.53,,5.89,39.58,7.54,5.65,,6.83,4.0,5.18,5.18,3.3,4.0,,16.066667,7.322222,20.266667,0.762,11.67284,74.62437
US_GA_13277,2020-01-20,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,2.85,6.92,8.55,3.87,11.81,5.5,5.7,3.46,4.07,4.88,5.29,4.88,3.87,13.03,4.27,7.33,3.66,5.09,3.66,10.79,4.27,,3.05,3.05,6.11,4.27,5.7,4.48,11.81,27.68,7.53,,7.53,4.07,6.11,5.7,3.05,7.53,41.32,5.9,8.35,,6.11,4.07,10.38,4.27,,,,5.327778,0.716667,9.177778,0.1016,-3.740741,51.845172
US_GA_13277,2020-01-21,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,5.19,6.23,7.96,4.85,12.29,6.58,5.37,2.42,3.29,8.48,6.58,5.19,3.98,19.73,5.19,5.71,3.29,5.02,3.63,13.33,4.67,4.5,8.48,4.67,7.62,4.85,5.54,5.19,13.67,34.44,6.92,4.67,6.75,2.94,6.23,5.71,3.63,9.69,49.5,6.4,6.75,4.15,5.88,5.71,6.4,4.5,3.63,3.98,3.98,2.372222,-1.95,7.888889,0.0,-5.04321,57.889697
US_GA_13277,2020-01-22,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,3.1,4.65,9.31,4.83,14.13,6.72,6.03,2.41,4.31,8.27,6.55,6.89,3.45,16.03,2.76,9.31,6.38,4.48,,13.27,4.31,3.1,6.38,3.1,3.79,5.69,8.79,5.0,11.55,33.44,7.76,3.1,9.48,2.76,4.14,7.93,3.62,5.86,41.89,7.24,9.31,4.48,4.48,6.38,8.27,5.17,3.1,5.34,2.93,3.538889,-1.966667,12.933333,0.0,-6.407407,47.64029
US_GA_13277,2020-01-23,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,2.74,5.65,9.93,4.28,13.36,7.36,3.94,2.57,4.97,5.65,5.31,2.91,2.4,16.95,4.62,10.62,4.45,3.6,3.25,10.11,5.14,2.91,4.97,5.31,4.97,3.77,7.02,3.94,13.02,38.36,7.19,3.94,10.28,,5.99,7.71,4.28,6.85,45.04,7.36,9.59,2.91,5.82,5.65,6.17,5.48,3.94,3.94,2.91,9.133333,5.3,15.5,0.0,1.271605,57.614883
US_GA_13277,2020-01-24,ChIJA_4UOS_-8YgR6vaCJJR-SlU,Q498346,geoId/13277,US,United States of America,GA,Georgia,13277,Tift County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40431,19586,20845,5523,6004,5748,5147,4730,4920,4266,2641,1452,1073787,31.46,-83.53,696,75.922222,,,,,,3.27,4.54,8.0,3.63,14.9,9.09,4.73,,4.0,5.27,5.27,4.73,4.36,17.63,4.18,6.18,4.36,4.91,,11.45,5.27,3.45,4.36,4.54,5.82,5.45,7.27,2.91,10.9,38.53,6.36,3.45,9.45,,5.27,8.36,3.45,6.54,41.26,5.27,8.36,2.54,8.0,7.27,4.91,7.27,2.73,5.45,,14.072222,9.794444,20.766667,1.778,12.179012,88.281026
