location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48147,2020-01-11,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.5,9.04,9.44,6.29,,,16.12,7.47,6.68,,,7.86,24.38,8.26,5.9,5.9,37.35,10.22,6.68,5.555556,-0.623457,18.450617,43.6372,3.746914,88.220484
US_TX_48147,2020-01-12,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,7.79,9.74,13.24,10.13,,7.01,16.75,10.52,14.02,,6.23,10.52,26.1,12.07,8.96,,42.07,5.45,,2.314815,-1.654321,10.530864,1.213556,-0.302469,83.109501
US_TX_48147,2020-01-13,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.21,4.51,10.53,8.73,5.72,4.82,14.15,7.53,7.83,6.02,,7.22,23.18,,6.92,4.82,41.23,9.63,9.63,6.882716,2.469136,15.012346,0.0,5.006173,87.954632
US_TX_48147,2020-01-14,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,7.82,9.92,8.72,6.62,4.81,12.93,4.51,6.92,,4.21,8.42,24.05,5.41,5.41,7.52,32.77,5.11,4.81,14.425926,12.5,17.888889,0.0,11.660494,83.636834
US_TX_48147,2020-01-15,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.98,5.61,10.59,5.29,5.29,7.16,17.75,9.34,9.66,,7.16,9.03,23.98,,,,42.67,5.92,8.41,18.203704,13.04321,24.580247,0.028222,16.524691,90.058221
US_TX_48147,2020-01-16,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,4.22,10.55,7.54,,,14.47,11.46,10.25,6.63,6.03,8.14,25.02,5.12,5.73,4.22,37.68,,5.73,12.580247,7.728395,20.191358,2.794,9.419753,81.142234
US_TX_48147,2020-01-17,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.26,5.47,7.91,6.39,,,16.12,7.91,7.0,,,8.82,26.16,,4.87,,43.2,,4.26,8.691358,6.876543,12.160494,13.589,7.395062,91.770448
US_TX_48147,2020-01-18,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,9.79,9.79,12.77,,6.38,20.43,9.36,7.66,,8.09,6.81,22.98,,,6.81,45.53,,,13.209877,9.006173,16.530864,2.794,9.117284,76.394037
US_TX_48147,2020-01-19,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.53,,11.45,9.87,5.53,8.29,24.87,8.29,7.89,5.92,8.68,7.5,28.81,7.1,5.92,6.32,46.97,11.05,,5.364198,-0.537037,11.901235,0.338667,-4.993827,47.634832
US_TX_48147,2020-01-20,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.88,13.23,8.45,8.82,8.82,9.55,23.89,11.76,9.92,8.09,9.92,5.88,32.71,,9.55,,53.28,,,5.487654,-0.839506,12.82716,0.0,-4.037037,50.677183
US_TX_48147,2020-01-21,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,6.77,6.46,12.0,5.85,6.46,4.31,19.7,9.23,10.46,6.16,5.54,7.69,27.7,4.62,5.54,6.46,37.85,7.08,4.31,3.67284,-0.796296,8.91358,0.0,-2.166667,65.961184
US_TX_48147,2020-01-22,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.93,7.11,9.78,6.22,5.63,4.45,18.67,8.0,9.48,7.71,6.52,5.63,27.56,6.82,,5.33,36.45,5.33,4.15,3.864198,2.333333,6.055556,4.1148,1.469136,84.431855
US_TX_48147,2020-01-23,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,7.3,9.73,6.69,,5.47,24.03,10.95,9.43,,,7.6,30.72,7.0,4.26,4.87,38.93,10.95,4.26,6.5,4.228395,12.179012,9.9568,4.746914,88.649282
US_TX_48147,2020-01-24,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,8.45,13.76,9.07,,5.94,30.65,13.45,7.19,7.82,,6.57,31.91,6.57,6.88,5.32,35.35,5.63,,7.12963,2.419753,12.888889,1.749778,1.234568,66.405603
US_TX_48147,2020-01-25,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,5.53,5.92,5.53,7.11,7.89,32.37,13.42,10.26,6.32,6.32,9.47,35.13,7.89,7.11,5.92,40.27,11.84,,7.45679,1.265432,16.969136,0.0,1.012346,64.154221
US_TX_48147,2020-01-26,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,8.3,6.13,9.74,11.18,6.49,5.05,28.5,10.46,10.82,,8.66,6.85,41.48,,5.77,6.13,37.88,12.99,,13.012346,10.691358,16.055556,0.0,8.617284,74.906913
US_TX_48147,2020-01-27,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,6.1,,8.72,5.81,7.84,6.1,26.15,11.62,4.36,4.65,4.94,6.68,31.67,6.39,9.01,6.1,40.39,8.14,7.55,8.512346,4.216049,14.104938,0.0,7.291667,92.390314
US_TX_48147,2020-01-28,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,8.45,12.24,7.28,7.28,4.95,26.51,9.9,9.03,,7.58,10.2,29.43,8.16,4.66,5.24,37.0,6.7,4.08,10.345679,7.802469,14.111111,1.735667,9.228395,92.93607
US_TX_48147,2020-01-29,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.37,4.95,10.48,6.11,,4.37,26.78,9.03,9.32,6.11,8.73,7.57,39.59,5.24,10.19,7.57,34.64,12.23,7.57,5.814815,3.58642,10.444444,7.239,4.209877,89.546895
US_TX_48147,2020-01-30,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,6.36,8.09,6.64,7.8,7.51,6.64,36.11,12.71,9.82,7.22,6.07,8.96,43.33,8.38,9.24,,39.0,6.64,4.04,4.962963,3.469136,7.475309,0.028222,2.561728,84.584401
US_TX_48147,2020-01-31,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,11.98,10.27,3.99,,,30.52,8.27,7.13,5.42,5.42,7.42,38.78,4.56,5.13,5.13,28.8,6.56,,7.092593,5.166667,12.148148,0.056444,3.191358,76.436582
US_TX_48147,2020-02-01,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,6.22,7.38,12.04,8.55,5.44,5.44,27.98,10.1,,,6.22,8.94,37.69,,7.38,,41.57,6.22,,7.944444,-0.024691,17.91358,0.0,-0.104938,56.971556
US_TX_48147,2020-02-02,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,6.22,8.78,8.05,5.49,6.22,19.39,12.07,9.88,,8.05,5.85,23.05,5.85,9.15,5.49,42.08,8.41,5.49,13.296296,5.611111,25.87037,0.0,-0.469136,39.114512
US_TX_48147,2020-02-03,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,8.92,10.46,11.69,5.85,5.85,24.31,8.62,11.39,,6.77,7.08,30.16,8.31,,,40.62,7.38,,16.623457,11.518519,21.950617,0.0,6.783951,52.378527
US_TX_48147,2020-02-04,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,4.51,13.52,8.11,,6.61,19.83,9.61,10.21,4.81,4.81,8.41,28.24,10.81,6.01,,35.75,8.41,5.41,13.098765,5.567901,18.592593,2.9972,11.814815,91.985225
US_TX_48147,2020-02-05,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,8.43,9.84,9.84,,5.34,21.64,9.27,5.62,5.34,6.18,8.43,32.6,5.34,6.46,4.21,32.6,,,2.950617,1.345679,5.351852,1.778,1.277778,88.859304
US_TX_48147,2020-02-06,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,6.94,12.73,8.97,4.92,5.21,17.65,8.39,8.39,4.92,9.55,9.84,29.8,5.5,7.23,4.34,33.85,5.5,5.21,1.302469,-1.82716,6.067901,1.4732,-3.067901,72.806741
US_TX_48147,2020-02-07,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.33,5.77,10.1,7.79,7.79,6.92,15.29,,7.79,,4.04,9.23,23.08,4.33,5.48,4.62,34.04,,4.91,4.253086,-1.604938,14.098765,0.0,-3.246914,58.689149
US_TX_48147,2020-02-08,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.48,8.61,12.92,7.04,5.48,,21.14,9.79,9.0,,,5.48,25.05,,10.96,6.65,36.4,5.48,6.65,8.802469,1.981481,17.783951,0.0,0.012346,54.463788
US_TX_48147,2020-02-09,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,9.6,16.24,7.38,,7.01,19.19,9.6,6.27,5.17,,6.27,25.47,,9.96,,42.07,,9.6,15.006173,12.58642,19.179012,0.0,9.493827,69.693062
US_TX_48147,2020-02-10,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.36,5.08,6.49,6.77,4.51,,14.38,8.18,10.71,4.23,3.95,10.15,27.35,5.64,,,28.2,4.51,3.95,10.160494,4.734568,18.444444,3.7084,7.771605,85.236718
US_TX_48147,2020-02-11,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,5.67,4.82,6.8,10.2,5.1,8.21,17.0,4.82,6.23,7.08,5.1,6.51,29.74,5.67,4.53,3.97,37.39,7.65,4.25,5.319444,4.361111,6.708333,8.3312,3.875,90.482421
US_TX_48147,2020-02-12,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,,5.01,6.68,7.24,3.9,6.13,16.99,9.75,8.07,5.85,5.85,8.07,35.64,5.29,7.52,4.46,34.53,5.57,5.29,6.0625,4.8125,8.423611,18.977429,5.354167,95.274308
US_TX_48147,2020-02-13,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,4.29,7.72,12.59,5.43,,6.01,19.45,6.29,11.73,5.72,,6.29,29.46,6.01,6.01,,36.33,4.86,5.43,4.631944,2.652778,7.465278,11.27125,1.236111,78.676948
US_TX_48147,2020-02-14,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,,,,,8.07,5.68,10.46,9.56,,4.78,10.46,8.37,6.57,,,9.86,23.3,6.57,4.78,7.77,34.66,,5.08,1.791667,-3.534722,10.097222,0.0,-4.569444,62.803169
US_TX_48147,2020-02-15,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,9,6,0,,6.43,8.32,13.99,6.05,,7.94,21.17,6.05,11.34,,,6.43,26.46,7.56,9.45,9.07,40.83,8.32,6.05,7.083333,1.527778,16.416667,0.0,0.784722,64.313483
US_TX_48147,2020-02-16,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,7,4,-3,,,8.38,17.12,8.01,,6.92,12.75,6.56,8.38,,,7.65,26.23,6.92,5.83,,40.07,11.66,5.83,13.805556,7.923611,22.708333,0.0,9.395833,74.853267
US_TX_48147,2020-02-17,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,-5,4,-16,4,8.03,,13.97,9.43,5.94,9.78,12.22,5.94,6.64,5.59,,7.68,28.99,,11.18,5.24,43.66,6.29,,17.618056,13.576389,23.194444,0.0,13.902778,79.029386
US_TX_48147,2020-02-18,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,-1,1,3,0,,6.02,12.05,8.76,4.66,4.38,18.07,10.13,7.67,4.66,6.84,10.4,29.02,,8.21,7.67,33.68,7.39,4.66,13.8125,8.4375,19.819444,0.217714,9.340278,75.577997
US_TX_48147,2020-02-19,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,9,6,5,-1,,6.31,13.76,12.32,5.45,4.87,16.91,10.32,10.89,5.16,,5.73,24.36,5.45,,5.73,40.7,4.87,4.3,7.756944,4.180556,11.534722,1.524,2.368056,68.969972
US_TX_48147,2020-02-20,ChIJqdc3pm-QS4YRZjMBVKqdqYo,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2,,,,,,,34550,18378,16172,3781,4262,4368,4259,4341,4855,4288,2836,1560,1634509,33.59,-96.11,2329,76.677778,9,6,1,0,4.44,5.28,8.61,10.28,5.83,7.22,10.55,6.39,10.0,,6.11,7.22,21.66,9.72,6.11,5.83,33.6,6.94,,6.638889,4.173611,11.201389,7.90575,2.701389,76.31979
