location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35028,2020-01-11,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,7.41,12.5,11.57,7.87,,7.41,,15.74,16.2,8.8,7.87,,,,,,9.26,27.78,7.87,7.87,,,12.04,45.38,,9.72,,,,-5.783333,-14.783333,4.666667,0.127,,-13.234568,53.494411
US_NM_35028,2020-01-12,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,6.77,13.09,13.09,11.28,9.93,,,,15.35,10.38,7.22,6.77,,7.22,10.38,12.64,,11.28,20.31,7.22,7.67,7.22,,9.03,46.94,6.32,8.12,6.32,,,-1.344444,-7.855556,4.555556,0.0,,-11.691358,44.897639
US_NM_35028,2020-01-13,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,7.41,6.23,10.67,8.89,5.63,6.82,4.45,17.2,11.27,5.63,9.79,,6.23,,,5.04,7.41,27.87,4.74,5.04,5.04,6.23,5.93,41.22,,10.08,8.01,6.52,,-0.783333,-8.566667,8.038889,0.056444,,-11.839506,42.828153
US_NM_35028,2020-01-14,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.56,5.59,18.96,8.7,5.59,5.9,5.59,18.33,8.39,7.77,13.98,9.32,4.66,7.15,,5.9,9.01,24.55,7.46,5.9,,4.35,7.77,44.13,4.97,10.26,8.7,7.77,4.97,1.966667,-6.555556,11.138889,0.0,,-12.240741,34.872801
US_NM_35028,2020-01-15,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,5.93,7.18,,11.86,7.49,7.18,5.31,5.31,18.42,7.8,5.31,12.48,5.62,7.49,8.43,,8.74,9.68,29.03,10.93,,,6.87,4.68,48.69,,6.87,,4.68,,3.038889,-6.283333,12.483333,0.0,,-12.419753,31.385237
US_NM_35028,2020-01-16,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,6.09,,9.44,5.48,4.57,4.57,4.26,10.66,9.13,5.18,7.61,4.26,,6.09,4.57,5.18,6.39,27.1,4.26,,,4.87,,36.84,,7.0,,4.57,,0.044444,-4.738889,8.511111,0.616857,,-9.679012,49.514713
US_NM_35028,2020-01-17,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,,,13.86,7.79,,7.79,,16.02,12.99,7.36,6.06,,,11.26,,6.06,,26.84,,,,,11.69,39.4,,10.39,9.53,,,0.538889,-2.4,4.827778,6.50875,,-1.358025,85.62971
US_NM_35028,2020-01-18,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.62,,18.7,,,16.68,,14.15,13.65,,10.62,,,,,,,25.78,11.63,,,,8.09,57.62,8.09,8.09,,9.1,,-2.383333,-10.65,5.6,0.6604,,-11.074074,49.846687
US_NM_35028,2020-01-19,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,15.91,12.93,7.46,13.92,7.95,,7.95,,12.93,8.45,,8.45,,7.46,7.95,7.46,,8.45,20.88,8.95,,,,14.42,50.71,,8.45,,,,-2.433333,-10.25,6.172222,0.0,,-10.32716,53.850502
US_NM_35028,2020-01-20,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,13.24,7.5,16.33,9.71,7.5,8.38,7.5,18.09,9.71,6.18,10.15,7.5,,7.5,,,8.38,24.71,11.92,8.83,6.62,,11.47,41.04,7.06,7.5,6.18,6.18,,-2.277778,-9.238889,6.981481,0.0,,-8.203704,62.822123
US_NM_35028,2020-01-21,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.19,,15.11,9.2,5.26,10.19,,22.67,13.14,7.56,17.74,4.6,6.24,7.88,,9.2,10.19,30.55,7.56,9.86,4.93,8.87,10.51,46.98,6.9,,7.88,4.6,,0.777778,-4.533333,5.777778,0.036286,,-3.141975,74.283336
US_NM_35028,2020-01-22,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,12.1,9.07,13.11,12.43,5.71,8.4,5.71,22.51,12.77,7.39,12.1,,4.7,9.74,6.05,5.04,5.71,27.22,10.75,8.06,5.04,7.06,8.74,46.37,,6.72,5.71,5.38,7.39,1.816667,-1.311111,6.011111,3.120571,,-0.666667,81.735329
US_NM_35028,2020-01-23,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,5.06,7.91,,9.81,9.18,,7.28,5.06,20.57,9.81,6.65,7.91,,6.65,6.65,,,6.65,34.18,6.33,4.75,5.06,,6.01,37.03,6.96,5.7,5.06,6.33,,-0.222222,-6.316667,6.844444,0.0,,-4.685185,70.295531
US_NM_35028,2020-01-24,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.24,,13.34,7.45,7.13,5.58,,26.99,9.62,7.13,9.93,4.34,9.0,8.69,,,7.13,38.16,7.13,4.34,,4.96,9.62,38.47,4.96,6.51,,4.65,5.89,-1.094444,-8.722222,7.827778,0.0,,-5.919753,66.623372
US_NM_35028,2020-01-25,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.0,6.67,14.76,11.43,,9.52,,31.9,8.09,,10.0,,,12.85,6.67,,,39.04,7.62,9.05,,6.67,8.57,38.56,,7.14,9.05,,,1.45,-6.294444,8.811111,0.0,,-5.148148,60.61147
US_NM_35028,2020-01-26,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,12.11,,15.57,8.65,6.49,6.05,,33.73,12.54,,6.92,,,9.52,,7.35,12.11,47.58,8.65,6.05,,6.49,6.92,48.44,,10.38,8.22,,,1.4,-6.122222,9.827778,0.0,,-5.981481,56.331233
US_NM_35028,2020-01-27,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,3.76,7.26,5.11,13.17,7.79,6.99,,4.57,24.72,8.06,7.26,11.82,6.99,5.64,,5.11,5.64,8.33,46.22,9.14,6.99,6.18,5.64,7.79,45.42,4.3,4.03,5.64,6.72,4.03,0.594444,-6.322222,8.994444,0.0,,-4.734568,65.796826
US_NM_35028,2020-01-28,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,7.03,8.66,12.17,6.22,5.95,5.68,4.87,27.05,8.66,4.33,12.45,,,8.66,6.22,7.58,7.03,38.15,5.68,5.14,,4.33,6.49,37.88,4.06,6.76,4.33,5.68,4.6,-0.083333,-6.283333,6.438889,0.028222,,-7.314815,56.192746
US_NM_35028,2020-01-29,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,3.9,7.52,3.9,15.04,8.08,6.96,4.46,,27.57,8.63,5.57,9.47,,5.29,7.8,4.46,5.01,6.41,44.0,8.91,4.18,5.01,5.57,8.08,39.54,5.01,7.24,5.85,6.13,5.29,-2.85,-10.638889,6.1,0.0,,-10.061728,55.334007
US_NM_35028,2020-01-30,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,6.74,,14.31,13.19,4.77,8.42,5.33,33.95,9.82,3.93,8.98,4.77,5.05,6.17,7.3,7.3,6.17,44.34,,8.14,,7.58,5.05,49.39,,5.89,4.77,3.93,5.05,-0.855556,-8.855556,6.116667,0.0,,-7.765432,58.045131
US_NM_35028,2020-01-31,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,6.92,5.28,,9.56,6.59,4.95,5.93,,31.65,10.22,4.95,7.25,5.93,6.92,4.95,4.62,,7.58,38.25,5.93,6.59,,5.93,5.93,38.25,5.28,4.95,5.28,,,-0.9,-9.577778,6.338889,0.056444,,-9.82716,49.211227
US_NM_35028,2020-02-01,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,14.22,11.38,14.7,12.32,9.96,9.01,,25.12,11.38,9.48,9.01,,9.01,7.11,,,8.53,37.45,8.06,6.64,,,9.96,42.66,,8.06,,,,0.877778,-8.494444,12.45,0.0,,-10.358025,42.401149
US_NM_35028,2020-02-02,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,13.96,,14.86,11.25,,,,27.46,13.05,,9.45,,,8.55,,8.1,12.15,35.11,8.55,,,6.75,7.65,39.16,,11.25,,,6.3,2.416667,-7.4,13.993827,0.0,,-8.037037,46.596232
US_NM_35028,2020-02-03,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,10.63,6.9,15.23,9.77,7.18,4.6,4.6,29.6,7.47,8.91,12.07,5.75,5.75,4.02,,5.17,7.47,36.2,8.62,9.2,4.6,,5.46,39.65,6.32,6.32,8.62,4.02,4.02,4.155556,-4.083333,13.05,0.0,,-8.061728,40.350001
US_NM_35028,2020-02-04,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,3.8,7.05,4.07,9.49,10.04,5.97,5.97,,23.6,8.68,6.24,11.67,,8.14,4.07,4.34,,9.22,27.4,6.24,4.07,,,5.97,37.17,,6.24,3.8,,4.61,-1.766667,-7.572222,9.933333,0.653143,30.48,-6.253086,69.995914
US_NM_35028,2020-02-05,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,4.45,9.17,5.28,10.56,6.39,4.73,6.39,,24.74,10.29,8.9,6.95,6.12,5.56,5.0,,4.45,9.17,36.14,6.95,6.95,5.56,5.84,5.84,36.69,4.45,6.39,,,4.73,-11.138889,-20.011111,-2.388889,1.580444,,-14.734568,71.183558
US_NM_35028,2020-02-06,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,8.81,8.53,6.54,16.48,10.23,8.53,5.12,4.26,21.6,15.34,4.83,7.67,4.55,10.51,7.39,,4.26,7.1,32.68,7.96,,,,7.1,37.22,,5.97,5.12,,5.12,-7.511111,-17.066667,3.861111,0.084667,,-15.061728,55.597975
US_NM_35028,2020-02-07,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,4.88,8.13,,14.63,7.8,10.4,7.15,,21.13,10.73,,9.1,4.88,6.18,5.53,,4.55,9.75,28.61,9.1,5.2,5.2,5.85,,40.96,,,7.15,,,2.883333,-2.816667,10.844444,0.0,,-5.654321,52.943012
US_NM_35028,2020-02-08,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,12.38,,11.39,18.81,8.42,8.42,,26.24,12.38,8.91,9.41,,,7.43,,,8.91,36.63,10.4,,,,,45.55,8.91,11.39,,,,4.311111,-5.3,13.122222,0.0,,-6.080247,46.443039
US_NM_35028,2020-02-09,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,8.34,,12.97,6.95,8.34,,,22.69,9.72,,11.58,,6.48,9.26,,,9.72,26.4,11.58,7.87,,,9.72,50.94,6.95,8.8,,,,5.444444,-1.911111,11.583333,0.0,,-9.055556,34.388652
US_NM_35028,2020-02-10,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,5.48,4.57,11.87,14.0,7.61,5.48,5.78,23.13,11.87,8.83,13.09,,6.39,7.91,5.17,6.7,,33.78,5.78,9.44,,7.91,7.3,45.04,,7.0,7.61,,4.57,2.372222,-2.827778,9.4,0.0,,-3.259259,65.027794
US_NM_35028,2020-02-11,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,5.14,,13.57,6.97,6.24,5.87,,13.57,8.07,6.6,8.07,,,7.34,,,8.44,31.18,6.6,,5.87,,,40.72,,,,5.14,,-2.516667,-6.088889,5.905556,4.0005,,-4.845679,82.860767
US_NM_35028,2020-02-12,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,5.96,6.85,5.96,15.19,8.04,9.23,5.36,6.25,16.68,8.34,6.85,10.72,5.96,,5.36,,5.66,7.74,34.85,8.64,4.47,4.47,4.17,5.36,44.38,7.15,5.66,6.85,5.96,,-3.922222,-8.388889,1.694444,2.286,,-6.58642,80.396968
US_NM_35028,2020-02-13,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,8.5,,13.86,6.3,5.67,5.35,5.67,17.0,7.24,5.35,11.65,,6.3,8.19,,4.41,8.19,26.45,4.72,6.3,,5.04,6.61,40.94,4.41,5.67,8.5,4.41,5.04,-2.683333,-9.627778,4.411111,0.127,,-7.703704,66.910091
US_NM_35028,2020-02-14,ChIJF8D-ZnagIocRjlWg9BxeH6k,Q484296,geoId/35028,US,United States of America,NM,New Mexico,35028,Los Alamos County,US,USA,2,,,,,,,18742,9520,9222,2156,2499,1857,2376,2238,2944,2439,1408,825,1344294,35.87,-106.31,283,83.166667,,,,,8.48,,15.48,7.37,,,8.11,12.9,8.48,,8.48,5.16,,,,,9.22,25.81,5.9,7.74,,5.9,8.11,35.39,5.16,8.48,5.16,,,-1.016667,-9.866667,7.927778,0.0,,-7.166667,61.260154
