location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48073,2020-01-11,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,,7.31,,8.02,7.08,6.61,8.26,3.77,10.38,,7.08,3.54,5.19,6.84,,4.48,3.54,5.9,,4.48,5.19,21.94,7.31,8.02,,3.54,5.42,38.92,4.01,8.73,,4.72,4.72,10.32716,2.067901,22.006173,24.638,8.673611,89.632532
US_TX_48073,2020-01-12,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.9,8.39,,10.03,6.99,3.96,6.76,,11.19,,7.93,3.96,5.13,8.86,6.06,3.73,4.2,3.96,5.83,3.5,5.13,21.68,6.06,12.12,5.13,4.2,6.06,35.9,4.2,5.83,6.76,5.83,4.43,2.32716,-1.919753,11.895062,1.905,0.1875,85.768428
US_TX_48073,2020-01-13,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.19,5.99,3.59,7.38,8.38,5.79,4.59,3.99,8.18,3.39,6.19,,3.39,11.18,2.99,2.79,,3.99,2.99,3.39,6.39,23.35,5.99,7.98,2.99,,4.39,35.92,5.19,6.19,6.39,4.19,4.39,8.969136,3.62963,17.524691,0.0,5.291667,78.872759
US_TX_48073,2020-01-14,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.44,8.67,2.82,10.89,8.27,4.03,4.64,,9.88,3.02,7.87,3.02,3.63,10.29,3.43,6.05,,4.03,7.66,,9.48,22.39,5.85,8.67,3.63,3.83,4.84,33.08,5.45,6.25,6.86,6.05,5.45,15.302469,13.438272,18.993827,2.455333,14.256944,93.778484
US_TX_48073,2020-01-15,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.38,5.0,3.65,9.04,5.96,4.04,4.42,3.65,11.54,4.23,5.77,4.04,2.88,8.65,3.46,4.42,3.85,4.04,4.23,3.27,5.96,25.19,4.62,4.81,4.62,3.27,3.85,29.04,,7.31,4.42,7.12,3.08,20.388889,17.648148,25.030864,1.23825,18.770833,90.812192
US_TX_48073,2020-01-16,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,7.02,4.93,,7.78,8.54,5.31,6.45,2.85,11.95,4.55,8.54,3.22,3.6,9.29,4.36,5.12,5.69,3.79,3.22,3.41,10.24,21.81,5.5,3.98,3.04,5.31,5.69,39.07,3.98,2.85,5.5,4.36,2.85,17.160494,12.851852,21.938272,1.651,16.048611,94.172701
US_TX_48073,2020-01-17,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,2.91,7.56,,6.2,7.95,5.43,3.1,2.91,12.21,,6.2,,4.07,9.69,3.88,6.2,5.62,4.85,5.23,4.26,6.78,24.23,4.85,6.4,2.91,4.85,5.23,32.56,3.88,5.82,7.75,4.65,,12.611111,10.808642,16.580247,6.6675,10.597222,88.174973
US_TX_48073,2020-01-18,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.97,6.77,4.91,6.07,9.11,4.91,6.54,3.74,10.74,,6.31,,,7.24,4.67,5.37,6.07,,3.27,,6.77,25.22,4.91,6.54,3.5,,5.14,34.33,,7.71,3.97,3.5,6.07,17.351852,13.111111,18.901235,4.191,14.493056,83.841899
US_TX_48073,2020-01-19,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.9,11.01,,9.4,8.94,3.21,4.82,5.96,12.84,4.13,7.57,,5.96,9.17,3.44,5.96,,,5.73,3.67,7.34,24.76,,7.8,4.82,4.36,3.44,34.62,6.88,8.03,5.96,5.73,5.5,7.685185,1.993827,13.376543,2.935111,-4.006944,43.862081
US_TX_48073,2020-01-20,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.61,8.08,3.59,14.37,5.39,4.71,8.31,4.71,13.02,5.39,9.65,3.14,4.49,11.0,4.71,4.27,4.94,4.04,6.06,4.94,7.18,24.7,5.61,4.94,4.94,4.94,4.49,39.07,,8.53,4.27,8.08,3.82,6.364198,0.530864,13.617284,0.0,-3.75,49.023919
US_TX_48073,2020-01-21,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.0,6.73,4.23,10.0,6.92,5.77,5.0,4.04,15.57,2.88,7.88,2.69,4.62,11.54,,4.42,3.46,3.27,4.42,7.5,7.5,25.38,4.42,8.46,4.42,6.73,4.23,37.3,5.0,4.81,5.19,4.81,3.85,4.117284,-0.919753,9.975309,0.0,-1.673611,66.78185
US_TX_48073,2020-01-22,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.58,4.28,,11.16,8.37,4.09,3.91,5.95,16.37,,10.6,4.28,3.53,8.55,,4.65,3.53,2.98,5.21,7.25,9.3,26.22,4.28,6.32,2.79,5.02,5.39,31.06,3.53,6.32,4.28,5.39,4.83,4.611111,2.376543,7.617284,2.751667,1.416667,80.469787
US_TX_48073,2020-01-23,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.88,7.2,3.69,8.31,4.8,3.51,4.8,4.25,16.62,2.59,7.94,,,9.79,5.17,4.62,4.25,,,4.25,9.05,32.88,5.73,3.88,,4.43,4.99,32.14,4.62,4.25,4.43,5.17,3.51,8.450617,6.45679,11.67284,29.887333,7.145833,92.209442
US_TX_48073,2020-01-24,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,2.99,7.28,2.61,8.59,5.04,3.36,3.92,3.92,18.48,,5.79,2.8,3.92,7.09,2.61,4.48,3.55,2.99,4.67,5.04,8.03,26.51,5.6,5.41,3.36,4.48,5.23,31.92,2.8,5.79,6.53,5.23,4.29,6.962963,0.975309,14.537037,0.310444,1.854167,70.660599
US_TX_48073,2020-01-25,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.07,10.86,,9.41,5.07,4.34,3.62,,26.79,3.38,9.65,,5.31,10.62,3.62,5.55,5.55,,5.07,4.59,8.69,35.0,5.55,10.86,,4.1,4.83,38.38,,7.0,4.1,5.55,6.76,8.118056,1.180556,17.493056,0.0,1.142857,62.326685
US_TX_48073,2020-01-26,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.82,9.2,,7.67,6.79,5.48,5.7,3.72,23.44,4.6,10.08,,4.82,7.23,5.26,3.94,,3.29,5.48,5.04,4.82,30.02,5.92,7.45,3.5,3.72,5.26,37.9,4.38,5.92,8.32,3.72,4.38,13.375,10.888889,18.166667,1.778,9.198413,76.441528
US_TX_48073,2020-01-27,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.92,8.02,,9.93,6.3,4.2,5.35,3.06,25.97,5.16,8.02,,3.82,9.74,4.01,5.16,4.77,2.67,4.77,4.58,7.45,35.9,6.11,7.64,5.73,4.96,3.44,37.43,4.77,7.26,,3.82,3.82,12.123457,8.117284,18.290123,0.112889,8.798611,80.94541
US_TX_48073,2020-01-28,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.85,4.22,,8.07,6.42,4.4,5.14,3.49,22.57,4.22,10.46,4.04,4.22,8.26,3.67,4.59,6.42,4.04,4.04,6.05,7.71,28.44,7.34,4.22,4.77,4.4,4.95,33.21,5.14,6.97,4.22,5.69,3.85,11.320988,9.117284,15.345679,0.127,9.506944,89.174287
US_TX_48073,2020-01-29,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.81,7.61,3.81,9.71,7.42,6.47,2.67,4.57,24.17,5.33,9.33,,5.14,7.99,4.0,4.38,4.57,4.19,5.14,3.43,6.09,36.16,5.33,5.71,4.57,6.66,4.0,31.03,3.04,9.14,5.9,3.62,,7.54321,5.444444,12.888889,10.6045,5.354167,86.086869
US_TX_48073,2020-01-30,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.0,7.25,,10.11,5.91,6.1,4.77,3.05,25.75,3.05,6.67,,5.72,8.01,5.15,4.58,5.72,2.67,3.05,,7.63,25.18,6.1,5.15,4.96,,5.91,34.52,3.62,4.77,6.29,4.0,4.2,6.907407,5.524691,9.432099,0.0,4.944444,87.586257
US_TX_48073,2020-01-31,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.45,7.69,2.83,7.28,5.67,5.06,2.83,,27.11,2.83,6.68,3.04,4.45,10.12,3.64,3.84,5.26,3.84,3.64,,9.1,32.77,5.06,6.27,4.65,,4.25,35.2,4.86,5.46,4.25,3.44,3.44,8.432099,7.191358,11.092593,1.312333,6.145833,85.617336
US_TX_48073,2020-02-01,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.34,7.24,,9.9,5.79,5.07,4.83,4.34,21.48,,9.41,,,7.48,3.38,5.31,6.52,4.34,6.76,7.72,8.93,32.83,5.07,8.69,4.34,7.96,4.83,35.72,3.38,7.72,6.28,4.83,5.55,7.154321,-0.17284,18.333333,0.0,1.159722,65.658951
US_TX_48073,2020-02-02,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.49,7.86,3.14,10.1,6.73,4.94,4.26,3.59,22.9,4.26,9.88,,3.14,8.08,,3.59,4.94,,3.14,5.39,7.41,26.26,5.84,8.98,3.14,3.14,,31.88,6.73,11.0,,4.71,3.59,11.851852,3.246914,25.759259,0.0,1.229167,48.986587
US_TX_48073,2020-02-03,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.17,5.17,,10.14,6.96,4.77,4.97,3.38,26.63,4.77,8.55,,4.77,10.73,5.17,4.77,5.37,3.58,4.77,4.77,11.13,29.21,5.76,6.56,2.98,3.78,5.17,34.58,3.98,6.16,6.56,6.16,5.57,16.049383,10.777778,21.518519,0.0,8.743056,62.264029
US_TX_48073,2020-02-04,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,7.59,5.2,,12.79,6.99,4.59,5.79,4.4,22.78,,8.99,5.39,5.39,7.79,3.4,4.4,9.19,4.0,5.59,,9.39,28.57,5.0,8.39,4.59,4.0,3.6,36.96,3.2,6.79,6.39,4.2,4.79,18.54321,11.734568,23.197531,0.508,15.861111,84.643946
US_TX_48073,2020-02-05,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,5.61,4.6,2.8,5.61,4.6,5.2,5.8,5.8,21.02,3.6,9.01,3.6,4.2,9.21,3.8,6.0,6.81,4.2,7.81,4.4,9.01,23.82,5.61,5.8,4.6,5.2,7.21,33.63,5.0,6.61,5.41,,3.4,6.179012,3.191358,11.91358,0.889,4.395833,88.294586
US_TX_48073,2020-02-06,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.68,8.59,3.89,9.82,10.02,3.48,3.68,,21.68,2.86,9.0,2.86,4.91,9.0,5.93,3.68,4.09,3.89,6.75,3.07,8.59,27.41,7.98,4.71,6.75,,4.3,32.11,4.5,7.77,5.52,,5.11,2.611111,0.339506,6.777778,12.615333,-1.111111,76.683063
US_TX_48073,2020-02-07,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,2.84,7.92,4.06,8.94,8.53,3.25,5.28,3.86,21.53,3.05,11.98,,3.86,8.33,9.34,4.67,5.28,,4.47,2.84,7.72,30.87,5.89,3.25,3.25,3.25,3.05,32.09,3.45,6.3,4.67,4.27,4.67,4.987654,-2.839506,17.728395,0.649111,-3.381944,55.2188
US_TX_48073,2020-02-08,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,6.01,4.08,,12.01,9.85,,3.36,4.57,20.42,,9.13,3.36,,8.41,7.45,4.33,5.29,5.04,4.08,4.57,9.61,30.75,5.77,6.73,,4.57,4.8,34.12,5.29,5.53,5.29,4.57,5.77,9.666667,0.993827,18.740741,0.0,0.381944,52.519935
US_TX_48073,2020-02-09,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,3.99,7.99,,12.43,5.1,3.99,,5.55,15.53,7.1,8.43,3.11,5.33,6.66,4.88,3.99,4.66,,6.21,4.88,7.77,29.29,3.99,9.32,,4.88,3.55,30.84,5.33,9.76,5.1,7.99,5.55,16.290123,12.432099,21.450617,0.042333,10.972222,71.403413
US_TX_48073,2020-02-10,ChIJrWw1l9sZSIYRE8vLZzPzXWA,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2,,,,,,,52116,26584,25532,7370,7560,6444,5872,6360,6367,6056,3924,2163,1839605,31.84,-95.17,2750,76.45,,,,,4.48,6.35,3.55,13.06,4.85,4.29,5.6,4.67,16.98,2.99,8.59,,3.92,6.91,6.16,4.48,5.04,5.41,6.72,2.99,8.03,30.98,5.97,7.28,3.73,2.99,2.99,33.78,5.04,6.35,5.79,2.99,5.23,16.654321,10.882716,20.290123,8.466667,15.784722,94.662113
