location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01053,2020-01-11,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,8.15,12.4,7.8,,4.96,8.51,7.44,11.34,,,8.86,24.1,4.96,4.96,,42.52,6.73,7.09,21.364198,18.055556,23.981481,3.84175,19.076389,86.853794
US_AL_01053,2020-01-12,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,9.73,8.96,7.01,,6.62,13.63,10.12,8.18,6.23,,11.29,26.87,7.79,,,43.62,7.79,,16.716667,12.966667,22.533333,17.907,14.617284,86.416798
US_AL_01053,2020-01-13,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,6.23,7.78,10.59,7.16,7.47,5.61,16.5,8.41,8.41,,5.92,12.14,27.09,6.85,13.7,4.98,47.02,9.65,4.67,20.518519,17.611111,23.592593,13.828889,19.541667,92.637046
US_AL_01053,2020-01-14,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,7.78,9.4,11.67,11.03,7.46,4.54,16.21,6.16,11.03,5.51,4.86,15.24,32.1,7.13,11.67,8.76,45.08,5.84,,21.661111,18.961111,25.144444,30.63875,20.361111,91.918714
US_AL_01053,2020-01-15,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.41,5.74,10.47,5.74,6.08,,14.86,9.12,9.46,6.76,,13.85,32.09,5.74,6.08,6.08,45.27,8.11,5.41,19.427778,15.077778,25.777778,27.206222,17.82716,89.510941
US_AL_01053,2020-01-16,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.36,7.03,14.06,10.04,7.36,8.03,9.04,8.37,9.71,,,10.04,29.45,8.37,10.04,9.37,45.52,10.38,4.69,20.95,18.661111,23.866667,0.0508,19.283951,89.555642
US_AL_01053,2020-01-17,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,6.24,9.02,9.37,7.98,9.02,13.18,12.14,11.79,8.67,,7.98,25.67,5.55,14.22,6.59,39.2,11.79,5.9,16.305556,10.611111,22.677778,0.0254,4.740741,46.081536
US_AL_01053,2020-01-18,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,13.32,8.76,5.71,,6.85,13.32,9.52,8.38,,,6.09,21.7,7.23,8.38,9.14,39.21,6.47,,16.522222,13.45,19.883333,1.4605,10.783951,68.562938
US_AL_01053,2020-01-19,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,6.7,12.61,10.64,9.06,7.09,12.21,,11.43,6.3,,8.67,30.73,8.67,7.49,6.3,38.22,12.21,,14.077778,8.088889,19.116667,10.103556,7.641975,64.869777
US_AL_01053,2020-01-20,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,6.35,10.59,11.64,6.0,8.82,7.41,14.47,8.82,12.35,6.71,6.35,12.7,28.23,,8.47,8.12,50.11,6.35,,5.105556,0.916667,9.766667,2.6162,-5.895062,44.61217
US_AL_01053,2020-01-21,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,6.41,10.46,8.1,6.75,4.72,15.52,6.07,6.41,6.07,5.06,11.47,30.71,7.42,8.1,6.07,44.88,7.09,5.74,1.777778,-2.494444,7.194444,0.0,-6.537037,53.697487
US_AL_01053,2020-01-22,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,10.82,10.14,5.41,,,10.48,9.8,5.41,5.75,,9.46,31.77,6.42,,7.1,38.2,8.11,,2.888889,-3.316667,11.127778,0.0,-6.0,51.608235
US_AL_01053,2020-01-23,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,4.49,6.42,8.99,10.91,6.42,5.78,18.29,8.34,9.95,8.34,4.81,14.12,30.17,7.38,8.02,6.74,41.72,8.99,5.78,9.588889,6.655556,13.55,0.310444,2.679012,61.482362
US_AL_01053,2020-01-24,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,8.63,7.59,8.63,7.59,5.52,5.52,21.39,7.25,11.04,8.28,7.94,8.63,24.85,6.9,7.25,4.83,42.45,8.28,8.63,13.95,9.727778,17.933333,6.491111,10.061728,76.720832
US_AL_01053,2020-01-25,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,,5.6,6.4,6.0,6.0,15.99,9.59,10.39,,,,27.58,7.2,5.6,8.39,39.17,8.39,5.6,8.838889,1.577778,16.027778,0.2286,2.864198,65.481917
US_AL_01053,2020-01-26,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,7.2,10.44,10.44,8.64,5.4,8.28,23.4,10.08,10.44,6.84,,7.92,33.12,,8.64,5.76,42.85,6.48,6.48,7.661111,2.816667,12.738889,0.0,5.191358,83.499579
US_AL_01053,2020-01-27,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,7.73,8.05,9.98,8.37,8.05,,17.38,8.05,12.88,6.44,6.12,18.03,31.55,5.15,8.05,6.76,44.43,8.69,8.05,10.511111,7.766667,15.188889,2.229556,8.030864,83.920399
US_AL_01053,2020-01-28,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,10.6,11.28,9.91,7.18,8.55,21.88,10.94,13.33,6.15,,13.33,37.26,5.47,9.57,5.81,43.76,9.57,11.28,9.372222,1.783333,18.922222,0.3556,4.154321,69.24249
US_AL_01053,2020-01-29,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,5.95,10.02,8.14,6.58,5.64,22.55,12.53,12.53,7.2,,12.84,38.84,,5.32,5.95,36.96,10.96,9.4,8.705556,6.144444,11.838889,1.814286,6.222222,83.847227
US_AL_01053,2020-01-30,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.34,9.69,5.01,8.35,6.01,7.02,32.07,4.68,12.03,5.68,5.34,10.36,41.43,8.69,8.35,5.34,41.76,8.35,5.68,9.744444,3.811111,17.616667,6.9088,6.037037,76.911042
US_AL_01053,2020-01-31,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.88,7.19,5.23,8.17,9.81,6.54,28.11,7.85,11.77,,7.85,12.75,37.59,5.88,8.17,,40.86,7.85,8.83,11.288889,9.272222,12.911111,0.3175,9.345679,87.32932
US_AL_01053,2020-02-01,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.71,7.62,8.38,5.71,,,23.99,8.38,9.52,,,8.0,27.42,,6.47,5.33,43.79,9.9,7.62,10.85,9.205556,13.894444,1.8796,8.820988,86.925029
US_AL_01053,2020-02-02,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,9.93,7.36,9.56,,,7.72,20.59,8.46,8.09,5.88,,15.08,26.85,,11.03,,41.92,6.99,,9.533333,1.722222,20.161111,0.0508,3.222222,63.841072
US_AL_01053,2020-02-03,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,5.31,10.29,12.62,9.63,6.64,6.97,23.91,9.96,12.29,5.64,8.63,13.61,41.51,6.31,10.29,5.64,39.18,12.29,,13.511111,5.027778,22.788889,0.0,8.592593,71.585718
US_AL_01053,2020-02-04,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,4.89,5.22,15.99,7.83,5.87,6.53,15.99,10.12,15.34,4.89,,15.66,30.68,6.85,7.83,5.87,42.42,7.5,9.46,16.648148,10.253086,23.734568,0.0,13.569444,81.410388
US_AL_01053,2020-02-05,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,4.66,9.32,12.12,6.84,7.15,5.91,25.49,5.59,9.64,,6.22,13.99,30.46,7.15,11.5,6.84,38.85,6.22,8.08,19.766667,17.233333,22.455556,2.201333,18.407407,91.464543
US_AL_01053,2020-02-06,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,4.74,6.64,7.59,6.64,6.96,5.38,27.83,8.86,10.44,6.01,4.74,7.59,34.48,5.06,9.17,9.17,39.85,8.54,6.01,20.511111,12.944444,23.477778,29.718,19.141975,91.522242
US_AL_01053,2020-02-07,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,7.99,8.69,13.2,5.21,5.91,5.21,23.62,6.6,6.95,6.25,,11.12,30.22,,7.99,,32.66,10.77,6.25,7.938889,1.794444,13.494444,16.3068,0.654321,59.435725
US_AL_01053,2020-02-08,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,5.69,11.38,7.96,,5.69,18.58,7.96,6.07,,,10.24,27.3,6.45,7.96,,43.23,6.07,,9.538889,2.216667,18.838889,0.1016,5.302469,73.749531
US_AL_01053,2020-02-09,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,8.23,9.8,,7.05,,16.46,10.97,8.23,,,11.76,32.14,7.45,7.84,,30.96,8.23,,13.711111,8.016667,21.872222,0.2286,8.506173,69.935211
US_AL_01053,2020-02-10,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,7.9,10.86,15.8,,8.56,21.07,12.18,8.89,4.94,4.61,9.22,36.21,8.56,8.23,5.6,44.11,8.56,,17.272222,11.672222,22.85,0.0254,13.240741,76.013093
US_AL_01053,2020-02-11,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,10.42,9.12,12.7,10.42,6.51,4.56,28.99,8.47,11.07,8.14,4.56,10.75,43.32,5.54,8.47,6.19,46.25,8.47,7.49,22.233333,20.555556,25.7,0.0508,20.148148,88.402392
US_AL_01053,2020-02-12,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,7.73,7.41,10.3,11.59,12.56,9.66,25.12,7.08,12.56,7.08,6.76,12.56,32.2,7.08,10.3,4.83,44.44,5.8,7.41,21.216667,19.061111,24.883333,1.0922,19.347222,88.737405
US_AL_01053,2020-02-13,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,,,12.06,7.04,,9.05,17.76,8.71,10.39,5.7,,9.05,26.13,4.69,8.71,5.36,43.22,7.04,7.04,19.627778,12.972222,23.388889,1.919111,16.981481,84.2962
US_AL_01053,2020-02-14,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,,,,,6.51,,12.68,8.57,4.8,,13.71,8.57,11.31,,6.17,11.31,28.79,6.86,8.23,4.8,36.34,,5.83,10.755556,4.922222,17.844444,8.4328,1.790123,53.245561
US_AL_01053,2020-02-15,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,1,-1,-1,,6.44,9.66,8.85,,,8.45,18.51,12.07,7.64,5.63,,10.06,26.15,7.24,10.06,5.63,40.24,,6.44,9.638889,1.705556,18.85,0.0,-2.395062,42.236164
US_AL_01053,2020-02-16,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,1,-10,-2,,8.63,5.63,9.38,6.75,7.88,,13.88,,10.88,6.0,,10.13,20.64,7.5,7.88,,39.02,6.38,8.63,10.911111,6.9,15.755556,0.8382,7.419753,78.349024
US_AL_01053,2020-02-17,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,2,-5,-5,5,6.45,10.0,10.0,8.71,5.16,9.35,19.35,7.09,10.32,7.74,6.13,14.19,26.44,8.38,11.61,6.77,43.85,11.93,9.03,14.7,12.483333,19.683333,10.6934,13.111111,88.497674
US_AL_01053,2020-02-18,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,-1,3,6,1,5.62,11.25,11.56,7.5,6.56,5.62,20.31,8.75,13.75,7.18,,12.81,27.49,5.62,8.12,8.44,40.92,10.0,7.18,19.527778,16.277778,24.227778,0.03175,17.993827,90.571297
US_AL_01053,2020-02-19,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,2,-4,4,0,7.34,9.25,13.08,8.3,10.85,8.62,17.55,11.17,9.57,6.06,,13.4,29.36,7.02,7.02,5.42,46.59,10.85,8.3,20.405556,17.238889,24.161111,1.1684,18.006173,85.417036
US_AL_01053,2020-02-20,ChIJzY1jedVekIgRMfynHUnNNPY,Q487744,geoId/01053,US,United States of America,AL,Alabama,01053,Escambia County,US,USA,2,,,,,,,36993,18749,18244,4576,4486,4798,4628,4717,4976,4350,2961,1501,1848773,31.126667,-87.162222,2468,73.525,-4,-10,1,2,7.9,8.22,8.53,7.27,6.0,7.27,16.43,7.58,14.22,6.95,4.42,9.8,26.86,6.32,7.9,,42.98,4.42,5.06,15.855556,10.872222,18.533333,5.696857,14.425926,90.227819
