location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53049,2022-03-20,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3368,55,0,13227,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,34,-13,,8.15,12.38,12.38,6.04,,12.99,9.97,,4.23,15.71,5.13,9.66,40.17,10.27,6.34,6.098765,3.314815,10.030864,1.17475,2.75,80.928024
US_WA_53049,2022-03-21,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,3369,55,0,13227,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,8,-4,4,5.58,11.43,7.81,5.86,5.86,6.97,13.67,,8.37,17.01,5.86,,41.27,4.46,6.41,6.82716,3.962963,9.5,8.22325,5.351852,90.466258
US_WA_53049,2022-03-22,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3369,55,0,13227,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,30,,,-2,2,5.29,9.71,7.35,6.47,6.47,13.23,9.71,,8.23,16.76,5.29,,37.94,5.0,5.0,10.45679,6.925926,16.049383,8.41375,9.601852,92.593008
US_WA_53049,2022-03-23,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,6,0,3375,55,0,13227,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,26,32,,-4,3,4.07,11.63,8.43,6.69,4.94,8.43,10.18,,9.89,15.7,7.85,7.56,34.9,4.36,,11.018519,8.185185,16.253086,0.762,9.759259,89.31289
US_WA_53049,2022-03-24,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3375,55,4,13231,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,38,35,,-2,0,5.91,12.71,10.35,5.91,9.46,6.5,9.17,,7.69,19.52,6.21,5.32,37.85,,6.8,7.574074,3.0,14.740741,1.354667,3.981481,78.614699
US_WA_53049,2022-03-25,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,76,1,3451,56,4,13235,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,34,32,58,3,2,,11.68,8.08,,4.79,4.49,9.58,,7.78,16.16,5.09,,34.13,,9.28,9.401235,4.283951,15.351852,0.0,4.953704,76.056067
US_WA_53049,2022-03-26,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3451,56,1,13236,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,27,,5,-7,,9.26,7.66,9.58,5.11,4.47,9.26,7.66,,5.75,17.24,6.39,7.66,41.51,10.22,4.79,9.345679,5.864198,14.117284,0.1905,6.648148,82.455587
US_WA_53049,2022-03-27,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3451,56,0,13236,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,31,-13,,,14.11,8.86,6.89,9.52,7.55,9.19,,6.56,21.98,5.91,5.25,45.94,4.92,6.56,11.246914,7.623457,14.808642,0.423333,9.755556,86.546273
US_WA_53049,2022-03-28,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,3452,56,0,13236,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,19,14,-6,3,5.14,13.91,8.77,6.96,,7.26,9.38,,7.56,22.08,,6.05,38.71,6.65,6.35,10.820988,7.679012,14.635802,0.0,9.566667,84.672566
US_WA_53049,2022-03-29,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3452,56,8,13244,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,9,18,25,-5,3,5.92,8.42,5.92,4.37,4.99,10.29,11.22,,9.67,19.64,,8.42,37.73,9.04,,8.888889,6.932099,12.271605,0.282222,6.972222,86.699495
US_WA_53049,2022-03-30,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,2,0,3454,56,4,13248,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,15,15,,-5,3,5.58,11.48,5.58,5.89,5.58,9.62,8.69,,8.38,14.58,,8.06,35.36,6.82,6.51,8.808642,6.302469,11.623457,0.28575,4.990741,77.55082
US_WA_53049,2022-03-31,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3454,56,1,13249,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,20,18,38,-2,1,7.34,12.13,8.3,4.47,4.79,4.47,10.85,4.47,5.43,17.56,7.98,4.47,33.84,7.34,,7.104938,3.364198,11.808642,0.47625,3.266667,75.982823
US_WA_53049,2022-04-01,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,2,1,3456,57,1,13250,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,37,32,54,-2,1,4.65,8.69,8.06,4.96,7.75,8.38,9.62,,7.45,14.58,6.2,6.2,33.5,7.45,,6.67284,1.993827,11.469136,0.1905,3.046296,78.840756
US_WA_53049,2022-04-02,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3456,57,11,13261,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,50,,82,-8,,5.32,12.96,7.31,,5.98,9.3,6.31,,7.97,19.27,5.65,9.3,30.56,,,8.574074,3.783951,12.493827,0.508,4.944444,77.9144
US_WA_53049,2022-04-03,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3456,57,0,13261,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,26,-16,,8.14,14.09,9.71,6.58,4.7,7.83,10.65,,4.38,17.23,,6.58,31.32,7.83,4.38,8.308642,5.592593,12.314815,0.34925,4.638889,78.369123
US_WA_53049,2022-04-04,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,3457,57,0,13261,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,44,48,-12,3,5.87,13.8,8.22,6.17,8.52,9.69,12.33,,5.58,16.15,6.17,7.05,42.29,5.58,4.99,9.111111,5.654321,11.098765,20.92325,6.12963,82.06331
US_WA_53049,2022-04-05,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3457,57,1,13262,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,50,,-10,2,7.55,15.71,5.74,6.95,5.44,11.48,8.15,,6.95,14.5,6.64,10.27,34.13,6.04,4.23,7.246914,4.17284,11.209877,3.7465,1.759259,70.35152
US_WA_53049,2022-04-06,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3457,57,8,13270,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,53,,-14,2,,9.65,5.29,4.67,,9.34,10.9,5.92,6.54,20.86,,4.98,33.0,9.96,,6.611111,0.185185,15.697531,0.310444,0.231481,65.535173
US_WA_53049,2022-04-07,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3457,57,8,13278,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,68,,-10,1,6.93,9.45,5.99,6.93,5.04,9.14,6.62,,10.4,19.53,8.19,5.67,38.75,9.14,5.67,11.777778,2.493827,22.432099,0.0,2.907407,55.981528
US_WA_53049,2022-04-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,2,0,3459,57,24,13302,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,41,54,44,-7,3,7.55,10.88,5.44,6.95,5.74,5.74,7.86,,6.35,17.53,,7.25,41.1,5.44,4.53,10.975309,5.259259,19.777778,1.9685,5.277778,65.481408
US_WA_53049,2022-04-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,1,13303,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,31,,18,-1,,5.24,15.71,10.48,,5.89,10.8,6.22,,5.89,18.33,7.53,5.24,29.79,7.2,7.86,6.938272,4.283951,11.209877,1.27,2.259259,72.625801
US_WA_53049,2022-04-10,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,1,13304,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,1,-12,,8.57,12.85,11.53,,5.6,11.2,6.59,,6.26,17.14,5.27,6.26,34.27,4.94,7.58,5.753086,3.679012,8.888889,5.715,1.722222,76.872388
US_WA_53049,2022-04-11,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,0,13304,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,35,11,-4,4,6.58,8.68,6.88,5.68,4.49,10.47,6.58,,7.78,20.64,5.68,7.48,37.69,5.68,5.98,4.259259,1.574074,10.308642,5.11175,1.37963,82.320596
US_WA_53049,2022-04-12,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,9,13313,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,18,25,13,-2,4,,14.14,7.22,6.92,6.02,8.12,9.63,,8.12,18.35,5.11,4.81,43.92,4.21,7.82,4.851852,1.728395,10.006173,5.81025,1.481481,81.942801
US_WA_53049,2022-04-13,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,3,13316,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,18,24,,-4,3,5.2,13.46,9.48,5.81,5.2,9.79,11.93,7.34,4.28,21.41,6.73,5.51,37.02,7.04,5.81,3.419753,0.962963,7.302469,2.9845,1.333333,87.589643
US_WA_53049,2022-04-14,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3459,57,2,13318,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,23,27,30,-4,3,,8.88,7.35,6.13,4.59,9.19,10.11,,12.25,18.99,5.82,4.59,34.62,,7.05,3.814815,0.845679,8.771605,4.2545,1.601852,86.118106
US_WA_53049,2022-04-15,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,4,0,3463,57,11,13329,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,36,37,64,-1,2,,12.63,9.85,8.93,,13.24,9.55,,8.62,19.4,6.47,5.54,33.87,6.16,4.62,4.537037,1.179012,9.45679,2.3495,1.638889,81.726749
US_WA_53049,2022-04-16,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3463,57,21,13350,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,54,,72,-1,,5.59,10.53,,,,8.56,9.21,,7.9,17.11,,5.92,30.6,4.94,5.26,4.759259,0.648148,9.938272,0.79375,1.166667,79.789146
US_WA_53049,2022-04-17,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3463,57,1,13351,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,120,-16,,7.13,12.56,6.45,7.47,4.75,8.14,10.86,,,20.02,7.81,7.47,37.67,5.43,,6.518519,0.555556,13.703704,0.6985,0.981481,69.027398
US_WA_53049,2022-04-18,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,1,0,3464,57,0,13351,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,27,13,-14,4,,10.61,5.62,5.93,6.87,10.92,15.29,,7.49,18.73,4.68,6.24,39.95,5.62,,8.697531,4.62963,12.833333,1.17475,4.185185,72.067256
US_WA_53049,2022-04-19,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3464,57,12,13363,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,21,31,,-11,3,5.44,12.17,8.32,7.04,4.8,6.08,8.96,4.8,8.32,20.17,5.76,4.8,38.74,5.12,4.48,6.765432,4.469136,10.709877,14.2875,4.240741,83.824354
US_WA_53049,2022-04-20,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,9,0,3473,57,2,13365,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,23,22,,-12,4,,14.37,8.62,6.39,7.03,9.58,9.26,,9.9,24.59,,6.07,39.28,7.03,5.75,6.833333,3.45679,11.061728,0.47625,3.925926,82.984962
US_WA_53049,2022-04-21,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3473,57,6,13371,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,22,25,46,-12,3,5.51,12.64,7.13,5.51,5.19,9.4,10.7,4.54,13.29,17.83,4.86,,35.33,8.1,,8.524691,4.425926,11.524691,5.969,6.083333,84.595762
US_WA_53049,2022-04-22,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,161,0,3634,57,3,13374,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,26,35,78,-8,2,7.16,10.91,6.14,5.11,5.46,6.82,13.64,,8.52,17.39,9.21,6.48,39.2,6.48,7.5,8.975309,5.858025,13.728395,2.667,6.166667,82.818609
US_WA_53049,2022-04-23,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3634,57,6,13380,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,43,,48,-4,,4.88,13.61,10.47,9.77,,9.77,9.42,,,17.44,,5.58,42.91,5.93,,9.240741,4.475309,14.623457,0.056444,5.324074,76.525561
US_WA_53049,2022-04-24,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3634,57,0,13380,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,32,-5,,7.2,14.41,6.86,5.49,6.17,10.63,12.69,4.8,12.01,24.7,8.92,9.61,36.7,7.89,8.23,10.376543,4.061728,16.759259,0.0,4.574074,65.56995
US_WA_53049,2022-04-25,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,114,0,3748,57,0,13380,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,32,24,-8,3,7.16,13.38,8.4,8.71,,9.03,7.78,,6.85,22.41,5.29,6.54,42.32,8.4,6.22,10.975309,5.876543,15.493827,1.87325,7.416667,76.353787
US_WA_53049,2022-04-26,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3748,57,2,13382,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,16,34,31,-4,3,5.52,8.28,8.9,4.29,5.21,5.21,10.43,5.21,7.06,20.25,6.13,8.9,37.73,7.67,8.59,8.191358,4.907407,12.17284,0.66675,4.824074,80.832769
US_WA_53049,2022-04-27,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,4,0,3752,57,1,13383,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,25,24,,-6,2,5.03,11.62,7.22,8.17,5.65,10.68,9.42,,10.05,17.28,6.6,,40.83,5.03,8.17,7.703704,4.37037,11.580247,4.572,4.277778,79.813812
US_WA_53049,2022-04-28,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3752,57,12,13395,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,29,22,51,-4,1,,12.88,10.05,5.03,5.97,5.03,10.05,,10.68,21.99,6.6,5.97,33.61,9.43,7.22,7.635802,3.04321,12.209877,0.8255,3.712963,76.875801
US_WA_53049,2022-04-29,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,7,0,3759,57,3,13398,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,40,44,53,1,2,7.34,10.39,,,5.2,9.48,9.48,,10.39,19.87,5.81,6.73,27.82,8.56,,9.561728,4.537037,13.969136,0.635,5.907407,77.138378
US_WA_53049,2022-04-30,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3759,57,5,13403,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,46,,75,-4,,,15.19,6.96,5.07,5.38,7.91,7.6,,7.6,21.84,5.38,,34.82,8.55,7.91,10.604938,7.685185,13.796296,8.22325,7.944444,81.504645
US_WA_53049,2022-05-01,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3759,57,0,13403,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,,-10,,4.82,11.55,6.42,7.06,,5.46,9.31,,5.46,18.3,5.78,8.02,31.78,,6.42,10.358025,6.759259,15.012346,1.072444,7.342593,80.956141
US_WA_53049,2022-05-02,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,10,0,3769,57,0,13403,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,41,50,-3,2,5.07,7.45,10.73,8.94,4.77,8.05,13.12,,9.24,27.72,4.47,6.26,39.65,5.66,,10.975309,7.345679,14.722222,1.61925,7.37037,76.241598
US_WA_53049,2022-05-03,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3769,57,3,13406,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,46,,-5,2,5.93,14.04,10.29,5.93,5.93,8.42,10.29,,5.61,17.78,,5.93,38.99,5.93,5.61,10.117284,8.055556,13.407407,1.044222,6.435185,76.498081
US_WA_53049,2022-05-04,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,6,0,3775,57,0,13406,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,39,43,,-5,1,5.14,16.37,9.95,6.1,5.46,8.67,10.59,,5.78,19.26,5.78,5.78,37.88,6.1,7.7,10.364198,6.419753,16.660494,0.225778,5.907407,72.267885
US_WA_53049,2022-05-05,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3775,57,0,13406,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,25,30,20,-3,2,7.31,10.36,9.14,5.18,6.4,14.02,7.01,4.27,10.36,21.03,7.01,4.27,43.27,4.88,4.88,10.006173,6.32716,16.240741,0.15875,5.888889,74.325658
US_WA_53049,2022-05-06,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3775,57,4,13410,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,26,30,29,-3,3,,7.45,6.85,5.36,5.06,7.15,9.23,,7.45,22.04,,4.77,38.13,5.06,,9.049383,6.623457,12.666667,10.0965,7.592593,91.014146
US_WA_53049,2022-05-07,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3775,57,1,13411,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,39,,50,-1,,,10.72,7.37,6.7,5.7,7.71,9.05,,11.73,18.1,6.03,6.7,39.21,8.04,7.04,9.790123,6.901235,12.716049,13.68425,6.888889,81.79097
US_WA_53049,2022-05-08,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,0,0,3775,57,0,13411,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,,50,-9,,8.93,10.36,5.0,,,11.44,6.43,,7.15,23.23,8.93,,37.88,6.08,5.36,7.364198,3.555556,11.716049,2.00025,3.518519,76.688224
US_WA_53049,2022-05-09,ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Q483990,geoId/53049,US,United States of America,WA,Washington,53049,Pacific County,US,USA,2,10,0,3785,57,0,13411,,,,,,,,,,,,,,21742,10880,10862,1911,1976,1881,2070,2081,3024,4484,2947,1368,1153390,46.56,-123.78,3169,77.5,,41,40,-6,1,,15.28,8.11,5.93,4.68,7.17,7.8,5.61,7.8,18.4,,8.11,37.43,4.68,7.49,8.024691,4.197531,12.209877,0.41275,3.601852,75.0339
