location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48289,2020-01-11,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,33.81,32.12,10.709877,3.506173,22.117284,18.723429,,8.076389,83.849836
US_TX_48289,2020-01-12,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,14.2,26.72,38.41,3.790123,-0.833333,13.679012,0.6985,,1.027778,81.369086
US_TX_48289,2020-01-13,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,11.98,25.96,37.95,10.462963,5.814815,17.962963,0.0,,7.326389,80.855899
US_TX_48289,2020-01-14,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,12.03,15.37,40.76,15.969136,13.993827,19.907407,2.467429,,15.118056,94.447218
US_TX_48289,2020-01-15,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,11.24,17.18,35.69,21.104938,18.395062,25.753086,0.9525,,19.395833,89.851752
US_TX_48289,2020-01-16,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,9.5,27.87,32.94,18.54321,14.574074,23.228395,0.036286,,17.041667,91.048364
US_TX_48289,2020-01-17,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,26.7,35.39,14.623457,12.716049,19.148148,0.616857,,13.284722,90.887504
US_TX_48289,2020-01-18,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,30.32,43.69,18.234568,14.037037,19.740741,1.596571,,15.236111,82.599711
US_TX_48289,2020-01-19,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,21.93,48.25,8.277778,2.160494,14.32716,1.128889,,-2.770833,45.824863
US_TX_48289,2020-01-20,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,14.53,14.53,45.31,7.179012,1.17284,14.660494,0.0,,-3.201389,47.814297
US_TX_48289,2020-01-21,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,12.61,23.89,33.19,6.580247,0.950617,13.141975,0.0,,-0.979167,58.443275
US_TX_48289,2020-01-22,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,42.89,46.91,6.703704,4.222222,10.308642,1.669143,,3.465278,79.17934
US_TX_48289,2020-01-23,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,12.53,36.92,22.41,10.530864,8.41358,13.123457,17.598571,,9.173611,90.503654
US_TX_48289,2020-01-24,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,14.95,48.08,31.84,8.271605,1.765432,16.703704,0.197556,,2.541667,66.854244
US_TX_48289,2020-01-25,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,30.45,35.82,9.87037,3.376543,18.271605,0.0,,2.430556,59.717267
US_TX_48289,2020-01-26,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,39.38,50.27,14.839506,11.54321,20.098765,1.100667,,10.743056,76.087765
US_TX_48289,2020-01-27,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,38.84,22.1,11.32716,7.54321,17.753086,0.028222,,9.444444,88.352675
US_TX_48289,2020-01-28,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,26.53,30.51,12.58642,10.253086,17.91358,0.834571,,10.534722,86.989243
US_TX_48289,2020-01-29,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,29.21,39.41,8.030864,5.777778,14.185185,5.6515,,4.354167,77.654078
US_TX_48289,2020-01-30,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,9.93,33.1,34.42,7.432099,5.611111,9.95679,0.0,,4.902778,83.943716
US_TX_48289,2020-01-31,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,25.55,33.22,8.796296,7.179012,12.104938,0.719667,,5.625,80.572279
US_TX_48289,2020-02-01,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,27.62,38.67,8.098765,0.67284,19.580247,0.0,,1.611111,63.169506
US_TX_48289,2020-02-02,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,23.45,29.52,13.259259,4.975309,26.037037,0.0,,1.180556,43.958968
US_TX_48289,2020-02-03,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,34.65,31.32,16.888889,11.808642,22.567901,0.0,,9.916667,63.343141
US_TX_48289,2020-02-04,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,14.96,31.96,34.68,19.12963,12.067901,23.617284,0.145143,,16.256944,83.400059
US_TX_48289,2020-02-05,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,15.06,23.97,35.61,6.271605,3.265432,12.333333,0.762,,4.131944,86.091296
US_TX_48289,2020-02-06,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,38.34,40.43,3.160494,-0.265432,8.722222,2.467429,,-1.708333,70.584627
US_TX_48289,2020-02-07,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,10.66,31.32,39.31,6.882716,-0.833333,19.055556,0.254,,-3.027778,49.165713
US_TX_48289,2020-02-08,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,15.68,24.39,40.06,10.666667,2.864198,19.765432,0.0,,1.263889,51.925814
US_TX_48289,2020-02-09,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,32.89,38.5,17.364198,14.277778,22.030864,0.0,,13.326389,77.066691
US_TX_48289,2020-02-10,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,10.63,30.01,30.01,17.067901,9.709877,21.246914,8.490857,,16.055556,93.561386
US_TX_48289,2020-02-11,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,30.57,37.58,7.592593,5.987654,9.746914,7.112,,6.652778,93.874977
US_TX_48289,2020-02-12,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,11.62,18.72,29.05,8.259259,7.04321,10.722222,20.610286,,7.465278,94.492565
US_TX_48289,2020-02-13,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,27.8,35.94,6.623457,3.179012,10.419753,14.195778,,3.541667,80.505849
US_TX_48289,2020-02-14,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,,,,,,,28.0,26.49,4.771605,-0.907407,13.438272,0.0,,-0.138889,70.556394
US_TX_48289,2020-02-15,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,7,4,,6,,,16.52,25.69,8.993827,2.765432,17.993827,0.0,,3.277778,66.984712
US_TX_48289,2020-02-16,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,7,10,,8,,16.23,32.45,43.27,16.358025,13.080247,23.382716,0.0,,12.701389,79.021892
US_TX_48289,2020-02-17,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,11,16,,12,-24,14.18,38.37,44.21,18.240741,15.148148,24.524691,0.0,,16.159722,87.335391
US_TX_48289,2020-02-18,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,6,7,,1,2,16.55,39.06,26.48,19.296296,11.358025,23.617284,0.036286,,17.527778,89.428523
US_TX_48289,2020-02-19,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,-3,5,,-4,2,,29.3,37.4,9.932099,7.302469,11.020833,8.599714,,7.722222,86.529755
US_TX_48289,2020-02-20,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,1,13,,5,0,9.45,17.64,28.98,7.17284,6.055556,10.623457,36.394571,,5.4375,88.679876
US_TX_48289,2020-02-21,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,7,2,,12,0,10.68,31.41,31.41,6.382716,1.04321,11.419753,5.559778,,-0.208333,62.751045
US_TX_48289,2020-02-22,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,5,2,,11,,14.79,31.31,28.7,6.962963,2.185185,14.462963,0.0,,0.111111,61.452249
US_TX_48289,2020-02-23,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,10,16,,25,,,19.88,53.01,11.222222,7.654321,15.277778,0.072571,,7.590278,77.715617
US_TX_48289,2020-02-24,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,-5,1,,6,-1,,33.02,37.55,17.061728,14.685185,20.592593,1.651,,12.0,72.005864
US_TX_48289,2020-02-25,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,5,0,,6,-1,24.73,37.44,34.76,12.074074,5.425926,18.722222,0.141111,,5.625,64.729695
US_TX_48289,2020-02-26,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,8,9,,12,1,9.95,37.16,38.48,8.925926,4.703704,14.611111,0.22225,,-0.770833,50.741429
US_TX_48289,2020-02-27,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,11,12,,8,3,10.82,39.45,31.81,4.950617,-2.808642,14.524691,0.0,,-4.013889,52.079212
US_TX_48289,2020-02-28,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,11,16,,11,4,9.73,31.79,31.79,9.925926,1.796296,19.993827,0.0,,-1.5,44.737824
US_TX_48289,2020-02-29,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,18,10,,0,,15.7,37.87,48.02,13.364198,5.561728,23.302469,0.0,,1.076389,43.076582
US_TX_48289,2020-03-01,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,18,18,,28,,,33.58,40.95,17.555556,14.302469,22.54321,0.0,,11.847222,69.090017
US_TX_48289,2020-03-02,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,10,17,,0,-1,13.32,41.23,33.62,20.209877,18.12963,23.537037,0.0,,16.965278,81.428419
US_TX_48289,2020-03-03,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,11,16,,-7,2,13.72,35.55,27.45,20.234568,18.024691,23.179012,0.0,,17.868056,86.143464
US_TX_48289,2020-03-04,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,5,7,,2,3,,35.59,26.7,17.283951,13.555556,21.141975,4.191,,15.013889,86.361829
US_TX_48289,2020-03-05,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,19,14,,5,6,9.56,41.42,38.23,14.179012,9.191358,22.259259,31.205714,,7.736111,65.191169
US_TX_48289,2020-03-06,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,17,22,,26,-3,,30.72,27.38,14.0,6.179012,20.654321,0.0,,0.104167,38.778634
US_TX_48289,2020-03-07,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,21,19,,36,,13.8,40.54,46.57,11.907407,6.512346,18.345679,0.0,,-0.472222,43.078571
US_TX_48289,2020-03-08,ChIJZzXjov4iRoYRE6xUu4jz8MI,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2,,,,,,,17235,8593,8642,2163,2116,1661,1763,1733,2370,2517,1969,943,1839082,31.3,-96.0,2798,81.933333,31,30,,25,,14.88,29.75,31.41,13.283951,7.197531,22.524691,0.0,,6.826389,64.773037
