location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46093,2020-02-05,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,,7.49,8.39,7.49,4.49,7.19,14.68,8.09,5.39,10.48,6.59,5.69,7.19,7.79,28.15,,4.79,,5.69,35.64,5.39,9.28,6.89,4.19,-7.755556,-13.488889,-0.122222,0.0254,,-13.069444,63.534432
US_SD_46093,2020-02-06,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.96,4.65,5.89,8.99,,,27.89,13.64,8.06,7.13,,7.44,,8.99,34.71,8.99,5.58,4.65,4.34,34.4,8.37,6.51,5.58,6.2,-2.511111,-8.483333,0.894444,0.0,,-7.1875,68.125473
US_SD_46093,2020-02-07,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,5.61,9.35,7.17,6.85,5.92,4.99,23.05,10.9,5.61,6.23,5.3,9.66,,5.92,28.35,5.92,5.3,5.61,5.3,36.45,,7.79,7.48,4.67,-5.238889,-8.1,0.477778,2.3495,,-7.784722,80.029577
US_SD_46093,2020-02-08,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,6.42,5.14,,7.7,5.46,7.7,23.75,10.27,,6.42,4.82,4.49,,,27.28,,6.74,,,35.63,5.78,7.7,8.67,,-5.016667,-11.122222,1.672222,0.6985,,-7.868056,79.054176
US_SD_46093,2020-02-09,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.79,11.08,7.78,8.98,4.79,5.09,16.17,8.38,4.79,5.69,,6.59,7.78,5.69,23.05,5.99,5.39,,,37.72,,4.79,5.69,,-4.127778,-9.861111,0.372222,3.81,,-6.430556,81.03263
US_SD_46093,2020-02-10,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.08,8.75,9.92,9.04,7.29,8.17,17.79,7.29,6.71,7.58,4.96,4.08,7.0,9.04,32.66,4.38,5.25,6.42,5.25,37.33,4.08,7.87,6.42,,-4.75,-8.511111,-1.588889,0.381,,-9.111111,68.447041
US_SD_46093,2020-02-11,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,4.9,,7.96,7.96,5.21,,22.36,11.64,6.13,5.82,5.51,5.51,5.82,5.82,29.41,9.8,7.35,9.19,8.58,35.23,5.82,5.51,5.51,,-5.8,-11.45,1.838889,0.4445,,-11.354167,62.036834
US_SD_46093,2020-02-12,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,6.52,6.22,11.86,6.22,4.45,5.63,16.6,4.45,8.0,10.38,,5.04,,6.22,23.71,5.63,4.45,,8.0,32.31,,6.82,4.74,,-4.711111,-14.1,1.722222,0.79375,50.8,-9.013889,69.581872
US_SD_46093,2020-02-13,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,6.37,7.28,10.0,5.46,7.28,6.06,21.82,10.91,5.76,7.88,5.76,6.37,4.55,12.43,25.16,4.24,,6.06,4.24,34.86,4.55,4.55,,,-16.455556,-23.416667,-5.233333,1.2065,50.8,-19.451389,72.897731
US_SD_46093,2020-02-14,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,,,,,5.55,7.83,4.57,4.57,5.55,5.55,19.57,10.44,,6.85,,5.22,4.57,7.18,27.41,,5.55,,5.55,25.12,,9.13,6.85,,-3.822222,-12.883333,6.709877,0.0,,-10.3125,60.841588
US_SD_46093,2020-02-15,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,12,8,-3,,,4.67,5.34,,,5.67,16.02,10.02,,7.01,,4.67,4.67,11.02,21.03,,5.34,,10.35,35.39,6.34,8.68,6.34,,-0.961111,-8.65,5.961111,0.1524,,-7.631944,58.509021
US_SD_46093,2020-02-16,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,17,-2,-4,,7.2,,5.63,4.7,5.63,5.63,15.34,13.15,5.32,7.2,4.7,,,5.01,15.65,6.89,5.95,5.95,5.32,35.37,,8.77,4.7,5.01,-0.544444,-6.65,6.105556,0.0,,-8.513889,54.449583
US_SD_46093,2020-02-17,ChIJ_3o8y080LVMR45dWhs-SJxM,Q495269,geoId/46093,US,United States of America,SD,South Dakota,46093,Meade County,US,USA,2,,,,,,,27941,14576,13365,3512,3638,4513,3911,2918,3528,3336,1668,917,1739837,44.57,-102.71,9020,81.0,-17,1,-31,,4.17,8.05,6.56,6.85,4.77,5.66,17.29,9.24,5.66,8.64,5.36,5.66,,6.26,28.01,6.56,5.96,,4.17,31.59,,6.56,6.56,4.17,-1.788889,-5.705556,4.538889,0.5715,,-5.270833,74.022206
