location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22113,2020-01-16,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,4.11,11.51,3.7,15.0,9.04,7.81,5.55,5.14,,5.34,3.9,12.94,4.32,7.4,4.52,5.55,11.1,4.32,,4.11,4.73,5.96,5.34,5.75,3.7,11.71,28.56,5.34,4.11,9.45,3.7,4.11,4.32,5.55,46.85,9.04,10.89,5.75,4.52,4.73,3.49,4.32,20.320988,18.179012,24.08642,0.0,19.349206,94.114718
US_LA_22113,2020-01-17,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,6.05,8.43,4.32,16.0,5.84,4.76,,7.35,6.49,3.03,,17.51,5.84,6.7,4.32,4.32,9.08,3.03,4.54,5.41,4.11,5.41,5.41,5.41,,11.03,31.13,8.86,3.46,8.0,3.67,4.32,6.05,6.49,46.7,,11.24,6.27,4.11,5.84,9.51,7.78,17.858025,15.12963,22.067901,7.747,14.380952,80.396272
US_LA_22113,2020-01-18,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,6.84,11.75,,11.32,7.48,7.05,5.13,4.92,6.84,4.06,3.85,12.61,3.85,6.2,6.2,5.34,9.62,4.06,,6.84,4.49,4.92,4.06,5.98,5.98,7.69,23.5,6.62,4.7,11.11,,6.2,3.21,4.92,46.58,6.41,10.47,7.48,6.41,3.63,5.98,3.42,20.320988,17.938272,23.135802,0.28575,18.833333,90.999338
US_LA_22113,2020-01-19,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,4.97,9.95,3.11,12.43,6.01,7.04,3.94,7.04,3.11,,,10.98,5.18,9.32,6.01,3.73,6.84,4.56,4.97,3.31,5.39,5.8,5.18,6.01,2.9,7.25,26.32,6.63,3.31,8.08,4.35,3.52,4.77,5.8,45.59,3.52,4.77,5.59,2.9,,4.56,3.52,13.191358,7.623457,20.117284,17.554222,4.809524,57.090882
US_LA_22113,2020-01-20,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,3.66,9.36,4.07,15.26,8.75,5.7,6.92,8.34,5.29,3.05,4.88,15.06,4.07,8.75,4.68,5.29,10.58,4.07,6.71,5.49,4.27,4.68,4.88,5.29,3.05,9.16,28.08,6.1,4.07,9.16,3.87,4.07,4.48,4.07,42.32,7.12,7.73,6.51,3.26,7.53,,3.26,7.407407,3.462963,12.419753,0.028222,-1.698413,52.549729
US_LA_22113,2020-01-21,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.0,6.72,4.23,13.83,10.95,5.57,5.0,7.11,3.84,4.42,4.03,15.94,3.84,9.03,3.27,4.42,7.88,4.42,5.0,5.76,3.65,5.0,5.38,7.11,2.88,9.61,30.16,7.68,,9.22,,4.03,7.11,5.0,43.03,6.92,7.49,6.92,5.0,5.96,,4.42,5.709877,1.388889,11.271605,0.0,-2.269841,56.643593
US_LA_22113,2020-01-22,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.01,9.47,,10.21,7.79,4.46,5.38,6.12,5.01,3.71,4.08,19.12,5.38,10.77,3.9,6.87,7.24,3.34,,5.2,3.15,4.83,2.97,5.94,,7.42,30.62,7.05,2.6,7.05,3.34,5.75,4.83,4.64,38.61,4.46,10.02,4.46,3.34,6.31,,3.53,6.222222,2.925926,9.660494,0.41275,0.833333,68.63652
US_LA_22113,2020-01-23,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,4.58,10.07,,9.88,8.6,5.12,3.29,5.12,4.76,5.12,5.31,19.4,3.29,9.52,,3.84,9.88,3.84,4.76,4.76,4.58,3.84,5.12,5.67,2.75,12.99,30.57,6.04,5.31,7.5,2.75,6.22,6.59,4.76,35.51,5.49,7.69,5.12,3.84,3.11,3.84,3.48,13.030864,8.17284,19.808642,9.398,11.301587,88.685757
US_LA_22113,2020-01-24,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,3.9,8.72,3.34,9.1,7.98,3.71,5.2,4.83,3.53,3.15,3.34,20.05,4.27,9.47,,4.46,6.87,4.64,,3.34,5.94,5.01,4.46,3.9,,9.84,28.96,5.38,,7.8,3.71,3.34,2.78,3.9,34.15,3.53,7.05,6.31,4.27,3.34,5.01,4.27,12.191358,5.722222,17.703704,9.567333,7.18254,72.104895
US_LA_22113,2020-01-25,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.11,9.56,,14.23,6.0,5.56,3.78,5.56,3.56,,3.33,24.23,4.67,12.67,3.56,3.78,9.34,5.78,5.33,4.22,6.67,6.67,5.78,5.78,4.22,8.89,34.01,7.11,4.22,10.67,4.67,,6.0,4.0,37.13,5.11,6.67,8.0,4.22,8.0,,3.33,10.641975,4.518519,17.074074,0.0,3.880952,63.22431
US_LA_22113,2020-01-26,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,4.52,7.9,,9.6,7.9,4.7,,5.27,4.52,,3.58,27.66,,10.35,3.2,4.14,9.22,3.95,3.39,5.64,5.83,6.58,6.21,4.52,4.33,5.83,30.67,4.52,3.95,7.34,3.39,4.89,4.33,5.08,38.76,3.76,6.77,7.71,,4.14,3.58,2.82,12.475309,10.123457,14.91358,1.9685,10.166667,85.782437
US_LA_22113,2020-01-27,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,3.56,6.94,3.2,9.61,9.79,5.87,4.98,6.94,5.34,3.91,3.56,25.44,3.74,11.03,3.91,4.63,10.5,4.27,4.45,3.02,6.41,4.98,4.8,2.85,2.49,10.14,30.78,6.05,,6.76,3.74,4.98,,4.98,41.1,5.34,8.9,4.09,6.94,4.98,3.38,2.67,12.395062,10.864198,15.259259,13.998222,10.912698,90.780531
US_LA_22113,2020-01-28,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.43,7.97,,10.87,8.7,3.98,3.62,4.35,4.35,3.08,3.8,28.26,3.44,11.05,3.8,3.62,10.14,4.17,5.98,5.8,6.52,4.71,4.71,2.72,3.98,5.43,42.93,6.16,3.98,7.97,2.54,5.25,3.8,5.07,43.84,4.89,16.3,4.89,4.71,3.26,,,11.701389,7.909722,16.756944,0.0,9.259259,85.016237
US_LA_22113,2020-01-29,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.82,6.6,3.69,12.04,9.12,4.46,5.24,5.05,4.08,,,27.76,2.91,15.14,,5.05,9.51,4.46,3.69,6.79,3.11,4.85,3.69,3.3,4.08,7.96,43.87,6.99,4.85,9.71,3.49,5.43,2.91,6.99,40.18,5.05,21.93,8.73,2.91,4.46,4.08,3.11,12.561728,9.820988,15.524691,4.289778,10.420635,86.576362
US_LA_22113,2020-01-30,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.1,9.59,4.08,11.43,9.18,5.51,5.31,5.31,5.31,,,34.08,4.08,14.69,2.86,3.47,12.04,4.9,4.69,3.88,5.92,4.69,5.51,3.47,4.08,11.84,41.43,7.75,3.88,6.94,3.67,4.08,4.08,6.53,41.84,6.53,7.96,5.51,7.75,7.96,4.08,4.08,11.679012,10.462963,13.41358,1.862667,9.198413,84.721387
US_LA_22113,2020-01-31,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,4.79,8.78,4.19,10.37,6.98,6.38,3.99,6.18,4.19,,4.99,34.11,4.39,9.38,3.79,,8.38,4.19,3.19,5.79,4.99,,3.99,4.79,3.79,6.38,33.11,3.59,,10.17,3.59,5.79,3.19,3.99,43.48,4.39,8.38,4.99,5.58,5.79,3.79,3.59,11.123457,9.648148,13.697531,0.254,8.698413,85.311383
US_LA_22113,2020-02-01,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.87,8.91,6.74,9.78,7.82,6.74,5.0,3.91,4.56,3.69,3.69,24.55,6.08,10.43,3.26,5.65,6.52,3.26,3.48,5.43,4.13,4.56,5.0,7.82,,11.3,29.12,9.13,,9.13,,5.0,6.74,4.35,37.37,5.21,7.17,5.43,3.91,5.43,3.91,3.69,10.561728,5.740741,16.339506,0.056444,5.31746,70.000918
US_LA_22113,2020-02-02,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,5.93,7.16,3.27,15.95,9.2,4.5,4.7,4.7,4.5,,3.07,25.35,4.29,13.09,4.91,5.32,9.61,4.29,3.68,5.72,6.13,4.29,4.7,3.48,3.48,10.22,27.4,4.29,4.09,11.45,,3.27,5.11,4.91,42.12,4.7,8.38,6.13,4.7,3.48,3.27,4.91,12.950617,6.765432,20.895062,0.028222,7.238095,69.066347
US_LA_22113,2020-02-03,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,7.66,7.29,2.62,14.95,9.35,8.04,4.11,6.73,5.05,3.92,3.55,22.43,,12.15,2.99,5.23,9.72,4.49,3.92,5.23,3.55,3.92,2.8,6.17,5.42,8.41,33.45,8.04,3.55,8.6,4.49,5.05,6.54,5.61,48.22,4.11,9.35,8.04,4.11,6.17,5.23,4.67,15.537037,10.611111,21.092593,0.0,12.515873,83.134864
US_LA_22113,2020-02-04,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,6.0,8.8,4.2,13.79,10.0,7.8,6.4,3.8,5.2,,3.4,28.59,4.6,16.19,6.0,5.2,9.4,3.8,3.0,7.0,7.6,4.8,5.2,7.4,,9.6,36.79,8.8,,9.4,3.6,6.0,4.4,7.2,44.58,8.6,8.4,5.0,4.6,6.2,3.4,4.6,18.716049,16.364198,21.432099,0.0,16.928571,89.549679
US_LA_22113,2020-02-05,ChIJ6T11TFlFI4YRMErZY0uw4FE,Q507609,geoId/22113,US,United States of America,LA,Louisiana,22113,Vermilion Parish,US,USA,2,,,,,,,59936,29008,30928,8323,8517,7295,7763,7084,8292,6636,3746,2280,1838162,29.81,-92.31,3984,76.45,,,,,7.88,7.29,4.14,12.02,8.28,5.12,4.93,5.52,6.31,3.35,6.5,26.02,5.52,11.23,2.96,6.31,10.05,3.15,4.34,3.15,7.29,4.34,3.75,5.72,3.35,9.46,34.69,5.72,3.15,8.47,2.76,6.31,7.88,4.34,38.83,5.12,6.9,6.31,5.72,7.69,2.76,4.53,20.0,17.512346,22.148148,0.592667,19.325397,95.57456
