location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28107,2021-02-19,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,7,1,4232,91,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-53,-43,-26,-71,35,4.42,9.08,7.45,5.12,3.49,6.98,10.47,3.96,14.2,,7.91,28.63,3.49,5.12,-5.111111,-11.159722,0.388889,0.6985,50.8,-9.722222,70.148548
US_MS_28107,2021-02-20,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,1,4232,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-29,-13,2,-30,,6.97,5.9,5.63,4.83,4.02,5.63,7.24,9.12,18.24,4.02,6.44,29.77,4.29,4.56,-4.006944,-12.013889,6.333333,0.0,30.48,-9.071429,67.778551
US_MS_28107,2021-02-21,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4233,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-10,,-7,-13,,4.91,6.98,,5.43,6.46,4.39,3.88,8.53,15.24,4.13,4.13,40.05,3.88,,3.916667,-3.263889,13.673611,0.0,30.48,-3.904762,56.895685
US_MS_28107,2021-02-22,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,4237,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,12,6,5,-21,7,7.74,6.83,6.15,4.78,3.19,7.74,7.52,12.98,16.17,5.01,6.15,28.47,3.64,3.42,9.333333,3.666667,13.451389,3.27025,30.48,2.698413,63.76191
US_MS_28107,2021-02-23,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,3,0,4240,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,13,10,13,-13,3,4.81,6.34,8.53,4.16,3.28,6.78,11.38,8.53,17.06,3.5,7.0,30.84,4.38,4.81,11.188889,3.688889,20.533333,1.4732,,0.876543,48.812894
US_MS_28107,2021-02-24,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,9,0,4249,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,13,,8,-12,2,7.56,10.37,7.13,,5.19,5.62,11.45,8.43,16.64,,6.27,31.33,3.89,4.75,12.788889,5.45,20.75,0.0,,3.759259,54.813213
US_MS_28107,2021-02-25,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,19,0,4268,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,1,1,12,-12,2,4.92,8.5,6.27,5.37,4.48,5.15,7.16,8.06,15.22,5.59,7.83,29.54,3.36,4.03,12.361111,7.066667,18.2,0.0254,,7.259259,71.150517
US_MS_28107,2021-02-26,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,15,0,4283,92,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-9,-16,9,-16,8,4.52,6.46,5.82,4.09,3.45,5.38,7.11,7.11,17.45,3.02,4.31,27.79,3.23,3.45,10.233333,6.861111,14.555556,19.703143,,8.179012,86.781918
US_MS_28107,2021-02-27,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,5,1,4288,93,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-2,-6,26,-4,,6.82,4.64,4.37,,4.09,5.73,7.64,6.55,12.55,3.82,5.18,29.74,,5.73,14.3,10.55,18.077778,16.8275,,13.487654,95.049403
US_MS_28107,2021-02-28,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,15,1,4303,94,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-2,,-6,-8,,8.58,4.94,4.42,4.42,,,8.58,7.02,13.26,5.98,5.72,27.29,7.28,9.62,20.094444,14.655556,24.627778,3.838222,,17.907407,87.479625
US_MS_28107,2021-03-01,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4303,94,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,2,-11,-4,-12,5,5.68,7.79,6.1,4.63,4.63,5.47,7.79,11.16,15.15,4.21,4.0,28.2,4.63,6.53,11.777778,6.8,23.166667,25.11425,,9.265432,84.753886
US_MS_28107,2021-03-02,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,5,0,4308,94,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,2,1,13,-9,4,7.21,8.06,8.28,,4.03,5.73,7.21,7.85,16.76,4.24,4.88,25.67,4.67,5.94,6.333333,3.766667,10.188889,4.6355,,1.185185,69.512099
US_MS_28107,2021-03-03,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,11,1,4319,95,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,28,11,3,-13,2,4.83,8.78,7.46,3.29,6.59,4.61,5.49,5.71,16.69,5.05,7.9,31.4,4.83,4.83,6.605556,-0.411111,16.472222,0.8128,,2.17284,72.716438
US_MS_28107,2021-03-04,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,1,4323,96,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,11,0,9,-13,1,4.77,5.64,7.15,3.04,4.55,5.85,9.75,5.64,14.52,,5.2,32.08,4.12,3.47,10.911111,1.677778,21.788889,0.0,,3.388889,59.104027
US_MS_28107,2021-03-05,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,8,2,4331,98,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,4,-4,10,-17,5,4.01,5.12,6.68,,3.78,6.23,9.79,4.67,12.91,,4.01,25.81,3.12,3.34,11.438889,6.25,18.811111,0.0,,2.87037,55.545125
US_MS_28107,2021-03-06,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,5,0,4336,98,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,7,2,32,-12,,5.74,9.47,4.3,,,5.45,6.89,6.31,16.36,,7.46,27.26,,4.59,8.705556,2.038889,15.3,0.0,,-2.919753,44.018447
US_MS_28107,2021-03-07,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4337,98,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,10,,22,-8,,,8.49,4.25,3.96,5.1,4.53,7.93,5.1,18.12,,7.64,30.86,4.81,5.38,8.561111,0.133333,17.566667,0.0,,-1.259259,49.640753
US_MS_28107,2021-03-08,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4337,98,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,9,-5,24,-19,3,7.83,10.45,9.14,4.44,4.96,8.1,10.71,9.4,12.79,,5.22,33.42,6.53,3.66,10.227778,0.877778,20.222222,0.0,,0.296296,49.449542
US_MS_28107,2021-03-09,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,5,1,4342,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,14,1,17,-18,2,7.37,6.0,8.19,4.64,,4.91,8.19,5.46,19.92,,4.37,34.66,6.55,4.37,12.188889,4.172222,21.477778,0.0,,1.925926,48.907612
US_MS_28107,2021-03-10,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,9,0,4351,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,23,4,6,-20,3,6.04,8.15,6.57,3.94,5.78,8.15,9.72,8.41,20.76,,7.1,33.12,4.47,5.52,16.455556,10.338889,23.727778,0.0,,9.067901,61.718361
US_MS_28107,2021-03-11,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,10,0,4361,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,9,1,14,-21,3,6.87,9.51,7.66,,5.02,6.87,8.19,6.6,14.26,,4.75,30.63,7.39,3.7,19.516667,15.183333,24.327778,0.0,,12.981481,65.755449
US_MS_28107,2021-03-12,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,22,0,4383,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,7,-4,19,-24,5,6.7,8.1,5.3,,6.42,4.19,5.03,8.38,15.91,,4.19,29.88,,6.14,19.555556,14.75,24.961111,0.0,,14.493827,72.211226
US_MS_28107,2021-03-13,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,5,0,4388,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,18,1,39,-8,,5.57,9.97,5.28,,,4.11,6.45,7.04,17.31,,5.28,31.69,,8.21,18.755556,14.216667,24.122222,0.0,,15.32716,80.536643
US_MS_28107,2021-03-14,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,4392,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,,30,-13,,10.02,9.16,5.15,6.3,,,4.01,4.29,13.17,4.58,5.15,32.36,4.01,5.73,18.655556,13.111111,25.433333,0.6858,,13.851852,73.252897
US_MS_28107,2021-03-15,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4392,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,25,-1,18,-19,4,5.43,14.57,5.19,,6.42,5.68,6.92,5.43,15.81,3.71,,32.85,7.16,3.71,19.694444,13.144444,24.872222,4.699,,12.567901,63.536747
US_MS_28107,2021-03-16,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,0,4396,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,27,9,14,-15,0,5.53,9.74,4.43,,,3.98,6.86,5.75,13.28,,8.63,28.99,6.2,5.31,18.611111,12.338889,26.7,7.168444,,10.654321,59.483728
US_MS_28107,2021-03-17,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4396,99,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,23,-4,20,-26,9,5.63,8.56,6.53,5.18,,,6.76,9.24,16.89,,5.63,24.33,5.41,5.18,20.055556,15.755556,25.327778,4.318,,16.222222,77.302794
US_MS_28107,2021-03-18,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,1,4400,100,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,34,1,30,-16,3,7.09,4.88,5.54,3.32,5.54,3.99,7.09,5.98,16.84,,7.54,26.59,3.99,3.1,12.755556,8.177778,19.905556,12.192,,8.185185,73.52701
US_MS_28107,2021-03-19,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4401,100,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,17,-7,46,-20,3,3.36,10.09,6.95,4.71,,3.59,8.3,7.62,18.16,5.16,5.38,24.22,4.26,,8.116667,6.216667,11.716667,0.028222,,4.265432,76.18601
US_MS_28107,2021-03-20,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4402,100,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,25,-4,53,-6,,4.35,7.83,6.96,,,5.51,8.41,7.25,15.95,,6.96,26.97,4.64,,11.111111,6.6,18.6,0.0,,2.858025,56.909072
US_MS_28107,2021-03-21,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4402,100,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,,40,-11,,6.72,9.52,,5.04,3.92,5.32,6.72,6.72,19.04,5.04,7.56,30.79,5.32,5.88,11.844444,3.266667,20.166667,0.0,,1.938272,49.855821
US_MS_28107,2021-03-22,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4402,100,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,27,-3,19,-13,0,4.17,10.32,7.9,3.73,3.51,5.93,6.8,5.93,17.12,4.17,5.93,29.41,3.73,4.61,14.122222,6.388889,21.811111,0.0,,6.04321,57.206089
US_MS_28107,2021-03-23,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,1,4402,101,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,23,-1,13,-14,4,4.64,7.81,5.7,3.8,,5.91,9.92,4.85,18.57,3.8,7.38,29.75,4.22,4.43,16.894444,12.394444,21.488889,0.73025,,12.024691,72.135268
US_MS_28107,2021-03-24,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,6,0,4408,101,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,7,30,-14,0,5.9,8.52,6.33,5.02,3.06,6.55,7.64,6.12,12.45,3.71,3.28,28.18,4.59,5.02,17.777778,12.7,24.594444,4.0386,,13.265432,74.69319
US_MS_28107,2021-03-25,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4408,101,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,8,-9,10,-24,8,7.37,11.05,4.14,6.68,3.91,7.37,7.14,6.91,15.43,3.91,8.52,30.39,3.45,3.68,19.15,15.422222,24.783333,10.994571,,15.82716,80.616365
US_MS_28107,2021-03-26,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,1,4410,102,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,18,-5,25,-15,1,4.82,6.43,5.74,,3.9,5.97,4.82,3.44,18.37,,6.89,26.87,4.36,3.44,16.216667,8.65,23.922222,7.6708,,10.314815,67.489387
US_MS_28107,2021-03-27,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4411,102,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,14,-10,43,-11,,5.17,9.53,,4.9,4.63,4.9,8.98,,13.61,4.9,4.9,27.76,,6.53,20.883333,14.605556,27.022222,11.067143,,16.425926,74.650416
US_MS_28107,2021-03-28,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4412,102,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,,24,-12,,7.65,9.83,4.92,4.64,5.19,5.74,8.19,5.19,14.47,,5.46,25.4,,4.1,17.477778,13.155556,25.216667,24.765,,10.290123,62.486869
US_MS_28107,2021-03-29,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4412,102,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,29,-2,30,-10,2,4.59,12.45,6.12,5.24,3.49,6.55,6.33,4.37,15.94,4.37,5.68,28.83,3.93,3.71,11.444444,3.866667,20.294444,9.1948,,2.944444,55.055356
US_MS_28107,2021-03-30,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,0,4414,102,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,22,1,26,-12,3,,5.8,8.16,4.51,3.01,4.51,8.59,8.16,15.67,3.22,5.15,28.34,5.37,,14.627778,8.066667,21.722222,0.0,,8.055556,64.690359
US_MS_28107,2021-03-31,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,4,1,4418,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,4,24,-13,3,4.47,6.6,8.09,2.98,3.83,5.54,8.73,6.18,15.55,3.41,4.05,28.54,6.6,2.98,15.011111,9.311111,20.855556,32.947429,,9.030864,67.344814
US_MS_28107,2021-04-01,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4419,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,35,10,26,-13,0,3.09,9.93,6.4,,,3.75,3.31,8.39,15.67,5.3,4.86,24.27,4.63,4.86,7.722222,1.833333,13.538889,4.5466,,-2.54321,47.762701
US_MS_28107,2021-04-02,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4420,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,32,6,27,-38,7,5.81,4.7,8.58,4.98,,9.13,8.02,8.58,13.84,4.7,4.43,32.93,,,6.661111,-0.2,14.411111,0.0,,-4.246914,45.384736
US_MS_28107,2021-04-03,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,7,0,4427,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,23,15,25,-18,,4.78,9.57,7.77,,4.19,5.98,6.58,6.58,13.16,,7.18,26.31,,,9.983333,2.161111,19.138889,0.0,,-0.685185,46.882564
US_MS_28107,2021-04-04,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4427,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,-1,,15,-28,,8.23,6.4,,4.57,,8.23,7.93,5.79,14.03,,5.49,32.93,7.01,5.18,13.805556,5.033333,23.233333,0.0,,3.660494,49.466318
US_MS_28107,2021-04-05,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4427,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,34,4,36,-21,3,6.41,7.7,8.21,,5.39,8.21,8.47,8.21,18.47,5.13,7.95,28.48,6.67,7.95,16.516667,8.072222,25.033333,0.0,,7.333333,53.800907
US_MS_28107,2021-04-06,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4427,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,31,9,22,-10,1,7.74,11.28,7.08,,4.65,7.52,7.52,6.2,15.71,3.54,7.52,28.76,7.3,7.52,18.638889,11.644444,26.5,0.0,,11.185185,61.209749
US_MS_28107,2021-04-07,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,0,4429,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,3,26,-14,1,4.61,9.66,5.93,3.29,3.29,7.03,6.37,3.73,21.3,3.73,4.61,32.51,4.83,5.27,21.211111,16.872222,25.455556,0.0,,15.679012,70.574808
US_MS_28107,2021-04-08,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4429,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,34,5,30,-12,-1,3.91,11.29,3.69,4.12,3.47,5.86,7.6,10.64,18.89,5.86,6.95,24.53,4.78,4.78,18.294444,12.505556,23.694444,16.256,,12.518519,68.98427
US_MS_28107,2021-04-09,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,1,0,4430,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,14,-6,22,-15,3,4.64,9.07,4.2,3.32,5.31,5.09,7.08,4.42,15.7,5.75,7.3,26.09,5.75,4.42,19.155556,11.911111,27.361111,3.132667,,13.895062,70.98121
US_MS_28107,2021-04-10,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,10,0,4440,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,26,3,45,-13,,6.85,7.71,4.0,4.0,,7.99,6.57,5.71,18.56,,5.71,26.55,4.57,,18.305556,14.833333,24.194444,18.360571,,14.080247,76.431597
US_MS_28107,2021-04-11,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,2,0,4442,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,,,23,-17,,,11.27,4.4,5.77,,7.97,7.7,6.05,13.47,,4.4,27.49,4.4,3.85,15.927778,8.616667,23.466667,2.6162,,7.253086,56.16456
US_MS_28107,2021-04-12,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,0,0,4442,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,28,0,24,-12,1,4.46,10.71,6.02,,4.24,9.37,8.92,6.02,19.85,3.35,9.81,28.99,7.14,3.35,18.833333,10.177778,28.588889,0.0,,9.037037,52.725694
US_MS_28107,2021-04-13,ChIJNSJSZuIEgIgR3xHhJLfk-R4,Q490272,geoId/28107,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2,3,0,4445,103,,,34158,16461,17697,4789,4604,4629,4053,4003,4609,4005,2282,1184,1833645,34.36,-89.95,1826,73.266667,22,4,18,-11,0,6.92,12.92,8.08,5.77,3.69,9.92,7.62,5.77,20.54,4.38,8.08,29.77,7.85,4.85,19.266667,12.183333,26.688889,0.0,,11.858025,61.191023
