location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01001,2022-03-07,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,9,4,15539,203,6,24333,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,4,,-10,4,1.91,4.47,6.06,3.62,13.82,7.55,5.0,1.91,3.4,5.21,4.57,2.13,3.3,6.49,3.62,5.74,2.55,2.98,1.7,9.14,2.98,2.66,3.83,3.72,3.72,3.19,4.04,2.45,6.7,17.55,6.27,2.77,5.53,1.7,3.19,2.23,1.7,5.1,38.28,3.4,3.83,2.34,5.42,4.25,4.57,1.91,2.45,1.91,1.59,20.55,15.994444,26.805556,1.890889,16.555556,77.993408
US_AL_01001,2022-03-08,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,8,1,15547,204,7,24340,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,-1,,-9,5,,3.17,4.59,4.48,8.74,6.88,4.15,,4.04,5.79,3.82,2.19,3.5,7.32,3.82,5.35,2.08,3.28,2.08,9.94,3.5,2.73,3.17,2.4,4.15,2.51,3.82,2.4,6.99,17.05,5.25,3.5,6.77,3.06,3.39,6.12,1.97,5.68,31.8,2.84,4.26,2.73,5.13,5.03,3.61,1.75,3.5,3.28,2.19,12.522222,10.083333,19.705556,7.309556,9.907407,83.098619
US_AL_01001,2022-03-09,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,8,1,15555,205,10,24350,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,11,,-9,4,2.61,4.89,4.21,1.59,11.37,7.5,5.0,2.16,2.84,4.55,3.07,1.71,2.16,7.27,2.73,3.64,2.96,3.64,2.16,10.57,3.98,3.18,6.25,2.96,3.07,3.07,4.09,2.84,7.84,21.37,4.32,2.05,5.68,2.5,3.64,4.77,2.84,6.37,37.17,3.64,5.91,2.5,6.71,6.48,4.43,3.64,3.41,4.43,,11.266667,9.605556,14.405556,12.954,9.305556,85.844414
US_AL_01001,2022-03-10,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,3,15559,208,13,24363,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,9,,-9,2,2.3,4.59,5.97,4.82,13.09,9.07,4.13,1.95,2.53,4.02,3.33,1.95,3.44,7.58,2.76,5.17,3.56,5.63,2.53,8.5,4.25,1.84,4.59,,5.86,3.56,5.17,3.56,8.15,15.96,3.56,2.18,5.97,,4.13,3.56,2.3,4.25,31.8,4.71,5.97,,5.05,3.56,3.9,1.72,1.95,,2.53,12.316667,7.416667,21.366667,5.6896,7.12037,68.222666
US_AL_01001,2022-03-11,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,15563,208,0,24363,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-10,3,,-18,7,,4.5,7.87,3.48,7.53,10.12,4.38,2.36,3.71,5.17,3.48,2.47,2.02,6.75,2.14,4.16,2.81,3.26,1.69,9.33,3.37,2.7,4.27,2.7,3.82,4.27,2.7,2.59,7.2,17.31,3.15,,4.72,2.81,4.05,2.81,1.8,5.28,31.7,2.7,4.5,2.25,4.27,4.61,2.81,2.59,3.6,,,14.166667,8.183333,20.855556,0.028222,11.851852,84.355682
US_AL_01001,2022-03-12,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15563,208,18,24381,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,-7,,3,5,1.8,3.37,6.85,2.36,8.64,8.76,3.37,1.8,1.91,4.26,2.25,,1.91,6.85,2.02,3.7,2.25,2.81,2.47,6.29,4.04,3.37,1.8,3.03,3.7,4.15,2.92,2.58,6.96,14.14,3.03,2.58,5.95,,2.92,4.04,2.47,3.82,29.97,3.59,5.05,,4.15,2.47,3.48,2.92,1.91,,2.13,7.133333,0.211111,18.888889,12.671778,0.462963,62.434827
US_AL_01001,2022-03-13,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15563,208,14,24395,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,1,,11,4,2.24,4.14,6.38,2.35,11.19,9.73,4.14,,2.01,4.92,2.57,2.24,3.8,7.05,4.25,4.03,2.13,2.24,2.24,6.04,4.81,3.36,3.8,2.24,2.8,4.14,3.58,2.35,6.6,16.56,5.04,,4.81,2.69,2.8,3.47,,4.36,28.2,3.58,4.92,,4.36,2.91,5.04,3.8,3.92,1.57,,3.161111,-4.516667,14.944444,4.0132,-8.916667,39.698968
US_AL_01001,2022-03-14,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,6,1,15569,209,5,24400,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,9,,-8,3,1.51,5.14,5.85,3.53,10.09,7.67,3.63,1.51,3.23,3.93,2.52,3.03,3.13,6.36,2.82,5.95,1.92,2.82,,7.36,4.74,2.82,2.92,4.34,3.33,2.92,3.33,2.22,6.86,18.56,4.54,2.12,4.34,2.22,4.24,4.34,3.23,4.44,34.7,3.43,5.65,2.52,3.53,3.73,5.04,1.92,3.63,2.72,1.51,8.388889,-1.033333,20.088889,0.0,-2.527778,46.233174
US_AL_01001,2022-03-15,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,15571,209,12,24412,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,0,,-10,6,,3.97,5.33,3.1,12.3,7.75,3.49,2.52,4.65,4.26,3.39,2.23,2.52,6.49,3.29,4.36,2.91,3.29,2.32,5.04,2.91,2.52,4.17,1.36,3.1,3.39,3.39,2.71,7.26,16.37,4.17,3.29,6.68,1.55,3.29,3.0,,4.17,29.54,3.0,5.42,2.32,4.26,4.07,4.46,1.94,2.81,3.39,2.13,13.35,8.922222,17.483333,2.822222,8.731481,72.547038
US_AL_01001,2022-03-16,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,15575,209,13,24425,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,5,,-8,4,2.2,5.29,4.79,2.69,11.28,8.38,3.09,2.4,3.29,4.79,,2.2,2.0,6.69,3.09,5.39,1.7,3.59,1.8,8.98,3.69,,4.29,2.4,4.69,3.99,4.29,3.59,7.09,17.07,4.99,1.6,5.39,2.0,3.59,3.69,1.6,4.19,36.13,3.09,5.79,,4.09,4.89,4.79,3.09,2.0,2.99,,16.25,12.805556,20.255556,16.933333,14.111111,85.836564
US_AL_01001,2022-03-17,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,15578,209,18,24443,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,12,,-9,3,,5.5,4.96,,9.93,7.45,4.75,2.16,2.05,4.21,3.45,3.24,2.59,8.2,3.13,5.18,4.42,5.07,2.81,9.93,4.53,1.94,3.13,3.67,3.24,2.48,3.56,1.73,6.8,16.94,4.96,3.24,5.61,2.16,3.56,4.32,1.51,5.83,34.43,3.67,8.09,,4.75,4.53,3.78,2.37,4.1,2.05,1.62,14.455556,7.216667,23.994444,1.8796,10.416667,76.088629
US_AL_01001,2022-03-18,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,1,15582,210,6,24449,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-17,-10,,-12,10,1.73,4.78,4.27,2.34,8.96,7.23,3.87,1.63,3.36,4.38,2.85,2.34,3.77,6.62,,4.27,2.85,3.36,1.93,6.82,4.88,,3.77,2.85,1.63,2.34,2.54,,7.63,16.28,4.07,2.24,7.23,1.63,1.93,3.05,1.63,3.87,30.73,4.07,6.51,2.95,6.11,4.99,4.27,1.93,3.26,2.54,,16.044444,10.827778,22.6,5.954889,13.861111,86.860931
US_AL_01001,2022-03-19,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15582,210,6,24455,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,5,2,,5,1,2.16,4.79,4.67,3.71,7.31,5.51,3.71,1.92,2.28,4.08,2.76,2.04,3.12,7.91,3.96,4.08,2.28,3.24,3.96,8.51,2.28,2.76,4.08,3.0,3.24,3.0,4.55,2.88,6.11,14.86,4.32,1.92,4.79,2.64,3.12,3.6,2.16,4.91,31.4,1.92,3.24,,3.83,3.96,5.03,2.04,3.36,2.4,,15.172222,8.705556,20.138889,28.6004,9.407407,67.286381
US_AL_01001,2022-03-20,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15582,210,7,24462,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,6,,11,2,2.19,4.95,7.72,2.77,11.06,4.84,3.23,1.96,,4.95,3.23,2.3,2.19,6.45,4.03,3.92,3.0,3.46,2.42,6.22,5.88,2.3,3.11,3.57,2.53,3.0,3.0,2.42,7.26,13.36,3.57,1.96,5.18,1.96,3.0,2.3,,4.84,31.33,4.03,6.22,,2.07,3.0,2.88,1.73,3.0,2.19,2.65,12.411111,3.061111,22.683333,0.0,3.435185,53.011575
US_AL_01001,2022-03-21,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,15586,210,4,24466,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,3,,-10,2,1.58,3.26,5.68,2.31,13.98,5.68,5.15,2.52,3.26,3.15,3.68,2.84,1.68,11.46,2.31,4.0,1.79,3.05,1.79,7.99,3.79,3.05,4.1,2.84,3.68,2.94,2.31,2.73,7.04,14.61,4.21,2.94,6.2,2.42,3.47,3.26,2.21,6.2,33.22,1.58,4.0,2.73,5.47,4.1,4.73,1.58,2.84,2.1,1.47,14.238889,4.416667,24.511111,0.0,2.824074,45.727851
US_AL_01001,2022-03-22,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,15593,210,0,24466,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,-2,,-13,5,2.68,5.57,5.25,3.21,12.1,5.67,3.0,2.35,4.6,6.21,3.64,2.68,2.68,6.96,3.64,5.14,2.89,2.57,3.0,8.24,5.25,2.14,4.5,2.78,2.89,3.75,3.42,2.03,8.35,16.27,5.46,3.1,5.67,3.32,3.32,5.46,1.93,4.71,36.61,3.64,5.46,1.61,4.07,3.85,3.1,1.61,3.1,3.75,2.68,17.944444,10.55,25.938889,0.47625,8.87963,55.180671
US_AL_01001,2022-03-23,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,15596,210,7,24473,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,5,,-12,4,2.7,3.67,5.61,2.8,11.43,5.18,4.1,2.16,3.88,4.53,3.02,1.94,3.24,8.09,3.88,5.5,1.94,4.32,2.05,6.26,4.42,2.05,4.42,2.16,3.99,3.99,3.56,3.24,9.71,17.58,5.93,2.91,6.36,3.02,3.56,3.99,2.48,4.85,33.55,2.8,5.07,2.27,4.42,3.88,4.32,2.27,2.37,2.05,1.73,20.133333,15.372222,23.372222,25.004889,14.907407,71.121787
US_AL_01001,2022-03-24,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,11,-1,15607,209,7,24480,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,9,,-12,2,,4.93,4.61,2.79,11.58,6.43,4.4,1.93,2.57,4.18,3.0,2.04,2.36,7.72,2.47,6.76,3.0,2.47,1.82,8.15,3.43,1.72,4.61,2.47,4.4,3.75,3.54,2.79,9.12,16.41,3.75,2.68,6.0,2.04,3.97,3.97,2.47,3.97,32.28,3.86,3.65,2.9,5.15,4.08,2.57,1.5,2.04,2.47,,13.616667,6.588889,20.955556,7.4422,3.842593,51.315693
US_AL_01001,2022-03-25,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,15611,209,3,24483,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-4,4,,-12,4,1.58,3.84,5.88,2.82,12.65,6.89,4.63,1.92,3.28,2.6,2.37,1.92,2.82,7.46,2.94,4.41,3.5,2.26,3.5,6.44,3.5,3.16,4.97,2.48,4.07,3.73,2.82,2.48,6.78,17.4,3.39,2.03,6.21,,2.94,3.62,,5.08,29.71,3.28,5.54,2.26,4.07,3.84,3.95,1.81,2.6,2.94,1.58,13.983333,6.911111,20.161111,0.0,3.25,47.90333
US_AL_01001,2022-03-26,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15611,209,5,24488,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,2,,7,0,1.98,4.21,5.2,2.97,14.0,6.07,3.84,,3.22,3.1,3.35,2.11,2.35,10.16,2.23,4.21,2.97,1.86,2.35,6.07,4.46,,4.46,3.47,3.35,3.84,4.58,2.73,5.82,15.98,5.95,3.47,8.43,3.47,3.47,3.1,1.74,3.47,28.62,1.74,6.57,1.74,4.83,2.85,2.97,3.35,2.35,,2.23,13.838889,7.366667,20.138889,0.0,1.101852,41.580431
US_AL_01001,2022-03-27,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15611,209,1,24489,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,2,,11,2,1.67,4.07,6.7,2.15,13.39,6.58,2.99,2.39,2.27,2.99,3.59,2.03,3.59,8.61,3.35,4.54,2.63,4.07,2.63,6.82,2.75,3.23,3.83,2.75,3.59,13.03,3.47,2.51,6.7,13.87,2.75,3.11,8.61,,2.39,4.18,,4.18,25.59,5.98,5.26,1.67,4.3,3.59,4.07,3.11,2.03,2.15,,13.294444,4.311111,22.394444,0.0,0.333333,40.800455
US_AL_01001,2022-03-28,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,5,1,15616,210,0,24489,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,0,,-18,3,3.3,5.65,6.36,3.06,15.89,5.3,5.18,2.59,2.71,3.65,2.94,1.77,3.18,9.06,3.88,4.0,2.71,2.0,3.06,7.53,3.65,2.83,3.88,2.47,3.65,30.25,4.59,1.77,8.01,15.89,3.77,2.71,7.89,2.12,3.88,2.94,1.65,4.0,29.08,6.12,5.89,1.77,4.47,4.47,3.88,3.18,,3.06,,14.961111,5.616667,25.066667,0.0,3.055556,44.049633
US_AL_01001,2022-03-29,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,1,15619,211,12,24501,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,1,,-18,4,1.83,5.0,5.97,2.68,13.77,7.8,4.87,1.71,3.78,5.36,3.05,3.17,2.31,6.46,3.05,5.0,3.17,3.53,2.07,9.75,5.12,2.68,3.53,3.17,4.14,8.41,4.51,3.17,7.68,17.67,5.73,3.05,5.12,2.56,4.02,4.02,,4.87,32.9,3.17,4.51,2.07,5.61,4.26,3.78,3.29,2.56,,1.83,18.1,10.75,27.366667,0.0762,9.296296,57.013243
US_AL_01001,2022-03-30,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,15621,211,1,24502,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,6,,-19,5,,4.07,6.39,1.74,14.99,6.51,4.53,1.63,2.79,4.88,3.95,2.56,2.56,8.37,2.32,4.53,1.63,3.02,1.98,9.41,3.02,2.79,4.3,3.95,2.79,7.32,3.49,2.21,7.67,16.38,4.18,2.32,6.62,2.79,4.18,3.6,2.21,5.0,36.02,4.42,6.74,86.22,5.58,5.11,5.46,3.6,3.02,3.37,,21.777778,15.677778,28.65,0.0,10.333333,48.496387
US_AL_01001,2022-03-31,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,34,0,15655,211,8,24510,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,2,,-20,4,,4.63,5.63,2.0,13.64,7.13,4.63,2.25,2.88,4.5,3.38,2.88,2.88,8.01,3.0,3.88,3.0,4.0,2.63,7.38,3.25,2.63,3.0,3.38,4.63,3.88,3.75,2.38,6.63,16.52,4.5,,7.76,1.88,3.63,3.75,1.88,4.88,28.4,3.0,6.26,23.15,4.25,3.75,2.88,3.63,2.0,1.88,2.0,18.183333,13.944444,25.7,29.435778,13.092593,71.656258
US_AL_01001,2022-04-01,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,15659,211,9,24519,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,0,12,,-20,3,,4.07,6.54,3.46,10.36,4.69,4.57,2.96,3.08,4.07,2.96,2.59,3.33,6.54,2.84,4.69,,2.71,2.22,7.16,5.31,,2.71,3.21,3.46,4.57,3.83,2.71,8.02,19.25,5.31,2.71,4.81,,4.07,2.59,,4.57,31.22,2.34,4.69,12.59,5.06,3.95,3.33,3.08,,1.85,1.85,12.788889,6.544444,20.316667,9.1694,5.083333,58.662992
US_AL_01001,2022-04-02,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15659,211,12,24531,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,1,4,,5,0,2.76,3.01,6.52,2.76,9.28,6.14,3.51,,4.01,4.26,2.88,,2.13,6.89,3.13,4.14,2.63,3.26,2.38,6.89,3.63,1.75,4.01,,3.51,5.77,2.88,1.88,4.89,13.29,3.26,,5.77,3.63,3.26,1.88,1.88,3.63,33.22,2.26,5.01,7.39,5.26,2.88,4.51,2.51,2.38,2.51,,12.4,5.705556,20.988889,0.0,5.231481,61.130742
US_AL_01001,2022-04-03,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,15659,211,5,24536,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-3,6,,16,1,2.58,3.75,5.98,3.75,14.54,6.68,3.17,2.93,2.46,4.93,3.52,2.23,2.7,5.28,2.7,3.75,3.17,2.81,2.81,5.75,3.4,,4.69,1.88,2.11,4.93,3.75,1.64,6.8,12.55,3.64,1.88,7.86,2.93,2.35,3.05,2.23,5.39,31.31,2.35,7.15,3.4,4.81,2.23,3.64,2.7,,2.58,2.46,14.961111,6.511111,23.9,0.0,6.611111,57.445492
US_AL_01001,2022-04-04,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,30,2,15689,213,8,24544,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,10,,-8,2,2.81,3.67,4.97,2.59,11.13,5.62,5.29,2.7,2.59,5.19,3.35,1.73,1.84,8.32,2.92,4.54,3.24,1.84,2.49,7.24,3.57,2.16,2.59,2.59,4.54,4.43,2.92,2.7,6.7,15.35,3.78,2.49,5.08,3.13,3.89,3.03,1.84,3.57,35.66,3.35,4.97,3.46,4.0,4.21,5.4,,2.81,2.16,,15.794444,6.211111,26.261111,0.0,4.5,46.4271
US_AL_01001,2022-04-05,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,15692,213,5,24549,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-15,-9,,-12,9,2.14,3.77,5.1,,10.5,6.93,3.06,1.63,2.24,3.26,3.57,2.55,3.57,7.75,4.79,4.49,3.06,2.96,2.55,8.16,4.28,2.04,3.67,3.67,3.67,2.55,1.43,2.85,7.65,17.33,2.96,2.14,6.22,1.63,4.28,3.36,3.26,2.96,31.6,2.35,5.1,3.36,3.98,3.57,4.79,2.85,3.57,4.28,1.63,16.877778,10.3,24.888889,1.157111,12.935185,78.411577
US_AL_01001,2022-04-06,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,32,0,15724,213,0,24549,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-7,0,,-11,8,2.21,4.75,6.54,2.64,10.76,6.75,4.43,2.0,2.74,4.96,4.11,1.48,3.06,6.01,2.64,4.54,2.21,4.54,2.43,7.49,4.22,2.21,4.96,2.11,3.48,2.53,3.06,1.79,6.75,16.14,4.54,3.48,6.54,2.21,5.7,3.69,1.69,4.85,31.22,2.85,4.43,2.85,4.96,4.64,4.11,1.79,3.27,3.8,1.9,20.944444,15.472222,27.311111,61.778444,19.12963,88.979627
US_AL_01001,2022-04-07,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,18,0,15742,213,16,24565,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,9,,-8,2,1.53,5.36,6.79,1.97,11.16,6.57,4.38,2.3,2.96,4.71,4.6,2.85,2.08,6.57,4.71,3.61,4.82,1.97,2.52,6.89,3.83,,4.6,2.85,4.05,4.38,4.49,2.3,7.11,17.18,4.6,2.96,5.58,2.85,2.74,3.61,,4.38,34.8,2.63,4.82,2.74,3.94,4.49,3.61,1.97,2.85,2.08,1.97,18.094444,12.438889,24.916667,10.047111,9.685185,57.754309
US_AL_01001,2022-04-08,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,15744,213,9,24574,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,3,,-6,3,2.28,4.91,5.13,3.76,9.92,5.25,3.99,1.94,1.94,3.31,2.74,3.88,2.97,6.39,2.85,3.54,2.97,1.94,2.05,7.53,3.76,2.62,3.76,3.99,4.45,1.6,3.19,3.42,6.5,15.86,3.54,3.65,5.25,,3.76,2.74,1.94,3.76,34.68,3.08,5.13,3.19,5.13,4.22,4.68,2.05,3.08,3.08,2.05,12.316667,6.722222,19.061111,0.0,1.009259,45.647349
