location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48213,2021-02-25,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,50,1,5528,151,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,6,14,,-14,3,2.66,4.36,6.48,3.29,12.75,2.02,8.82,6.16,2.02,4.99,,5.63,3.72,1.49,3.08,1.81,2.44,2.66,,5.63,3.61,4.99,2.76,2.02,5.42,1.7,8.39,4.14,,2.44,3.29,5.42,2.55,2.02,4.14,4.46,2.87,2.87,1.7,2.44,9.45,1.7,20.61,5.21,3.82,7.01,2.23,5.1,3.93,2.76,2.44,6.9,38.34,1.91,2.87,1.59,1.7,2.66,,4.14,8.18,1.49,2.97,1.91,2.76,5.84,5.1,4.04,3.19,3.29,2.34,1.7,13.105556,9.066667,20.755556,0.072571,4.635802,57.425973
US_TX_48213,2021-02-26,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,20,4,5548,155,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,3,12,,-14,5,,3.89,9.44,3.0,9.22,3.33,7.44,6.11,1.78,3.89,3.22,5.78,3.56,,3.78,1.55,,2.67,2.11,7.44,4.11,5.11,2.78,,5.22,,10.22,5.44,,2.56,3.44,5.0,3.11,2.22,4.0,4.89,2.22,3.78,,3.56,9.44,1.89,20.66,6.22,2.67,8.0,3.0,4.11,4.11,3.11,,4.22,37.33,1.67,2.33,,2.56,1.89,,3.56,5.0,,2.11,,2.67,6.67,5.22,5.11,2.56,2.33,2.22,2.22,10.772222,8.294444,14.227778,14.012333,9.537037,92.893308
US_TX_48213,2021-02-27,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,1,5548,156,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,3,11,,1,1,2.52,4.53,6.54,3.52,10.94,2.64,7.04,5.16,1.89,1.89,,5.16,2.89,2.01,3.27,1.89,2.01,2.39,1.89,6.54,3.02,5.16,3.27,2.14,2.89,,9.43,4.78,,3.27,5.03,4.65,2.64,,4.4,3.77,,3.52,2.01,3.65,9.18,2.52,20.24,4.65,3.9,6.92,2.64,3.9,4.53,2.52,2.14,4.53,37.72,2.52,,2.14,,2.01,2.01,3.02,5.91,1.76,2.52,,2.77,5.41,4.53,3.9,3.02,3.52,3.77,1.89,15.216667,11.538889,23.827778,1.016,13.450617,90.25338
US_TX_48213,2021-02-28,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,2,5548,158,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,2,11,,-12,3,3.3,5.74,7.94,5.74,10.99,,6.59,7.94,1.71,3.17,,5.98,4.03,1.71,3.66,2.44,2.56,3.17,2.56,7.82,4.88,3.79,3.3,2.2,4.64,2.08,9.65,4.15,2.69,2.93,3.54,5.13,1.83,3.3,4.88,4.52,1.95,4.15,,2.69,6.84,1.95,20.64,7.33,3.42,7.33,2.93,3.79,4.03,3.17,2.56,7.21,41.89,,2.93,2.2,2.2,,2.32,3.42,6.96,,2.44,,2.08,6.59,4.52,7.82,2.81,2.69,5.25,,21.7,18.75,24.583333,1.052286,18.419753,82.19337
US_TX_48213,2021-03-01,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,18,2,5566,160,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,3,2,,-15,5,2.57,4.01,7.1,3.91,9.77,1.54,8.33,5.86,1.85,3.91,,4.01,3.19,1.75,2.78,,,3.09,2.16,7.2,3.81,5.04,3.4,2.47,4.73,1.54,12.24,3.6,1.44,2.78,2.98,5.25,3.81,1.54,3.4,3.6,,4.53,2.88,2.26,9.67,2.57,21.91,7.1,3.7,6.48,2.88,4.83,4.63,3.19,,6.48,37.04,2.37,1.65,1.85,1.44,2.26,2.06,4.73,5.66,1.96,2.37,1.96,2.37,5.04,6.48,4.32,3.5,2.57,2.26,,11.066667,7.5,19.65,5.406571,7.938272,82.041386
US_TX_48213,2021-03-02,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,2,5566,162,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,11,15,,-13,3,1.73,3.99,6.79,5.72,9.81,2.91,8.09,4.85,1.62,4.21,,8.41,3.99,1.51,3.23,2.16,1.73,3.77,1.51,6.58,3.77,2.59,3.23,2.91,4.75,1.94,10.03,5.18,,2.59,3.13,4.1,3.13,3.45,4.31,4.31,1.51,3.99,2.27,3.88,7.76,3.02,21.89,4.21,2.7,6.9,4.53,5.29,3.77,3.56,2.48,5.61,38.72,1.83,3.02,,,2.8,1.94,4.64,4.85,,2.05,1.94,2.91,5.5,4.42,6.04,4.21,2.91,2.16,,9.733333,4.961111,16.433333,6.096,2.080247,59.058974
US_TX_48213,2021-03-03,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,13,2,5579,164,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,21,18,,-12,2,1.84,4.45,8.35,2.82,12.04,4.12,9.0,5.1,2.39,3.58,2.93,4.99,4.12,,3.8,2.28,1.74,3.25,3.04,6.4,3.15,3.36,4.99,3.36,4.23,,9.22,4.23,1.74,2.82,2.17,4.77,4.34,,4.99,4.88,2.93,4.77,2.6,2.93,10.63,,21.47,6.72,4.23,6.51,4.77,4.23,4.77,3.9,2.82,7.48,40.78,,1.74,,1.63,1.84,2.17,4.77,4.99,,3.04,1.52,3.58,6.62,6.29,6.18,1.84,3.25,3.8,2.82,10.205556,2.594444,19.477778,0.0508,1.765432,55.798807
US_TX_48213,2021-03-04,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,1,5579,165,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,17,15,,-14,1,1.56,5.68,7.24,3.9,10.36,3.12,9.7,5.13,2.01,4.35,2.34,5.91,3.57,3.23,2.23,1.89,1.89,2.23,2.01,5.13,4.9,4.68,2.9,2.45,5.24,,12.04,4.24,2.45,2.56,2.45,4.79,2.79,1.67,3.46,4.01,,3.9,1.78,,8.91,,21.73,4.12,3.79,6.24,3.34,4.9,3.01,2.45,,6.8,40.01,1.78,2.9,,2.67,1.89,,3.34,5.57,2.01,3.57,2.45,3.68,5.79,5.91,4.68,2.9,2.12,2.9,1.56,12.883333,4.861111,21.933333,0.0,3.419753,52.889079
US_TX_48213,2021-03-05,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,24,2,5603,167,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,9,10,,-11,4,3.87,3.87,6.72,3.31,10.71,2.05,8.2,5.01,2.96,3.31,,6.27,4.79,,3.99,,1.71,2.85,,6.5,3.31,7.41,3.08,2.73,6.04,2.05,9.91,3.87,,2.39,3.31,4.1,2.85,1.94,5.01,4.56,,3.76,3.08,3.08,10.26,2.51,20.4,4.79,1.71,7.18,3.19,3.99,4.44,1.71,3.31,6.84,38.29,,2.39,,2.62,1.71,,3.76,5.81,,2.28,2.39,1.82,5.36,3.76,4.79,3.42,3.42,1.94,1.82,14.25,11.033333,20.205556,0.0,7.907407,65.939777
US_TX_48213,2021-03-06,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5603,167,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,16,14,,-6,0,2.36,4.99,6.04,4.72,11.15,2.49,8.27,4.99,,3.54,,5.51,5.91,2.49,4.33,2.89,2.89,3.28,1.84,5.77,2.49,3.41,2.62,,4.72,,8.79,4.33,,2.62,3.28,5.12,3.41,1.84,3.15,2.89,2.89,3.94,,,7.35,2.75,19.42,3.41,2.62,6.3,3.02,3.41,4.86,2.1,3.41,6.82,38.05,,2.49,,,,,3.54,4.46,,2.89,,1.84,6.56,5.25,3.02,1.84,3.94,2.49,2.23,11.444444,5.116667,17.822222,0.1778,3.95679,60.55665
US_TX_48213,2021-03-07,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5603,167,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,15,13,,-12,1,3.95,5.09,9.3,4.97,11.21,2.04,9.55,5.61,2.29,3.44,1.78,6.62,3.82,,2.93,,,3.95,1.91,7.26,3.19,4.84,3.19,3.31,5.22,2.67,9.04,3.19,,2.8,5.22,4.33,6.62,,3.82,4.59,,4.08,1.78,5.09,6.88,1.78,21.53,5.99,3.82,7.77,3.57,5.48,3.44,,3.31,5.73,38.98,,3.31,1.78,,2.04,1.78,5.22,7.52,,,2.67,,7.01,4.84,3.82,5.09,3.95,2.29,2.04,11.438889,3.716667,19.505556,0.0,-0.604938,43.734307
US_TX_48213,2021-03-08,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,10,0,5613,167,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,13,9,,-19,3,2.19,6.14,6.25,3.95,12.61,2.63,9.65,6.36,1.86,3.51,2.19,4.17,4.93,1.86,2.52,1.65,1.65,3.18,2.3,6.14,4.5,3.18,2.63,3.18,6.25,1.86,8.66,4.17,2.41,4.06,,3.84,4.39,1.97,4.06,5.26,2.96,3.73,2.74,3.07,10.09,3.84,23.14,6.03,2.74,7.35,3.29,5.15,4.39,2.74,2.96,7.68,41.34,,2.3,1.75,2.08,1.97,,3.4,6.58,,2.52,1.86,3.95,6.58,4.93,5.37,4.17,3.62,2.08,2.19,12.6,4.144444,21.377778,0.0,0.87037,45.0929
US_TX_48213,2021-03-09,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,1,5613,168,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,10,10,,-19,4,2.49,5.08,9.08,4.76,11.78,3.24,7.78,5.51,2.59,3.67,2.05,5.41,5.62,,2.7,2.16,2.38,2.59,2.16,5.3,3.78,4.76,3.57,2.7,6.27,3.13,9.73,4.11,,3.03,3.03,5.84,2.59,2.81,4.0,3.78,2.16,3.46,1.73,2.81,8.0,2.7,22.16,6.92,5.19,5.62,2.49,3.78,4.22,1.51,2.92,10.16,42.7,,3.67,,1.62,1.95,,2.81,4.65,1.51,3.35,,2.92,6.49,4.76,4.86,2.59,3.78,2.81,1.73,16.35,12.2,21.961111,0.0,10.506173,68.504375
US_TX_48213,2021-03-10,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,1,5613,169,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,20,15,,-17,3,2.06,5.95,6.17,3.89,12.66,2.06,9.09,5.62,1.95,3.03,,5.3,3.25,1.95,3.14,,2.92,2.27,2.49,6.49,4.43,4.11,3.35,2.06,5.73,1.95,10.06,4.98,,2.6,3.79,5.41,3.89,,4.22,3.46,2.81,2.92,,2.6,10.49,3.35,21.53,5.73,4.43,6.92,2.7,5.41,5.52,2.6,1.95,5.73,41.75,,2.06,,,2.06,,3.79,5.84,,2.6,2.7,2.49,5.41,5.62,4.22,3.46,2.6,2.81,2.6,19.283333,15.666667,24.944444,0.0,13.524691,69.421797
US_TX_48213,2021-03-11,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,9,2,5622,171,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,17,13,,-18,2,2.29,4.91,7.74,3.82,12.22,2.29,8.18,5.56,1.75,2.29,1.75,6.33,6.11,2.62,3.05,2.18,2.62,2.07,,6.54,2.94,4.36,2.62,2.18,6.98,2.51,9.82,5.34,2.29,2.62,3.71,5.34,3.71,2.73,4.8,5.13,2.29,4.25,2.94,3.93,10.25,2.62,21.27,4.91,2.07,9.27,3.16,4.36,3.71,3.05,2.62,6.54,39.92,1.64,3.6,,,1.75,1.64,3.82,6.22,1.85,1.75,,1.96,5.56,5.78,4.36,2.07,4.36,2.18,1.85,21.883333,19.672222,25.583333,0.0,16.345679,70.82584
US_TX_48213,2021-03-12,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,12,1,5634,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,13,10,,-19,5,2.52,4.92,6.52,2.52,11.78,3.09,7.78,6.18,1.72,2.86,,4.8,3.09,2.17,2.29,,3.09,2.86,,5.61,4.35,4.58,2.75,2.29,6.41,4.12,11.44,5.38,2.06,2.75,3.89,5.49,3.66,,4.12,4.23,3.09,3.66,2.52,3.77,9.38,1.95,18.87,4.35,3.2,6.18,2.97,4.69,4.58,1.72,2.17,6.41,38.89,1.83,1.72,2.86,,2.06,1.72,4.12,6.06,2.17,1.95,1.72,2.63,6.41,7.21,3.89,1.95,2.75,2.52,1.6,21.461111,18.716667,26.011111,0.084667,17.364198,77.631572
US_TX_48213,2021-03-13,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5634,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,21,14,,-6,-1,,3.99,8.6,4.74,9.47,1.87,6.48,4.11,,,,3.61,3.12,,2.87,2.74,2.99,1.75,,6.98,2.87,2.62,3.49,,4.24,2.37,9.6,2.62,2.12,3.12,1.87,2.74,2.24,2.37,3.49,5.36,,5.98,2.49,2.87,6.86,3.24,18.45,5.11,,9.22,,3.74,5.86,2.87,2.12,5.73,40.38,,1.75,,,3.24,,3.49,7.73,2.74,1.87,,2.24,7.48,4.24,5.98,1.99,3.61,1.75,,21.483333,17.366667,26.233333,0.0,16.234568,72.120813
US_TX_48213,2021-03-14,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5634,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,11,7,,-16,2,2.37,7.33,6.62,4.14,12.65,,8.04,7.92,2.37,2.13,1.66,5.56,2.96,1.66,2.6,1.77,1.89,1.89,1.66,6.15,3.08,4.02,2.72,2.96,4.73,2.01,8.04,5.32,2.13,3.43,3.55,4.14,1.66,2.37,4.49,5.09,2.25,2.6,,2.37,7.45,2.37,19.4,7.69,4.14,7.81,4.14,5.32,3.43,1.77,3.55,4.85,41.63,,,,,3.08,2.84,2.72,6.98,1.66,2.48,1.66,2.01,5.2,2.84,4.49,2.48,5.09,2.25,2.6,17.955556,12.561111,24.527778,0.907143,13.91358,77.573538
US_TX_48213,2021-03-15,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,8,0,5642,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,23,12,,-25,4,2.37,4.85,7.1,3.67,11.12,3.43,8.52,6.15,,3.79,,5.8,4.14,,2.72,2.25,,1.89,1.66,7.21,3.43,4.61,2.6,2.01,4.14,2.13,11.36,2.96,3.31,3.9,,5.2,2.01,1.77,5.32,2.72,,5.68,3.31,4.5,10.05,2.01,23.06,5.44,4.61,7.45,2.37,4.26,6.86,2.25,3.55,6.03,39.62,1.89,,1.77,1.77,2.25,,5.09,6.86,2.37,2.6,,3.9,7.33,5.32,5.91,2.72,3.55,3.79,,15.305556,7.277778,27.455556,2.31775,7.018519,57.973139
US_TX_48213,2021-03-16,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5642,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,25,11,,-24,3,2.27,5.01,7.64,4.06,12.42,3.22,8.96,5.13,3.22,3.46,2.63,5.85,5.25,2.87,3.46,,2.03,2.98,,8.24,3.94,4.54,3.22,1.91,5.13,2.51,13.26,2.87,,2.63,3.22,5.01,3.94,2.03,3.22,2.98,1.67,3.46,2.75,2.75,11.11,2.15,22.09,7.52,4.54,9.07,2.27,5.13,3.82,2.15,2.75,4.66,38.81,,,,4.18,2.27,1.91,4.66,8.6,1.67,2.39,2.63,3.58,7.04,6.81,4.18,2.98,3.7,4.06,2.15,19.938889,14.322222,26.944444,0.0,13.302469,66.303775
US_TX_48213,2021-03-17,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,18,0,5660,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,41,23,,-22,3,2.21,5.8,7.66,3.13,11.73,,10.91,5.92,1.62,3.37,2.55,5.11,4.99,1.74,3.48,1.97,2.9,2.21,,7.08,4.3,6.5,2.09,2.09,5.46,1.86,10.45,4.88,1.86,2.55,2.32,4.53,3.13,2.55,3.48,3.71,2.79,5.92,2.44,2.09,10.56,2.21,22.64,6.62,3.95,7.08,2.9,5.22,5.22,2.32,2.67,6.39,41.68,1.97,2.9,1.97,2.67,3.48,,3.6,7.78,1.74,3.13,2.21,3.13,6.85,4.88,4.88,2.09,3.25,4.18,2.21,20.272222,15.15,24.388889,3.175,13.660494,66.140681
US_TX_48213,2021-03-18,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5660,172,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,31,16,,-23,2,1.8,3.71,8.75,3.0,12.58,2.28,9.95,3.96,3.24,1.8,2.64,4.67,3.24,3.24,2.28,2.04,,3.96,,6.47,4.08,7.79,3.6,1.8,6.59,2.4,10.31,2.64,,3.36,3.0,4.55,3.6,2.64,3.6,4.91,2.04,5.27,3.24,2.4,10.07,2.04,21.93,7.07,4.55,8.87,3.0,5.75,5.39,2.52,,7.55,40.15,,,1.92,2.16,2.88,2.16,4.08,6.83,,3.36,1.68,3.12,6.47,5.87,5.27,3.0,3.12,2.88,2.52,10.405556,6.461111,16.177778,2.8956,2.061728,56.463742
US_TX_48213,2021-03-19,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,10,1,5670,173,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,18,8,,-22,4,1.95,3.28,6.56,5.47,14.1,4.01,6.56,5.35,2.43,2.92,,3.77,3.28,1.7,3.28,,1.82,2.31,2.31,7.17,3.77,4.86,1.7,2.43,5.11,2.43,11.18,3.77,1.7,2.55,3.65,4.5,4.13,2.55,3.65,3.89,4.13,3.89,2.19,2.31,9.24,2.92,22.85,4.38,3.65,5.59,2.55,4.98,4.5,3.04,3.04,6.2,38.29,,2.67,,,2.43,1.7,4.01,6.08,,,1.7,1.7,5.59,5.11,4.5,3.16,3.4,2.92,1.95,9.811111,5.183333,15.344444,0.0,2.845679,61.851275
US_TX_48213,2021-03-20,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5670,173,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,25,13,,-4,-2,2.33,3.89,7.13,3.76,12.31,2.07,7.13,5.18,2.33,3.89,,5.05,3.63,,1.94,,1.81,2.59,1.81,6.22,3.24,3.37,2.46,3.24,4.28,,7.78,3.63,,,3.37,4.41,3.76,1.94,5.05,4.28,2.07,3.11,1.81,4.02,8.16,,19.05,4.79,4.67,8.16,2.2,5.7,4.15,3.37,2.85,6.35,37.06,,2.2,2.07,2.59,,,4.28,6.22,2.46,2.2,,,3.63,6.09,5.18,2.98,4.15,1.94,2.85,10.283333,3.427778,18.761111,0.0,4.006173,64.885232
US_TX_48213,2021-03-21,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5670,173,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,26,14,,-10,0,2.53,5.43,9.6,4.04,13.13,2.53,7.07,6.57,1.77,4.42,,5.3,4.42,,3.92,1.77,2.27,2.78,1.9,6.69,4.17,4.29,4.17,2.02,4.8,2.9,7.07,5.68,1.9,2.15,3.92,4.8,3.16,2.15,4.67,4.67,2.4,4.17,4.93,4.67,7.45,2.02,21.98,4.04,5.18,6.82,3.41,4.17,3.41,2.02,2.65,4.8,41.93,,3.03,,,2.9,2.15,4.67,8.08,,2.53,,1.9,6.19,3.79,3.28,1.9,4.29,3.28,3.03,12.033333,3.911111,20.572222,0.0,4.851852,61.423182
US_TX_48213,2021-03-22,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,9,1,5679,174,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,20,6,,-16,3,3.18,3.95,5.26,3.62,13.16,2.52,6.8,5.26,2.74,4.39,2.52,6.25,,2.63,2.74,,,3.18,2.19,8.01,3.51,5.92,2.96,2.19,5.7,2.85,10.86,5.7,3.62,3.62,3.4,4.72,3.18,2.74,3.95,4.17,2.63,3.84,2.85,2.96,9.1,2.85,21.5,6.25,3.84,7.46,2.41,3.4,2.85,3.29,3.07,6.36,40.91,1.86,2.52,,2.52,2.19,2.52,3.95,4.39,1.54,1.86,3.29,2.41,7.24,7.02,5.04,4.28,4.17,2.63,2.85,15.133333,11.277778,19.833333,0.0,10.030864,71.839496
US_TX_48213,2021-03-23,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,5679,174,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,23,11,,-14,3,4.01,4.67,7.49,4.78,13.78,2.5,9.55,5.32,,4.23,2.5,5.64,4.34,2.06,3.04,1.74,1.95,4.12,1.52,7.16,3.04,3.8,2.17,2.39,5.75,2.82,12.37,5.43,1.74,1.52,4.12,5.54,4.12,1.63,5.1,4.12,2.6,3.69,1.63,2.17,8.46,4.01,18.67,5.64,5.43,9.44,2.71,6.4,3.26,2.71,3.04,5.97,37.44,2.17,2.39,1.84,2.82,1.84,2.5,4.23,6.29,,3.15,2.39,3.69,6.95,5.1,4.01,2.06,3.69,3.47,1.84,16.694444,10.927778,22.816667,13.038667,10.283951,66.292185
US_TX_48213,2021-03-24,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,1,5679,175,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,28,13,,-15,3,2.95,5.47,5.36,5.25,13.34,2.08,9.41,4.92,2.08,5.03,2.08,4.48,4.26,3.17,4.16,2.08,,2.84,,7.0,4.05,4.48,2.84,,4.26,1.97,9.41,4.05,1.86,1.97,3.61,3.83,2.3,2.41,5.36,3.94,2.73,5.25,3.06,2.95,7.66,1.75,24.83,5.25,3.39,7.44,2.95,4.59,4.26,3.28,3.06,9.73,41.12,2.08,,1.97,2.52,2.41,1.97,3.72,6.67,2.08,1.64,,2.52,6.12,5.36,5.25,1.64,4.26,4.59,2.62,16.111111,8.844444,25.011111,0.92075,9.87037,67.057686
