location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16085,2020-01-16,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,12.62,,23.67,,44.97,-2.04321,-8.567901,3.191358,2.116667,99.06,-7.876543,64.846841
US_ID_16085,2020-01-17,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,29.59,,42.98,-1.444444,-7.569444,3.784722,1.30175,78.74,-6.840278,67.421456
US_ID_16085,2020-01-18,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,8.29,23.22,,40.92,-3.302469,-8.049383,3.04321,0.225778,30.48,-8.407407,68.573198
US_ID_16085,2020-01-19,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.48,14.35,19.31,,49.65,-2.919753,-9.074074,2.709877,0.112889,,-6.561728,76.304171
US_ID_16085,2020-01-20,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,11.26,19.87,,49.68,-3.858025,-8.814815,2.709877,0.0,,-7.67284,75.415508
US_ID_16085,2020-01-21,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,19.63,24.91,,32.46,-0.6875,-5.958333,4.902778,0.4445,,-4.201389,77.293685
US_ID_16085,2020-01-22,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,19.25,28.87,,40.72,-1.419753,-6.450617,4.290123,0.423333,,-4.098765,82.279532
US_ID_16085,2020-01-23,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,24.74,26.24,12.0,34.49,0.907407,-4.481481,6.12963,0.112889,,-1.641975,83.315398
US_ID_16085,2020-01-24,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,14.94,18.19,,27.29,1.8125,-1.423611,6.840278,1.55575,,0.027778,88.064306
US_ID_16085,2020-01-25,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,18.46,29.43,,38.41,1.645833,-2.444444,5.708333,1.55575,,-0.152778,87.925983
US_ID_16085,2020-01-26,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,26.41,33.81,,47.01,1.590278,-1.777778,4.979167,0.85725,,-0.076389,88.736486
US_ID_16085,2020-01-27,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,25.86,35.91,,38.07,1.284722,-3.5,5.520833,9.23925,,-0.576389,87.473279
US_ID_16085,2020-01-28,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,27.99,43.46,,40.52,1.479167,-2.819444,5.423611,0.92075,,-0.986111,83.891093
US_ID_16085,2020-01-29,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,28.4,41.51,,37.87,0.506944,-4.486111,5.375,4.28625,,-1.298611,87.769949
US_ID_16085,2020-01-30,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,12.1,26.33,,27.04,0.923611,-4.048611,4.847222,3.96875,,-0.993056,87.127588
US_ID_16085,2020-01-31,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,22.52,33.47,,34.69,-0.283951,-5.234568,6.283951,0.733778,,-3.179012,80.998097
US_ID_16085,2020-02-01,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,9.64,26.08,24.95,8.51,28.92,1.407407,-4.283951,9.423611,0.056444,,-2.91358,74.008959
US_ID_16085,2020-02-02,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,20.74,27.03,,37.09,2.141975,-2.932099,9.580247,0.677333,,-3.012346,70.642424
US_ID_16085,2020-02-03,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,22.09,28.58,,30.53,-3.685185,-7.12963,1.339506,0.790222,,-11.864198,53.567758
US_ID_16085,2020-02-04,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,18.52,25.46,,43.2,-7.54321,-13.259259,0.290123,0.0,,-13.666667,61.924922
US_ID_16085,2020-02-05,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,13.28,28.03,,36.15,-3.679012,-8.04321,-0.123457,0.620889,,-7.308642,75.958121
US_ID_16085,2020-02-06,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,11.88,16.34,,33.42,-0.475309,-4.62963,4.17284,4.233333,,-2.32716,87.380073
US_ID_16085,2020-02-07,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,12.6,12.6,19.23,,29.84,4.283951,-1.969136,9.08642,4.261556,30.48,0.722222,78.526079
US_ID_16085,2020-02-08,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.46,16.89,28.35,,38.6,3.462963,-0.506173,9.12963,0.790222,,-1.666667,69.643338
US_ID_16085,2020-02-09,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.19,14.26,20.37,,57.73,-1.537037,-6.407407,6.024691,0.649111,,-5.580247,74.762871
US_ID_16085,2020-02-10,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.49,17.23,30.15,,35.89,-1.555556,-7.82716,4.635802,0.0,,-6.524691,69.493263
US_ID_16085,2020-02-11,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,12.67,20.41,,35.89,-4.37037,-11.012346,5.561728,0.028222,,-9.697531,66.822709
US_ID_16085,2020-02-12,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,19.38,,35.41,-0.277778,-8.722222,5.938272,0.0,,-5.87037,66.454089
US_ID_16085,2020-02-13,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,12.03,21.93,27.6,,30.43,-3.185185,-10.450617,7.117284,0.0,,-8.432099,67.675958
US_ID_16085,2020-02-14,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,15.76,11.82,39.41,0.901235,-6.592593,7.123457,0.112889,,-6.938272,56.941831
US_ID_16085,2020-02-15,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-3,9,8,-4,,21.34,18.14,8.0,50.67,-1.209877,-7.067901,5.845679,0.056444,,-7.493827,63.019314
US_ID_16085,2020-02-16,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,25,10,,,,9.26,24.69,,39.09,1.419753,-3.740741,5.876543,1.778,,-2.185185,77.15245
US_ID_16085,2020-02-17,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,9,37,,-24,,16.12,23.56,,45.88,-2.592593,-8.123457,5.388889,2.342444,,-8.160494,66.072608
US_ID_16085,2020-02-18,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,11,30,,5,9.1,20.62,23.65,,33.35,-6.54321,-13.648148,2.376543,0.225778,,-11.450617,68.559694
US_ID_16085,2020-02-19,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,4,11,,-1,,11.02,32.42,,34.36,-7.753086,-15.117284,0.969136,0.0,,-13.092593,65.940652
US_ID_16085,2020-02-20,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,14,23,,2,9.28,12.37,16.08,,32.16,-7.839506,-15.679012,2.333333,0.225778,,-14.259259,60.763361
US_ID_16085,2020-02-21,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-10,11,,1,10.54,,18.15,,29.86,-6.648148,-14.185185,2.944444,0.0,,-13.858025,57.52398
US_ID_16085,2020-02-22,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-14,-5,8,-2,,15.36,17.82,,31.95,-4.401235,-13.098765,6.666667,0.0,,-11.209877,59.522446
US_ID_16085,2020-02-23,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-19,-4,,,,16.29,15.64,,34.54,-2.567901,-10.691358,9.938272,0.0,,-8.62963,63.667038
US_ID_16085,2020-02-24,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-22,4,,9,10.72,10.72,18.29,,38.48,0.092593,-4.932099,7.611111,0.903111,,-7.845679,56.050882
US_ID_16085,2020-02-25,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-4,18,,2,,22.05,31.13,,31.13,-3.685185,-11.5,4.617284,0.0,,-10.104938,61.855081
US_ID_16085,2020-02-26,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-7,12,,5,,25.2,42.44,,43.77,-1.660494,-8.358025,7.253086,0.0,,-9.098765,57.983132
US_ID_16085,2020-02-27,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-7,21,,1,,26.61,37.91,,29.93,-1.462963,-9.777778,9.209877,0.0,,-7.907407,62.469443
US_ID_16085,2020-02-28,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-18,13,-12,0,,18.25,37.16,,37.16,0.024691,-9.401235,11.339506,0.0,,-6.833333,61.049735
US_ID_16085,2020-02-29,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-27,-11,-25,0,,25.93,57.41,11.11,38.89,3.080247,-5.135802,10.530864,0.0,,-6.049383,52.498516
US_ID_16085,2020-03-01,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-17,-5,-30,,,29.19,46.17,,41.41,0.876543,-5.092593,7.104938,0.112889,,-8.253086,51.627909
US_ID_16085,2020-03-02,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-26,0,,14,11.16,37.22,47.76,,43.42,-1.864198,-8.679012,6.611111,0.0,,-10.148148,54.210068
US_ID_16085,2020-03-03,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-4,15,,1,24.16,21.32,50.46,,43.35,4.506173,-1.771605,11.419753,0.112889,,-2.87037,59.268571
US_ID_16085,2020-03-04,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-13,11,,4,,20.06,46.81,,35.44,4.246914,-2.641975,12.030864,0.056444,,-4.160494,54.81061
US_ID_16085,2020-03-05,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-3,4,,2,,29.38,47.73,,37.45,3.123457,-5.734568,15.820988,0.028222,,-6.41358,50.723575
US_ID_16085,2020-03-06,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,,,,,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-31,-3,-35,-2,12.28,23.8,56.05,,44.53,6.567901,-3.265432,15.604938,0.0,,-3.524691,50.40181
