location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53031,2020-01-11,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,7.99,7.99,6.71,11.5,5.11,7.03,7.03,5.75,14.38,6.39,5.11,,5.75,8.94,4.79,5.43,,6.39,,,10.22,27.15,10.22,5.75,,,,44.4,4.79,7.67,,,4.47,6.383333,3.833333,7.716667,10.865556,3.898148,83.750174
US_WA_53031,2020-01-12,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,8.56,9.83,12.68,8.56,6.66,6.02,,15.22,5.71,6.34,,4.44,9.51,5.71,6.02,,5.07,,4.76,11.41,29.17,6.34,6.02,,,5.71,39.63,6.34,,6.66,5.07,,4.844444,3.144444,7.077778,6.829778,1.861111,79.055585
US_WA_53031,2020-01-13,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.31,6.47,8.62,12.13,6.74,8.89,3.77,4.31,11.59,4.31,5.12,4.04,7.28,13.21,,,5.66,6.47,3.77,3.77,8.36,21.29,7.82,,4.58,,4.04,39.35,6.47,6.74,5.12,3.77,7.55,-0.277778,-2.694444,4.405556,8.466667,-4.055556,78.809861
US_WA_53031,2020-01-14,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.02,6.41,5.3,7.8,8.36,7.53,4.74,,8.92,,5.3,,5.85,12.27,3.9,5.58,4.74,4.46,6.13,,8.08,24.53,8.36,5.02,5.02,,9.76,42.37,,5.3,6.69,3.9,8.92,-2.888889,-4.172222,0.138889,0.395111,-6.453704,81.061474
US_WA_53031,2020-01-15,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,5.28,5.57,10.56,11.44,8.51,7.33,,11.74,4.4,7.92,,4.99,13.5,,4.11,,4.4,,5.28,5.87,24.94,6.46,7.92,,,6.46,33.74,4.69,5.57,,4.4,5.87,-1.005556,-2.811111,2.15,6.35,-2.777778,92.514226
US_WA_53031,2020-01-16,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,7.34,5.58,,12.33,8.22,5.29,5.58,,13.51,4.11,8.81,,6.17,9.69,,4.41,,,7.34,,17.62,22.32,11.16,6.17,,,5.58,37.59,4.11,7.63,,4.11,,3.677778,-1.327778,6.527778,3.81,0.231481,77.667239
US_WA_53031,2020-01-17,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.83,8.32,8.02,11.0,10.11,12.19,9.21,5.35,11.59,4.16,6.54,,7.43,6.54,4.46,5.35,5.35,4.16,4.46,4.75,9.81,19.61,8.92,5.05,,5.05,4.16,41.9,,5.94,7.73,,,1.388889,-1.072222,5.172222,0.903111,-1.731481,79.79522
US_WA_53031,2020-01-18,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.13,8.34,7.38,10.27,9.63,8.99,5.46,5.13,14.12,,10.27,,,8.66,,,5.13,6.1,,,9.63,19.58,11.23,8.99,5.46,4.81,4.81,43.97,,,5.46,,,4.355556,1.505556,7.705556,1.397,1.916667,82.525218
US_WA_53031,2020-01-19,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.22,8.15,7.5,14.02,9.78,8.8,,,13.37,5.54,6.2,4.57,,11.74,,6.85,6.52,8.48,7.83,4.89,10.11,25.11,6.85,7.5,6.85,6.2,4.57,48.26,5.87,8.15,6.52,8.48,5.54,6.144444,4.155556,8.55,3.3655,4.824074,90.76837
US_WA_53031,2020-01-20,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.59,7.04,6.43,11.93,12.24,7.65,7.65,,12.24,4.28,6.43,,9.79,9.49,5.81,6.73,6.73,4.9,,,7.96,29.38,9.49,7.34,,,6.12,50.49,4.59,4.59,6.43,4.28,5.51,7.111111,5.244444,9.0,1.495778,5.638889,90.157581
US_WA_53031,2020-01-21,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,7.64,8.21,9.34,14.43,8.21,11.88,6.22,3.96,20.37,,8.21,4.53,7.64,13.02,4.81,8.21,4.24,3.96,4.53,8.21,7.64,39.9,8.77,4.53,5.09,9.62,6.79,54.04,4.81,6.51,5.66,3.96,6.22,7.188889,5.627778,9.011111,1.919111,5.296296,87.697984
US_WA_53031,2020-01-22,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.78,6.65,7.81,12.43,9.25,8.96,5.49,,20.53,4.63,6.07,,7.52,12.43,,4.92,5.2,6.36,5.2,8.1,8.96,28.05,9.25,6.36,6.65,9.25,7.23,40.48,,6.07,6.07,5.2,,6.411111,5.166667,7.977778,13.151556,5.018519,90.81455
US_WA_53031,2020-01-23,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.91,8.35,7.49,9.51,8.64,9.22,5.76,,12.38,,10.37,4.03,6.34,16.13,,6.05,,8.06,4.32,9.79,9.22,30.24,8.93,5.76,5.76,6.34,6.34,50.69,4.9,7.49,6.34,8.06,5.76,7.58642,5.598765,10.067901,14.76375,6.611111,95.489522
US_WA_53031,2020-01-24,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,3.95,6.48,6.2,12.12,9.3,7.33,4.51,,15.5,4.23,7.33,,7.89,10.99,5.36,5.92,,5.92,,4.23,8.46,31.29,8.18,7.33,4.79,4.23,4.23,38.9,6.76,6.48,9.58,5.36,6.2,8.790123,6.67284,10.444444,29.30525,7.6,94.524279
US_WA_53031,2020-01-25,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.18,6.47,8.41,11.33,11.33,7.44,4.85,4.85,19.74,,7.77,,6.47,7.77,4.85,5.18,8.41,5.18,6.47,6.15,10.36,37.21,5.18,10.03,,4.85,,45.95,,5.18,,5.5,,7.527778,5.569444,10.263889,8.309429,6.255556,92.145396
US_WA_53031,2020-01-26,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,7.36,7.05,8.89,10.43,7.36,9.81,,21.47,,8.28,,6.44,10.43,4.91,4.6,6.13,4.6,,5.52,6.44,36.19,5.83,7.05,7.05,4.29,4.29,48.77,,4.91,6.13,5.21,,8.416667,6.375,10.569444,1.2065,6.288889,86.777608
US_WA_53031,2020-01-27,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.76,7.43,4.76,11.3,11.3,11.0,5.35,,24.39,,8.33,,5.35,9.81,4.76,5.35,,,5.06,5.95,11.0,38.66,8.92,5.65,5.06,5.06,4.16,43.12,5.65,9.22,4.46,,5.95,7.041667,4.645833,10.069444,8.527143,4.988889,86.285916
US_WA_53031,2020-01-28,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.88,5.88,7.65,13.24,12.06,10.01,9.71,5.59,20.6,6.47,6.47,4.41,9.71,9.71,6.18,6.18,,5.3,5.0,5.3,7.36,32.66,4.12,8.24,5.59,5.88,6.18,46.49,4.41,12.36,7.36,,4.41,7.020833,5.048611,8.993056,9.252857,5.877778,92.617222
US_WA_53031,2020-01-29,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.13,7.96,7.96,10.32,8.85,8.55,10.91,,24.78,4.72,6.78,,7.67,8.85,4.72,5.01,,6.78,5.01,4.13,11.5,41.0,8.55,6.19,5.31,4.72,5.31,49.26,10.32,13.27,,,5.31,7.635802,6.17284,9.944444,5.49275,6.355556,92.56213
US_WA_53031,2020-01-30,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,6.84,7.14,14.58,12.79,8.33,10.12,4.17,33.92,4.76,6.84,,6.54,11.31,4.46,9.22,7.44,5.36,5.95,4.17,11.01,41.65,7.14,8.33,5.36,,9.52,49.39,6.25,8.63,4.76,4.46,6.25,6.018519,3.401235,9.87037,7.90575,3.888889,85.342696
US_WA_53031,2020-01-31,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.45,5.05,7.29,10.38,6.45,7.29,6.45,,26.08,,7.57,,4.49,7.85,6.17,5.05,4.21,4.21,,3.93,5.89,31.13,6.17,5.33,4.49,,4.77,41.23,,7.57,4.77,4.21,,8.155556,5.444444,13.405556,13.320889,6.759259,91.903344
US_WA_53031,2020-02-01,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,7.64,12.73,5.73,12.1,7.96,4.46,5.41,6.05,18.46,,6.37,4.46,7.32,10.19,,6.37,,,,,12.1,23.56,7.96,,,,6.37,38.2,4.78,7.32,5.41,4.46,4.78,9.622222,5.572222,14.738889,28.956,6.268519,79.68681
US_WA_53031,2020-02-02,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,7.14,9.74,10.38,12.33,8.76,7.79,,19.47,4.87,11.03,,7.46,5.84,6.17,,5.84,5.84,7.14,,7.79,34.4,8.11,5.52,4.54,6.17,6.82,48.03,5.19,8.11,8.76,,,3.427778,1.044444,8.544444,7.1882,0.361111,79.136804
US_WA_53031,2020-02-03,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,6.75,6.17,13.21,12.04,8.81,5.87,7.63,16.15,5.29,,4.11,5.29,11.74,4.4,,7.34,5.87,,,6.75,25.84,6.75,7.63,,4.7,10.86,36.4,5.87,7.63,,,5.58,2.938889,0.427778,5.811111,1.157111,-0.12037,80.076104
US_WA_53031,2020-02-04,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.51,10.16,4.64,11.61,11.03,9.58,8.42,4.64,18.0,,9.87,,6.39,11.61,4.35,4.64,6.68,8.71,7.84,5.22,13.93,28.45,11.9,,6.09,,4.93,40.05,5.22,6.09,7.55,4.93,5.51,2.094444,0.244444,4.9,1.044222,-0.62037,81.993284
US_WA_53031,2020-02-05,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.15,7.42,4.45,14.83,8.6,7.71,8.3,5.34,10.97,4.15,4.75,,4.75,10.08,9.2,5.63,6.53,5.04,,,10.68,32.63,10.38,4.15,7.12,5.04,5.63,46.27,6.82,5.04,5.34,5.93,5.34,4.144444,2.083333,6.094444,11.345333,3.222222,95.738287
US_WA_53031,2020-02-06,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,8.48,9.61,13.57,12.44,,9.33,,16.39,6.22,7.35,,,8.2,4.52,7.63,5.93,5.65,,5.65,9.33,28.26,8.76,,5.93,,,40.98,7.07,9.04,9.04,4.52,5.65,6.3,5.0,7.616667,8.494889,5.148148,96.359341
US_WA_53031,2020-02-07,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,7.21,6.0,8.11,6.61,11.41,4.8,,16.82,,10.21,,7.81,9.91,,6.61,4.2,5.11,4.2,5.41,9.31,25.82,7.21,6.91,,5.71,9.01,46.54,,6.31,6.31,6.0,4.8,6.15,5.333333,8.327778,15.945556,5.157407,96.286029
US_WA_53031,2020-02-08,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,,,,,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.52,7.75,6.78,9.04,12.92,10.34,4.52,,19.7,,10.98,5.81,6.14,12.6,,6.14,4.84,,7.75,,9.69,26.16,6.46,9.69,,7.11,5.17,43.93,,6.46,6.14,6.14,5.81,7.327778,5.488889,9.472222,8.918222,4.194444,80.404789
