location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21043,2020-01-11,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.07,10.39,8.31,8.31,12.06,12.06,23.7,7.07,44.07,8.73,17.729167,12.659722,24.388889,3.132667,,10.736111,63.926997
US_KY_21043,2020-01-12,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,,11.8,13.07,13.07,11.38,8.43,25.72,,43.42,7.59,9.518519,5.574074,17.728395,9.779,,5.833333,77.910672
US_KY_21043,2020-01-13,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,5.73,11.45,7.32,11.45,7.63,11.45,20.68,9.23,38.81,,5.527778,1.958333,11.659722,0.0,,3.555556,87.412171
US_KY_21043,2020-01-14,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.74,11.28,10.64,10.31,8.06,7.09,18.05,8.7,33.84,10.64,9.375,3.180556,13.784722,2.54,,8.041667,91.411948
US_KY_21043,2020-01-15,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.36,10.17,9.22,12.08,13.67,9.54,26.38,6.67,37.82,4.77,8.111111,3.104167,16.131944,0.6096,,7.583333,96.525333
US_KY_21043,2020-01-16,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,5.85,11.7,10.4,10.4,9.1,6.83,18.85,4.55,37.38,,8.645833,2.076389,16.409722,0.508,,3.104167,68.275506
US_KY_21043,2020-01-17,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,,10.29,,12.41,,5.14,22.4,5.45,34.8,4.24,-0.833333,-4.131944,3.159722,0.1905,,-7.569444,60.398876
US_KY_21043,2020-01-18,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,9.68,8.07,,10.89,8.47,10.08,32.67,8.07,42.34,7.26,5.263889,-2.423611,11.458333,0.846667,,-1.166667,64.064257
US_KY_21043,2020-01-19,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,10.63,12.75,11.9,15.3,,7.22,27.63,6.8,40.38,11.05,0.8125,-5.4375,11.243056,4.8895,,-4.0625,69.922472
US_KY_21043,2020-01-20,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,,9.74,9.33,13.79,9.74,18.26,36.51,8.52,43.01,13.79,-6.569444,-8.5,-3.541667,0.0,,-10.708333,72.446344
US_KY_21043,2020-01-21,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.46,9.55,9.86,15.59,7.96,5.73,25.77,7.0,34.05,,-4.652778,-7.805556,-0.604167,0.0,,-9.548611,68.924063
US_KY_21043,2020-01-22,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,,6.22,7.2,17.68,12.44,6.55,26.85,7.86,34.05,10.81,-3.75,-10.027778,5.118056,0.0,,-9.291667,65.642651
US_KY_21043,2020-01-23,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.44,11.11,12.38,17.77,8.25,4.44,23.48,8.88,38.08,8.25,2.486111,-4.388889,9.826389,0.0,,-5.847222,55.5491
US_KY_21043,2020-01-24,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.8,10.82,7.42,22.27,7.42,6.5,32.16,5.88,29.07,7.73,7.131944,0.569444,11.159722,4.148667,,3.465278,77.992426
US_KY_21043,2020-01-25,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,10.31,11.14,9.9,26.81,7.84,11.14,42.08,9.49,44.96,10.31,3.479167,1.548611,9.347222,8.805333,,2.256944,91.842314
US_KY_21043,2020-01-26,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.49,7.49,8.28,29.19,13.02,7.49,39.44,10.65,42.2,9.86,2.325397,0.5,6.81746,0.381,,-1.15873,78.017104
US_KY_21043,2020-01-27,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.61,11.1,9.2,26.95,11.41,11.1,37.1,4.76,40.27,8.24,3.548611,-0.506944,6.847222,0.1016,,0.708333,81.829474
US_KY_21043,2020-01-28,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.32,10.31,7.32,29.95,14.64,8.98,31.61,4.66,37.27,,1.631944,0.083333,5.222222,0.15875,,-1.069444,82.395983
US_KY_21043,2020-01-29,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.67,5.67,7.34,25.03,10.35,7.01,30.03,7.01,39.71,9.01,1.097222,0.0,3.0,0.0,,-1.756944,81.392755
US_KY_21043,2020-01-30,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.51,8.82,7.84,30.71,14.38,8.49,30.71,,33.0,8.49,1.798611,0.0,5.9375,0.042333,,-1.854167,77.124876
US_KY_21043,2020-01-31,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.22,8.14,7.54,26.23,9.35,8.44,28.64,8.74,28.64,5.43,3.305556,0.125,6.722222,0.0,,0.805556,83.86692
US_KY_21043,2020-02-01,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.55,16.78,6.71,23.49,10.49,9.23,34.39,9.23,47.4,7.13,4.150794,2.190476,6.801587,2.159,,3.309524,94.342961
US_KY_21043,2020-02-02,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,8.84,10.04,8.43,38.55,9.24,6.83,35.74,7.63,38.55,11.65,6.746032,1.531746,17.015873,0.9652,,0.571429,64.933145
US_KY_21043,2020-02-03,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.09,11.15,5.07,30.75,15.88,6.42,33.45,8.79,36.15,8.79,13.493056,6.826389,18.75,0.0,,1.958333,46.079694
US_KY_21043,2020-02-04,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.2,8.46,10.34,26.62,10.02,6.58,28.5,6.26,39.15,7.52,14.5625,10.506944,18.722222,2.455333,,8.222222,65.838232
US_KY_21043,2020-02-05,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.59,9.1,5.96,22.9,7.84,5.96,21.95,,30.42,,5.076389,1.333333,16.479167,14.901333,,4.555556,96.473227
US_KY_21043,2020-02-06,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,8.47,13.12,8.04,33.45,7.62,9.74,35.56,,33.87,10.16,5.763889,1.493056,8.590278,8.974667,,5.513889,98.321344
US_KY_21043,2020-02-07,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.95,13.89,6.13,25.74,6.54,7.36,33.91,6.54,36.37,9.4,-0.104167,-2.013889,4.6875,10.414,30.48,-1.375,91.177158
US_KY_21043,2020-02-08,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,,10.78,,26.74,7.76,7.33,37.09,6.47,37.96,7.33,-1.041667,-4.1875,2.715278,0.846667,54.61,-3.125,85.867942
US_KY_21043,2020-02-09,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,7.72,8.15,12.86,20.58,7.72,9.43,28.3,9.86,36.44,8.15,1.444444,-4.5625,8.055556,0.338667,30.48,-1.243056,82.53773
US_KY_21043,2020-02-10,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,8.58,11.03,,23.28,11.03,9.8,24.2,9.8,32.16,6.74,8.902778,5.555556,10.902778,5.418667,,4.916667,76.659067
US_KY_21043,2020-02-11,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,6.61,11.34,10.39,21.1,8.19,8.82,23.61,6.61,33.06,,6.715278,3.75,10.513889,25.569333,,6.111111,95.959992
US_KY_21043,2020-02-12,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.35,11.81,9.02,10.57,8.39,5.59,18.96,7.15,30.15,7.15,2.465278,0.541667,7.125,1.778,,1.5,93.452536
US_KY_21043,2020-02-13,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.69,4.69,9.69,16.26,5.94,5.94,23.45,8.44,33.45,6.25,4.882716,1.765432,8.04321,24.5745,,3.82716,92.964528
US_KY_21043,2020-02-14,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,,4.55,8.12,5.2,14.95,6.82,5.2,19.82,4.87,29.57,,-3.027778,-6.118056,3.375,1.27,,-7.638889,70.616782
US_KY_21043,2020-02-15,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,9,0,6,6,,11.31,9.57,20.44,6.96,10.87,25.66,8.7,33.05,,-3.493056,-10.201389,7.256944,0.0,,-9.590278,62.790657
US_KY_21043,2020-02-16,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,9,-4,-4,9,10.02,9.15,6.97,18.73,13.94,,20.47,13.94,39.2,12.63,5.944444,2.5,11.145833,0.0,,-2.694444,55.102733
US_KY_21043,2020-02-17,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,2,-10,-2,-13,,6.34,6.34,13.95,13.11,8.03,41.44,8.46,43.98,6.77,5.618056,-1.194444,13.979167,0.0,,0.069444,67.860561
US_KY_21043,2020-02-18,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,5,3,2,2,7.61,7.93,8.88,16.18,7.3,6.98,25.38,5.39,32.99,15.23,10.641975,5.771605,13.283951,2.116667,,5.87037,72.582891
US_KY_21043,2020-02-19,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,8,6,-2,5,,8.34,6.74,13.48,8.98,10.59,24.07,8.98,35.62,9.95,3.685185,-1.598765,10.024691,2.794,,-0.950617,71.947112
US_KY_21043,2020-02-20,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,5,5,4,5,,9.21,10.8,13.98,10.8,9.21,26.05,9.85,31.46,6.36,0.882716,-1.469136,5.654321,0.0,,-5.641975,62.091527
US_KY_21043,2020-02-21,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,7,10,5,6,6.92,9.43,5.66,13.83,11.95,5.66,22.01,6.29,29.87,6.6,-3.135802,-8.882716,3.17284,0.0,,-11.135802,54.252852
US_KY_21043,2020-02-22,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,20,1,11,2,11.61,12.95,6.7,22.77,12.5,,22.77,,43.74,7.59,-0.191358,-8.345679,10.067901,0.0,,-10.487654,46.708526
US_KY_21043,2020-02-23,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,5,2,,9,7.29,12.01,9.0,18.01,18.44,10.72,30.01,13.29,41.59,6.86,3.907407,-5.617284,13.320988,0.0,,-7.796296,43.368318
US_KY_21043,2020-02-24,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,0,-2,2,3,9.61,6.4,6.72,17.93,12.17,7.36,23.69,7.36,36.5,4.48,6.530864,0.91358,12.006173,0.0,,-0.5,61.515193
US_KY_21043,2020-02-25,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,20,7,-5,2,5.0,12.01,8.67,18.34,9.0,,30.35,7.0,34.68,6.67,9.388889,4.722222,15.04321,8.466667,,7.487654,88.116586
US_KY_21043,2020-02-26,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,26,13,0,-5,5.96,10.26,9.93,23.16,7.28,9.27,39.05,5.29,43.35,,8.506173,3.049383,13.783951,1.947333,,6.493827,87.580481
US_KY_21043,2020-02-27,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,,,,,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,18,12,2,4,7.45,6.52,8.07,20.17,10.55,5.9,28.55,9.93,36.62,7.14,-0.444444,-2.962963,6.469136,4.910667,,-5.296296,69.86981
