location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18103,2022-04-24,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,0,0,9261,159,1,14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-19,,,,11.12,5.81,5.05,,10.36,5.81,6.07,6.82,3.79,6.07,,4.55,6.32,17.18,,6.57,,6.32,34.87,3.79,7.33,8.09,4.04,21.894444,16.044444,27.266667,0.036286,,10.661111,50.465406
US_IN_18103,2022-04-25,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,0,9259,159,2,14292,0,0,0,2,0,0,0,1,0,0,58,133,403,660,279,1419,1460,1428,1387,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,4260,4983,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-4,-2,2,4.66,4.66,9.31,6.35,5.08,4.87,7.62,4.44,3.81,15.45,6.14,5.71,4.87,3.6,11.43,23.28,6.56,5.5,,7.41,30.68,4.44,6.35,5.92,3.6,15.305556,11.1,23.105556,7.874,,9.966667,71.884115
US_IN_18103,2022-04-26,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9260,159,2,14294,0,0,0,0,0,0,0,0,1,0,58,133,403,660,279,1419,1460,1428,1388,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4260,4984,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,7,-3,1,,4.76,8.65,5.62,5.19,3.89,5.62,4.97,3.03,11.03,,7.79,3.24,3.24,9.52,18.82,3.68,5.41,4.97,5.19,37.85,3.46,6.49,5.62,4.33,6.077778,3.205556,12.988889,2.455333,,-1.572222,60.223556
US_IN_18103,2022-04-27,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9261,159,2,14296,0,0,0,0,0,0,0,0,1,0,58,133,403,660,279,1419,1460,1428,1389,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,4261,4984,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-3,0,3.53,5.52,10.6,7.07,6.18,4.64,7.51,3.75,3.31,8.39,3.53,3.53,,,8.39,20.98,5.74,8.17,3.09,4.2,31.14,4.86,6.63,3.75,,5.302469,-0.82716,11.697531,0.0,,-3.45679,55.883124
US_IN_18103,2022-04-28,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9262,159,4,14300,0,0,0,1,0,0,0,0,0,0,58,133,403,661,279,1419,1460,1428,1389,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,4262,4984,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-1,1,4.87,3.1,11.08,6.2,6.42,3.54,7.09,,3.99,10.41,4.43,5.32,3.54,3.99,6.65,23.71,4.43,8.2,3.77,5.32,30.35,4.65,4.87,4.43,4.87,7.522222,2.233333,11.888889,0.0,,-1.461111,54.775182
US_IN_18103,2022-04-29,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,0,9265,159,3,14303,0,0,0,1,0,1,0,0,1,0,58,133,403,662,279,1420,1460,1428,1390,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,4263,4986,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,17,-3,-6,1,4.23,4.45,12.03,8.24,3.56,3.56,6.24,4.01,4.9,14.25,6.24,4.45,,4.68,10.02,15.14,3.12,6.68,7.13,3.12,31.4,,9.35,3.79,3.56,11.005556,5.772222,17.477778,0.028222,,-0.538889,46.827282
US_IN_18103,2022-04-30,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,2,0,9267,159,0,14303,0,0,1,0,0,1,0,0,0,0,58,133,404,662,279,1421,1460,1428,1390,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,4264,4987,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,7,-8,-2,,8.57,10.13,5.72,5.2,3.9,7.54,,4.42,5.46,,3.64,5.72,3.64,8.57,14.81,6.24,7.02,5.46,7.54,29.1,3.64,8.05,7.54,3.9,14.555556,8.833333,21.511111,0.550333,,5.644444,56.839158
US_IN_18103,2022-05-01,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,0,0,9270,159,14,14317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,,-19,,,3.75,10.76,7.01,6.5,6.25,11.01,3.75,4.5,7.51,6.5,,,,6.0,17.77,4.75,6.0,,3.75,30.52,6.0,6.76,4.25,,14.844444,10.766667,19.444444,14.0208,,9.866667,73.371307
US_IN_18103,2022-05-02,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,7,0,9274,159,1,14318,0,0,0,2,1,1,1,0,1,0,58,133,404,664,280,1422,1461,1428,1391,1067,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,5,4266,4992,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,1,0,4.38,4.17,9.86,7.01,3.29,4.17,8.77,4.38,6.14,11.84,3.51,3.07,3.29,,5.92,21.92,7.23,7.23,4.17,4.82,27.84,6.36,9.21,7.67,4.17,11.583333,7.616667,16.861111,1.5494,,5.405556,67.353364
US_IN_18103,2022-05-03,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,0,9277,159,0,14318,0,0,0,0,1,1,0,0,0,1,58,133,404,664,281,1423,1461,1428,1391,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,4267,4994,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,7,-6,3,3.53,4.36,11.0,6.23,3.32,5.19,8.72,3.32,3.53,8.72,5.19,5.4,,2.91,5.6,19.92,4.36,4.77,4.57,3.53,26.98,4.98,7.26,3.32,2.91,14.361111,9.461111,20.988889,3.683,,10.477778,78.864273
US_IN_18103,2022-05-04,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9278,159,0,14318,0,0,0,0,0,0,0,0,1,0,58,133,404,664,281,1423,1461,1428,1392,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4267,4995,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,8,-4,0,5.04,6.36,10.96,5.48,,3.29,5.48,4.6,4.82,10.3,5.04,5.04,3.73,5.26,6.14,20.82,3.94,8.77,3.29,5.7,36.6,3.51,5.92,5.04,6.58,11.361111,8.727778,17.822222,6.208889,,8.111111,81.338036
US_IN_18103,2022-05-05,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,0,9282,159,0,14318,0,0,0,0,0,0,2,0,0,0,58,133,404,664,281,1423,1463,1428,1392,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,,4271,4995,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-1,1,4.52,4.09,4.52,5.17,5.17,5.38,9.26,,,9.69,4.31,,3.88,3.88,8.4,21.75,4.52,5.38,3.23,5.38,32.3,3.88,8.62,5.17,,11.977778,9.111111,14.766667,1.354667,,8.638889,81.316452
US_IN_18103,2022-05-06,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,0,0,9280,159,2,14320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,12,-3,-6,1,6.86,,9.87,5.79,3.22,4.29,7.93,3.0,,9.22,5.58,3.86,5.79,,5.79,21.23,4.08,4.08,,4.5,33.67,3.0,3.22,3.86,3.22,11.855556,10.283333,13.027778,9.440333,,9.969136,89.366201
US_IN_18103,2022-05-07,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9283,159,0,14320,0,0,0,0,0,0,0,1,0,0,58,133,404,664,281,1423,1463,1429,1392,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4271,4996,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,15,-15,-3,5.36,5.36,11.52,4.82,,,6.16,,,5.36,6.97,5.63,5.36,4.55,9.11,15.0,5.09,10.18,,,34.56,4.02,6.16,4.55,,13.011111,8.944444,19.038889,5.842,,4.272222,57.149385
US_IN_18103,2022-05-08,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,0,0,9280,159,3,14323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,17,-19,,,6.87,9.52,4.23,3.7,,7.4,7.4,5.02,8.46,5.02,6.08,3.7,5.55,4.76,15.07,3.97,7.14,5.02,5.29,37.02,4.23,9.25,6.08,3.7,12.227778,5.066667,19.338889,0.127,,1.872222,51.696594
US_IN_18103,2022-05-09,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,0,9284,159,1,14324,0,0,0,0,0,0,0,0,0,0,58,133,404,664,281,1423,1463,1429,1392,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4271,4997,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,2,-4,-1,4.74,5.19,13.31,5.87,3.16,7.0,9.93,6.54,4.74,11.28,,4.74,,4.74,7.45,18.73,5.87,6.09,4.51,3.16,34.07,4.06,8.57,5.42,,16.7,7.955556,25.511111,0.0,,6.916667,54.007009
US_IN_18103,2022-05-10,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,5,0,9289,159,0,14324,0,0,0,0,0,0,1,1,1,0,58,133,404,664,281,1423,1464,1430,1393,1068,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,4,4272,5001,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-5,0,5.75,5.06,10.8,5.51,5.06,4.83,10.11,5.06,4.14,8.04,5.75,5.51,,3.68,9.42,18.61,9.65,9.65,4.14,,38.84,6.89,6.21,8.73,4.6,22.011111,14.527778,29.55,0.0,,13.438889,59.727838
US_IN_18103,2022-05-11,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,5,0,9294,159,1,14325,0,0,0,0,0,0,2,0,0,3,58,133,404,664,281,1423,1466,1430,1393,1071,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,4274,5004,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,8,-5,0,4.37,4.83,15.16,8.96,4.14,3.45,6.89,3.45,4.59,10.34,3.68,4.14,,,6.89,20.22,4.59,7.58,,3.22,32.85,,10.8,7.58,,25.722222,18.622222,31.344444,0.0,,18.522222,66.349062
US_IN_18103,2022-05-12,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,0,9297,159,3,14328,0,0,0,0,0,1,0,0,1,1,58,133,404,664,281,1424,1466,1430,1394,1072,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,4275,5006,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,6,-3,0,,,11.46,6.55,5.38,5.15,9.83,4.91,,7.96,,,3.51,,5.15,24.34,5.38,10.53,,7.49,34.16,3.74,11.0,5.38,,23.516667,15.85,30.205556,0.0,,10.972222,45.487861
US_IN_18103,2022-05-13,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,0,9301,159,2,14330,0,1,0,0,0,0,2,0,0,0,58,134,404,664,281,1424,1468,1430,1394,1072,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,1,4278,5007,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,18,1,-11,-1,4.52,,15.46,6.9,,3.57,7.14,,,8.09,4.76,3.81,3.57,,7.14,17.13,5.0,8.8,,5.0,30.93,5.0,8.8,5.95,,22.027778,13.022222,29.761111,0.0,,9.155556,45.352056
US_IN_18103,2022-05-14,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,,9302,,0,14330,0,0,0,0,0,1,0,0,0,0,58,134,404,664,281,1425,1468,1430,1394,1072,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4278,5008,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,12,-6,-1,4.63,3.86,11.84,5.15,4.12,,9.27,,,4.89,5.41,,,4.12,5.15,16.73,4.63,11.32,4.12,5.92,32.69,9.27,11.58,7.72,4.89,21.966667,14.694444,29.611111,4.862286,,13.072222,59.220324
US_IN_18103,2022-05-15,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,,9303,,5,14335,0,0,0,0,0,0,0,1,0,0,58,134,404,664,281,1425,1468,1431,1394,1072,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4278,5009,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-23,,,4.58,9.16,6.36,4.07,4.58,5.6,5.6,,5.34,,4.83,,,6.11,18.57,,11.96,,,31.55,4.33,9.92,3.56,6.11,19.933333,13.077778,28.922222,1.161143,,13.055556,65.506984
US_IN_18103,2022-05-16,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,6,,9309,,0,14335,0,0,0,0,0,3,1,0,1,1,58,134,404,664,281,1428,1469,1431,1395,1073,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,4280,5013,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,0,-3,-1,5.2,5.65,13.34,6.78,7.68,,8.81,6.33,3.84,6.78,4.52,6.55,,4.07,9.27,20.79,3.62,7.91,3.39,4.07,33.68,4.75,9.27,5.2,4.52,17.272222,11.944444,26.4,5.842,,9.455556,60.566284
US_IN_18103,2022-05-17,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,2,,9311,,0,14335,0,0,0,0,0,0,0,1,1,0,58,134,404,664,281,1428,1469,1432,1396,1073,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,4280,5015,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-6,-1,3.22,5.29,11.49,7.58,5.06,5.52,6.21,5.97,3.91,6.43,4.14,5.06,,6.43,7.81,17.7,5.52,9.88,,3.45,34.47,4.6,8.96,4.6,3.68,16.972222,10.672222,23.222222,0.4064,,5.5,47.964988
US_IN_18103,2022-05-18,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,5,,9316,,1,14336,0,0,0,0,0,2,1,0,2,0,58,134,404,664,281,1430,1470,1432,1398,1073,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,4,4281,5019,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-6,3,4.3,4.95,9.89,6.88,4.3,5.16,4.52,5.59,3.44,8.39,,,,,8.39,22.8,4.73,7.96,3.87,4.09,31.18,4.09,8.6,6.02,3.01,15.85,12.2,20.916667,0.169333,,8.344444,62.647463
US_IN_18103,2022-05-19,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,,9320,,1,14337,0,0,0,0,0,1,0,1,0,1,58,134,404,664,281,1431,1470,1433,1398,1074,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,4283,5021,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-3,-1,,5.29,14.96,4.37,3.22,5.06,4.83,,3.45,6.44,3.45,4.37,,3.68,6.44,21.63,4.83,9.66,4.14,,34.29,,8.74,6.21,3.22,19.072222,13.522222,27.305556,3.4925,,14.477778,76.083539
US_IN_18103,2022-05-20,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,,9323,,4,14341,0,0,1,0,0,0,0,1,1,0,58,134,405,664,281,1431,1470,1434,1399,1074,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,3,4283,5024,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,19,4,-8,-1,5.35,4.18,13.48,3.95,,,4.65,,3.25,9.53,5.58,,,,6.74,18.36,4.65,9.76,,4.88,30.22,,11.39,3.49,5.11,23.727778,17.361111,30.461111,1.044222,,16.072222,63.933519
US_IN_18103,2022-05-21,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,1,,9324,,3,14344,0,0,0,0,0,0,0,0,0,0,58,134,405,664,281,1431,1470,1434,1399,1074,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,4283,5025,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-8,-1,5.74,4.18,16.96,5.74,4.44,,7.05,3.92,,4.18,,,,,6.26,19.05,,11.74,4.18,4.18,31.84,,14.62,5.74,,21.938889,16.727778,28.933333,0.296333,,15.1,66.709362
US_IN_18103,2022-05-22,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,2,,9326,,4,14348,0,0,0,0,0,0,1,0,0,0,58,134,405,664,281,1431,1471,1434,1399,1074,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,4284,5026,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-20,,,,13.86,5.75,6.01,,10.98,,,6.28,4.71,3.66,4.18,,,22.23,4.18,14.38,,4.97,29.03,4.71,11.25,,3.92,15.288889,12.316667,21.672222,0.635,,8.472222,65.285597
US_IN_18103,2022-05-23,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,2,,9328,,5,14353,0,0,0,0,0,1,0,1,0,0,58,134,405,664,281,1432,1471,1435,1399,1074,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,4284,5028,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-1,-3,-1,3.76,,15.04,4.0,4.23,5.17,7.52,,8.93,6.82,9.64,,,3.29,6.11,28.44,4.0,10.34,3.29,4.7,31.03,,9.17,5.17,5.17,12.633333,7.383333,19.272222,0.0,,1.572222,50.199285
US_IN_18103,2022-05-24,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,,9332,,1,14354,0,0,0,0,0,0,0,0,1,2,58,134,405,664,281,1432,1471,1435,1400,1076,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,4,4284,5032,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,8,-6,0,,5.39,15.0,7.73,5.86,3.52,7.73,4.22,6.33,9.84,4.22,6.8,,,5.39,22.97,3.28,9.14,,3.98,31.41,4.92,9.84,5.86,,14.816667,7.983333,22.844444,0.1524,,4.716667,52.506326
US_IN_18103,2022-05-25,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,,9336,,0,14354,0,0,0,1,0,0,0,1,1,0,58,134,405,665,281,1432,1471,1436,1401,1076,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,4,4284,5036,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,4,-6,2,4.07,4.07,14.26,6.11,4.3,4.53,8.37,,4.75,5.88,3.85,,3.62,3.62,6.34,16.75,4.98,5.66,,4.53,31.23,3.85,7.47,4.07,3.62,19.394444,11.761111,28.116667,1.016,,12.361111,65.548405
US_IN_18103,2022-05-26,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,,,,,42,14396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,7,-2,1,3.98,6.56,12.18,6.32,6.09,3.28,5.38,4.21,3.98,7.73,4.21,3.51,,3.51,4.68,18.03,6.09,11.0,,7.02,31.14,3.98,9.83,5.38,4.45,20.466667,16.788889,25.005556,5.207,,17.088889,82.143692
US_IN_18103,2022-05-27,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,4,,9340,,2,14398,0,0,0,0,0,1,1,0,1,0,58,134,405,665,281,1433,1472,1436,1402,1076,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,3,4285,5039,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,20,5,-17,2,,5.53,12.32,5.78,3.52,3.77,8.8,5.53,4.02,6.28,4.78,,4.53,3.77,8.29,24.38,4.02,5.78,,,30.16,3.77,9.3,5.78,5.53,17.116667,13.066667,21.611111,4.656667,,13.916667,82.654049
US_IN_18103,2022-05-28,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,3,,9343,,0,14398,0,0,0,0,0,0,1,1,1,0,58,134,405,665,281,1433,1473,1437,1403,1076,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,4286,5041,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,18,-24,-4,,5.96,14.76,9.37,6.81,4.54,8.52,7.95,,3.97,,,,,4.83,21.0,7.1,10.5,,5.39,28.38,5.11,7.95,5.96,4.83,15.005556,9.783333,22.9,2.159,,9.422222,70.847548
