location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47115,2020-01-11,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,7.47,12.34,7.47,7.15,8.45,9.74,6.17,8.45,8.45,6.5,,,7.8,17.87,5.85,7.8,4.55,34.11,7.15,,18.661111,15.461111,22.088889,0.0,,15.131944,79.509118
US_TN_47115,2020-01-12,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.41,7.12,11.75,9.26,6.05,4.99,18.87,8.19,,6.76,8.19,,7.83,9.61,26.35,5.7,7.12,6.76,45.22,11.04,6.41,11.694444,6.416667,18.694444,11.557,,8.506944,80.429415
US_TN_47115,2020-01-13,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.14,5.22,11.98,11.67,8.29,5.83,11.36,8.9,7.98,14.12,6.75,,4.3,7.68,20.27,7.68,8.6,6.14,38.08,7.68,5.53,10.416667,5.983333,17.016667,0.056444,,8.493056,87.118559
US_TN_47115,2020-01-14,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.0,5.63,11.57,10.63,5.0,6.88,12.51,6.88,6.57,12.19,9.07,5.0,7.19,7.82,25.01,5.0,7.5,8.44,42.2,5.63,4.69,16.205556,13.444444,17.744444,4.487333,,15.118056,92.6125
US_TN_47115,2020-01-15,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.82,9.18,15.3,9.79,8.57,4.9,14.08,8.88,7.65,13.47,6.12,5.51,4.9,11.02,23.57,9.49,8.26,7.34,42.23,8.88,7.65,16.233333,13.833333,19.361111,11.768667,,15.238095,91.968947
US_TN_47115,2020-01-16,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,8.3,12.78,7.99,7.67,7.99,13.73,7.99,5.11,8.3,5.43,,5.75,4.79,28.74,7.03,8.3,5.11,41.84,7.67,9.58,14.077778,9.777778,18.466667,6.434667,,9.375,73.435491
US_TN_47115,2020-01-17,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,10.44,7.91,9.81,6.64,5.7,11.39,6.01,4.43,10.12,5.7,4.43,6.01,8.23,28.79,6.96,5.7,6.64,38.6,7.91,5.7,6.966667,3.711111,13.183333,2.8702,,-3.923611,46.152202
US_TN_47115,2020-01-18,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,10.04,9.7,7.69,4.68,4.68,13.38,8.36,4.68,9.37,,4.68,8.7,7.69,29.77,4.68,10.7,5.69,39.8,6.36,7.02,8.794444,6.222222,11.905556,0.0,,0.0625,54.235359
US_TN_47115,2020-01-19,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,8.04,10.04,7.37,7.03,6.03,12.39,7.03,5.02,13.06,,,5.69,9.04,22.1,5.69,12.39,,42.85,9.37,5.36,6.577778,1.488889,11.740741,4.22275,,0.430556,65.082558
US_TN_47115,2020-01-20,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.82,11.94,14.67,9.21,6.48,6.82,12.28,6.48,,11.94,,5.8,6.82,13.65,31.73,8.53,8.53,6.14,48.45,10.24,5.8,-2.802469,-5.376543,2.654321,0.0,,-9.373016,60.982434
US_TN_47115,2020-01-21,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,6.56,9.99,7.49,5.31,7.8,20.61,10.3,7.49,9.68,6.24,5.62,8.74,13.43,32.16,6.24,6.87,4.68,47.46,8.12,5.62,-2.05,-4.794444,2.711111,0.0,,-9.9375,54.089227
US_TN_47115,2020-01-22,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.32,5.63,10.02,9.7,9.7,,17.22,5.63,7.83,9.7,9.39,4.7,7.2,7.83,24.73,5.32,9.08,6.89,38.81,10.64,,-0.644444,-6.944444,8.294444,0.0,,-9.236111,51.69793
US_TN_47115,2020-01-23,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,8.67,14.86,8.36,5.88,4.33,26.94,8.36,,13.62,7.74,,6.5,8.67,31.89,8.36,4.95,10.22,46.44,7.12,7.74,5.077778,2.1,7.216667,0.0,,-3.638889,53.576258
US_TN_47115,2020-01-24,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,4.56,10.95,6.69,5.48,,5.48,26.77,7.91,,10.34,4.26,,5.78,10.65,35.9,7.3,7.0,6.69,38.63,7.3,10.34,7.772222,5.311111,12.205556,13.758333,,5.604167,85.894899
US_TN_47115,2020-01-25,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,7.17,6.48,12.63,,5.8,6.48,23.55,8.19,4.78,10.58,,4.78,8.19,7.17,33.78,9.55,9.55,5.46,46.41,8.53,6.83,5.427778,3.388889,9.027778,2.322286,,0.451389,70.497944
US_TN_47115,2020-01-26,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.32,8.97,9.96,5.32,,4.65,30.23,12.29,,10.3,10.63,5.65,,14.95,37.2,7.31,10.96,,43.52,8.97,5.98,2.422222,-2.544444,7.916667,0.0,,-0.423611,80.822041
US_TN_47115,2020-01-27,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.74,6.15,8.79,7.62,5.86,4.69,31.95,7.33,4.69,5.28,6.45,5.86,,9.09,32.24,5.57,9.09,4.1,38.39,,4.98,7.694444,4.65,13.255556,1.143,,4.9375,81.750613
US_TN_47115,2020-01-28,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,,11.22,13.09,7.79,7.79,32.42,12.16,,12.47,5.92,7.17,,12.47,47.07,9.35,6.55,6.24,43.96,9.66,5.92,4.344444,-1.922222,13.588889,0.9144,,0.861111,77.579113
US_TN_47115,2020-01-29,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.13,7.37,15.71,9.62,7.37,8.97,31.73,10.9,5.45,12.82,6.09,6.41,5.45,16.03,41.35,8.01,4.49,8.33,40.71,9.62,5.45,6.038889,1.566667,11.827778,0.0,,2.645833,78.315457
US_TN_47115,2020-01-30,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.62,7.49,6.56,6.56,5.31,9.05,39.65,14.99,5.31,8.43,4.68,5.31,5.62,10.62,46.21,8.43,5.0,4.37,44.96,5.93,8.12,7.422222,1.777778,14.644444,0.0762,,3.923611,78.070839
US_TN_47115,2020-01-31,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,8.74,7.39,14.45,7.39,5.71,5.38,36.63,9.07,,10.75,6.72,5.38,5.38,9.74,48.39,10.08,10.42,8.4,38.98,7.73,7.39,7.738889,3.716667,11.783333,0.0,,3.486111,73.783761
US_TN_47115,2020-02-01,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,4.73,5.41,11.15,,7.1,6.42,26.7,11.83,5.41,,,,5.75,9.12,30.42,7.43,7.43,,42.24,6.08,4.73,7.1,4.677778,10.227778,0.0,,3.979167,80.098814
US_TN_47115,2020-02-02,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,5.03,10.4,8.05,4.7,,18.11,10.4,5.03,7.71,6.71,5.03,,9.39,20.12,6.37,5.37,,32.86,,6.04,7.466667,-0.394444,18.4,0.1524,,0.944444,62.111998
US_TN_47115,2020-02-03,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.18,8.64,14.86,9.33,,,27.99,15.2,5.18,13.48,,,,11.06,28.34,,10.02,6.91,35.25,8.29,,10.75,2.488889,22.594444,0.0,,2.791667,56.173653
US_TN_47115,2020-02-04,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,4.95,9.27,9.58,8.34,6.8,,20.71,11.44,,8.96,6.18,4.33,,8.34,30.29,5.25,8.04,,41.1,8.96,6.8,15.883333,13.261111,19.305556,0.0,,10.041667,67.446441
US_TN_47115,2020-02-05,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.34,9.05,12.98,7.24,8.15,7.55,20.83,13.88,5.13,12.68,7.24,10.26,4.83,9.96,29.58,6.94,9.66,6.34,45.27,7.24,4.53,17.283333,15.077778,19.694444,3.471333,,15.784722,90.591724
US_TN_47115,2020-02-06,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,4.73,9.46,9.79,4.73,6.75,5.74,21.61,8.44,,13.51,,6.08,,13.17,24.65,8.44,11.14,7.77,40.19,10.81,8.11,14.344444,8.083333,19.333333,45.042667,,13.229167,92.871196
US_TN_47115,2020-02-07,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,7.24,9.65,4.83,6.55,8.96,20.34,4.83,,8.96,,4.83,7.58,11.72,28.62,,7.58,6.55,38.62,11.38,,3.388889,0.85,9.6,28.194,,0.1875,79.832216
US_TN_47115,2020-02-08,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,6.31,,8.31,8.64,5.65,5.32,11.63,8.64,,12.3,,5.32,5.98,8.31,26.59,9.3,7.31,,38.55,8.97,7.31,1.816667,-1.844444,9.35,0.211667,50.8,-0.833333,81.920577
US_TN_47115,2020-02-09,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,5.57,12.87,8.35,5.91,7.65,6.96,20.18,11.48,6.61,8.35,,5.57,,11.13,29.22,7.3,9.04,,39.65,12.17,,4.105556,-1.677778,13.444444,1.778,30.48,0.708333,77.707068
US_TN_47115,2020-02-10,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,7.56,12.7,7.56,7.26,5.14,19.06,7.86,,9.38,6.05,6.96,,8.77,30.25,5.45,8.47,5.75,45.07,9.07,6.96,9.594444,5.988889,12.794444,1.905,,6.173611,78.891189
US_TN_47115,2020-02-11,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,6.3,10.95,8.29,6.97,8.63,21.9,9.29,6.3,12.28,5.31,,4.64,12.28,32.18,,7.63,5.97,38.82,8.96,5.97,13.444444,8.233333,18.233333,34.417,,12.076389,92.421716
US_TN_47115,2020-02-12,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,8.68,9.61,6.51,6.82,7.13,14.88,7.75,,11.16,7.44,5.89,6.51,7.44,23.25,4.96,5.89,8.06,35.34,7.44,4.34,9.711111,7.311111,18.861111,7.069667,,8.326389,90.871777
US_TN_47115,2020-02-13,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,4.97,13.35,5.28,4.66,5.59,18.31,7.45,6.52,14.28,5.59,,,9.62,36.94,6.83,5.59,,33.52,6.83,4.97,13.061111,5.194444,19.911111,23.114,,10.993056,87.302795
US_TN_47115,2020-02-14,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,,,,,,,,,9.74,,,,13.31,5.52,,10.71,,,,10.39,28.9,,8.44,,33.12,8.77,5.52,2.0,-2.483333,6.211111,3.0226,,-4.215278,63.795706
US_TN_47115,2020-02-15,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,22,-4,25,16,-2,,,,13.21,5.91,5.91,10.09,14.95,7.65,7.65,8.0,,,5.56,9.04,25.04,,9.04,5.91,42.08,5.56,,1.883333,-5.222222,12.238889,0.0,,-6.145833,55.019005
US_TN_47115,2020-02-16,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,-18,7,9,-10,,5.75,10.15,10.83,6.09,6.09,7.45,14.21,,8.46,8.46,,,5.08,9.14,24.71,5.75,7.45,8.8,46.03,6.09,8.12,8.433333,2.644444,14.427778,0.0,,0.763889,58.277885
US_TN_47115,2020-02-17,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,10,-5,,16,-12,,7.32,11.97,15.63,8.65,5.32,8.32,14.64,12.31,5.66,13.64,6.99,5.32,,9.31,26.94,6.32,5.99,8.65,51.23,7.65,10.64,8.361111,1.705556,16.505556,0.0,,4.902778,77.515849
US_TN_47115,2020-02-18,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,,,,,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-4,-5,,4,0,0,5.57,9.09,12.31,7.62,6.45,9.09,8.79,5.28,6.16,11.14,7.33,,6.16,4.98,23.16,4.4,9.09,6.45,37.81,5.86,8.21,13.172222,9.977778,15.511111,0.677333,,11.6875,89.870168
