location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18121,2020-01-11,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,25.11,42.48,11.016667,3.538889,16.277778,37.1856,,10.016667,93.671984
US_IN_18121,2020-01-12,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,14.4,26.89,45.13,0.672222,-0.988889,3.455556,18.6436,,-0.677778,90.808493
US_IN_18121,2020-01-13,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,27.55,44.24,2.727778,-0.211111,4.677778,0.3048,,0.633333,86.280173
US_IN_18121,2020-01-14,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,18.78,28.17,39.26,2.911111,-0.55,7.561111,0.0,,1.716667,91.942393
US_IN_18121,2020-01-15,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,34.3,43.51,3.594444,-0.616667,9.2,0.036286,,3.177778,97.159267
US_IN_18121,2020-01-16,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,12.44,23.23,45.62,0.088889,-4.461111,8.355556,0.0254,,-3.016667,79.817621
US_IN_18121,2020-01-17,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,21.64,35.49,-3.966667,-6.388889,1.955556,0.0,,-8.027778,73.52311
US_IN_18121,2020-01-18,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,,38.41,2.033333,-5.011111,7.766667,17.145,,-0.033333,86.304783
US_IN_18121,2020-01-19,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,18.32,43.05,-9.772222,-13.277778,-2.388889,6.7818,,-13.661111,73.363254
US_IN_18121,2020-01-20,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,13.88,20.4,61.21,-8.161111,-12.144444,-3.144444,0.0,,-11.122222,79.403883
US_IN_18121,2020-01-21,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,31.84,47.76,-3.966667,-10.061111,-0.233333,0.0,,-6.977778,79.741758
US_IN_18121,2020-01-22,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,14.54,35.91,39.33,-3.483333,-7.227778,1.366667,0.0,,-7.1,76.19173
US_IN_18121,2020-01-23,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,16.85,35.38,39.59,1.827778,-3.838889,5.783333,0.09525,,-4.738889,62.561885
US_IN_18121,2020-01-24,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,12.42,43.05,38.91,3.588889,0.483333,5.611111,1.4224,,2.75,94.28434
US_IN_18121,2020-01-25,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,27.16,40.74,0.961111,-0.016667,4.127778,0.987778,,0.155556,94.415078
US_IN_18121,2020-01-26,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,26.19,26.19,0.572222,-1.544444,4.15,0.508,,-1.627778,85.428805
US_IN_18121,2020-01-27,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,33.71,34.51,-0.744444,-2.388889,2.288889,0.0,,-2.244444,89.731034
US_IN_18121,2020-01-28,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,18.03,33.49,37.79,-0.483333,-1.95,0.572222,0.0,,-2.072222,89.148502
US_IN_18121,2020-01-29,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,13.16,30.44,37.84,0.094444,-0.977778,1.366667,0.028222,,-1.916667,86.496925
US_IN_18121,2020-01-30,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,41.53,34.05,0.711111,-0.794444,2.983333,0.0,,-2.394444,80.101048
US_IN_18121,2020-01-31,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,42.62,36.77,1.411111,-0.55,4.238889,0.28575,,-0.794444,85.482814
US_IN_18121,2020-02-01,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,31.31,37.18,2.527778,0.344444,4.522222,0.47625,,1.038889,90.032419
US_IN_18121,2020-02-02,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,30.8,48.13,6.383333,0.455556,16.677778,0.0508,,0.988889,68.769873
US_IN_18121,2020-02-03,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,40.53,48.33,8.372222,0.205556,19.088889,0.0,,3.527778,72.055457
US_IN_18121,2020-02-04,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,27.63,37.89,9.244444,1.133333,17.372222,1.5494,,5.661111,78.453452
US_IN_18121,2020-02-05,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,14.83,29.67,29.67,0.711111,-0.816667,2.255556,4.600222,,-2.15,81.309484
US_IN_18121,2020-02-06,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,12.11,16.65,33.3,-1.844444,-2.772222,0.822222,2.7305,,-2.983333,91.985646
US_IN_18121,2020-02-07,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,20.86,39.21,-2.255556,-4.811111,1.766667,0.47625,,-4.961111,81.909424
US_IN_18121,2020-02-08,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,38.63,28.73,-0.772222,-3.622222,1.15,0.254,,-2.305556,89.504246
US_IN_18121,2020-02-09,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,29.08,38.46,-1.388889,-5.866667,2.488889,5.9944,,-3.061111,88.477273
US_IN_18121,2020-02-10,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,27.38,50.61,2.461111,-3.111111,6.216667,20.9804,,1.477778,93.291789
US_IN_18121,2020-02-11,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,21.58,42.3,46.62,1.155556,-0.455556,5.938889,2.286,,-1.666667,81.688042
US_IN_18121,2020-02-12,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,16.34,29.42,43.31,-0.216667,-2.855556,3.433333,0.564444,,-1.9,88.55408
US_IN_18121,2020-02-13,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,,29.35,48.03,-1.966667,-9.111111,1.25,6.321778,30.48,-2.972222,92.891755
US_IN_18121,2020-02-14,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,,,13.69,25.56,28.3,-13.133333,-17.75,-6.161111,0.5715,30.48,-17.05,72.649082
US_IN_18121,2020-02-15,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,15,5,,,27.97,29.97,-5.961111,-16.627778,4.872222,0.0,30.48,-10.805556,68.994329
US_IN_18121,2020-02-16,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,8,,,28.16,52.45,3.027778,-1.794444,7.188889,0.3048,,-1.955556,70.462281
US_IN_18121,2020-02-17,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,-7,-7,,35.9,42.03,1.872222,-2.744444,7.1,0.508,,-0.916667,82.178918
US_IN_18121,2020-02-18,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,2,1,14.64,31.0,41.33,5.172222,-1.35,9.061111,6.5024,,3.377778,88.420437
US_IN_18121,2020-02-19,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,5,4,,35.54,36.43,-0.833333,-4.661111,6.738889,0.254,,-4.711111,75.261228
US_IN_18121,2020-02-20,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,2,0,,20.35,32.22,-2.555556,-5.305556,2.055556,0.0,,-8.955556,61.635994
US_IN_18121,2020-02-21,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,29,-2,-7,16.74,22.9,31.71,-5.094444,-10.555556,1.944444,0.0,,-11.944444,58.910843
US_IN_18121,2020-02-22,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,26,20,,,25.34,37.5,0.2,-8.472222,8.9,0.0,,-8.594444,52.051468
US_IN_18121,2020-02-23,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,10,,,31.51,47.26,4.888889,-3.788889,12.938889,0.0,,-3.216667,56.216351
US_IN_18121,2020-02-24,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,-4,5,,38.49,43.62,5.716667,0.85,11.011111,1.6764,,3.6,86.401135
US_IN_18121,2020-02-25,ChIJoz_poCFIbYgRoXBL_yN113A,Q506538,geoId/18121,US,United States of America,IN,Indiana,18121,Parke County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16907,8028,8879,2021,2001,2058,1990,2037,2439,2232,1425,704,1804396,39.78,-87.21,1166,78.425,,2,1,,49.0,46.7,4.633333,2.244444,6.672222,6.9596,,4.1,96.392542
