location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13039,2021-05-13,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,3967,37,84,14178,0,0,0,0,1,0,0,0,0,0,54,41,229,793,526,433,487,364,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,21,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-1,21,9,0,-15,5,1.74,4.23,7.16,3.25,11.93,4.34,6.4,5.1,2.49,4.34,4.55,4.23,1.74,2.82,2.28,3.69,9.87,3.58,6.29,2.17,1.52,4.99,2.38,9.54,4.01,2.93,3.69,5.31,3.25,2.71,3.9,2.71,2.28,5.21,1.95,2.38,8.46,2.17,24.83,6.29,4.12,8.57,2.6,5.42,4.77,,2.6,5.53,38.49,1.52,1.52,2.93,4.88,7.16,1.84,2.06,,2.6,5.53,4.34,5.75,4.45,1.84,2.28,2.82,17.194444,13.5,22.983333,3.6576,14.960317,88.253468
US_GA_13039,2021-05-14,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,3969,37,69,14247,0,0,0,1,0,0,1,0,0,0,54,41,229,794,526,433,488,364,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,1,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-4,28,10,-3,-17,4,,5.22,6.11,3.88,11.1,,5.11,4.22,1.89,3.0,4.77,3.88,2.22,2.66,,,9.44,3.66,6.0,3.11,,2.89,2.44,7.33,3.22,1.55,2.55,3.11,3.66,2.66,4.33,4.22,1.89,4.33,2.22,2.77,5.44,1.67,19.98,5.55,1.55,8.77,3.55,3.88,3.22,2.33,3.0,5.77,33.41,,,2.66,3.66,6.88,1.55,1.55,1.78,2.11,6.66,3.22,3.44,3.66,2.89,2.77,2.33,19.622222,14.788889,23.794444,1.1938,12.47619,64.783557
US_GA_13039,2021-05-15,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,4,0,3973,37,157,14404,0,0,0,1,0,1,0,2,0,0,54,41,229,795,526,434,488,366,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,0,26,71,10,-10,0,2.0,4.35,6.34,2.82,13.63,,5.76,3.41,,3.17,4.46,3.52,,1.88,2.12,2.58,9.28,3.52,5.4,4.35,1.65,3.17,2.58,6.93,3.52,1.88,2.47,3.64,3.99,2.94,4.23,3.05,2.94,5.29,,4.58,4.82,2.23,16.92,3.52,2.7,8.34,3.29,3.05,4.23,2.23,3.41,4.58,32.66,,,2.58,3.88,7.4,2.94,,1.76,,4.93,2.35,3.88,1.76,3.76,2.82,2.23,20.394444,15.766667,24.438889,0.0508,9.944444,53.542816
US_GA_13039,2021-05-16,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,3973,37,1,14405,0,0,0,0,0,0,0,0,0,0,54,41,229,795,526,434,488,366,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,0,20,23,12,-5,1,,4.27,6.75,3.15,12.82,,8.21,3.04,,4.16,5.73,1.8,,3.04,2.92,2.81,9.56,3.37,4.5,3.94,2.02,3.48,,7.2,4.27,1.91,2.59,4.95,3.37,2.81,2.92,4.16,2.02,4.05,1.91,,4.38,,19.56,5.06,2.81,8.66,2.92,3.48,3.82,1.69,,4.72,35.19,2.7,2.14,3.04,3.04,7.76,2.7,,,2.36,7.31,2.7,4.05,3.71,3.15,3.37,2.14,20.483333,13.805556,25.627778,0.0254,12.404762,61.63679
US_GA_13039,2021-05-17,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,3975,37,0,14405,0,0,1,0,0,0,0,0,0,0,54,41,230,795,526,434,488,366,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-2,27,33,2,-14,4,2.25,5.78,6.32,3.1,12.42,2.25,9.21,5.25,1.71,3.96,5.46,2.46,1.5,1.93,1.93,2.89,8.99,4.07,6.42,3.32,1.93,5.46,3.0,7.92,4.28,2.03,2.03,4.17,3.0,1.82,3.21,4.07,1.61,3.21,1.82,2.14,6.42,1.5,22.05,5.78,4.6,8.88,3.75,4.71,3.21,1.5,,4.17,37.89,1.71,1.93,1.93,4.5,8.78,1.71,2.03,1.82,2.57,5.89,4.17,3.85,2.68,3.0,3.64,2.35,21.327778,14.588889,26.516667,0.0,15.706349,71.952568
US_GA_13039,2021-05-18,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,7,0,3982,37,37,14442,0,0,1,0,1,1,0,2,0,0,54,41,231,795,527,435,488,368,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,29,14,8,-14,4,2.06,4.23,7.59,3.69,12.36,,8.24,6.18,2.17,2.38,6.94,3.9,2.38,2.38,3.25,1.95,10.08,3.14,5.85,3.9,2.49,5.53,2.17,7.05,5.64,2.49,5.2,4.66,4.66,1.84,2.93,3.14,2.17,3.58,1.52,1.84,9.32,1.84,20.49,5.53,3.58,10.19,3.9,3.58,3.9,,3.25,5.2,38.48,1.84,,3.36,5.53,7.26,,2.93,2.6,2.49,6.29,3.69,4.55,2.38,3.9,4.01,2.49,23.322222,18.311111,27.233333,0.3556,18.920635,77.638737
US_GA_13039,2021-05-19,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,3,0,3985,37,33,14475,0,0,0,0,0,2,0,1,0,0,54,41,231,795,527,437,488,369,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,11,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,2,31,20,10,-14,4,2.37,5.63,6.08,4.17,11.72,2.37,8.34,5.75,2.48,5.3,4.73,5.07,3.15,2.48,1.8,2.48,10.59,3.72,6.54,4.28,2.48,4.73,3.27,8.56,4.51,2.48,2.59,4.17,3.27,1.58,3.38,4.51,2.14,3.6,1.92,4.39,6.65,1.58,22.65,5.52,2.7,9.46,1.92,3.72,3.49,,3.15,5.52,39.77,2.48,1.69,2.03,3.94,7.21,1.8,1.58,3.15,2.59,6.76,4.84,2.14,3.15,3.49,3.04,1.58,23.883333,20.583333,27.616667,0.0762,19.452381,77.428402
US_GA_13039,2021-05-20,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,5,0,3990,37,161,14636,0,0,0,1,0,1,0,0,1,0,54,41,231,796,527,438,488,369,210,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,1,0,0,0,0,2,1,1,6,18,12,22,29,26,22,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,5,25,29,9,-14,4,2.71,4.4,6.54,4.85,13.75,2.59,8.68,6.31,,4.62,5.41,2.82,1.92,3.04,1.69,2.14,10.6,3.16,5.07,3.5,2.82,5.52,3.16,8.23,4.74,2.48,2.03,4.51,3.27,2.03,4.51,3.27,,2.03,,3.16,7.1,,24.57,5.64,2.71,8.91,2.37,3.04,3.72,2.82,2.71,4.74,35.62,2.37,1.92,3.61,3.95,6.54,1.92,2.59,4.17,2.14,6.43,4.4,3.72,4.4,3.04,4.06,,24.144444,21.172222,27.322222,0.254,16.896825,64.628685
US_GA_13039,2021-05-21,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,5,0,3995,37,0,14636,0,1,0,1,0,0,0,0,0,0,54,42,231,797,527,438,488,369,210,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,1,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,3,27,3,-1,-15,4,,4.2,7.04,6.92,11.8,2.16,7.72,4.31,,2.84,4.65,4.54,,1.82,2.61,3.18,10.21,3.18,3.97,4.08,2.27,3.52,1.7,7.26,4.77,3.63,2.84,4.65,3.06,1.93,2.95,4.08,2.38,5.56,,2.27,7.38,2.16,21.11,5.79,2.27,7.49,,2.16,3.97,2.95,3.29,4.08,34.61,,,2.16,4.08,7.49,1.82,,2.84,3.63,7.15,4.77,5.11,2.95,3.52,3.06,2.27,23.322222,19.677778,26.911111,0.0254,18.97619,77.653669
US_GA_13039,2021-05-22,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,3997,37,119,14755,0,0,0,0,0,0,0,0,0,0,54,42,231,797,527,438,488,369,210,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,25,42,19,-8,0,2.47,5.66,6.36,3.42,10.49,2.59,6.83,4.24,,2.95,4.01,3.42,3.42,2.71,3.89,2.36,10.02,2.95,6.95,2.83,3.3,3.77,1.89,7.19,4.71,2.0,2.95,3.3,3.18,2.0,2.12,5.54,1.89,4.48,2.59,2.24,5.77,,17.2,7.19,2.47,6.6,,3.65,4.24,,2.71,4.12,34.64,1.77,,2.24,1.77,9.19,,1.77,2.59,1.89,7.42,4.12,4.95,2.71,2.12,3.65,2.83,23.938889,20.461111,27.566667,1.2954,18.111111,70.6271
US_GA_13039,2021-05-23,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,3999,37,39,14794,0,0,0,0,1,0,0,0,1,0,54,42,231,797,528,438,488,369,211,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,18,28,8,-7,1,2.88,4.26,7.02,4.26,11.86,1.61,7.25,3.57,,2.3,4.38,4.26,1.96,2.3,1.84,3.34,8.06,3.69,4.95,2.65,,4.38,1.96,8.29,3.8,2.19,2.65,4.61,3.45,3.34,2.65,4.84,,2.88,1.61,3.22,6.79,,19.34,5.41,2.3,9.79,2.42,2.53,3.8,1.96,2.42,4.14,33.39,2.65,2.07,2.53,4.95,8.29,,,,2.3,6.33,3.57,3.34,4.03,3.57,4.03,,23.144444,17.761111,28.705556,0.0,17.769841,72.677834
US_GA_13039,2021-05-24,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,3999,37,4,14798,0,0,0,0,0,0,0,0,1,0,54,42,231,797,528,438,488,369,212,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,0,27,18,9,-18,4,2.08,5.15,6.69,4.06,13.81,1.86,8.88,5.26,1.53,3.29,5.81,3.29,2.52,2.85,4.28,2.3,8.88,3.95,5.37,5.59,,4.06,1.65,7.79,5.15,2.08,2.96,4.06,3.84,,3.51,1.65,1.65,5.48,,2.52,9.1,2.63,25.77,5.04,2.74,9.76,2.41,3.95,5.7,,2.74,4.17,40.13,1.53,2.41,2.85,5.04,7.57,2.52,2.19,1.65,2.85,7.79,4.06,4.5,1.97,3.51,2.41,2.85,24.344444,18.338889,31.622222,0.0,18.18254,69.116509
US_GA_13039,2021-05-25,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,4000,37,2,14800,0,0,0,0,0,0,0,1,0,0,54,42,231,797,528,438,488,370,212,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-2,25,13,8,-22,5,2.91,4.42,7.11,4.85,11.31,2.37,7.22,5.07,2.15,3.34,5.6,4.74,,3.23,2.26,2.37,10.56,2.15,5.71,3.66,,4.74,1.94,6.47,3.77,2.69,2.37,4.96,3.02,2.8,3.99,3.77,1.72,5.07,2.26,2.48,6.9,2.26,19.94,5.07,3.02,9.16,2.69,3.45,4.63,3.02,1.72,5.6,37.72,1.83,1.62,,2.59,10.24,,2.91,2.15,1.62,7.0,3.34,3.88,2.69,2.59,3.23,1.62,24.422222,18.622222,31.211111,0.0,18.547619,69.990067
US_GA_13039,2021-05-26,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,4,0,4004,37,50,14850,0,0,0,1,0,0,0,0,1,0,54,42,231,798,528,438,488,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,3,25,12,10,-21,5,3.29,6.79,7.23,4.71,14.78,1.64,7.78,4.93,2.3,3.72,5.15,3.29,1.53,3.18,2.08,,9.2,3.83,4.16,3.5,1.86,4.27,1.86,8.1,5.26,2.85,2.85,4.71,2.74,2.74,3.61,3.07,2.52,5.47,2.19,2.19,7.23,1.86,21.46,5.91,2.52,9.31,2.41,4.49,6.46,,3.18,5.37,35.26,1.97,2.63,2.63,4.71,8.21,,2.3,2.19,1.97,6.57,3.4,3.5,2.96,2.96,2.74,3.07,25.822222,19.838889,31.244444,0.0,20.492063,74.275099
US_GA_13039,2021-05-27,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,0,0,4004,37,61,14911,0,0,1,0,0,0,0,0,0,0,54,42,232,798,528,438,488,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,2,25,22,11,-20,4,2.0,3.23,8.12,3.11,14.24,2.45,7.01,5.0,1.56,3.67,6.89,3.45,2.11,2.45,2.22,2.22,9.45,3.11,4.45,4.0,,4.45,2.0,8.68,4.56,2.22,3.78,3.45,3.34,1.56,2.56,2.45,3.23,5.12,2.0,2.45,6.67,1.89,17.68,6.01,4.0,10.12,2.89,3.0,4.34,1.78,2.11,5.56,35.37,1.89,1.56,2.45,4.89,8.9,,1.89,2.45,2.11,6.12,5.0,2.89,3.11,3.89,3.56,2.11,26.4,20.972222,32.688889,0.0,20.150794,68.625908
US_GA_13039,2021-05-28,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,4005,37,7,14918,0,0,0,0,0,0,1,0,0,0,54,42,232,798,528,438,489,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,-1,34,28,15,-26,6,2.08,5.07,4.61,3.57,13.37,2.19,6.22,5.19,,2.54,5.19,4.61,1.73,2.88,2.08,3.46,8.07,3.69,4.03,3.23,,2.88,2.42,7.03,3.8,2.31,2.54,4.15,3.23,2.08,2.65,3.8,1.73,2.54,,,7.26,,21.67,6.57,2.54,11.07,2.77,3.23,5.07,2.54,,6.11,36.77,1.96,,2.08,4.03,10.61,,1.96,2.08,2.08,8.64,3.34,3.23,3.23,3.34,3.23,1.96,26.705556,21.144444,33.322222,0.0,19.769841,66.088648
US_GA_13039,2021-05-29,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,2,0,4007,37,34,14952,0,0,0,0,0,2,0,0,0,0,54,42,232,798,528,440,489,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,2,31,35,14,-14,0,2.06,5.09,6.9,4.12,12.72,2.91,5.21,4.6,,5.45,4.96,3.75,2.18,2.3,1.94,4.24,7.75,3.88,5.45,2.79,,2.54,2.18,7.02,4.12,,2.18,3.51,1.82,1.94,2.91,4.6,2.3,4.6,,2.91,5.33,,19.38,5.33,2.18,10.66,2.42,2.91,3.63,,2.79,3.75,32.34,,2.42,3.88,5.09,7.14,,1.94,2.18,,10.17,3.88,3.51,3.88,3.63,3.03,2.06,26.372222,21.805556,32.266667,0.1778,20.261905,69.687407
US_GA_13039,2021-05-30,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,4008,37,9,14961,0,0,0,0,0,1,0,0,0,0,54,42,232,798,528,441,489,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,26,41,2,-6,0,,4.58,6.88,4.71,13.63,,7.12,4.58,2.41,1.69,5.19,3.26,2.17,3.5,4.22,2.05,8.57,3.38,3.86,4.71,,3.98,,6.64,5.07,,2.17,4.58,3.38,,3.38,4.46,2.05,4.46,2.65,3.14,5.67,,18.7,5.91,2.41,11.1,3.74,2.29,3.62,,2.77,5.55,35.96,2.29,2.05,,3.14,6.52,,,2.17,,9.89,2.65,3.5,1.93,2.9,2.29,3.02,23.623457,18.271605,30.012346,1.354667,16.809524,65.194878
US_GA_13039,2021-05-31,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,1,0,4009,37,0,14961,0,0,0,0,1,0,0,0,0,0,54,42,232,798,529,441,489,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,1,28,27,4,-64,13,,3.57,7.15,4.27,12.34,1.96,6.8,3.81,1.84,4.04,6.11,2.88,1.61,3.23,5.65,2.08,7.03,3.81,5.3,2.77,2.31,3.81,2.31,9.46,5.42,1.84,2.88,3.69,4.04,1.96,3.92,3.69,1.96,3.46,,1.61,7.15,,17.41,6.0,2.65,8.88,4.04,2.31,1.84,,4.04,3.57,36.55,1.84,,2.42,4.73,5.65,,,2.31,1.96,8.53,2.65,3.46,2.42,3.57,4.61,1.84,23.228395,19.679012,27.283951,0.0,17.31746,69.233588
US_GA_13039,2021-06-01,ChIJl6NPkwkb5YgRwGvHFXP6tYY,Q110504,geoId/13039,US,United States of America,GA,Georgia,13039,Camden County,US,USA,2,3,0,4012,37,345,15306,0,0,0,1,0,0,0,0,0,0,54,42,232,799,529,441,489,370,213,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,5,15,0,0,0,0,0,0,0,0,0,0,2,1,1,6,18,12,22,29,26,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,53005,27213,25792,7644,6534,9964,7166,5548,6457,5201,3286,1205,417391,30.92,-81.64,2027,76.4,3,31,18,15,-20,5,1.74,4.78,6.95,5.0,14.12,1.52,6.51,3.69,1.52,3.58,4.24,4.89,2.17,3.37,4.13,2.82,7.82,3.15,6.51,2.61,,3.37,1.85,8.58,4.13,2.39,2.93,4.67,3.26,2.93,4.13,3.8,1.96,4.24,,2.61,7.17,1.85,22.15,5.54,3.69,9.01,1.74,4.24,4.67,1.96,2.28,4.78,37.46,2.5,2.17,2.06,4.34,8.14,2.5,1.85,2.28,2.17,7.38,5.43,3.58,2.93,2.93,3.15,1.85,22.388889,17.17284,26.709877,0.0,17.928571,76.626508
