location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29127,2020-01-11,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,7.26,8.57,7.26,4.95,6.6,5.61,15.5,6.27,,6.93,6.27,5.61,5.28,4.62,7.59,26.05,5.94,,5.28,5.61,44.19,4.62,4.62,9.56,4.62,-0.5,-3.506944,4.083333,32.9184,-1.222222,94.930747
US_MO_29127,2020-01-12,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,8.1,8.44,19.25,6.75,,,19.25,14.18,,10.8,5.4,4.73,4.73,,8.44,27.35,6.75,10.8,5.07,9.79,36.8,4.73,8.78,4.73,5.07,-4.006944,-6.402778,-2.236111,0.870857,-5.4375,89.89891
US_MO_29127,2020-01-13,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.28,8.05,8.33,11.39,7.22,5.55,15.55,11.39,6.94,12.22,5.55,7.22,4.72,5.55,11.39,31.1,8.61,10.83,4.44,7.22,43.6,6.11,7.5,5.83,,-0.479167,-2.256944,1.479167,0.0,-1.444444,93.267052
US_MO_29127,2020-01-14,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,6.24,8.96,11.67,10.04,6.24,7.06,20.63,11.4,8.96,14.39,5.7,4.62,16.56,5.7,8.96,30.95,5.7,7.6,5.16,11.67,39.9,6.24,7.06,3.8,6.79,3.826389,0.826389,8.763889,0.0,1.909722,87.437499
US_MO_29127,2020-01-15,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.37,5.46,14.19,9.0,6.82,5.18,16.64,11.19,6.28,11.46,6.55,6.0,4.09,,8.73,29.47,6.0,7.37,4.37,12.82,40.65,7.91,8.73,4.91,4.64,3.314815,0.080247,6.685185,0.1905,2.376543,93.692196
US_MO_29127,2020-01-16,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,3.95,6.33,6.33,8.43,3.95,3.69,13.97,6.59,6.06,11.86,5.27,,5.27,,15.02,31.63,7.38,8.17,,5.8,35.58,3.69,7.64,5.54,4.48,-7.135802,-12.154321,0.018519,0.0,-11.32716,72.153813
US_MO_29127,2020-01-17,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.95,4.95,11.36,8.45,4.95,7.28,14.28,4.08,6.99,8.74,,,5.24,,6.7,25.93,7.28,4.66,,,40.21,,5.54,5.83,6.41,-5.524691,-8.833333,-1.185185,0.3048,-8.364198,80.540944
US_MO_29127,2020-01-18,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,9.96,6.31,,8.97,7.97,13.28,6.31,,9.63,,,5.98,7.31,5.65,22.91,,5.31,5.31,,39.52,,7.31,7.31,,-1.08642,-7.265432,2.567901,14.9352,-2.740741,88.604224
US_MO_29127,2020-01-19,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,6.33,6.66,8.66,6.0,7.0,6.0,16.99,7.66,8.0,11.33,,5.0,4.66,,,27.98,,,5.0,,37.64,,9.33,7.0,,-12.549383,-15.938272,-7.351852,0.719667,-17.753086,65.323957
US_MO_29127,2020-01-20,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,7.39,7.98,7.98,6.8,7.98,6.21,18.62,13.0,4.14,10.64,6.8,,8.87,5.91,9.75,35.76,9.75,9.75,7.98,5.91,39.9,,9.46,5.32,6.8,-11.098765,-12.962963,-7.635802,0.0,-14.12963,78.44515
US_MO_29127,2020-01-21,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.01,7.76,11.77,10.97,5.89,6.15,19.26,9.9,6.15,14.18,4.28,6.15,7.22,6.42,12.31,33.18,6.42,7.49,8.56,4.28,45.48,6.69,9.37,6.69,7.76,-9.58642,-14.524691,-1.783951,0.0,-11.759259,84.300245
US_MO_29127,2020-01-22,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.31,4.25,7.97,7.71,6.64,4.78,17.27,7.17,3.98,10.1,,,6.38,5.58,17.8,29.49,6.38,9.83,6.64,5.31,43.57,5.84,12.49,6.64,5.84,-2.179012,-4.08642,1.037037,0.0,-6.049383,74.966695
US_MO_29127,2020-01-23,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.41,10.81,10.04,7.47,6.69,6.69,13.39,7.72,7.72,10.3,5.66,4.38,4.63,6.18,10.04,25.23,10.04,8.24,6.44,6.69,38.87,7.72,9.27,9.53,4.63,0.271605,-0.524691,1.493827,2.159,-0.679012,93.420169
US_MO_29127,2020-01-24,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,7.89,6.63,9.15,9.47,8.84,,23.35,10.41,10.1,13.88,,4.73,,5.05,5.36,30.92,6.63,8.52,5.68,4.42,45.76,6.0,8.52,5.05,6.63,0.351852,-0.191358,1.290123,6.6548,-0.055556,97.144037
US_MO_29127,2020-01-25,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,9.92,8.15,8.15,7.08,,,22.32,9.92,,10.98,7.79,5.31,5.31,,5.67,37.55,9.92,,,5.31,37.9,6.02,10.98,,,0.030864,-1.061728,1.339506,0.508,-1.722222,88.099746
US_MO_29127,2020-01-26,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,7.56,10.52,7.89,8.22,,22.69,5.92,7.56,6.58,,,6.58,4.93,5.26,34.19,6.58,,4.6,10.19,37.81,,8.22,5.26,7.56,-3.709877,-8.5,0.858025,0.0,-5.209877,89.437586
US_MO_29127,2020-01-27,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,6.06,4.96,9.36,8.53,4.68,8.26,16.52,7.16,4.41,10.74,4.13,7.98,4.96,4.41,8.26,43.5,6.33,6.33,5.51,5.78,39.37,5.23,11.29,5.51,5.78,-1.438272,-2.555556,-0.388889,0.0,-1.951389,96.537579
US_MO_29127,2020-01-28,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.07,6.76,12.68,12.12,7.61,5.92,21.98,6.76,7.89,12.12,3.94,4.79,8.17,3.94,7.89,38.6,6.2,7.61,9.02,5.07,41.42,5.64,9.58,8.17,,-1.697531,-3.179012,-0.314815,0.0,-2.876543,91.752819
US_MO_29127,2020-01-29,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.82,5.89,10.7,16.05,7.76,6.69,23.28,9.1,5.62,15.52,6.42,5.35,5.35,6.15,7.49,35.85,6.96,6.96,4.01,7.22,44.41,6.96,8.83,4.82,3.75,-3.67284,-4.895062,-1.833333,0.0,-4.851852,91.646812
US_MO_29127,2020-01-30,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,10.13,7.47,9.6,12.53,6.93,9.33,25.07,7.2,4.53,7.47,9.6,5.87,7.73,4.53,8.53,38.4,10.93,,8.0,9.07,52.0,4.8,6.93,6.93,4.27,-2.32716,-3.746914,-0.203704,0.0,-4.111111,87.709153
US_MO_29127,2020-01-31,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,7.12,6.84,11.97,6.84,,6.84,29.63,8.55,5.41,10.54,5.7,5.7,6.27,5.41,5.13,34.76,5.13,,,8.26,37.61,4.27,9.97,,,0.111111,-2.54321,3.018519,0.108857,-1.185185,91.098034
US_MO_29127,2020-02-01,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,6.17,5.82,10.96,10.96,8.22,5.82,26.03,6.51,8.22,9.25,4.79,,,,7.19,32.88,6.17,6.17,,5.14,44.18,5.82,8.22,,6.17,1.734568,0.709877,3.641975,0.072571,0.290123,90.23473
US_MO_29127,2020-02-02,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,8.27,,8.27,6.2,,19.64,6.2,5.86,5.86,,,8.27,,7.92,26.87,,6.2,4.82,,37.9,8.61,6.55,5.86,4.82,6.666667,1.395062,15.296296,0.0,1.012346,67.361468
US_MO_29127,2020-02-03,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,9.6,9.6,11.4,4.8,8.4,23.39,7.5,8.4,8.7,7.8,,,6.9,9.6,29.99,,10.2,5.4,6.9,39.59,5.4,6.3,6.0,,5.845679,0.845679,13.888889,0.0,1.895062,76.260465
US_MO_29127,2020-02-04,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.18,3.88,12.42,9.06,6.99,8.54,20.7,10.35,,9.06,5.18,5.18,5.69,6.73,11.39,36.23,4.4,7.5,6.73,8.28,48.14,4.66,9.32,5.69,4.92,1.981481,-0.37037,7.259259,0.0,-1.592593,77.48026
US_MO_29127,2020-02-05,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,5.03,8.46,8.46,7.41,3.97,18.78,8.46,5.29,7.14,7.41,6.88,4.5,5.82,7.41,34.64,8.46,8.2,6.08,,37.82,5.03,6.61,4.76,5.29,-1.555556,-2.882716,-0.234568,0.1016,-6.969136,67.016267
US_MO_29127,2020-02-06,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.63,11.58,14.18,8.68,,4.92,21.13,6.95,4.05,7.53,4.34,6.66,5.21,6.66,8.68,31.55,5.5,5.5,6.66,8.39,43.71,,7.24,,4.92,-2.54321,-4.475309,0.265432,0.5715,-5.549383,80.078671
US_MO_29127,2020-02-07,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,7.23,7.23,10.57,6.95,7.79,5.84,17.24,7.51,5.0,9.18,4.45,,,,6.95,31.14,9.73,6.4,6.12,6.4,36.98,,5.56,8.34,6.12,-3.746914,-8.0,0.604938,0.0635,-6.790123,79.520408
US_MO_29127,2020-02-08,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.7,6.04,7.72,7.05,7.72,6.04,20.81,8.06,,6.04,4.7,,,,8.39,28.2,9.4,6.38,,6.04,42.63,,10.41,6.71,,-2.148148,-4.567901,1.018519,0.1016,-5.271605,79.431984
US_MO_29127,2020-02-09,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,6.6,9.24,11.55,7.26,,4.95,22.77,10.56,,4.95,9.9,6.6,5.61,4.62,7.26,32.99,8.58,9.24,,,43.88,,10.89,4.95,6.27,0.487654,-3.555556,4.709877,0.5588,-1.981481,83.704261
US_MO_29127,2020-02-10,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,5.61,5.61,13.1,7.75,5.08,6.68,21.11,8.55,6.41,8.55,9.35,4.81,6.95,8.02,8.82,35.28,8.55,10.15,5.88,8.29,41.16,6.15,7.22,,,-0.395062,-3.302469,4.364198,1.3335,-2.746914,84.288597
US_MO_29127,2020-02-11,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.29,9.38,9.11,11.79,7.77,6.7,19.56,8.57,6.97,10.72,4.02,5.63,8.04,3.75,11.26,33.23,7.77,6.43,,5.89,38.86,,6.7,6.43,4.82,0.567901,-1.444444,4.407407,0.0,-2.969136,77.382555
US_MO_29127,2020-02-12,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.88,5.15,9.49,9.22,6.51,,16.27,6.24,6.24,8.95,4.34,,,5.7,9.49,26.31,6.24,7.59,6.24,7.32,32.82,5.7,8.68,6.78,4.07,-0.654321,-2.691358,1.555556,1.3208,-3.222222,83.001062
US_MO_29127,2020-02-13,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,4.42,6.78,7.96,7.96,5.6,4.42,20.92,9.13,6.48,10.02,6.19,4.42,,6.78,10.31,28.88,7.07,10.02,7.66,8.84,40.37,,7.37,9.43,,-9.37037,-17.5,0.203704,6.096,-11.703704,83.223609
US_MO_29127,2020-02-14,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,,,,,,,6.49,13.3,8.04,4.95,5.88,16.39,6.18,6.49,7.11,5.57,4.95,4.64,,10.52,27.52,5.26,10.21,4.64,,41.44,,8.04,4.33,,-16.882716,-22.783951,-9.098765,0.0,-20.895062,71.184516
US_MO_29127,2020-02-15,ChIJsbQIHYiR3YcRT2lONmxYNIM,Q490029,geoId/29127,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2,,,,,,,28585,13884,14701,3664,3735,3666,3434,3318,3831,3487,2028,1422,1180549,39.81,-91.62,1150,76.775,0,4,,3,,7.21,8.93,7.56,6.18,6.87,5.15,17.86,10.65,4.81,11.68,15.46,,,7.56,9.96,37.44,,6.87,6.18,,40.87,6.18,6.53,9.62,,-3.932099,-12.04321,3.62963,0.0,-9.228395,66.744114
