location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CO_08107,2020-01-19,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,2.93,7.22,7.03,6.64,5.08,3.12,7.81,4.1,5.27,17.18,2.93,8.39,3.32,4.68,5.47,3.51,5.66,3.51,,3.32,2.93,3.71,4.88,14.25,2.73,3.71,4.68,,2.73,,2.73,38.46,4.88,3.12,7.22,,,,-10.938889,-16.488889,-4.144444,0.0,-15.005556,72.336948
US_CO_08107,2020-01-20,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,3.76,7.33,5.34,8.12,6.14,6.93,7.72,5.15,4.95,14.25,3.56,7.13,,5.54,7.33,3.17,4.16,6.33,2.77,,5.54,2.97,3.76,19.8,6.73,6.73,5.94,,4.95,3.96,3.96,41.18,4.75,6.14,5.15,4.16,4.36,3.17,-11.880952,-18.071429,-3.531746,0.0,-15.420635,75.136934
US_CO_08107,2020-01-21,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.72,7.17,6.23,7.93,7.55,4.72,4.72,,5.47,19.63,,6.8,,4.72,5.29,4.34,5.85,4.72,3.4,3.59,5.66,,4.15,19.25,6.61,3.4,5.29,2.64,4.15,5.1,2.64,40.59,,3.96,2.83,,,3.77,-4.933333,-9.527778,0.088889,0.0,-8.35,77.094663
US_CO_08107,2020-01-22,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,3.03,7.57,6.05,9.27,6.81,3.78,5.11,,4.73,19.3,2.65,7.38,2.65,3.22,7.0,2.65,3.4,4.92,,4.35,7.0,2.84,5.3,21.38,4.73,2.65,5.87,,5.49,5.11,5.67,35.57,,6.62,4.73,2.84,,3.03,-2.322222,-6.244444,0.983333,1.4224,-4.016667,88.294798
US_CO_08107,2020-01-23,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,5.12,7.78,4.93,10.62,5.69,4.93,5.31,4.17,3.03,18.96,3.79,9.86,,4.74,5.69,4.74,4.74,6.45,,4.55,3.03,,4.55,22.95,3.41,2.85,3.6,,,,2.85,37.17,3.79,5.12,3.41,,3.98,,-3.580247,-7.018519,0.858025,0.2032,-6.944444,77.570094
US_CO_08107,2020-01-24,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,2.92,6.23,5.64,7.78,5.84,3.11,6.62,3.5,4.67,22.57,3.31,9.73,,4.67,5.25,3.89,,3.11,,3.89,3.7,,4.67,26.65,5.25,7.39,4.28,2.72,,3.7,,32.1,,5.64,6.03,,,2.92,-2.694444,-7.938889,1.316667,0.60325,-5.133333,83.569029
US_CO_08107,2020-01-25,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,3.23,6.47,5.86,9.5,5.25,5.46,3.64,4.04,8.08,22.63,4.04,8.08,3.23,,4.24,,3.64,3.23,4.04,3.64,5.25,,6.26,23.24,6.06,,4.65,,,4.04,4.24,37.78,4.04,4.24,,,3.03,,-1.861111,-5.022222,1.466667,0.889,-4.133333,84.770844
US_CO_08107,2020-01-26,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,,8.51,5.22,9.09,4.25,4.45,4.64,3.29,5.99,27.45,4.06,9.67,2.71,,6.77,4.25,,7.54,,3.29,3.67,,3.67,28.23,6.38,3.29,7.35,3.09,,3.29,3.87,41.95,2.9,4.45,6.57,3.09,,3.48,-2.444444,-6.966667,3.433333,0.0,-6.038889,76.974795
US_CO_08107,2020-01-27,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,2.48,6.91,6.56,7.8,8.51,5.85,4.08,3.01,5.85,22.16,3.54,7.44,,6.2,6.03,,5.32,5.67,3.72,3.01,5.67,3.01,3.19,28.36,4.79,3.54,3.9,,3.9,7.09,2.66,38.11,5.49,5.32,5.14,,3.01,,-2.1,-6.372222,2.194444,0.0,-4.6,83.070864
US_CO_08107,2020-01-28,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,3.4,7.75,6.99,9.26,7.93,4.16,5.1,3.97,4.53,20.59,2.83,7.37,,7.18,4.91,4.53,3.21,5.29,3.97,4.16,3.97,2.83,,32.11,7.93,3.78,6.23,2.83,5.29,2.83,4.16,36.08,2.83,6.61,4.72,,3.97,,-6.366667,-11.927778,0.211111,2.286,-9.894444,76.100823
US_CO_08107,2020-01-29,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.7,7.33,5.45,7.71,6.95,4.7,7.52,4.32,6.39,25.56,4.7,14.47,,6.76,7.52,3.19,,5.26,3.19,3.19,2.82,,6.2,28.94,6.01,5.64,3.38,3.01,3.57,3.76,6.39,40.78,3.76,5.45,7.52,,,,-5.6,-8.222222,-1.077778,0.127,-8.394444,80.757354
US_CO_08107,2020-01-30,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,,7.22,4.45,9.26,5.56,4.63,6.48,3.15,5.19,25.0,4.82,8.34,,4.82,7.41,3.15,3.52,2.96,4.82,3.52,,4.26,4.63,24.26,4.82,5.19,,3.7,3.89,4.08,6.11,36.12,2.59,3.89,6.3,3.15,3.33,3.89,-6.35,-11.022222,-1.527778,0.6985,-8.155556,87.183897
US_CO_08107,2020-01-31,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.13,6.01,3.94,7.7,8.45,4.88,5.63,2.63,4.32,29.11,3.57,11.08,3.19,5.07,6.2,5.07,3.0,3.76,4.51,3.94,3.57,2.82,5.82,26.3,5.82,7.89,4.32,,,3.57,4.13,35.5,4.32,4.13,4.13,,2.82,,-10.361111,-17.055556,-1.705556,0.635,-13.622222,77.226856
US_CO_08107,2020-02-01,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,,,6.44,7.84,3.62,5.63,6.24,,8.45,18.3,,7.04,3.62,3.82,5.03,3.62,,4.83,,,,,5.23,22.33,3.42,,3.82,3.22,4.63,4.63,4.63,35.4,,5.83,4.22,,3.42,3.22,-5.244444,-11.872222,1.861111,0.0,-9.533333,72.03022
US_CO_08107,2020-02-02,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.18,6.17,2.79,7.37,5.18,5.18,3.78,4.78,4.38,19.71,4.78,7.77,,2.79,4.18,6.57,,4.58,,2.79,4.18,,2.99,25.29,3.58,2.79,4.58,4.18,,2.79,3.78,36.64,3.38,4.98,7.37,2.79,3.78,,-5.855556,-13.727778,4.9,0.0,-11.838889,64.682428
US_CO_08107,2020-02-03,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,2.6,3.98,5.88,7.27,7.44,5.19,5.02,3.98,2.6,16.61,,5.71,2.42,5.19,6.58,5.37,3.29,3.98,3.12,3.12,4.67,3.29,4.67,19.21,6.23,3.63,3.81,2.6,3.98,5.54,3.98,32.88,5.02,3.12,4.85,2.6,3.12,,-1.327778,-9.538889,5.027778,0.0,-8.805556,57.247195
US_CO_08107,2020-02-04,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,2.47,5.65,6.54,6.71,8.3,4.77,3.53,,6.18,19.61,2.83,8.48,,5.12,5.12,5.12,2.65,5.3,2.83,2.83,2.65,2.83,6.71,20.32,5.65,3.36,4.24,,4.77,3.0,4.06,34.27,4.24,5.48,5.3,3.0,,,-11.816667,-16.438889,-6.955556,0.889,-15.033333,77.372786
US_CO_08107,2020-02-05,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,,5.27,3.69,7.03,5.98,5.62,7.56,,5.27,20.04,,7.38,,,6.5,3.16,3.69,3.69,4.04,5.1,3.52,2.81,4.57,24.43,4.57,4.92,5.27,3.87,,3.69,6.33,33.22,5.1,4.92,2.99,3.16,,,-17.845679,-25.283951,-8.351852,0.0,-21.796296,71.565498
US_CO_08107,2020-02-06,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,,4.67,3.6,9.17,9.35,4.67,7.19,3.23,5.21,21.75,,6.47,,5.57,4.85,2.52,,4.13,3.42,4.67,4.13,,5.03,19.77,3.42,3.77,2.52,3.95,4.49,4.67,,32.89,2.88,,4.67,4.13,,,-9.685185,-12.382716,-3.666667,0.3175,-12.611111,79.546471
US_CO_08107,2020-02-07,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.53,5.07,3.44,7.06,7.96,3.26,5.07,,2.71,17.92,2.9,7.42,,,3.98,4.53,3.44,5.97,2.71,,,3.98,3.98,21.0,4.71,3.62,5.79,,3.26,,2.53,32.58,2.9,4.71,4.71,,,,-2.358025,-8.475309,2.006173,5.7785,-4.12963,87.909705
US_CO_08107,2020-02-08,ChIJ-dGew1EYQocRZA3rearTJXE,Q312734,geoId/08107,US,United States of America,CO,Colorado,08107,Routt County,US,USA,2,,,,,,,25171,13132,12039,2404,2749,3400,3720,3621,3599,3614,1534,530,415168,40.48,-106.99,6133,81.7625,,,,,,,4.99,4.6,4.22,9.4,5.56,3.83,6.52,,4.22,15.53,2.88,7.86,3.45,4.79,,5.37,3.26,3.83,3.45,3.26,2.88,,3.26,17.64,5.56,2.68,4.99,,,2.68,,39.12,3.83,3.64,4.99,,2.88,,1.358025,-2.907407,5.703704,1.905,-3.296296,71.446723
