location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42009,2020-01-11,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,8.76,8.28,4.62,11.44,8.28,5.6,6.33,4.14,18.99,4.87,9.25,4.14,4.38,9.98,8.52,7.3,5.84,5.36,3.65,4.87,5.84,7.06,23.13,6.09,4.62,6.33,,5.36,5.11,38.22,,8.03,9.01,,7.79,4.87,13.074074,5.432099,19.462963,0.41275,8.592593,74.472128
US_PA_42009,2020-01-12,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,5.8,8.82,3.95,13.23,11.37,6.96,6.03,4.41,15.32,6.27,10.68,3.25,3.71,9.05,4.18,5.11,4.64,5.34,,4.18,6.73,6.5,25.53,5.57,3.71,9.75,3.71,9.05,5.11,41.55,4.87,6.73,6.5,6.5,4.64,3.48,11.944444,4.685185,18.691358,9.4615,7.283951,73.691294
US_PA_42009,2020-01-13,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,4.7,7.15,5.11,11.24,8.38,6.95,6.95,3.88,16.76,3.68,11.04,,6.33,10.01,5.52,6.74,4.9,4.09,4.7,5.93,4.09,4.5,30.65,4.7,,6.13,4.29,4.9,7.97,33.31,2.86,8.17,6.54,5.72,5.11,2.86,4.444444,0.567901,10.419753,1.947333,1.635802,82.159236
US_PA_42009,2020-01-14,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.46,9.97,,9.15,7.12,8.34,6.1,3.86,18.71,3.05,10.98,3.66,5.08,11.59,6.1,4.88,4.47,3.25,4.07,7.73,,5.49,28.88,7.32,2.85,7.93,5.7,5.29,5.08,40.68,3.05,5.9,7.32,5.49,4.27,4.07,4.462963,0.481481,9.462963,0.564444,2.895062,89.681497
US_PA_42009,2020-01-15,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,4.76,5.79,6.0,7.66,9.73,8.07,5.79,4.55,15.32,4.35,8.69,4.14,5.17,10.97,4.55,4.35,5.79,4.55,4.14,5.17,4.76,7.45,28.98,8.69,3.31,7.24,4.76,4.97,6.42,43.26,4.76,7.45,6.83,3.31,4.35,3.93,6.092593,0.271605,12.876543,0.79375,2.462963,78.004613
US_PA_42009,2020-01-16,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,5.72,8.38,5.52,8.99,7.97,5.11,8.79,5.11,13.89,4.5,7.76,,,8.99,4.09,3.68,4.29,4.5,,5.92,,6.13,24.31,6.74,3.68,4.9,5.52,6.95,4.5,40.66,4.09,4.7,7.76,4.9,3.27,3.68,5.709877,-1.197531,12.839506,0.4445,0.098765,67.883588
US_PA_42009,2020-01-17,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,5.14,6.78,3.08,8.42,3.9,5.14,5.75,,18.49,4.11,9.66,,4.31,9.66,5.75,3.9,4.31,8.22,4.11,,4.52,7.81,27.12,5.34,,6.37,4.31,4.11,5.96,30.82,,5.75,5.75,4.11,,4.11,-3.5,-6.012346,-0.925926,0.28575,-10.5,59.063569
US_PA_42009,2020-01-18,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.69,8.52,,10.13,5.07,5.07,4.61,3.23,20.96,7.6,8.75,4.15,3.23,8.52,,3.92,6.68,4.61,4.38,5.99,3.69,4.61,25.8,6.68,,8.52,,6.22,4.84,40.08,4.61,5.53,5.76,3.92,5.3,4.84,-3.154321,-6.296296,2.635802,1.3335,-7.17284,73.913208
US_PA_42009,2020-01-19,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.96,10.01,4.42,12.34,7.68,4.19,4.19,5.59,18.86,4.89,9.54,3.26,5.12,8.38,3.73,,6.98,5.82,6.29,3.26,4.66,7.45,30.03,4.19,,7.92,3.26,3.96,,37.95,6.52,6.29,9.54,,5.59,,-0.802469,-7.197531,5.839506,5.805714,-4.728395,75.155948
US_PA_42009,2020-01-20,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,7.51,9.79,4.55,11.61,8.2,5.92,5.46,,20.27,5.46,10.02,3.64,3.87,7.97,4.55,6.15,8.43,3.19,4.78,5.24,5.24,8.43,34.16,5.46,3.42,8.43,4.55,3.87,5.69,44.86,5.46,7.51,5.46,5.24,4.55,6.83,-6.91358,-9.12963,-1.864198,0.108857,-12.851852,63.90273
US_PA_42009,2020-01-21,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,7.65,6.16,,13.81,4.88,5.74,7.01,4.67,22.73,4.25,11.04,3.4,4.88,12.11,4.67,6.37,5.74,4.25,5.52,12.74,4.04,8.5,33.35,7.65,,6.58,3.4,8.92,5.95,44.82,,4.46,6.37,5.1,5.52,3.19,-6.814815,-11.092593,-2.919753,0.0,-12.030864,67.210029
US_PA_42009,2020-01-22,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,5.22,5.01,4.59,8.56,7.93,6.68,4.38,3.55,20.25,4.8,11.69,,3.76,10.44,3.13,5.22,5.43,3.13,6.89,7.1,2.92,5.43,29.86,6.89,2.92,6.47,3.76,5.22,5.64,37.58,4.38,4.8,5.64,5.01,,,-5.611111,-11.5,2.5,0.0,-11.395062,63.957199
US_PA_42009,2020-01-23,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.78,7.77,,8.82,6.09,7.35,9.45,3.36,18.68,3.78,9.87,2.94,3.78,13.64,,5.88,4.83,3.36,4.83,3.57,,8.82,25.82,7.14,2.94,5.25,4.41,,8.19,38.83,3.99,5.88,5.46,5.88,4.83,3.99,-1.975309,-7.87037,4.932099,0.0,-9.425926,58.291691
US_PA_42009,2020-01-24,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.78,6.67,4.45,9.33,5.78,5.33,4.67,5.33,22.67,4.89,11.33,,8.89,10.89,,4.45,3.78,3.33,,5.78,,7.11,33.78,7.11,,6.22,5.11,4.22,4.67,34.89,5.78,5.11,7.56,4.45,4.89,4.22,1.5,-3.833333,5.95679,0.0,-4.104938,66.672876
US_PA_42009,2020-01-25,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,7.23,6.27,5.3,6.99,7.47,6.27,8.68,3.62,28.44,4.58,8.44,,5.06,7.23,5.78,4.58,7.71,,6.03,5.06,3.37,8.68,34.22,5.54,,5.06,,4.58,6.75,44.58,,8.44,5.06,,,3.86,4.549383,0.851852,6.641975,14.586857,2.895062,89.295087
US_PA_42009,2020-01-26,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,7.32,8.03,3.31,9.21,7.09,8.98,7.32,6.38,25.28,,8.27,4.25,5.67,8.98,,,5.2,4.49,6.38,6.61,3.54,8.03,34.25,4.49,4.72,8.5,5.67,5.67,5.2,45.12,4.72,6.85,5.67,5.2,4.96,3.78,1.530864,0.555556,4.253086,0.544286,-1.839506,79.538108
US_PA_42009,2020-01-27,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.92,8.26,3.72,7.64,5.58,5.78,10.33,4.75,27.06,3.72,9.29,3.1,6.2,11.15,4.75,7.23,5.78,3.1,,5.16,,9.5,37.38,5.99,,6.61,5.58,6.61,5.99,45.85,4.34,9.71,5.78,5.78,5.78,,1.493827,0.506173,2.58642,0.036286,-1.740741,80.617026
US_PA_42009,2020-01-28,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,6.0,6.0,3.31,8.68,9.3,4.75,6.2,3.1,30.18,,10.96,,5.58,8.06,5.17,5.58,4.96,3.93,3.51,5.58,3.1,6.41,38.45,6.41,6.2,6.2,5.17,4.13,6.62,43.82,6.0,6.0,7.44,3.72,2.89,,1.061728,0.715278,3.159722,0.254,-2.314815,79.468672
US_PA_42009,2020-01-29,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.54,5.83,3.75,8.95,6.45,4.99,6.87,2.91,26.42,4.37,8.74,3.33,4.58,9.78,,,3.75,3.54,5.2,4.79,,8.74,33.5,4.79,4.16,7.07,5.62,3.54,5.62,38.07,3.75,8.11,5.83,6.66,4.58,6.45,0.12963,-1.345679,2.290123,0.112889,-4.734568,71.285767
US_PA_42009,2020-01-30,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,4.96,4.96,3.72,9.92,6.82,5.99,4.34,,29.34,3.51,7.23,3.31,4.54,9.3,5.58,5.79,4.13,3.31,6.41,4.13,3.1,7.64,34.09,5.79,4.54,7.44,5.79,3.31,3.1,41.11,6.2,6.41,3.31,3.1,3.72,2.89,-3.006173,-7.234568,2.098765,0.028222,-7.382716,72.446227
US_PA_42009,2020-01-31,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,6.03,4.37,,8.52,7.48,5.41,7.28,4.78,27.65,4.37,9.15,3.12,5.41,9.77,3.95,6.44,4.16,5.61,,2.91,,4.78,34.3,4.16,4.78,5.82,3.53,3.12,3.74,33.26,2.91,6.65,4.57,5.61,3.12,,1.061728,-4.04321,4.32716,0.0,-3.82716,70.817651
US_PA_42009,2020-02-01,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,6.47,5.03,,7.19,4.31,4.55,4.79,4.31,23.71,,10.3,,4.31,6.95,4.55,5.99,5.27,3.59,,3.83,3.35,6.23,32.34,5.99,3.35,6.95,4.79,3.83,4.55,36.89,,7.42,7.42,5.75,5.51,,1.185185,-1.265432,3.419753,0.0,-0.351852,89.780898
US_PA_42009,2020-02-02,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,6.31,9.35,3.51,7.71,6.55,4.91,6.08,3.98,22.68,7.01,8.42,,,9.59,5.84,,4.91,4.21,,,,4.68,26.42,7.01,3.74,4.68,3.51,3.27,6.55,38.81,6.31,4.91,4.44,4.21,4.44,,3.080247,-0.753086,10.308642,1.088571,-0.95679,75.562642
US_PA_42009,2020-02-03,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,5.27,5.27,3.16,8.65,9.91,4.64,5.69,2.95,20.67,2.95,10.76,,,10.97,5.27,5.69,4.01,3.16,4.64,4.22,,6.33,32.05,8.44,,7.59,4.85,5.48,4.64,39.86,4.01,8.01,5.27,3.58,4.64,2.95,10.87037,2.222222,17.12963,0.169333,0.969136,51.437092
US_PA_42009,2020-02-04,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,4.33,4.33,3.71,9.28,7.22,6.6,3.71,3.92,21.65,5.98,8.25,,4.12,9.49,5.98,5.77,4.54,5.16,,7.22,4.74,5.57,32.38,8.87,4.12,4.95,6.39,3.92,5.36,40.01,3.92,7.22,8.66,4.74,4.74,3.09,12.91358,7.067901,16.641975,0.03175,5.697531,62.360861
US_PA_42009,2020-02-05,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,,5.53,,8.4,5.74,4.3,5.74,4.51,14.13,4.1,7.58,6.14,4.51,9.63,4.51,4.51,4.92,,3.69,5.94,3.69,7.17,30.72,8.19,5.12,7.58,3.69,3.89,5.12,34.2,3.28,,6.14,4.71,4.3,3.07,3.925926,0.401235,12.419753,1.088571,0.425926,78.511752
US_PA_42009,2020-02-06,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,4.46,6.9,,7.1,7.3,4.87,7.71,,15.62,3.04,6.9,3.04,3.45,11.77,4.26,3.85,5.68,5.07,3.25,6.29,4.46,4.87,28.81,6.9,2.84,6.09,5.48,3.45,7.91,36.73,3.45,5.68,4.26,3.85,4.46,3.25,3.302469,0.432099,8.098765,1.995714,2.006173,91.27303
US_PA_42009,2020-02-07,ChIJpbAqD2W1y4kRCRX8IMHzyB0,Q494174,geoId/42009,US,United States of America,PA,Pennsylvania,42009,Bedford County,US,USA,2,,,,,,,48356,24079,24277,4892,5607,5124,4877,5926,7530,6766,4745,2889,417156,40.01,-78.49,2635,78.581818,,,,,,3.99,7.18,2.99,10.78,6.19,4.19,3.99,2.79,20.16,2.99,6.79,,5.79,8.98,5.39,5.39,,5.79,4.19,2.99,4.19,6.99,25.95,4.39,,,3.99,2.99,5.19,35.13,4.79,4.39,6.99,3.79,4.79,,2.092593,-2.314815,6.993827,7.257143,0.04321,86.796074
