location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21173,2020-02-03,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.94,9.05,8.21,9.34,5.38,7.07,20.37,11.32,7.07,13.01,6.79,6.22,5.09,7.36,24.61,6.22,7.36,8.49,44.42,7.92,8.49,12.265432,5.567901,19.666667,0.0,,2.159722,50.085667
US_KY_21173,2020-02-04,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.72,5.47,12.93,8.21,,5.22,15.41,6.46,4.23,9.45,5.72,4.23,4.97,6.46,30.83,7.46,7.71,5.72,40.78,6.22,5.22,14.203704,9.41358,18.981481,2.878667,,8.826389,70.273669
US_KY_21173,2020-02-05,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,3.5,5.75,7.75,6.75,5.25,4.75,17.26,8.25,,6.5,6.0,4.25,4.25,9.51,25.76,8.75,6.25,5.0,37.27,4.0,6.0,5.166667,1.654321,15.265432,18.753667,,4.770833,96.211509
US_KY_21173,2020-02-06,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.28,6.85,9.7,10.27,6.56,7.13,21.11,11.7,7.13,7.42,8.84,4.85,7.7,9.13,25.67,7.42,10.55,,37.08,5.99,4.56,4.5,1.351852,6.716049,13.419667,,4.319444,96.958332
US_KY_21173,2020-02-07,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.52,6.78,12.15,10.73,,6.78,24.01,8.19,,9.61,,6.78,5.93,9.61,24.58,3.96,8.47,3.96,33.05,6.5,5.93,-0.709877,-2.5,2.154321,5.249333,30.48,-2.409722,87.917987
US_KY_21173,2020-02-08,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,7.06,6.47,10.0,8.82,6.76,,20.29,9.41,4.12,8.53,5.0,5.88,,4.7,25.58,4.41,7.06,8.53,39.98,4.41,,-0.561728,-3.691358,3.574074,1.397,30.48,-3.0,83.658333
US_KY_21173,2020-02-09,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.35,4.93,11.6,8.12,4.93,8.12,15.37,5.22,6.67,6.38,,7.25,,6.38,19.14,,5.8,5.8,35.96,5.22,6.09,1.030864,-5.111111,9.82716,0.217714,30.48,-2.138889,78.955505
US_KY_21173,2020-02-10,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,4.07,5.26,9.33,7.18,3.59,4.78,16.75,7.42,6.22,8.13,7.18,4.07,4.07,4.78,25.84,6.22,6.22,,30.38,9.81,5.26,9.228395,7.518519,10.962963,5.334,,5.597222,78.150215
US_KY_21173,2020-02-11,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,5.75,6.99,12.49,16.48,4.25,4.25,18.98,7.24,3.5,11.24,5.25,6.24,4.0,6.49,22.23,7.74,6.24,5.5,35.47,5.5,4.0,5.67284,3.246914,10.67284,23.241,,4.603175,94.25252
US_KY_21173,2020-02-12,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,6.07,6.56,8.26,8.99,4.37,5.83,13.36,8.02,,10.2,3.4,5.34,,8.99,21.61,5.1,5.59,4.86,32.79,,4.13,2.450617,0.388889,6.320988,2.963333,,1.381944,92.435839
US_KY_21173,2020-02-13,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,8.19,9.18,6.7,3.72,5.46,12.41,6.45,5.71,6.95,7.44,3.72,3.97,10.42,21.34,,4.71,5.71,35.48,5.71,5.46,4.179012,0.820988,7.345679,26.500667,,3.305556,92.795105
US_KY_21173,2020-02-14,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,,,,,,,5.86,6.59,5.62,5.13,4.39,12.21,6.35,6.84,8.3,4.39,3.42,5.37,4.64,20.51,,7.08,5.37,31.5,6.35,5.37,-4.58642,-8.055556,2.185185,1.143,,-9.5,67.816903
US_KY_21173,2020-02-15,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,10,3,0,2,,4.23,4.83,7.55,5.74,4.53,4.83,17.82,5.44,6.04,,6.04,5.13,4.83,9.36,24.16,5.74,,5.44,33.23,7.85,7.85,-3.271605,-10.222222,7.907407,0.0,,-9.680556,61.009146
US_KY_21173,2020-02-16,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,4,8,0,-1,,4.93,4.64,7.54,7.25,5.22,6.38,17.99,9.28,5.51,4.64,8.12,,6.38,6.67,24.66,5.8,6.67,5.51,32.78,5.8,7.25,6.388889,3.216049,10.728395,0.0,,-2.236111,53.986522
US_KY_21173,2020-02-17,ChIJC9sP8oa9Q4gR6ODSQcU6sbg,Q269164,geoId/21173,US,United States of America,KY,Kentucky,21173,Montgomery County,US,USA,2,,,,,,,27913,13689,14224,3666,3550,3535,3382,3946,3755,3249,1894,936,1846566,38.03,-83.91,515,76.15,4,-5,2,-9,,,8.7,8.7,7.01,7.29,,19.35,8.97,6.73,6.45,,3.93,6.73,6.45,33.94,7.57,8.97,5.61,37.87,7.01,4.77,5.45679,-0.944444,14.049383,0.0,,0.597222,70.932222
