location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TN_47053,2020-01-11,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.02,8.95,5.24,11.13,6.55,9.17,6.33,5.24,14.19,4.37,9.82,5.24,5.24,7.2,4.37,4.8,5.46,6.55,,7.64,5.46,5.24,25.75,9.38,3.93,8.73,5.02,7.42,3.71,45.39,4.8,8.95,6.33,,4.15,5.02,13.45679,5.41358,18.95679,0.907143,12.419753,93.491604
US_TN_47053,2020-01-12,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.07,8.6,5.43,10.41,9.95,5.43,6.79,5.66,18.1,,9.28,3.17,4.75,12.22,5.2,6.11,6.11,8.82,6.11,6.79,3.85,6.79,28.96,6.56,5.88,6.79,,7.01,3.85,48.86,5.88,7.01,7.69,5.66,5.66,4.75,3.654321,1.685185,5.938272,11.647714,1.790123,87.730858
US_TN_47053,2020-01-13,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.76,5.73,5.73,11.88,8.8,7.37,6.76,4.5,18.63,5.53,8.19,,5.53,9.83,3.89,8.39,4.5,5.32,3.89,7.37,3.07,8.19,30.1,9.83,4.5,9.01,,5.94,3.28,47.71,6.35,8.8,7.17,4.91,10.03,4.5,5.006173,1.611111,9.969136,0.0,3.358025,89.184923
US_TN_47053,2020-01-14,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.1,9.14,,13.19,7.66,9.78,6.8,4.89,13.19,7.23,7.44,4.68,5.53,12.55,3.62,5.32,7.87,4.68,4.47,7.23,4.25,8.08,34.66,5.95,3.4,8.93,6.38,6.38,6.59,47.85,4.04,8.29,7.23,7.66,7.23,5.1,9.944444,7.259259,14.191358,0.362857,8.734568,92.277264
US_TN_47053,2020-01-15,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,7.96,8.8,,11.94,9.64,7.33,6.29,4.82,19.7,5.03,13.41,4.4,7.12,9.85,5.45,5.87,5.24,5.87,6.29,4.61,,10.69,28.71,9.43,3.14,7.33,7.54,5.45,7.75,50.71,5.24,7.54,5.87,5.24,5.24,5.66,14.462963,10.462963,18.907407,0.03175,14.04321,97.361773
US_TN_47053,2020-01-16,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.28,12.04,5.49,9.5,12.04,5.91,6.33,8.02,17.53,4.64,10.35,5.28,6.55,15.84,3.8,6.55,5.49,4.22,4.86,5.28,4.86,10.14,31.46,6.97,3.8,8.23,6.33,4.86,5.28,41.18,4.43,5.49,4.86,9.29,4.43,2.96,8.432099,2.95679,15.351852,0.395111,5.654321,82.721625
US_TN_47053,2020-01-17,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.0,6.52,5.47,12.42,9.05,5.05,5.05,,13.05,4.21,9.89,3.16,6.73,13.47,4.84,4.84,,4.84,5.89,3.79,3.79,9.68,31.15,4.63,4.84,6.52,5.68,4.0,5.68,40.41,5.89,8.42,6.1,4.42,3.58,,2.938272,0.493827,6.5,0.0,-3.185185,64.232194
US_TN_47053,2020-01-18,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.52,7.92,4.43,9.55,6.99,7.69,4.19,,15.84,4.19,9.32,7.22,6.52,9.55,,5.36,,5.36,8.62,7.45,3.49,9.32,29.82,5.82,5.59,7.22,4.66,7.69,4.43,42.16,4.19,8.39,5.82,3.49,,,12.123457,6.17284,16.802469,0.544286,6.302469,67.776334
US_TN_47053,2020-01-19,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.24,9.11,3.42,10.02,5.46,8.65,5.46,4.1,16.62,3.64,10.93,6.15,5.69,8.65,3.87,4.33,5.69,,5.46,5.46,3.64,8.88,30.96,6.15,4.78,6.6,3.19,4.33,5.24,48.73,5.46,6.38,6.38,4.33,5.92,4.78,2.061728,-1.67284,9.08642,2.060222,-7.814815,48.074466
US_TN_47053,2020-01-20,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,7.57,11.04,5.41,12.77,9.74,6.71,8.01,3.46,15.36,,8.65,4.76,6.06,14.28,5.41,3.9,4.11,5.84,4.11,6.92,4.98,10.6,31.16,5.84,4.98,9.09,4.11,4.76,6.71,46.52,4.98,8.01,5.19,5.41,8.22,6.28,-4.518519,-6.438272,-1.67284,0.0,-9.277778,69.427579
US_TN_47053,2020-01-21,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.83,7.71,5.0,8.96,8.96,9.79,4.58,3.54,19.16,4.79,11.25,5.0,3.12,12.08,5.21,6.88,5.42,5.21,6.46,9.58,5.42,8.96,32.71,6.88,3.33,3.75,5.21,10.0,5.0,45.0,5.42,6.04,5.0,7.08,6.25,5.62,-2.744444,-5.538889,1.472222,0.0,-8.294444,65.74102
US_TN_47053,2020-01-22,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.78,8.04,4.13,11.55,10.11,8.25,5.16,3.71,17.95,3.71,9.28,,7.43,11.96,6.19,7.63,6.6,5.78,6.39,8.25,5.57,10.11,37.55,8.87,4.13,8.04,6.39,9.28,5.57,42.91,7.22,9.7,4.95,5.36,7.84,5.98,-1.555556,-5.2,3.716667,0.0,-6.466667,69.58365
US_TN_47053,2020-01-23,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.75,8.83,7.19,12.94,10.06,5.96,5.13,4.52,24.24,,12.12,3.9,5.55,11.91,5.13,8.83,4.93,,3.9,6.57,2.88,12.53,41.49,6.57,7.6,10.06,3.29,7.6,8.83,45.8,5.96,9.24,7.19,6.37,4.52,4.31,3.294444,1.355556,5.6,0.181429,-0.666667,75.598072
US_TN_47053,2020-01-24,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,3.5,6.18,5.97,8.85,9.27,7.41,3.91,3.91,33.56,6.18,15.24,2.88,5.56,10.91,4.12,5.56,4.12,4.74,4.12,4.74,3.5,13.18,46.53,8.65,2.88,10.5,5.97,3.91,,41.8,5.97,10.71,5.76,8.03,6.18,4.74,5.055556,3.877778,6.355556,3.519714,3.894444,92.357602
US_TN_47053,2020-01-25,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.81,9.86,5.5,10.78,10.54,6.19,5.04,5.5,25.91,5.04,12.61,,6.42,9.86,3.44,4.58,6.42,5.27,5.73,4.58,4.13,7.79,41.72,9.86,3.21,9.4,7.11,3.44,5.5,42.64,3.9,9.63,5.04,4.13,7.11,4.36,3.666667,2.08642,6.277778,0.197556,0.061728,77.612773
US_TN_47053,2020-01-26,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,8.05,9.79,,11.1,10.88,4.57,4.79,4.35,22.41,3.48,5.22,5.0,5.44,11.53,,6.09,4.35,4.13,6.75,5.66,3.7,7.18,36.55,9.36,,9.14,5.0,5.44,6.96,39.82,4.35,9.14,6.53,4.57,3.26,3.7,5.574074,0.296296,12.259259,0.028222,3.265432,85.222323
US_TN_47053,2020-01-27,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.74,9.59,4.49,7.76,10.41,5.51,5.31,7.14,23.27,4.08,10.61,,5.31,10.61,4.49,3.67,5.31,4.9,,3.06,5.92,7.14,37.56,8.98,2.86,8.57,6.12,3.88,5.1,48.78,4.9,10.41,7.14,5.31,6.33,2.86,9.266667,4.183333,13.555556,0.0,5.794444,79.190546
US_TN_47053,2020-01-28,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.64,8.51,4.77,14.94,9.34,9.96,4.98,5.6,23.04,5.39,10.58,3.11,5.39,13.49,4.57,9.13,7.89,7.47,4.15,4.36,4.15,12.24,45.65,5.39,6.23,7.68,5.6,4.36,3.73,50.22,5.6,11.83,4.57,8.51,5.81,5.81,3.3,0.061111,9.011111,0.0,1.705556,89.469188
US_TN_47053,2020-01-29,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.59,7.5,3.96,14.8,11.88,8.34,6.88,6.05,27.52,6.05,10.21,3.75,8.13,11.88,6.88,9.38,7.3,7.71,4.79,4.59,5.84,10.42,45.45,7.92,4.59,7.71,7.71,5.84,6.25,48.57,6.88,21.26,4.79,6.25,7.5,,4.083333,2.851852,5.740741,0.290286,2.8,91.648039
US_TN_47053,2020-01-30,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.42,7.92,4.58,14.38,13.13,10.42,8.75,5.42,27.92,3.75,8.96,5.0,,10.21,5.21,6.04,5.83,5.42,4.17,3.33,3.96,10.84,41.26,8.96,5.0,6.88,4.38,5.63,5.42,45.22,4.38,8.34,7.29,7.08,7.29,3.75,4.355556,3.194444,6.311111,0.0635,3.094444,91.694277
US_TN_47053,2020-01-31,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,7.26,7.26,4.56,11.82,7.26,6.63,7.05,5.18,31.52,3.94,9.95,,5.18,10.99,4.15,4.35,3.94,6.43,3.94,5.18,3.52,10.99,45.2,7.26,,6.22,3.94,7.67,5.18,45.62,5.39,8.29,7.67,6.84,4.98,,5.722222,4.4,7.477778,0.290286,4.8,93.868863
US_TN_47053,2020-02-01,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.04,7.1,3.9,14.44,11.23,7.33,6.19,3.67,27.5,4.35,8.48,,3.44,12.83,7.33,5.04,6.87,5.04,5.96,3.67,,13.75,30.93,11.23,3.44,5.5,5.27,3.67,5.27,43.99,5.5,5.73,5.73,8.02,4.81,3.9,7.160494,5.111111,11.401235,0.479778,4.432099,82.928575
US_TN_47053,2020-02-02,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.91,8.47,3.79,10.03,6.91,5.35,4.68,3.34,21.18,,8.69,3.79,6.91,10.92,5.13,3.57,6.02,4.24,3.79,5.35,,7.8,34.11,8.03,,12.26,4.01,5.35,5.35,41.47,4.01,10.26,4.9,6.69,7.58,5.8,9.771605,3.253086,20.246914,0.0,1.481481,56.526303
US_TN_47053,2020-02-03,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.81,5.81,4.15,13.69,11.62,6.84,8.5,7.67,24.68,5.6,11.41,4.36,4.77,10.37,4.36,7.26,7.05,2.9,5.6,8.09,5.81,9.54,37.13,4.77,3.11,8.92,5.19,8.5,5.6,47.71,5.6,9.96,4.77,6.01,5.19,3.94,14.694444,10.744444,20.788889,0.0,5.811111,55.577494
US_TN_47053,2020-02-04,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,6.18,3.71,5.77,14.43,11.96,8.25,5.36,4.33,26.6,3.71,16.49,4.33,6.8,12.78,4.74,8.04,6.8,5.57,4.54,3.3,,10.72,37.11,8.25,,10.72,6.39,5.98,7.01,46.8,6.8,9.48,5.98,5.36,6.6,3.71,15.766667,11.066667,18.344444,0.326571,13.094444,84.305811
US_TN_47053,2020-02-05,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,5.25,10.09,2.83,8.68,9.89,6.46,7.27,3.84,23.02,5.45,12.31,5.65,4.64,12.11,4.84,6.06,5.05,4.44,4.44,6.06,3.23,10.9,36.14,9.69,3.63,8.48,5.05,5.45,7.07,41.18,3.84,5.86,4.04,6.66,5.86,4.44,6.777778,4.488889,10.466667,8.527143,6.183333,96.070158
US_TN_47053,2020-02-06,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.46,9.13,,9.94,9.54,6.7,6.9,4.06,20.29,2.84,10.14,4.06,4.67,10.35,4.26,5.48,2.84,5.68,5.88,6.7,2.84,11.36,37.33,5.68,3.25,7.1,5.07,4.87,6.49,45.24,4.46,6.49,7.1,4.67,4.87,,2.594444,1.033333,4.588889,2.612571,1.522222,92.753197
US_TN_47053,2020-02-07,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,7.23,9.79,4.04,10.0,8.3,6.17,5.96,4.04,20.21,5.32,7.87,4.04,5.32,9.79,3.83,5.53,6.38,3.19,,7.02,5.11,9.36,26.81,9.36,,8.51,6.17,7.02,5.11,44.25,3.62,5.96,7.23,6.81,5.32,3.4,1.383333,-0.661111,5.372222,0.4445,-2.661111,74.903477
US_TN_47053,2020-02-08,ChIJl5CPFi9OeYgRv9XPSRbVons,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2,,,,,,,49255,23731,25524,6453,6646,5597,6136,6029,6656,5716,3764,2258,1847622,36.0,-88.93,1563,74.415385,,,,,4.29,9.26,5.19,11.52,5.42,6.55,7.23,6.1,23.26,3.61,5.64,5.42,4.52,12.65,6.55,9.71,6.32,5.87,6.55,5.64,4.74,9.94,32.97,6.78,4.52,12.42,5.19,4.74,7.0,42.91,6.78,7.68,5.19,5.19,6.55,4.74,3.487654,-1.376543,8.58642,0.0,-1.864198,68.096307
