location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26089,2020-01-11,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,9.32,11.26,6.99,,,11.65,9.32,6.99,,,,14.76,,,7.77,30.3,5.83,,-2.197531,-5.901235,2.469136,1.524,78.74,-4.703704,79.846382
US_MI_26089,2020-01-12,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.29,9.86,7.89,7.5,5.92,11.44,,,,,,17.75,,,7.1,35.9,7.1,6.71,-8.851852,-12.481481,-4.425926,0.381,99.06,-13.083333,70.067304
US_MI_26089,2020-01-13,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,9.91,6.24,,5.5,13.95,7.71,7.71,,,6.61,13.95,,6.24,,31.93,,,-5.098765,-8.790123,-1.592593,0.508,129.54,-7.0,84.776033
US_MI_26089,2020-01-14,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,11.35,13.23,,,13.61,,8.32,6.81,,5.67,20.42,5.67,,,25.71,,,0.030864,-3.067901,1.746914,0.0635,78.74,-1.925926,86.684312
US_MI_26089,2020-01-15,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,6.34,6.34,6.34,,5.97,7.46,,8.21,,,7.84,21.64,,5.6,5.6,32.84,11.2,,0.487654,-0.969136,1.820988,0.0,78.74,-3.027778,75.695677
US_MI_26089,2020-01-16,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.0,6.1,6.86,,,14.48,6.86,7.62,,,6.86,18.67,,,,34.29,5.72,,-3.222222,-6.858025,-0.339506,0.0635,129.54,-5.768519,80.102965
US_MI_26089,2020-01-17,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,5.8,,6.96,,,10.82,5.8,7.34,,6.96,8.5,20.1,,,6.18,28.6,9.28,,-6.771605,-8.469136,-3.611111,0.0,99.06,-11.259259,67.96333
US_MI_26089,2020-01-18,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,8.91,8.1,7.29,,9.72,6.48,,,,,19.84,6.88,6.48,,25.1,,,-3.537037,-5.648148,-0.864198,0.3175,200.66,-6.194444,82.861648
US_MI_26089,2020-01-19,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,,,,8.33,13.49,,6.35,,,,20.64,,,,31.75,,,-4.716049,-8.166667,-1.419753,1.778,248.92,-8.194444,75.953405
US_MI_26089,2020-01-20,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.22,11.59,,,7.47,10.84,5.61,6.73,5.98,,7.1,19.43,6.73,,7.85,34.01,5.61,,-5.709877,-8.580247,-2.962963,0.254,248.92,-10.518519,69.850062
US_MI_26089,2020-01-21,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,7.85,6.67,6.28,,16.08,8.24,5.88,,,,26.28,7.85,8.24,,37.66,,,-4.32716,-7.925926,-1.314815,0.0,231.14,-8.407407,71.424796
US_MI_26089,2020-01-22,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.35,6.96,8.51,6.19,,15.86,6.19,6.19,8.51,,6.19,13.92,,,6.19,33.65,,5.8,-0.462963,-2.54321,2.518519,0.0,180.34,-3.861111,74.77958
US_MI_26089,2020-01-23,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,9.97,6.52,7.29,,17.65,6.91,5.75,,,9.21,17.26,9.59,6.52,5.75,32.99,,,0.516667,-0.755556,2.255556,0.0,180.34,-2.787037,78.128441
US_MI_26089,2020-01-24,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,9.83,8.26,8.65,7.08,6.68,14.15,7.08,10.22,,,,26.34,7.08,,6.29,31.85,10.62,,0.861111,-0.283333,2.688889,0.254,180.34,-0.666667,88.74849
US_MI_26089,2020-01-25,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,8.35,,7.09,,23.79,8.35,7.93,6.68,,8.76,23.79,,6.26,,32.97,6.26,,1.244444,0.211111,2.694444,1.1176,129.54,0.490741,92.791688
US_MI_26089,2020-01-26,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,10.7,11.46,6.11,6.11,16.81,,7.64,,6.49,,15.66,7.26,5.73,,34.38,6.88,5.73,0.727778,-0.094444,1.966667,0.2032,129.54,-0.490741,90.260614
US_MI_26089,2020-01-27,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,9.93,6.5,6.88,,23.31,6.88,5.73,6.5,,,30.18,,6.88,,28.66,,6.5,-0.016667,-0.788889,1.055556,0.0,99.06,-2.064815,84.991735
US_MI_26089,2020-01-28,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,8.3,8.3,,,14.63,5.93,7.12,,8.3,,27.28,,,6.72,39.93,7.51,6.72,-1.794444,-2.833333,0.05,0.042333,99.06,-4.351852,80.545146
US_MI_26089,2020-01-29,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,9.89,10.3,,9.07,21.43,,11.54,,,,32.97,7.83,,7.42,35.44,,,-3.322222,-4.861111,-1.783333,0.0,99.06,-5.888889,79.086664
US_MI_26089,2020-01-30,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,6.19,,,,25.17,8.67,6.6,6.19,,,26.82,6.19,,6.19,30.95,,6.19,-1.972222,-3.244444,-0.516667,0.0,99.06,-4.740741,78.801627
US_MI_26089,2020-01-31,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,9.02,9.45,,,,24.91,,10.31,,8.59,,24.05,,,6.44,25.77,10.31,,-1.216667,-2.477778,0.288889,0.0,99.06,-2.731481,85.515426
US_MI_26089,2020-02-01,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.34,10.85,,,,17.52,9.6,,,,6.67,21.69,,,,24.2,,,0.861111,-0.722222,2.094444,0.0508,99.06,-0.962963,86.522141
US_MI_26089,2020-02-02,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.34,,,,,17.93,7.74,,,9.78,6.11,21.19,,9.78,,30.16,,,1.627778,0.277778,3.122222,0.1524,78.74,-0.638889,84.79627
US_MI_26089,2020-02-03,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.94,9.53,,,,17.46,6.35,7.14,,,8.34,36.12,,,,29.37,8.73,8.73,1.694444,-1.483333,3.611111,0.0,78.74,-1.842593,77.006666
US_MI_26089,2020-02-04,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,10.03,10.03,,,11.29,6.69,7.52,,,6.27,25.08,7.52,,,35.11,,7.11,-2.116667,-5.822222,1.616667,0.0,78.74,-6.583333,68.553717
US_MI_26089,2020-02-05,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,12.36,9.38,,,11.08,6.82,6.82,,,,25.14,,6.39,6.39,29.4,,,-6.394444,-10.111111,-3.161111,0.0,50.8,-11.351852,64.658911
US_MI_26089,2020-02-06,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,8.74,11.66,,,18.32,,8.33,6.25,,7.91,23.32,8.74,,,30.4,,,-4.872222,-8.481481,-0.461111,0.0,50.8,-8.796296,70.907073
US_MI_26089,2020-02-07,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,6.29,,,,,20.14,7.13,,,,,29.79,,,,31.89,,,-4.533333,-7.694444,-1.666667,0.0,50.8,-7.333333,80.347637
US_MI_26089,2020-02-08,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.37,9.69,,7.05,,16.3,,,,7.05,,21.15,8.37,,,44.5,,6.61,-8.983333,-13.0,-4.688889,0.0,78.74,-13.259259,69.945742
US_MI_26089,2020-02-09,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,8.47,6.45,6.45,,19.76,,,6.45,,,15.33,,,,31.86,,7.26,-3.966667,-7.011111,-1.827778,0.0,129.54,-7.064815,74.08336
US_MI_26089,2020-02-10,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,9.36,7.74,6.51,,20.36,,6.11,6.11,7.74,8.14,24.43,6.92,8.14,8.14,48.45,9.77,,-3.45,-7.716667,-0.488889,1.3208,129.54,-5.148148,82.009391
US_MI_26089,2020-02-11,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.55,6.99,,7.38,,17.1,,11.27,17.48,,9.71,19.04,5.83,6.22,9.32,34.19,,,-2.972222,-6.138889,-0.422222,0.0,129.54,-6.064815,77.588897
US_MI_26089,2020-02-12,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,8.68,9.08,8.29,,,15.78,6.31,,,,9.87,20.52,,,,33.54,,,-1.116667,-4.177778,2.783333,0.0,129.54,-5.611111,68.162732
US_MI_26089,2020-02-13,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,6.37,7.16,7.96,,14.32,,8.75,,6.37,7.96,16.31,,5.97,7.56,39.78,8.35,,-9.694444,-14.166667,0.222222,0.1016,200.66,-12.703704,74.057751
US_MI_26089,2020-02-14,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,11.45,,,6.13,9.0,,,6.54,,,14.31,,,,23.72,,,-11.994444,-16.283333,-7.55,0.0508,180.34,-15.990741,65.116418
US_MI_26089,2020-02-15,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,49,,-2,7.02,8.26,,,,15.7,7.02,,,,,20.24,,,,28.5,,,-6.155556,-9.919753,-1.505556,0.0,180.34,-9.703704,72.814959
US_MI_26089,2020-02-16,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,7.2,11.61,8.4,,,15.21,,6.8,,,,13.61,,,,37.22,,,-3.244444,-7.161111,-0.655556,0.0,129.54,-7.685185,67.192896
US_MI_26089,2020-02-17,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,15,,-12,8.77,8.01,,8.01,6.1,16.78,8.01,9.15,,,,19.07,,,6.1,35.08,,,-7.194444,-14.605556,-0.061111,0.0,129.54,-13.694444,62.360191
US_MI_26089,2020-02-18,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,-14,,-14,,11.95,,5.6,,14.19,12.69,8.96,,7.84,,23.89,8.59,,,30.99,,,-1.561111,-3.344444,0.266667,0.7112,200.66,-3.944444,82.737251
US_MI_26089,2020-02-19,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,3,,-2,6.7,10.05,,6.7,,12.29,9.31,13.4,7.07,6.33,6.33,21.22,7.07,,,24.57,8.56,,-7.827778,-9.216049,-2.427778,0.042333,200.66,-12.37037,62.612283
US_MI_26089,2020-02-20,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,12,,4,,9.44,,8.26,6.29,14.55,,,6.29,,,18.49,6.69,,,28.71,,7.47,-9.483333,-11.154321,-6.511111,0.0,200.66,-13.944444,63.343089
US_MI_26089,2020-02-21,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,11,4,1,5.84,10.13,7.01,,5.84,12.46,,,,7.79,7.79,21.03,,,,29.99,5.84,,-5.238889,-9.858025,1.672222,0.0,149.86,-10.046296,65.668296
US_MI_26089,2020-02-22,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,41,,0,7.8,9.53,,,,18.2,6.93,6.93,,,,22.97,,,6.93,31.63,,,0.694444,-2.344444,4.144444,0.0,99.06,-4.074074,68.000476
US_MI_26089,2020-02-23,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,,,,,15.4,8.13,6.42,,15.4,13.69,6.42,,,,25.24,6.42,6.42,,25.67,9.84,,3.1,0.094444,6.572222,0.0,78.74,-1.740741,68.635968
US_MI_26089,2020-02-24,ChIJwQVFc8IyS00R-SPbq47jjxY,Q502722,geoId/26089,US,United States of America,MI,Michigan,26089,Leelanau County,US,USA,2,,,,,,,21645,10663,10982,1836,2099,1914,1913,1996,3179,4349,2764,1595,1586056,45.13,-86.03,6559,82.68,10,,8,8.53,10.07,,6.2,,15.11,7.75,,6.2,,9.3,24.41,,,,32.16,6.2,,2.127778,-2.261111,6.311111,0.0,50.8,-2.268519,72.693239
