location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13069,2020-01-11,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.89,5.89,4.12,7.65,6.18,9.13,7.07,7.07,15.6,6.77,,9.13,4.71,5.59,,6.18,4.12,5.3,8.54,25.91,6.77,11.78,,,7.65,37.39,6.48,9.71,7.36,5.89,5.0,20.594444,15.522222,25.994444,0.0,17.377778,81.886765
US_GA_13069,2020-01-12,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.5,10.72,,10.43,7.82,7.53,7.53,7.24,15.06,8.11,,9.56,,4.34,6.37,,6.37,,8.98,26.93,6.66,9.27,,,7.53,42.86,6.08,11.58,5.79,5.79,10.43,21.172222,17.494444,25.622222,39.497,18.65,85.751826
US_GA_13069,2020-01-13,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.42,10.85,,11.08,6.37,5.89,9.43,4.24,12.5,9.2,3.54,9.43,3.3,3.54,4.48,,4.24,5.89,11.79,31.36,5.19,10.85,4.24,7.31,6.84,43.39,4.48,6.37,7.54,6.6,5.89,20.205556,16.816667,25.611111,0.2286,18.561111,90.479049
US_GA_13069,2020-01-14,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,,8.66,,13.11,6.08,6.55,7.02,4.21,9.13,7.72,6.08,12.64,4.68,5.15,4.45,6.79,3.98,7.96,14.51,31.36,7.72,8.66,5.62,8.19,11.7,45.87,6.08,7.25,5.62,4.21,5.62,20.261111,15.827778,26.377778,0.0,17.333333,83.51302
US_GA_13069,2020-01-15,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,7.58,9.53,,10.51,9.04,4.4,7.58,4.16,13.45,8.56,7.58,9.04,,6.84,5.87,7.82,6.11,5.13,10.27,28.85,3.42,8.31,6.84,6.36,3.42,48.89,3.91,8.31,6.11,6.84,,19.822222,16.422222,25.677778,0.0,17.327778,85.685106
US_GA_13069,2020-01-16,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,4.68,11.34,,14.05,9.61,6.41,9.37,4.93,13.31,9.86,4.44,10.35,5.42,6.16,4.68,5.92,5.42,4.19,13.31,30.81,7.39,9.86,5.17,4.44,6.65,47.07,4.93,9.37,9.12,5.17,5.67,20.055556,16.744444,25.127778,0.0,16.788889,81.681106
US_GA_13069,2020-01-17,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.93,3.81,,7.84,8.27,8.48,6.15,3.6,8.27,3.39,4.66,11.23,,4.66,,6.15,4.03,,7.84,27.13,6.78,5.51,4.66,3.18,3.81,35.81,5.72,5.09,6.99,4.66,8.05,13.916667,9.111111,20.188889,0.0,0.744444,40.998289
US_GA_13069,2020-01-18,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,8.14,9.08,,8.45,8.45,4.7,7.83,,13.46,8.45,5.32,8.77,,6.26,5.32,9.39,5.64,6.58,10.96,25.05,8.77,6.58,,8.77,6.58,41.64,4.7,8.14,5.95,,,11.866667,6.383333,21.955556,0.0,5.716667,66.179063
US_GA_13069,2020-01-19,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,,7.64,,9.4,4.11,,,6.17,10.87,6.46,,8.81,8.23,5.0,,5.88,6.17,,7.93,23.21,4.7,,4.11,,,36.43,,9.4,5.29,5.29,4.11,16.022222,7.544444,20.311111,0.254,10.927778,71.852517
US_GA_13069,2020-01-20,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,7.11,10.38,,13.39,8.47,8.47,5.46,5.46,15.85,7.65,4.65,20.22,,,4.65,6.01,5.46,5.19,14.76,36.62,8.47,12.84,4.65,5.19,9.02,48.37,8.47,10.11,7.11,14.21,8.2,5.577778,0.655556,9.466667,0.0,-4.744444,47.716514
US_GA_13069,2020-01-21,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,7.47,6.74,,12.28,8.19,6.26,3.37,4.58,14.69,8.67,6.02,13.49,,4.09,7.47,5.78,4.82,6.5,15.42,29.39,8.67,9.39,8.91,8.91,5.06,46.01,6.5,9.15,5.78,7.95,5.3,2.188889,-1.888889,7.866667,0.0,-5.733333,56.313299
US_GA_13069,2020-01-22,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,4.84,8.72,3.39,14.29,7.02,,5.09,7.26,19.37,12.11,5.81,10.65,5.09,4.6,6.3,6.05,,3.39,13.32,31.24,5.57,8.72,4.84,4.6,,37.78,4.84,9.2,7.26,6.78,6.54,3.87037,-1.376543,13.080247,0.0,-8.012346,42.034724
US_GA_13069,2020-01-23,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.07,12.56,,13.29,6.04,,4.35,7.25,15.94,8.94,6.28,11.59,6.28,3.87,4.83,4.11,,5.8,12.8,39.37,9.42,10.14,4.11,6.76,8.94,40.82,6.28,7.49,6.28,7.97,7.25,8.166667,2.419753,14.037037,0.0,0.530864,58.740641
US_GA_13069,2020-01-24,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,4.63,11.22,,12.44,6.34,5.85,6.83,,16.34,10.73,5.12,8.29,7.8,6.1,4.39,9.02,,4.63,9.02,35.12,3.9,9.02,,5.61,5.85,43.41,3.9,5.37,6.34,4.88,5.61,13.67284,8.549383,20.975309,1.27,11.728395,88.127905
US_GA_13069,2020-01-25,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,6.21,8.57,5.03,11.82,5.62,,5.62,5.91,18.33,6.5,,9.16,4.73,,6.21,,8.57,5.91,7.69,35.47,,9.76,,9.46,6.5,42.86,,7.69,6.8,5.62,,10.783951,5.04321,17.32716,0.0635,5.185185,68.52794
US_GA_13069,2020-01-26,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.28,7.5,,10.83,7.78,4.17,5.56,5.83,21.11,8.06,5.0,10.56,,4.72,5.28,,4.45,6.95,8.89,31.67,7.78,4.45,3.89,5.56,5.83,41.67,,6.11,4.17,5.83,7.5,8.703704,2.197531,16.092593,0.0,1.104938,59.244437
US_GA_13069,2020-01-27,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,6.65,8.94,,13.52,10.31,4.13,5.96,,20.4,11.23,5.27,9.63,4.36,6.19,6.19,4.13,4.81,3.9,12.15,37.82,6.19,7.33,5.96,5.5,4.36,45.38,5.5,6.88,5.27,5.5,8.94,11.04321,5.444444,15.462963,0.254,6.722222,74.891004
US_GA_13069,2020-01-28,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,6.75,7.49,3.75,15.24,6.25,6.5,7.49,7.0,26.73,9.74,,15.74,6.0,,6.0,5.0,,3.75,11.99,41.22,8.24,8.49,3.5,,6.75,45.47,3.75,11.74,8.49,7.25,7.74,10.462963,3.561728,17.320988,0.028222,4.203704,65.358206
US_GA_13069,2020-01-29,ChIJadDi3k8u8IgRjLuFYXH82FE,Q156503,geoId/13069,US,United States of America,GA,Georgia,13069,Coffee County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42880,21950,20930,5875,5793,6310,5744,5578,5501,4365,2557,1157,1073783,31.55,-82.85,1561,73.1625,,,,,5.81,6.29,4.6,11.86,8.23,,7.5,,24.44,11.62,3.39,11.86,4.6,,5.57,5.32,,,13.07,50.33,8.23,6.53,,3.87,7.74,43.08,5.32,20.57,7.74,5.57,6.78,7.383333,3.016667,14.2,0.0,4.338889,81.253044
