location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55067,2020-01-27,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,9.15,23.13,,28.43,,39.51,,-1.772222,-3.072222,-0.461111,1.382889,495.3,-3.838889,85.905352
US_WI_55067,2020-01-28,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,8.64,8.64,29.77,,41.3,,36.01,,-4.366667,-7.272222,-1.644444,0.0,495.3,-7.472222,79.061621
US_WI_55067,2020-01-29,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,,27.94,8.19,37.09,,38.05,8.19,-5.877778,-7.288889,-3.961111,0.169333,495.3,-8.772222,80.10194
US_WI_55067,2020-01-30,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,,27.92,7.98,34.41,,34.9,,-5.783333,-6.738889,-4.6,0.0,480.06,-8.388889,81.893894
US_WI_55067,2020-01-31,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,7.75,9.69,26.16,,27.61,,38.75,,-4.233333,-7.066667,-0.127778,0.0,480.06,-6.305556,85.547065
US_WI_55067,2020-02-01,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,10.59,11.83,29.89,,27.4,9.96,55.42,,-0.561111,-2.738889,2.05,4.1275,469.9,-3.116667,82.912236
US_WI_55067,2020-02-02,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,8.68,30.67,11.0,32.99,,35.88,13.31,1.588889,-3.155556,6.688889,2.6035,444.5,-2.177778,76.15412
US_WI_55067,2020-02-03,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,7.71,19.76,10.12,22.65,,43.85,,0.133333,-4.544444,4.205556,0.0,434.34,-4.805556,69.482072
US_WI_55067,2020-02-04,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,7.24,18.34,8.2,29.43,,41.01,,-5.783333,-10.377778,-0.177778,0.0,419.1,-12.783333,58.114418
US_WI_55067,2020-02-05,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,8.43,,30.24,9.92,40.66,7.44,39.17,10.91,-13.122222,-21.888889,-3.933333,0.0,419.1,-18.688889,63.158597
US_WI_55067,2020-02-06,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,7.77,28.18,,31.58,7.77,37.89,,-10.105556,-18.755556,-0.322222,0.0,408.94,-16.0,62.187346
US_WI_55067,2020-02-07,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,9.83,12.29,7.37,25.06,,29.97,,-6.9,-13.383333,-1.305556,0.0,408.94,-12.066667,66.807456
US_WI_55067,2020-02-08,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,10.67,23.72,,31.42,,32.02,,-9.327778,-13.977778,-3.888889,0.2032,408.94,-13.022222,74.583675
US_WI_55067,2020-02-09,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,9.29,20.31,9.87,30.76,,30.18,,-11.055556,-17.266667,-5.911111,0.8255,394.97,-12.966667,85.838465
US_WI_55067,2020-02-10,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,11.51,17.49,9.21,28.53,,34.06,,-12.655556,-23.75,-3.183333,3.302,495.3,-15.388889,80.059574
US_WI_55067,2020-02-11,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,12.63,17.0,13.12,24.29,,33.03,11.17,-5.866667,-10.566667,-3.716667,0.0,469.9,-9.366667,76.400866
US_WI_55067,2020-02-12,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,8.2,15.44,10.13,29.42,,44.38,,-5.683333,-10.788889,0.883333,3.9624,480.06,-9.316667,75.609882
US_WI_55067,2020-02-13,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,,16.03,16.51,29.14,7.77,28.66,,-14.233333,-19.594444,-3.488889,2.54,469.9,-19.583333,63.967645
US_WI_55067,2020-02-14,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,,,,,,8.5,13.99,,23.99,,34.49,,-20.861111,-29.95,-11.788889,0.4064,454.66,-27.811111,53.798414
US_WI_55067,2020-02-15,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,-1,14,2,,,9.03,12.04,,31.31,,40.95,,-10.144444,-15.683333,-2.127778,0.0,454.66,-15.761111,63.572673
US_WI_55067,2020-02-16,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,14,3,6,,,10.37,12.68,,24.2,,37.45,,-7.194444,-13.761111,-3.016667,0.2286,454.66,-14.183333,57.524665
US_WI_55067,2020-02-17,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,7,-10,-12,,8.2,,19.47,11.27,24.59,,43.04,,-6.888889,-13.472222,0.105556,0.09525,454.66,-13.35,60.243207
US_WI_55067,2020-02-18,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,-7,-22,-9,,8.02,,20.31,9.62,32.07,,31.53,11.76,-3.788889,-9.4,-1.016667,6.059714,469.9,-6.777778,79.769537
US_WI_55067,2020-02-19,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,-3,-2,-1,,,10.42,14.21,9.95,22.27,8.05,30.79,,-14.388889,-20.711111,-7.422222,1.016,480.06,-21.011111,57.401409
US_WI_55067,2020-02-20,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,3,-13,2,,7.17,10.51,14.81,14.81,22.46,,40.62,,-17.688889,-27.016667,-9.333333,0.0508,480.06,-24.433333,55.782873
US_WI_55067,2020-02-21,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,3,-2,-2,,10.27,,15.93,,22.6,,42.64,,-9.933333,-18.566667,2.927778,0.0,480.06,-17.711111,53.26261
US_WI_55067,2020-02-22,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,2,-1,2,,,,15.68,,28.35,,35.59,,-2.377778,-11.333333,6.105556,0.0,480.06,-7.15,69.947428
US_WI_55067,2020-02-23,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,8,6,14,,,11.78,20.02,8.83,27.08,,39.45,,1.238889,-5.466667,8.5,0.0254,444.5,-4.027778,68.084628
US_WI_55067,2020-02-24,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,5,5,1,,,,22.57,8.64,32.65,,31.21,8.64,-0.083333,-8.683333,6.277778,0.0,405.13,-6.083333,64.09931
US_WI_55067,2020-02-25,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,0,-17,3,,,7.93,20.99,12.13,33.12,,41.98,8.86,-1.838889,-6.011111,2.633333,0.2032,384.81,-6.838889,68.769615
US_WI_55067,2020-02-26,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,-2,-3,4,,,8.45,25.34,13.14,36.13,7.98,33.78,,-5.127778,-7.211111,-1.488889,0.0,384.81,-10.583333,65.661902
US_WI_55067,2020-02-27,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,5,8,2,,,,24.07,,38.71,,41.54,7.08,-8.994444,-11.3,-5.511111,0.0,384.81,-14.883333,62.62806
US_WI_55067,2020-02-28,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,10,3,2,,,11.4,18.05,10.92,31.82,,33.72,,-11.661111,-18.261111,-4.3,0.0,384.81,-18.094444,59.039728
US_WI_55067,2020-02-29,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,8,17,3,,,12.7,29.63,,41.11,,38.7,,-9.338889,-19.255556,0.577778,0.0,384.81,-18.183333,48.905991
US_WI_55067,2020-03-01,ChIJ_bQO3li-VE0R8XF-n_yK0Hc,Q495326,geoId/55067,US,United States of America,WI,Wisconsin,55067,Langlade County,US,USA,2,,,,,,,19175,9642,9533,1997,2180,1777,1970,2024,3145,2997,1880,1205,1799706,45.216667,-89.0,2300,13,6,10,,,9.71,17.13,,22.84,,40.53,,-0.561111,-5.388889,7.855556,0.0,370.84,-6.511111,64.21357
