location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17075,2020-01-11,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.92,8.85,7.31,5.77,13.46,,6.92,20.77,,5.77,45.77,,8.08,6.122222,0.633333,12.205556,43.659778,5.41358,96.201482
US_IL_17075,2020-01-12,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.5,9.76,11.26,6.38,17.64,7.13,8.26,21.39,6.0,11.26,39.03,,,-1.633333,-3.433333,0.761111,8.777111,-2.969136,90.512591
US_IL_17075,2020-01-13,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,5.99,7.99,8.66,,18.64,10.99,5.66,23.97,,4.66,31.96,6.33,6.33,0.794444,-0.883333,2.15,0.141111,-0.660494,90.126462
US_IL_17075,2020-01-14,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.2,6.89,,6.89,11.02,8.61,5.17,25.15,,8.61,39.27,8.27,,2.316667,-0.288889,6.433333,0.0,1.117284,91.776015
US_IL_17075,2020-01-15,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,7.57,7.22,6.19,10.66,10.66,11.35,23.73,7.22,8.25,38.52,8.6,5.5,2.166667,-0.833333,5.255556,0.1524,1.709877,98.03456
US_IL_17075,2020-01-16,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,8.27,10.34,5.17,,13.79,11.72,8.96,31.02,6.21,7.24,38.61,6.89,5.86,-2.827778,-8.072222,3.788889,0.056444,-5.901235,79.701232
US_IL_17075,2020-01-17,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.5,7.5,6.82,,12.28,8.53,7.16,19.78,7.84,,37.85,5.12,7.16,-5.283333,-8.05,-1.277778,0.169333,-9.092593,74.741472
US_IL_17075,2020-01-18,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,8.47,7.32,,11.17,5.78,,15.79,6.55,,37.75,5.78,6.16,0.261111,-7.288889,4.416667,14.195778,-1.160494,90.524646
US_IL_17075,2020-01-19,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.83,7.08,9.69,,15.28,7.08,7.45,21.25,5.59,8.2,39.13,7.45,,-12.366667,-15.783333,-6.883333,3.612444,-16.345679,72.648447
US_IL_17075,2020-01-20,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.09,9.13,5.71,,25.11,8.75,7.23,26.25,,7.61,36.52,9.13,6.09,-8.566667,-12.061111,-3.566667,0.0,-11.141975,81.095701
US_IL_17075,2020-01-21,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.35,8.12,6.7,6.0,23.64,7.41,10.23,27.87,7.76,6.35,43.04,7.41,,-6.077778,-11.511111,-0.255556,0.145143,-8.623457,82.069725
US_IL_17075,2020-01-22,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.6,7.95,6.91,4.84,22.12,12.1,6.57,29.72,6.57,6.91,31.8,5.53,5.18,-2.766667,-5.622222,1.333333,0.0,-6.092593,77.573487
US_IL_17075,2020-01-23,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,4.81,15.82,6.53,10.66,17.88,9.97,8.6,32.67,9.29,,42.3,7.57,6.19,0.522222,-1.272222,2.311111,0.2032,-2.802469,78.825952
US_IL_17075,2020-01-24,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.64,6.31,9.3,5.65,30.89,10.96,4.65,42.19,6.31,4.65,38.54,,5.65,2.2,0.794444,3.433333,2.4765,1.697531,96.189103
US_IL_17075,2020-01-25,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.32,9.63,,7.32,35.82,10.79,7.32,46.61,,5.78,44.68,,6.16,0.494444,-0.155556,2.022222,0.9525,0.166667,97.452398
US_IL_17075,2020-01-26,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,6.83,8.98,8.26,25.5,5.03,5.03,32.33,,8.26,41.67,6.47,7.18,0.038889,-1.738889,2.238889,0.798286,-1.41358,90.035861
US_IL_17075,2020-01-27,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,5.01,7.35,8.02,9.03,28.75,10.7,7.35,38.11,,7.02,43.79,7.02,,-0.983333,-2.388889,0.8,0.0,-2.364198,90.113684
US_IL_17075,2020-01-28,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,4.81,12.36,9.27,8.24,31.94,10.65,9.62,44.65,5.5,5.15,43.62,6.53,5.84,-0.688889,-1.537037,-0.074074,0.0,-1.728395,92.262894
US_IL_17075,2020-01-29,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.51,7.2,6.17,5.14,34.97,8.57,7.88,40.45,,6.51,40.8,12.34,7.88,-0.583333,-1.422222,0.527778,0.028222,-2.790123,84.947983
US_IL_17075,2020-01-30,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,9.94,10.29,7.88,41.14,13.03,9.94,33.6,6.51,6.86,44.57,6.86,,-0.022222,-1.066667,1.661111,0.0,-2.203704,85.405342
US_IL_17075,2020-01-31,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,4.84,8.64,7.95,6.57,34.56,6.91,,39.75,5.18,7.26,36.64,5.88,,0.594444,-1.183333,2.738889,0.254,-0.845679,90.111215
US_IL_17075,2020-02-01,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,8.43,14.56,,,22.22,8.43,10.73,36.78,8.05,8.43,37.16,9.58,7.28,1.344444,0.25,2.755556,1.17475,0.450617,93.922794
US_IL_17075,2020-02-02,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.83,13.28,6.83,,26.57,10.63,7.21,35.68,,,40.61,6.83,6.07,5.283333,0.65,14.494444,0.1016,1.216049,75.028583
US_IL_17075,2020-02-03,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,14.93,10.18,,25.79,10.86,,34.61,4.75,7.8,33.93,8.48,7.46,5.505556,-0.683333,14.444444,0.0,2.469136,81.451614
US_IL_17075,2020-02-04,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,8.89,9.57,7.18,,19.83,8.55,8.55,29.41,5.47,,39.67,7.18,5.81,4.4,0.255556,10.583333,0.0,1.160494,80.300605
US_IL_17075,2020-02-05,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.21,5.84,13.05,7.55,25.06,11.67,11.67,37.08,,6.87,37.08,7.55,6.18,-0.472222,-2.65,0.694444,0.3175,-4.845679,72.441855
US_IL_17075,2020-02-06,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.71,9.06,7.05,6.04,24.84,7.05,9.06,34.57,5.71,,30.54,5.71,6.38,-2.722222,-3.65,-1.038889,1.778,-4.271605,88.840496
US_IL_17075,2020-02-07,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,5.48,7.53,6.84,5.48,21.22,11.29,11.64,35.94,6.16,6.16,38.33,7.87,,-2.861111,-6.661111,0.772222,0.616857,-6.524691,76.318661
US_IL_17075,2020-02-08,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,7.61,9.21,10.02,,20.03,11.22,7.21,34.45,6.41,7.61,40.06,6.01,6.01,-1.3,-3.555556,0.394444,0.544286,-3.080247,87.760974
US_IL_17075,2020-02-09,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.16,11.56,,5.78,23.5,7.32,7.7,35.44,6.16,8.86,36.98,7.7,,-1.594444,-6.122222,1.772222,2.088444,-3.351852,87.655752
US_IL_17075,2020-02-10,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,6.09,13.19,7.44,,27.06,11.5,6.76,39.91,7.44,5.75,36.86,,,0.216667,-2.105556,2.238889,4.826,-0.962963,91.860161
US_IL_17075,2020-02-11,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,10.92,5.63,6.34,20.07,8.45,7.04,32.4,7.75,9.86,37.33,9.51,,-0.122222,-2.266667,3.205556,0.127,-2.580247,84.022792
US_IL_17075,2020-02-12,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,5.4,12.5,9.12,,16.89,8.78,8.11,27.02,7.09,5.74,38.5,,,-1.259259,-3.987654,1.932099,1.058333,-2.923611,88.838704
US_IL_17075,2020-02-13,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,5.26,8.55,7.89,,14.8,12.83,7.89,28.95,4.93,,28.62,7.57,7.57,-3.45679,-11.561728,0.308642,4.572,-4.638889,91.256448
US_IL_17075,2020-02-14,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,,,,,,,7.78,,,18.14,8.89,,21.85,,5.55,30.73,,5.55,-16.191358,-20.932099,-11.277778,0.036286,-19.861111,72.936312
US_IL_17075,2020-02-15,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,5,0,-3,1,,9.01,13.52,7.78,,25.8,9.42,7.78,28.67,7.37,9.83,28.67,10.65,8.19,-8.209877,-18.04321,1.734568,0.0,-11.979167,74.518465
US_IL_17075,2020-02-16,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,13,0,4,3,,9.36,10.14,5.85,,20.28,8.19,,22.23,7.02,,40.56,5.85,,-1.537037,-8.37037,3.567901,0.790222,-3.993056,83.872289
US_IL_17075,2020-02-17,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,-5,0,4,-21,,7.28,7.64,9.1,,16.75,10.92,8.37,31.67,10.56,,36.04,,,0.308642,-3.259259,3.376543,2.38125,-1.472222,88.151206
US_IL_17075,2020-02-18,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,-2,0,5,3,0,6.66,9.99,6.66,5.66,22.65,9.99,9.33,27.65,8.0,8.33,44.64,,7.33,2.555556,-0.358025,5.734568,10.232571,1.090278,90.382811
US_IL_17075,2020-02-19,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,-1,-8,9,4,-1,6.42,8.45,7.1,8.11,18.25,5.07,10.81,29.4,6.76,7.77,33.11,8.45,6.42,-2.55,-6.433333,1.338889,0.0508,-7.265432,70.555857
US_IL_17075,2020-02-20,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,10,6,-2,1,1,5.78,8.16,6.12,8.16,13.94,10.2,7.82,25.16,4.76,10.2,36.03,,,-5.022222,-8.472222,-1.655556,0.0,-12.462963,56.544592
US_IL_17075,2020-02-21,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,2,4,5,5,-1,6.71,9.73,8.05,,12.75,6.71,6.71,27.85,,6.38,34.23,,,-6.066667,-11.338889,1.944444,0.0254,-12.549383,60.158874
US_IL_17075,2020-02-22,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,22,5,4,8,,,11.2,6.0,,18.79,10.79,,21.19,,9.99,39.18,10.39,,0.488889,-5.577778,9.127778,0.0,-6.82716,57.671044
US_IL_17075,2020-02-23,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,16,10,0,7,,7.11,12.25,6.72,,14.23,7.51,9.49,29.64,7.91,,41.9,,7.51,4.661111,-0.95,13.2,0.0508,-1.87037,62.236413
US_IL_17075,2020-02-24,ChIJQd5V1dmiDYgRgNXq21Ht1TY,Q491011,geoId/17075,US,United States of America,IL,Illinois,17075,Iroquois County,US,USA,2,,,,,,,27777,13628,14149,3146,3521,2908,3003,3173,4073,3758,2539,1656,1800375,40.74,-87.82,2896,77.766667,-8,,-2,6,1,,7.05,6.71,,12.76,,12.76,29.21,7.39,6.71,43.65,,6.71,4.122222,1.033333,9.044444,1.382889,2.240741,88.001134
