location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18139,2020-01-11,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,,20.3,41.14,14.027778,7.566667,17.938889,20.60575,,12.0,87.788342
US_IN_18139,2020-01-12,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,,21.01,24.24,3.527778,1.383333,9.711111,22.4155,,1.333333,85.798666
US_IN_18139,2020-01-13,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,12.56,28.72,30.06,4.272222,1.716667,6.227778,0.254,,1.255556,81.004846
US_IN_18139,2020-01-14,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,8.82,,16.38,24.78,3.788889,0.205556,8.194444,0.0,,1.983333,88.207825
US_IN_18139,2020-01-15,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.42,,19.0,32.91,3.5,-1.083333,10.372222,0.028222,,2.722222,94.246055
US_IN_18139,2020-01-16,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.05,14.11,21.63,33.86,2.205556,-2.333333,9.794444,0.0,,-1.777778,75.359613
US_IN_18139,2020-01-17,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,8.38,22.81,35.84,-3.377778,-5.911111,3.05,0.0,,-8.472222,68.10448
US_IN_18139,2020-01-18,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,13.85,19.94,40.98,2.522222,-4.333333,8.727778,8.28675,,-0.566667,80.294598
US_IN_18139,2020-01-19,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,9.35,12.65,18.16,33.01,-7.705556,-11.583333,2.288889,8.184444,,-11.811111,72.570644
US_IN_18139,2020-01-20,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,8.4,8.84,23.43,35.8,-7.805556,-11.411111,-2.55,0.0,,-11.433333,75.497568
US_IN_18139,2020-01-21,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,9.49,14.46,27.56,42.93,-3.794444,-9.427778,-1.066667,0.0,,-8.466667,70.429799
US_IN_18139,2020-01-22,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.51,15.96,26.29,38.03,-4.022222,-8.405556,2.438889,0.0,,-8.805556,69.718816
US_IN_18139,2020-01-23,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.02,13.56,21.52,31.8,2.277778,-5.211111,7.538889,0.0,,-6.172222,53.912492
US_IN_18139,2020-01-24,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.25,18.34,18.76,22.17,4.605556,0.15,7.594444,2.427111,,2.983333,89.342942
US_IN_18139,2020-01-25,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,8.72,22.35,31.61,41.97,1.872222,0.388889,5.6,4.233333,,0.638889,91.655345
US_IN_18139,2020-01-26,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,16.33,35.73,32.66,0.805556,-0.433333,4.35,0.479778,,-1.405556,85.446244
US_IN_18139,2020-01-27,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,21.4,23.59,29.7,-0.405556,-2.861111,3.55,0.0254,,-2.344444,86.972915
US_IN_18139,2020-01-28,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,22.28,29.0,29.84,0.277778,-1.894444,1.527778,0.0,,-1.777778,86.292944
US_IN_18139,2020-01-29,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,19.9,24.23,27.25,0.433333,-0.377778,1.311111,0.0,,-2.538889,80.651252
US_IN_18139,2020-01-30,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,23.47,30.72,29.86,0.694444,-0.372222,2.35,0.0,,-3.3,75.052221
US_IN_18139,2020-01-31,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,20.95,29.67,24.87,1.166667,-0.383333,3.494444,0.0,,-1.594444,82.064986
US_IN_18139,2020-02-01,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,20.28,25.91,45.07,2.488889,0.316667,5.0,0.798286,,0.683333,88.007129
US_IN_18139,2020-02-02,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,13.06,19.58,27.2,29.38,6.572222,0.533333,17.455556,0.0,,0.061111,63.750219
US_IN_18139,2020-02-03,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,10.92,18.05,20.99,36.11,9.416667,0.111111,17.872222,0.0,,2.761111,63.582672
US_IN_18139,2020-02-04,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.6,15.19,27.43,31.23,11.572222,1.411111,18.005556,1.100667,,6.472222,71.195837
US_IN_18139,2020-02-05,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,6.81,9.37,16.18,28.95,1.044444,-0.322222,2.466667,6.57225,,-2.094444,79.753577
US_IN_18139,2020-02-06,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,7.16,12.98,29.09,27.75,-1.15,-2.216667,1.144444,4.445,,-2.394444,91.378515
US_IN_18139,2020-02-07,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,10.74,14.76,25.5,27.29,-2.027778,-3.872222,1.183333,0.762,30.48,-4.711111,82.081901
US_IN_18139,2020-02-08,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,19.33,25.4,29.82,-0.866667,-3.861111,1.333333,0.254,30.48,-2.866667,86.460603
US_IN_18139,2020-02-09,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,,12.35,20.59,30.88,-0.972222,-5.227778,2.616667,2.0955,,-3.033333,86.102514
US_IN_18139,2020-02-10,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,6.82,14.92,28.56,34.52,3.772222,-1.516667,7.194444,18.683111,,2.25,89.959522
US_IN_18139,2020-02-11,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,8.13,12.64,31.15,31.6,1.705556,0.3,6.227778,2.850444,,-1.388889,80.212002
US_IN_18139,2020-02-12,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,10.4,14.02,18.55,38.0,0.216667,-2.777778,3.922222,0.635,,-2.444444,82.499162
US_IN_18139,2020-02-13,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,9.13,16.11,24.7,35.97,-0.355556,-6.077778,2.016667,8.918222,30.48,-1.722222,90.633655
US_IN_18139,2020-02-14,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,,,,,9.87,10.38,10.9,28.04,-10.533333,-15.0,-3.433333,0.66675,30.48,-15.211111,68.7409
US_IN_18139,2020-02-15,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,0,1,0,,9.34,22.52,28.02,23.07,-5.272222,-14.561111,6.055556,0.0,30.48,-11.377778,62.690518
US_IN_18139,2020-02-16,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,11,8,2,,,16.22,18.92,31.89,4.016667,0.372222,7.605556,0.0,,-2.994444,60.759898
US_IN_18139,2020-02-17,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,2,10,-4,,6.56,16.18,21.0,32.81,2.027778,-3.388889,8.572222,0.0762,,-1.983333,75.183187
US_IN_18139,2020-02-18,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,6,0,-1,,,12.43,25.32,40.05,6.727778,0.227778,10.294444,2.25425,,3.633333,80.985664
US_IN_18139,2020-02-19,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,4,-1,2,,8.4,13.54,21.48,38.75,-0.088889,-4.355556,8.444444,0.635,,-4.438889,72.844724
US_IN_18139,2020-02-20,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,2,8,1,,,15.56,25.45,27.81,-2.338889,-4.922222,2.844444,0.0,,-8.594444,62.384441
US_IN_18139,2020-02-21,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,4,6,2,,7.48,12.62,24.3,31.78,-4.716667,-10.122222,2.377778,0.0,,-12.227778,56.053273
US_IN_18139,2020-02-22,ChIJo7BN4nHmaogRw_Id9Q4lI_8,Q506512,geoId/18139,US,United States of America,IN,Indiana,18139,Rush County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16643,8178,8465,1931,2238,1946,1789,2085,2480,2115,1277,782,1812963,39.62,-85.47,1058,77.74,22,10,4,,,,,28.39,0.088889,-9.144444,9.238889,0.0,,-10.322222,45.696601
