location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KY_21013,2020-01-21,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.54,13.08,7.85,,24.52,10.13,10.13,34.98,8.5,11.77,42.17,11.44,7.19,-3.314815,-5.635802,0.32716,0.0,-11.197531,54.934991
US_KY_21013,2020-01-22,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,5.96,10.92,7.94,,23.49,6.95,10.59,36.4,5.62,7.61,37.39,8.6,6.62,-3.432099,-9.290123,5.216049,0.0,-9.283951,63.987049
US_KY_21013,2020-01-23,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.98,15.3,9.98,9.31,29.6,9.31,10.64,40.91,8.98,6.98,40.24,10.31,4.99,2.567901,-3.012346,9.185185,0.0,-5.098765,57.627238
US_KY_21013,2020-01-24,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,10.91,11.57,9.26,4.63,31.09,9.92,11.24,54.57,8.27,6.95,39.35,7.94,12.57,7.345679,3.407407,10.969136,6.059714,5.123457,86.019834
US_KY_21013,2020-01-25,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,9.07,16.49,,9.48,31.33,7.83,9.48,40.81,7.83,10.72,40.39,9.07,,4.018519,1.808642,7.759259,5.297714,1.012346,81.005204
US_KY_21013,2020-01-26,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,10.08,14.91,9.27,7.66,34.26,16.93,10.88,48.36,6.05,16.12,49.98,12.09,6.85,2.796296,0.154321,5.592593,0.03175,-2.234568,69.534264
US_KY_21013,2020-01-27,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,8.72,13.09,14.76,5.7,36.57,12.08,11.41,51.67,8.39,9.73,45.29,,6.04,4.987654,2.166667,9.376543,0.725714,2.623457,84.909476
US_KY_21013,2020-01-28,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,7.26,11.06,11.4,6.22,36.63,11.06,13.48,50.11,8.98,10.02,40.78,11.75,5.88,3.123457,-1.191358,8.82716,0.620889,-0.154321,79.230646
US_KY_21013,2020-01-29,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,11.44,14.13,7.4,6.05,27.25,6.73,10.76,45.41,10.76,7.74,39.69,9.42,,3.654321,0.462963,7.950617,0.0,-0.037037,76.94601
US_KY_21013,2020-01-30,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,16.67,14.64,12.6,9.35,43.5,13.42,10.57,48.38,7.32,8.13,53.67,7.72,8.13,4.771605,1.901235,9.333333,0.042333,2.185185,83.575837
US_KY_21013,2020-01-31,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,10.4,15.6,,8.4,35.6,14.8,7.6,56.8,8.8,7.6,40.4,11.6,12.0,6.975309,4.092593,10.716049,0.0,3.54321,78.908104
US_KY_21013,2020-02-01,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,7.4,11.92,11.1,,32.88,9.04,9.45,36.17,7.81,,46.86,10.28,,5.092593,2.388889,8.716049,0.217714,3.549383,89.861185
US_KY_21013,2020-02-02,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,12.02,12.85,9.12,,32.33,12.44,12.02,45.18,,,38.14,6.63,,7.04321,0.111111,17.611111,0.254,0.604938,63.682186
US_KY_21013,2020-02-03,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.78,11.87,6.78,,27.8,12.88,13.22,38.99,5.76,7.8,38.31,9.83,,9.981481,2.259259,20.203704,0.0,1.660494,57.508923
US_KY_21013,2020-02-04,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.01,13.03,8.35,9.36,26.4,13.03,11.7,42.77,7.02,9.69,38.77,7.02,4.68,14.055556,9.006173,19.12963,2.068286,8.382716,69.134056
US_KY_21013,2020-02-05,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.38,12.42,11.41,4.7,26.84,11.41,8.05,37.58,8.72,,43.96,6.38,7.72,12.851852,9.666667,16.222222,11.212286,12.185185,95.825614
US_KY_21013,2020-02-06,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,10.46,16.74,10.88,,23.02,6.7,,28.46,,7.53,46.87,,8.79,12.17284,7.345679,14.802469,34.943143,11.722222,97.12302
US_KY_21013,2020-02-07,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,11.03,8.58,8.98,,17.97,9.39,7.76,35.53,11.84,8.17,42.06,,8.17,1.833333,-1.277778,8.012346,7.62,-0.166667,86.865594
US_KY_21013,2020-02-08,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,8.87,15.2,11.82,,29.98,7.6,13.09,32.09,8.87,12.67,42.22,8.87,,0.154321,-3.117284,4.802469,0.725714,-2.901235,79.959845
US_KY_21013,2020-02-09,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,12.66,7.42,,,22.7,13.1,9.6,43.66,,9.6,40.6,8.73,8.73,3.253086,-2.388889,11.648148,0.0,-0.567901,76.301695
US_KY_21013,2020-02-10,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,6.38,12.43,12.76,,15.45,16.46,11.42,31.9,,10.75,36.27,6.72,5.04,8.320988,5.450617,10.728395,1.052286,4.771605,79.061087
US_KY_21013,2020-02-11,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,8.22,10.86,7.57,6.58,22.04,10.53,7.9,38.49,7.24,6.91,46.06,,6.91,9.944444,6.493827,13.092593,18.324286,9.319444,95.008457
US_KY_21013,2020-02-12,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,9.15,11.53,6.78,,16.28,12.21,11.53,35.26,8.14,6.1,37.98,,8.82,5.740741,4.154321,10.858025,2.467429,4.12963,89.570608
US_KY_21013,2020-02-13,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,,9.55,10.23,,19.44,13.64,9.55,29.33,6.48,6.48,34.11,,7.16,9.944444,3.32716,14.925926,15.929429,8.450617,90.572743
US_KY_21013,2020-02-14,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,,,,,5.44,10.51,7.61,8.34,15.95,12.69,8.7,32.98,,6.52,33.34,,6.89,-0.419753,-3.895062,3.191358,0.310444,-6.691358,62.812136
US_KY_21013,2020-02-15,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,12,8,,6,,13.22,8.53,8.53,20.89,8.1,9.38,32.83,8.1,17.05,43.06,7.67,,-1.012346,-8.296296,9.030864,0.0,-8.030864,59.051552
US_KY_21013,2020-02-16,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,3,-1,,-2,9.31,16.08,9.31,,14.81,13.96,7.62,33.85,8.46,10.15,41.04,10.58,,6.345679,1.765432,12.697531,0.0,-1.290123,58.624851
US_KY_21013,2020-02-17,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-2,-2,,-8,9.09,8.0,5.82,,18.54,12.72,12.0,40.72,5.82,9.09,38.17,9.09,,7.253086,-0.481481,16.969136,0.0,2.17284,70.265032
US_KY_21013,2020-02-18,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,2,-9,,-1,8.79,11.4,9.12,9.12,19.54,11.72,12.7,30.29,10.1,8.47,48.2,6.84,4.88,11.450617,7.987654,13.401235,1.233714,8.277778,81.251068
US_KY_21013,2020-02-19,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,5,,4,7.17,11.72,10.42,5.54,20.19,13.03,9.77,35.18,4.88,9.77,34.85,6.19,9.12,6.518519,3.493827,11.104938,4.572,1.179012,69.061034
US_KY_21013,2020-02-20,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-6,-5,,7,8.38,8.72,5.36,,15.42,10.06,8.72,31.18,8.72,8.72,43.92,5.36,5.7,2.580247,0.345679,6.141975,0.399143,-2.574074,69.491232
US_KY_21013,2020-02-21,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,4,-14,,-1,7.81,9.51,8.83,7.81,14.6,10.87,4.75,22.07,8.83,8.49,38.71,6.11,5.43,-0.91358,-5.944444,4.382716,0.705556,-8.975309,54.534142
US_KY_21013,2020-02-22,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,12,3,,-2,,15.28,6.19,9.09,20.65,12.39,,47.07,6.19,7.85,45.01,22.71,,0.364198,-7.302469,11.425926,0.0,-8.537037,51.472063
US_KY_21013,2020-02-23,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,5,4,,2,,15.52,8.17,7.35,15.93,,7.76,29.41,7.35,6.95,34.32,10.21,9.4,2.660494,-5.228395,12.364198,0.0,-4.654321,58.98379
US_KY_21013,2020-02-24,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,-4,-12,,1,6.59,11.29,9.1,6.27,17.57,12.23,9.1,28.86,,12.55,40.78,6.9,7.84,6.234568,3.320988,9.654321,0.362857,2.092593,75.097414
US_KY_21013,2020-02-25,ChIJka5I0dGiXIgRrT8ryCgcKC0,Q491941,geoId/21013,US,United States of America,KY,Kentucky,21013,Bell County,US,USA,2,,,,,,,26863,13148,13715,3092,3150,3429,3033,3415,3854,3540,2231,1119,1846499,36.74,-83.67,936,74.211111,15,4,,3,5.12,11.6,5.8,7.16,24.9,10.57,9.89,41.95,6.14,7.16,42.97,9.21,5.8,10.141975,6.259259,15.839506,5.660571,7.487654,83.643756
