location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13071,2020-01-11,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,6.84,10.11,,10.4,11.29,5.65,7.43,,20.51,7.13,11.29,,8.32,8.62,,6.84,6.24,,5.05,6.24,,5.95,32.1,7.13,4.16,7.43,5.05,4.16,6.84,45.18,5.05,12.19,,4.16,4.76,,20.794444,16.422222,25.005556,0.0,17.625,81.757695
US_GA_13071,2020-01-12,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.98,13.46,,13.17,9.57,4.79,5.09,5.39,21.54,6.58,11.07,4.79,7.78,6.58,5.09,7.78,4.49,5.98,4.49,5.09,,9.28,30.52,8.08,4.79,7.18,5.39,8.38,9.57,46.98,4.49,7.78,4.49,,7.18,7.18,19.705556,15.911111,24.205556,26.289,18.430556,89.919593
US_GA_13071,2020-01-13,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.65,7.95,3.56,9.21,11.3,5.02,9.62,,15.9,3.77,8.79,,5.65,6.49,4.6,6.28,5.02,6.49,4.18,3.35,,9.41,29.5,10.04,3.35,7.95,5.23,4.18,9.83,44.77,3.98,6.9,5.65,,8.58,3.14,20.711111,17.516667,26.211111,0.1905,19.298611,91.577935
US_GA_13071,2020-01-14,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.14,9.2,3.0,8.35,7.92,3.64,8.13,5.57,15.62,3.0,9.63,3.0,4.92,7.92,3.85,5.57,8.78,7.49,4.92,4.92,3.0,8.78,35.95,5.14,3.0,9.2,3.42,3.42,7.28,45.37,,7.92,4.92,4.49,7.28,3.42,19.722222,14.838889,26.383333,0.028222,17.5,86.299303
US_GA_13071,2020-01-15,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,6.89,8.45,,8.45,6.23,3.78,6.23,5.12,16.68,,10.23,3.78,5.34,9.56,5.12,7.12,6.23,4.0,4.22,5.56,3.56,9.12,32.24,8.01,3.11,10.01,5.56,4.67,6.45,44.7,6.89,7.78,7.56,6.45,5.56,,19.883333,16.105556,25.244444,1.0795,18.006944,87.931022
US_GA_13071,2020-01-16,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,3.68,9.32,3.68,8.67,7.58,8.02,5.42,,18.42,3.68,8.02,3.68,8.23,10.84,7.37,6.5,4.55,3.9,,3.47,5.85,10.62,38.14,6.5,3.9,6.72,6.07,7.8,6.72,44.86,3.47,8.45,5.2,6.72,5.63,3.9,20.033333,16.75,23.955556,0.1016,18.027778,88.639749
US_GA_13071,2020-01-17,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.45,9.76,5.45,12.03,8.17,5.67,,7.71,14.98,,7.49,,7.49,14.07,5.67,5.22,6.58,3.63,,4.54,,7.04,25.87,7.49,4.08,5.9,5.67,5.45,6.35,37.9,,6.81,5.45,7.26,8.85,7.04,15.104938,11.049383,20.932099,0.028222,2.47619,42.907005
US_GA_13071,2020-01-18,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.08,15.24,7.62,12.06,10.48,,5.71,7.62,20.32,6.67,9.21,6.35,,13.65,6.67,5.08,8.89,,6.98,,,13.02,27.94,,,11.11,,5.71,,51.43,4.76,7.94,9.21,,6.35,,13.111111,7.266667,22.827778,0.0508,7.458333,68.999541
US_GA_13071,2020-01-19,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,7.08,8.31,,11.7,8.31,,6.16,4.62,15.71,4.93,9.55,,,8.93,5.85,6.78,4.62,4.31,5.24,4.93,4.62,7.7,29.87,9.55,6.78,10.16,6.78,5.54,8.01,46.81,5.85,8.01,5.24,5.54,5.54,6.47,15.916667,7.077778,20.394444,1.100667,11.701389,75.077531
US_GA_13071,2020-01-20,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,6.57,9.26,7.17,15.23,10.15,5.37,8.96,7.76,19.11,,7.46,5.37,4.48,10.75,5.97,8.06,5.67,7.76,4.48,5.67,4.78,15.53,37.92,11.35,,10.15,,,6.87,56.43,6.27,7.17,9.55,7.76,10.75,,5.244444,0.716667,9.022222,0.1016,-3.833333,51.719194
US_GA_13071,2020-01-21,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,6.67,8.89,3.56,11.78,8.0,6.0,5.11,4.22,16.88,3.11,6.0,3.33,4.0,10.0,3.78,3.56,5.78,7.78,4.89,7.33,4.89,9.11,34.66,6.89,5.11,8.89,6.89,5.33,6.22,43.1,4.44,8.89,6.44,5.33,6.67,3.78,2.305556,-2.188889,7.988889,0.0,-5.159722,57.49244
US_GA_13071,2020-01-22,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,3.97,7.28,4.19,18.31,6.84,4.19,5.51,5.51,15.66,5.29,8.82,3.75,5.07,11.69,3.53,3.53,9.93,5.07,5.29,6.62,4.63,11.03,43.9,7.5,4.19,11.25,5.29,7.28,7.72,37.94,6.84,13.68,6.62,5.07,5.07,4.63,3.355556,-2.377778,12.8,0.0,-6.152778,48.769115
US_GA_13071,2020-01-23,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,3.79,11.16,3.37,14.54,6.74,4.84,5.9,5.27,15.59,3.58,8.64,3.58,4.21,6.11,3.79,6.32,6.74,,3.37,4.21,3.58,10.32,43.19,5.06,4.42,13.69,4.0,4.21,5.9,36.23,9.48,13.06,5.9,5.9,5.06,,9.305556,5.422222,15.85,0.366889,1.361111,57.058267
US_GA_13071,2020-01-24,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.92,8.03,4.02,9.51,8.67,4.65,,5.5,17.55,4.02,6.98,3.38,5.07,12.69,,4.44,6.34,5.29,,3.17,3.38,9.51,34.67,5.71,,7.4,5.92,3.38,4.44,36.15,4.23,9.51,5.5,6.76,6.13,3.38,14.4,10.088889,20.961111,1.862667,12.340278,87.456378
US_GA_13071,2020-01-25,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,6.88,10.64,,11.89,10.95,,,6.26,19.4,4.69,,4.69,,10.95,7.51,5.32,6.88,,4.38,4.38,,10.64,34.11,9.39,4.38,9.07,,5.32,9.07,46.31,5.32,11.27,7.51,5.63,6.26,,9.777778,3.761111,17.594444,1.1938,4.666667,68.925971
US_GA_13071,2020-01-26,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,7.29,12.26,,13.71,11.09,7.59,,4.38,24.51,,9.92,5.84,5.54,10.51,,4.38,,4.96,9.92,6.13,,11.96,35.02,6.13,4.38,8.75,,6.42,9.34,56.32,6.71,6.13,8.75,6.71,6.42,4.08,8.033333,1.655556,15.088889,0.0,2.347222,66.118918
US_GA_13071,2020-01-27,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,5.9,8.01,5.48,12.02,13.71,8.01,4.22,6.75,31.63,,12.86,2.95,7.17,8.86,2.95,6.33,5.9,5.69,,5.27,,11.18,36.9,6.96,4.85,10.33,7.38,5.48,7.38,36.48,8.01,10.54,5.69,3.37,6.33,4.85,10.538889,6.072222,14.911111,0.804333,7.638889,81.46959
US_GA_13071,2020-01-28,ChIJmcR5Wg7m7YgRPxieQUHBCjE,Q113005,geoId/13071,US,United States of America,GA,Georgia,13071,Colquitt County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45480,22519,22961,6708,6402,5852,5855,5662,5608,4878,2994,1521,1027986,31.19,-83.77,1441,75.31,,,,,4.93,9.43,3.0,10.94,12.44,6.43,8.36,3.0,30.66,,10.08,,3.0,14.15,,4.5,4.72,4.5,3.65,7.08,3.65,10.72,45.24,6.43,4.07,7.5,7.08,5.58,9.22,37.09,13.29,8.36,,6.0,4.29,,9.861111,2.338889,17.738889,0.395111,4.402778,67.463777
