location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42031,2020-01-11,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.35,7.93,6.03,10.15,10.47,6.66,6.03,,15.55,7.62,,11.74,,,,,,,5.39,23.48,6.98,5.39,,4.76,8.57,39.98,5.39,6.98,4.44,7.93,6.03,13.422222,4.661111,19.688889,6.422571,9.155556,75.666271
US_PA_42031,2020-01-12,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,7.72,8.61,,12.18,8.61,,6.24,,12.77,5.64,,5.34,8.91,6.53,5.94,7.72,,6.83,5.94,22.57,7.13,7.13,,6.24,,40.98,,8.31,6.83,4.16,6.83,8.177778,1.638889,18.45,3.302,4.716667,78.893531
US_PA_42031,2020-01-13,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.48,5.98,4.24,10.97,8.47,,6.73,6.73,17.95,10.22,4.49,10.97,4.49,6.23,4.24,5.48,,4.49,6.98,25.67,5.98,6.23,,4.24,11.47,43.12,4.49,4.49,,5.24,5.48,3.533333,-0.327778,12.783333,0.6604,0.255556,79.178404
US_PA_42031,2020-01-14,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.55,10.44,4.37,10.68,9.95,3.4,6.31,5.34,14.32,9.23,4.61,12.62,4.61,4.37,7.04,3.88,3.64,5.58,7.28,30.35,6.55,6.55,6.07,6.07,7.28,47.83,4.86,5.58,6.8,6.31,5.58,3.383333,-1.333333,9.988889,0.0,1.238889,85.925275
US_PA_42031,2020-01-15,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,3.71,7.67,4.45,13.35,10.39,4.7,4.2,4.45,14.34,8.41,7.67,10.14,4.45,6.92,6.68,6.18,5.93,4.45,9.15,26.71,4.95,6.92,,5.19,8.65,40.31,5.93,8.16,6.43,4.95,5.93,4.666667,-1.383333,10.555556,0.108857,0.466667,74.249657
US_PA_42031,2020-01-16,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.0,6.24,5.52,13.91,8.15,7.2,11.51,3.36,14.39,10.31,5.76,10.55,,,6.0,4.8,,4.56,9.11,24.46,9.35,7.43,5.04,3.84,7.92,47.01,6.48,6.96,6.0,5.76,4.32,2.983333,-2.588889,9.827778,2.322286,-0.55,77.679219
US_PA_42031,2020-01-17,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,7.2,7.2,6.95,12.09,5.92,6.17,6.17,,10.55,10.29,5.14,11.58,3.6,4.63,5.66,6.17,4.12,,7.46,25.98,6.17,7.46,4.12,5.4,5.66,43.22,4.12,7.97,4.12,4.37,6.95,-4.988889,-7.15,-1.961111,0.943429,-10.311111,66.383653
US_PA_42031,2020-01-18,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.75,6.23,,8.6,4.15,6.23,5.64,6.53,16.32,8.6,,9.2,7.12,7.12,5.64,,,4.15,7.12,27.59,8.01,7.42,,5.64,7.12,38.57,4.75,5.93,5.64,5.93,,-3.066667,-7.155556,5.305556,0.145143,-6.344444,78.18453
US_PA_42031,2020-01-19,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.63,9.79,4.9,13.25,5.18,5.18,5.76,5.76,19.88,9.51,4.61,7.78,4.03,4.03,4.9,5.47,4.61,6.63,4.32,28.23,6.91,9.79,4.9,4.03,8.35,46.38,,7.2,5.47,4.03,4.32,-3.166667,-9.405556,5.783333,11.103429,-6.344444,78.738458
US_PA_42031,2020-01-20,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.16,12.5,,14.67,8.15,7.34,5.98,5.16,17.39,10.05,6.79,13.04,4.35,5.98,,7.06,,5.16,11.41,30.97,8.69,6.25,5.43,5.71,8.42,54.34,7.34,11.14,5.43,5.16,5.98,-8.288889,-11.938889,-0.161111,0.326571,-12.266667,73.153603
US_PA_42031,2020-01-21,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.16,8.35,5.16,13.75,13.5,5.4,7.12,4.67,22.1,8.1,6.14,11.54,3.93,4.67,5.89,,,8.84,10.56,31.18,8.35,8.84,6.38,7.61,8.35,46.16,3.44,8.1,6.63,5.65,4.42,-7.638889,-12.372222,-3.644444,0.0,-11.405556,74.425371
US_PA_42031,2020-01-22,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.0,8.0,5.5,9.5,9.75,8.5,8.0,4.5,23.0,10.25,4.75,12.5,5.25,5.25,9.0,6.0,,8.5,8.0,32.24,9.25,9.25,4.75,9.75,8.0,45.24,7.75,8.25,6.5,6.25,5.0,-7.061111,-13.555556,1.305556,0.0,-11.866667,68.667732
US_PA_42031,2020-01-23,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.22,11.72,4.31,12.92,12.92,6.7,6.22,4.07,24.64,11.0,6.46,11.72,5.02,4.78,7.89,4.31,5.5,5.5,10.77,32.3,6.94,10.05,5.02,4.78,11.0,46.41,4.07,7.42,6.46,7.66,5.98,-2.366667,-11.794444,5.527778,0.0,-9.144444,60.028461
US_PA_42031,2020-01-24,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.9,8.6,,12.54,8.85,6.39,3.93,5.41,19.66,7.13,5.16,9.34,6.39,6.88,6.88,,4.42,4.18,8.85,29.0,5.41,6.64,,4.92,6.14,39.58,3.93,6.14,9.1,6.88,5.9,2.916667,-0.944444,5.788889,0.0,-4.277778,59.261217
US_PA_42031,2020-01-25,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.7,10.66,10.35,12.54,6.9,6.58,4.7,,25.4,14.11,5.96,10.35,8.46,5.02,5.33,6.27,,,10.97,35.43,6.9,5.64,5.64,,8.15,36.05,6.58,8.15,5.96,4.39,4.39,3.861111,0.566667,5.738889,15.167429,2.577778,91.378399
US_PA_42031,2020-01-26,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,,9.1,7.11,9.67,5.69,6.83,4.83,4.83,22.47,7.68,4.27,10.24,,11.66,5.97,4.55,6.54,7.11,7.11,39.24,5.69,10.24,,8.25,7.39,44.08,6.83,9.38,7.39,5.4,5.69,0.055556,-0.666667,3.477778,2.830286,-1.438889,89.742758
US_PA_42031,2020-01-27,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.12,11.3,4.0,8.47,12.71,,3.77,,24.48,12.24,7.77,9.42,6.83,4.47,4.71,,7.3,5.41,7.3,37.66,11.54,8.71,7.3,5.18,3.3,39.31,4.0,9.65,4.71,6.36,3.53,-0.116667,-0.666667,0.644444,0.435429,-1.494444,90.536792
US_PA_42031,2020-01-28,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.82,11.4,6.75,13.26,12.79,5.35,5.35,6.28,23.03,8.37,4.65,11.86,6.05,9.3,4.88,4.88,3.72,4.88,12.1,43.96,7.68,7.91,4.19,5.58,8.61,45.36,4.19,8.37,6.98,4.88,,-0.333333,-1.155556,0.622222,0.326571,-2.083333,88.103735
US_PA_42031,2020-01-29,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.34,6.07,5.34,13.83,11.41,6.55,,8.01,25.24,8.25,4.85,12.62,4.13,6.31,5.83,,4.85,5.34,9.47,38.59,5.1,10.19,5.34,6.8,10.44,48.3,,10.19,8.01,6.31,5.34,-1.533333,-3.372222,0.577778,0.254,-5.094444,77.062859
US_PA_42031,2020-01-30,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.68,5.21,4.26,13.03,12.31,5.45,4.74,5.68,32.21,8.76,5.68,7.82,,6.87,7.82,,,6.87,7.58,38.6,7.34,11.37,6.87,3.31,6.87,36.23,6.16,9.47,4.5,3.31,3.79,-4.233333,-8.822222,1.022222,0.0,-7.744444,76.815904
US_PA_42031,2020-01-31,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.85,9.99,4.38,13.64,8.04,7.07,5.12,6.82,25.58,7.07,6.33,10.72,4.38,5.12,6.09,,,6.09,8.53,34.84,5.6,8.04,,,7.31,44.82,,9.26,6.09,,4.63,-0.016667,-5.233333,3.188889,0.0,-4.038889,74.514166
US_PA_42031,2020-02-01,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.13,8.76,7.59,7.88,7.0,6.71,5.84,6.42,18.97,13.72,4.96,8.46,,,4.96,,,,9.05,30.06,7.3,6.13,4.67,,4.96,38.82,4.96,11.97,6.42,4.96,,-0.583333,-2.611111,2.316667,0.653143,-2.305556,88.253949
US_PA_42031,2020-02-02,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.98,11.35,4.71,11.07,9.41,5.26,3.88,,19.1,6.09,4.15,10.24,5.26,4.71,7.2,,,6.37,9.13,29.34,5.81,9.41,4.98,,4.71,38.48,3.88,6.92,5.81,,7.47,1.355556,-2.227778,7.227778,0.762,-1.138889,83.593068
US_PA_42031,2020-02-03,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,7.51,6.57,3.29,12.68,11.97,5.63,6.81,3.29,21.36,8.69,6.1,8.92,4.93,5.17,5.87,3.29,,7.28,8.22,32.63,8.22,7.98,5.17,4.23,8.92,47.19,3.76,7.28,5.4,4.46,8.22,7.45,-0.05,14.561111,0.7112,1.155556,64.436119
US_PA_42031,2020-02-04,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.4,7.32,5.03,12.35,13.04,6.17,5.49,4.34,19.21,7.32,4.34,10.52,6.86,4.34,5.72,3.43,3.89,6.4,11.21,31.79,4.12,10.06,5.03,3.89,9.15,43.0,5.03,9.15,5.49,6.17,5.49,9.866667,2.144444,14.133333,0.0,4.655556,70.11819
US_PA_42031,2020-02-05,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.12,10.07,3.89,9.15,16.02,3.43,,4.58,17.39,8.24,5.26,7.78,,7.55,5.95,5.49,3.66,4.12,10.53,33.87,5.26,7.32,6.41,4.12,5.04,40.28,4.35,8.47,6.87,7.09,,-0.338889,-2.433333,3.755556,2.902857,-3.922222,76.88939
US_PA_42031,2020-02-06,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.87,11.13,4.17,12.05,14.37,3.71,3.71,3.71,19.24,9.27,7.88,12.05,3.25,4.41,4.41,,,6.03,11.82,37.09,6.96,6.96,7.65,3.94,6.49,36.63,3.94,6.96,8.35,5.33,6.72,1.538889,-1.9,3.905556,7.184571,0.288889,91.400366
US_PA_42031,2020-02-07,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,7.29,10.53,7.56,8.37,7.83,4.86,4.32,6.48,17.56,8.1,5.4,4.32,4.05,6.21,5.13,6.75,,6.21,9.45,27.28,6.75,5.67,,4.59,,42.67,7.29,6.48,7.56,,6.21,-1.283333,-3.933333,3.1,8.599714,-2.555556,91.086113
US_PA_42031,2020-02-08,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,4.66,11.18,,8.38,8.69,5.59,,,23.6,7.76,,10.25,,8.07,4.66,6.21,6.21,,8.69,26.7,9.63,,,,5.59,41.3,6.21,6.52,8.38,,5.28,-3.266667,-5.894444,0.438889,2.612571,-5.711111,83.264935
US_PA_42031,2020-02-09,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,5.23,8.72,,12.5,11.63,,9.59,4.94,20.34,10.75,6.97,8.14,,6.97,8.14,,5.52,5.52,8.14,31.1,4.94,10.17,6.39,6.1,5.52,41.56,4.07,6.68,8.14,4.65,5.52,-1.038889,-4.416667,1.933333,0.326571,-3.438889,83.799813
US_PA_42031,2020-02-10,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,6.7,9.93,6.93,11.09,12.24,4.39,7.39,,15.7,11.09,6.47,12.47,5.08,4.16,6.93,4.62,6.0,3.69,11.09,35.33,8.08,7.39,6.0,5.54,6.0,50.11,6.47,7.16,4.62,7.85,7.16,3.405556,-2.138889,5.922222,8.962571,2.2,91.830683
US_PA_42031,2020-02-11,ChIJcUFYhLk2M4gRiTuqqefh1Xs,Q494198,geoId/42031,US,United States of America,PA,Pennsylvania,42031,Clarion County,US,USA,2,,,,,,,38998,19109,19889,4013,5048,6069,3924,4320,5422,5121,3130,1951,416697,41.19,-79.42,1577,79.18,,,,,8.15,8.62,4.89,12.81,6.52,4.89,3.96,4.19,16.07,8.62,6.06,9.78,5.12,6.99,7.45,4.89,4.89,5.36,11.18,33.55,3.73,9.09,5.12,6.06,3.96,39.14,4.89,6.99,10.02,4.19,7.45,1.733333,-0.155556,5.027778,1.342571,0.677778,92.747954
