location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26107,2020-01-11,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.37,4.93,7.4,5.38,8.75,6.06,5.16,,4.93,,,,13.01,,7.4,3.59,3.81,7.18,4.93,3.14,6.28,,4.04,,4.49,,4.71,25.8,7.4,,8.3,,,4.93,6.95,36.11,,7.63,,6.06,3.81,,6.28,3.37,,3.81,1.855556,-2.211111,6.644444,15.155333,,0.933333,93.673966
US_MI_26107,2020-01-12,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,3.25,8.87,6.71,10.17,9.95,3.89,4.54,6.27,5.19,3.03,4.33,11.46,3.03,10.17,,5.84,9.3,5.62,,6.49,5.62,4.11,4.76,3.25,3.68,6.06,26.17,5.84,3.68,8.44,,3.68,3.68,7.57,40.88,4.54,8.65,,3.68,3.89,5.84,4.33,5.41,4.54,,-5.461111,-8.005556,-2.316667,4.614333,50.8,-7.661111,84.588001
US_MI_26107,2020-01-13,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.99,3.93,7.39,5.03,10.37,6.29,2.67,4.24,7.23,3.3,4.09,3.46,16.97,,8.64,2.51,,5.97,4.56,2.99,5.82,3.61,4.09,3.46,3.14,,5.03,30.49,5.97,3.14,4.87,2.83,5.03,3.14,5.19,35.04,3.61,6.29,,3.61,2.83,4.4,,3.93,4.24,2.51,-2.305556,-5.166667,0.633333,0.4064,50.8,-3.677778,90.425577
US_MI_26107,2020-01-14,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.29,4.7,8.46,5.17,10.81,7.05,4.86,5.64,5.01,2.98,2.51,3.29,14.88,2.98,7.05,,5.48,6.58,5.17,2.19,3.29,4.7,4.38,2.19,3.76,4.23,5.33,32.42,7.2,4.54,4.23,3.44,3.44,4.86,5.17,40.09,4.7,6.26,2.19,5.33,3.44,5.48,3.13,4.86,4.86,,0.466667,-1.066667,2.3,0.254,50.8,-1.238889,88.464748
US_MI_26107,2020-01-15,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.29,3.81,5.33,3.2,9.14,8.07,5.18,3.81,4.27,5.94,2.74,4.42,17.98,2.13,8.99,3.05,5.64,8.23,3.66,,5.03,5.94,3.2,3.5,3.35,,4.27,30.78,6.7,2.9,6.7,4.11,2.44,3.81,6.4,39.61,4.88,6.7,2.59,5.94,3.96,4.72,3.2,2.74,3.5,3.2,0.955556,-1.761111,2.261111,0.0,30.48,-1.611111,83.074424
US_MI_26107,2020-01-16,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.24,5.4,7.09,3.85,9.4,6.78,5.55,2.47,5.4,3.85,2.62,2.93,12.18,3.55,7.71,,6.63,8.79,4.78,3.24,5.24,3.08,3.24,4.01,4.32,3.08,4.93,28.06,4.62,2.77,6.78,2.93,3.85,6.48,6.01,35.92,4.32,6.01,3.7,4.01,4.62,3.85,2.77,3.24,2.77,,-1.911111,-6.277778,1.322222,0.592667,30.48,-5.344444,77.502279
US_MI_26107,2020-01-17,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,4.59,3.74,8.66,4.59,10.36,9.34,3.57,3.4,3.74,2.55,,,14.78,2.55,8.15,,3.74,9.51,4.93,2.72,4.25,5.44,4.76,3.74,,3.06,6.96,25.48,4.25,3.06,6.8,2.89,4.76,3.4,4.93,28.71,,6.12,2.55,6.29,4.76,5.1,,3.74,3.91,,-6.216667,-8.766667,-3.011111,0.1524,,-11.272222,67.54686
US_MI_26107,2020-01-18,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,5.05,5.89,4.21,9.05,5.47,4.21,5.68,2.95,,4.21,3.58,13.89,6.1,7.58,4.84,5.47,7.37,6.31,,3.58,4.21,4.0,3.58,3.58,,7.37,22.94,5.89,3.16,7.79,4.0,3.79,4.63,4.84,46.72,3.79,3.79,,6.1,3.79,5.26,5.68,4.0,2.95,4.21,-2.466667,-5.661111,1.7,4.402667,114.3,-4.505556,85.966574
US_MI_26107,2020-01-19,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.81,4.62,9.44,4.82,10.05,8.64,4.02,3.62,5.83,3.62,,,12.06,2.81,4.42,4.82,3.62,7.64,3.42,,7.43,4.62,6.63,3.42,3.62,4.22,5.63,22.71,4.82,5.22,9.44,3.01,,4.82,5.02,36.97,,5.63,,7.03,4.22,6.03,4.42,4.02,,,-4.45,-8.222222,0.45,2.6924,165.1,-7.938889,76.698576
US_MI_26107,2020-01-20,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,6.57,8.05,7.23,9.2,8.87,4.27,3.62,4.6,4.76,3.62,4.11,14.95,2.79,9.2,3.29,4.93,8.87,5.09,3.62,5.09,2.46,3.78,4.93,5.75,3.94,6.57,30.24,5.09,3.45,6.41,3.45,4.11,4.76,6.57,39.93,4.11,7.56,2.63,4.93,,3.94,2.79,4.27,3.29,4.11,-7.927778,-12.5,-3.355556,0.2032,139.7,-11.161111,77.741673
US_MI_26107,2020-01-21,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,4.29,4.75,8.27,5.82,9.8,7.35,3.52,2.76,4.13,3.37,3.06,2.3,20.36,3.21,8.42,2.6,8.11,8.27,3.98,3.37,4.44,3.98,3.67,,8.27,3.37,8.11,39.34,6.43,4.44,5.97,3.83,3.98,6.58,6.28,43.17,4.44,7.81,3.37,5.97,3.06,4.9,,3.52,4.44,2.45,-6.372222,-12.3,-1.172222,0.0,129.54,-10.333333,73.63023
US_MI_26107,2020-01-22,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.4,6.48,8.64,3.09,8.8,10.03,4.63,4.48,4.32,5.56,3.24,,18.83,3.86,9.11,2.16,6.64,7.87,6.17,,4.32,6.79,6.64,3.71,6.48,4.17,7.41,33.96,6.79,3.4,5.4,2.93,5.56,5.71,4.17,39.21,3.86,5.25,4.01,5.56,3.4,4.48,4.17,4.01,4.01,,-2.655556,-6.094444,0.894444,0.0,114.3,-6.844444,72.941538
US_MI_26107,2020-01-23,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.06,5.2,6.58,3.82,10.55,10.86,5.2,4.13,5.05,5.81,3.67,2.45,18.66,3.82,8.56,3.37,5.51,7.49,5.35,3.37,7.19,3.67,4.74,3.98,3.21,4.13,6.73,27.99,5.81,2.75,8.11,2.29,3.67,5.96,5.51,39.3,,5.81,6.42,6.27,3.37,3.67,2.6,4.89,2.75,,-0.533333,-2.933333,2.005556,0.254,124.46,-5.144444,71.261302
US_MI_26107,2020-01-24,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.79,5.4,8.38,6.52,9.87,11.36,3.73,3.73,5.22,3.91,3.73,3.73,25.71,4.1,9.87,2.79,5.96,9.31,5.4,,4.28,5.03,,4.28,4.28,3.17,8.57,40.79,6.89,5.77,9.13,,5.77,3.91,5.77,39.12,2.79,5.03,,4.28,4.47,4.1,3.73,4.47,4.66,,0.911111,-0.194444,1.977778,1.905,88.9,-0.411111,90.973288
US_MI_26107,2020-01-25,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,7.24,8.3,5.11,8.94,4.68,5.54,,7.66,5.11,3.19,4.26,28.31,,7.45,4.26,4.68,9.37,5.75,4.9,5.11,7.24,6.39,3.41,6.81,3.41,3.83,42.37,7.24,,9.37,,3.83,7.24,4.9,45.13,4.47,7.66,2.98,6.81,,3.83,5.32,7.24,,,1.197531,0.617284,1.864198,3.217333,50.8,0.617284,95.944667
US_MI_26107,2020-01-26,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.55,5.79,8.41,5.61,8.41,7.48,4.49,2.62,5.98,5.05,3.92,2.99,25.6,,2.99,3.74,6.17,10.65,3.18,3.36,5.05,6.73,,3.36,6.17,3.36,5.61,35.32,5.42,3.74,7.48,3.55,3.55,5.61,5.79,38.69,4.86,5.42,3.18,6.35,7.48,4.3,4.49,4.49,4.49,3.92,1.233333,0.594444,1.916667,0.254,50.8,0.222222,93.035935
US_MI_26107,2020-01-27,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,5.49,3.66,7.48,,10.83,12.05,3.81,5.04,6.26,3.66,3.97,2.44,26.4,2.59,10.07,3.36,9.0,10.22,5.19,2.44,5.95,5.34,2.44,2.29,3.97,3.05,8.54,39.37,6.56,3.81,7.02,3.36,4.73,4.88,5.34,42.57,4.27,6.26,2.75,5.95,4.73,6.41,2.9,3.66,4.12,,0.872222,-0.133333,2.433333,0.108857,30.48,-1.411111,84.859878
US_MI_26107,2020-01-28,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.17,3.32,7.25,5.59,8.91,9.82,4.23,2.72,7.25,6.19,4.23,3.17,30.36,3.32,11.78,3.17,4.83,13.6,4.68,2.12,7.1,6.34,3.02,4.53,4.53,3.02,7.4,45.01,6.5,4.38,6.19,2.72,3.62,5.59,6.8,42.14,3.78,8.01,3.78,5.59,6.19,6.19,3.02,2.87,4.08,3.17,-0.088889,-1.05,1.144444,0.1524,30.48,-2.738889,82.454195
US_MI_26107,2020-01-29,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,3.41,6.2,7.44,3.26,11.16,9.61,5.27,4.5,4.81,5.58,6.51,3.72,24.81,2.95,7.29,2.95,6.67,9.15,4.34,3.1,4.81,5.43,3.72,3.72,3.41,5.12,7.29,43.73,6.51,2.64,6.51,3.72,,3.72,5.58,39.54,2.95,9.92,3.26,3.1,4.65,5.74,3.1,4.81,2.64,,-1.411111,-2.105556,-0.255556,0.0,30.48,-5.116667,75.95847
US_MI_26107,2020-01-30,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.33,2.48,7.3,2.33,10.25,8.7,4.82,5.13,5.28,3.26,3.11,4.19,37.12,3.42,11.8,2.8,6.06,14.76,5.9,3.73,6.06,5.59,3.11,2.48,3.73,3.42,4.82,54.83,7.77,2.8,6.21,,5.28,2.95,7.92,39.61,3.73,5.44,,4.66,5.9,6.06,4.04,4.35,3.42,,-1.3,-2.222222,0.194444,0.0,30.48,-4.311111,80.026798
US_MI_26107,2020-01-31,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,2.83,,8.5,4.67,8.17,9.17,7.17,3.83,2.5,5.17,3.0,2.83,33.18,,9.51,,3.5,8.5,3.83,,5.17,5.84,5.0,2.83,2.67,5.5,6.67,41.02,6.5,3.33,5.34,,3.33,4.67,7.17,37.18,3.17,5.67,3.5,4.0,4.17,3.5,3.17,3.83,3.33,,-0.566667,-1.655556,0.733333,0.084667,30.48,-3.511111,80.699366
US_MI_26107,2020-02-01,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,4.46,6.59,7.23,6.59,8.08,5.1,,3.4,5.32,,,23.17,,7.87,,3.83,8.93,4.89,,5.74,8.5,5.32,,5.74,4.68,9.14,33.16,6.17,,8.93,,4.68,2.98,5.53,42.09,4.46,9.99,3.83,6.17,3.19,,3.4,2.98,3.83,,0.594444,-0.477778,2.316667,0.169333,30.48,-1.561111,85.590745
US_MI_26107,2020-02-02,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,5.15,8.31,3.76,9.9,11.29,3.76,,4.55,4.75,2.77,3.17,24.35,3.37,7.92,3.96,4.36,7.33,4.55,,6.93,8.91,3.37,,4.95,,4.95,37.22,5.94,,6.93,,3.56,4.55,4.16,41.58,3.56,8.31,2.77,5.54,2.77,3.76,,4.55,6.93,2.97,2.755556,0.072222,7.233333,0.53975,30.48,-0.755556,77.862726
US_MI_26107,2020-02-03,ChIJGQJQyqrGGIgRNx1OO8SdkS8,Q74686,geoId/26107,US,United States of America,MI,Michigan,26107,Mecosta County,US,USA,2,,,,,,,43258,21739,21519,4268,6542,8044,4129,4145,5513,5434,3563,1620,1907323,43.64,-85.32,1479,77.8,,,,,,6.51,7.11,5.3,12.11,8.32,5.75,5.0,4.24,5.0,3.03,3.33,24.07,3.78,7.87,3.03,7.26,9.99,4.69,2.12,4.54,7.26,4.84,4.54,5.45,3.94,5.6,39.35,6.36,5.0,7.11,4.54,5.9,4.24,5.75,36.02,3.18,7.57,4.39,6.36,5.6,7.72,2.72,3.78,2.72,2.88,2.616667,-3.15,7.205556,0.0,30.48,-1.0,77.173901
