location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31025,2020-01-19,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.64,9.03,12.5,,4.86,19.45,10.07,9.03,,5.21,6.6,18.06,5.9,,5.9,30.9,4.86,,-13.438889,-17.122222,-7.311111,0.0762,50.8,-19.222222,62.351247
US_NE_31025,2020-01-20,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.25,4.86,23.61,7.99,,11.46,7.29,7.99,,,8.33,20.14,5.9,,,39.94,6.25,5.21,-14.866667,-17.105556,-12.383333,0.0,50.8,-19.530864,68.262873
US_NE_31025,2020-01-21,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.27,9.95,28.02,9.59,5.9,22.49,9.95,7.0,8.11,,9.59,32.44,7.74,9.59,5.16,44.24,5.9,7.37,-13.805556,-18.655556,-3.772222,0.0,50.8,-16.487654,80.10726
US_NE_31025,2020-01-22,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,9.89,12.37,10.6,5.3,8.83,14.49,9.19,11.31,4.95,8.83,5.3,24.38,10.95,9.19,7.77,40.28,7.42,7.77,0.1,-3.75,1.438889,3.668889,64.77,-1.333333,90.367026
US_NE_31025,2020-01-23,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.74,11.89,41.25,6.29,,14.68,12.23,9.79,5.24,5.59,7.34,19.93,4.89,,,41.6,5.59,8.74,0.7,-0.633333,1.333333,4.402667,69.426667,0.416667,97.277595
US_NE_31025,2020-01-24,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.71,,26.82,6.62,,20.9,6.27,8.01,5.92,5.22,5.92,22.64,,,4.88,39.71,,5.92,-0.927778,-1.633333,0.15,3.471333,62.653333,-1.840278,92.791782
US_NE_31025,2020-01-25,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,6.53,7.98,,,16.69,8.35,8.35,,,6.89,28.67,,,,29.03,,5.44,-2.905556,-7.472222,-0.494444,0.0,69.426667,-4.12963,90.896607
US_NE_31025,2020-01-26,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.7,9.39,10.09,6.61,,21.21,6.26,7.3,,5.22,8.7,29.91,,,4.87,36.52,4.87,,-0.177778,-4.1,5.672222,0.0,60.113333,-1.438272,92.025391
US_NE_31025,2020-01-27,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,9.09,20.37,,5.09,26.92,7.27,9.82,7.64,6.18,5.82,37.46,,8.0,5.46,43.65,,5.09,1.016667,-1.783333,4.344444,0.0,44.026667,-0.506173,89.005849
US_NE_31025,2020-01-28,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,10.53,7.26,24.32,,5.45,24.68,9.44,11.62,8.35,,9.44,30.86,,,5.81,42.11,10.16,,-1.588889,-3.583333,0.816667,0.0,44.026667,-2.770833,91.097252
US_NE_31025,2020-01-29,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,8.19,6.33,18.98,7.45,8.56,21.22,8.56,10.05,8.93,,8.56,31.64,5.21,5.96,,32.76,,5.21,-1.788889,-3.35,0.961111,1.378857,53.34,-3.0,90.65483
US_NE_31025,2020-01-30,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,6.6,9.89,23.09,,,29.32,10.26,12.46,,5.13,6.23,38.11,6.96,,,32.62,8.43,,0.227778,-1.527778,2.35,0.1778,50.8,-1.256944,89.384134
US_NE_31025,2020-01-31,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,7.83,29.84,,,29.84,6.71,13.05,5.97,5.59,7.09,32.45,9.32,5.59,5.97,33.57,,,1.066667,-0.111111,2.327778,0.0,40.64,0.0,92.774482
US_NE_31025,2020-02-01,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,13.38,5.57,,,22.66,8.54,6.32,,,10.03,26.38,,,5.2,32.7,9.66,,1.777778,-2.955556,8.255556,0.0254,30.48,-1.049383,81.854715
US_NE_31025,2020-02-02,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,9.28,9.28,12.14,,5.0,15.35,,7.5,,6.42,5.0,19.27,,,6.07,38.19,5.35,6.07,7.511111,1.077778,15.722222,0.0,30.48,1.358025,65.455185
US_NE_31025,2020-02-03,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,9.35,33.29,,7.11,26.93,8.98,10.1,,8.98,,31.79,5.61,6.36,6.36,37.4,6.36,5.61,1.855556,-0.394444,10.077778,0.0,30.48,-1.17284,80.191572
US_NE_31025,2020-02-04,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.73,8.84,19.15,,,25.77,,10.68,,,12.52,28.35,6.63,,,32.03,5.16,5.16,-2.761111,-5.088889,0.288889,0.0,,-9.135802,61.469874
US_NE_31025,2020-02-05,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,5.41,9.38,23.82,6.86,6.13,21.65,7.94,10.1,,5.05,,28.51,5.05,9.74,5.77,40.78,,10.46,-4.383333,-6.527778,0.344444,0.036286,,-10.901235,60.407154
US_NE_31025,2020-02-06,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,5.37,9.97,15.72,,8.82,22.63,12.27,9.2,,,6.14,29.53,5.75,8.44,,42.95,8.44,,-3.766667,-10.011111,3.616667,0.381,,-8.376543,69.359297
US_NE_31025,2020-02-07,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,5.25,5.25,20.62,6.0,6.75,23.99,6.37,8.62,7.5,6.0,11.25,28.49,6.75,,,39.74,6.0,,-1.85,-5.894444,2.383333,0.1905,,-5.376543,76.762993
US_NE_31025,2020-02-08,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.94,11.35,5.3,5.3,,21.18,7.19,9.46,,,6.81,30.26,7.57,7.94,,38.96,,5.3,-4.888889,-10.738889,3.594444,0.0762,,-8.62963,75.053318
US_NE_31025,2020-02-09,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.12,7.83,10.68,6.05,10.68,20.29,11.39,8.9,6.76,,5.34,26.7,,6.76,,39.16,5.34,8.19,1.294444,-1.344444,3.727778,0.0,,-3.222222,71.747783
US_NE_31025,2020-02-10,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,5.17,9.6,31.03,7.39,,21.05,,6.65,5.54,,,28.07,6.28,5.17,,32.87,7.76,,-2.388889,-8.277778,6.394444,0.0,,-6.37037,74.069283
US_NE_31025,2020-02-11,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,7.38,26.92,5.53,7.75,26.55,8.85,10.33,9.59,,7.38,22.87,,7.75,6.27,34.67,7.01,,0.238889,-5.088889,6.038889,0.0,,-5.716049,63.883668
US_NE_31025,2020-02-12,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,7.08,9.91,26.91,,,23.37,9.21,10.27,4.96,,5.31,24.43,,6.02,,29.39,,5.31,0.588889,-5.794444,4.627778,0.0,,-5.339506,64.995282
US_NE_31025,2020-02-13,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,5.93,7.32,31.03,,5.23,15.34,,,5.58,,9.41,21.27,,,9.06,35.91,4.88,5.93,-14.488889,-19.594444,-5.505556,0.254,,-21.0,57.826813
US_NE_31025,2020-02-14,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,,,,,,9.36,28.09,6.48,7.92,16.56,8.28,5.76,5.4,,5.04,28.09,,7.2,,29.89,,7.92,-10.905556,-16.761111,-1.711111,0.0,,-17.87037,56.450417
US_NE_31025,2020-02-15,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-7,,6,,6.5,9.18,8.03,,7.27,20.27,11.48,9.56,,6.89,,32.13,7.65,6.12,,36.72,,5.74,-0.9,-6.75,9.388889,0.0,,-7.666667,60.56815
US_NE_31025,2020-02-16,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-7,,0,,7.73,8.1,9.57,5.89,6.26,18.03,5.52,12.14,5.89,5.15,6.26,26.86,5.89,5.89,10.3,44.89,,13.25,3.722222,-3.238889,12.661111,0.0,,-3.919753,57.528615
US_NE_31025,2020-02-17,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-14,,-20,5,5.99,8.45,13.73,4.93,7.75,21.83,7.75,9.51,,,7.75,22.88,6.69,,,39.43,,5.63,5.222222,0.211111,11.611111,0.169333,,0.882716,74.147288
US_NE_31025,2020-02-18,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-20,,3,0,5.21,7.98,31.23,,8.68,17.35,,12.14,6.59,4.86,,35.39,4.86,,,44.41,5.21,4.86,-0.572222,-6.05,7.0,0.0,,-5.12963,71.514135
US_NE_31025,2020-02-19,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-25,,-2,1,9.82,8.06,39.61,,8.41,17.88,7.01,10.52,,4.91,6.31,28.4,,,6.31,40.67,,,-3.827778,-7.583333,3.8,0.0,,-6.598765,80.947806
US_NE_31025,2020-02-20,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-21,,-3,1,6.48,12.29,38.56,5.12,6.14,18.09,6.48,,4.78,,9.9,32.42,,6.83,,39.25,6.48,4.78,-9.383333,-15.761111,-1.783333,0.381,,-13.975309,69.101598
US_NE_31025,2020-02-21,ChIJQUxLZEAOlIcRfHBCP2mWL-w,Q484239,geoId/31025,US,United States of America,NE,Nebraska,31025,Cass County,US,USA,2,,,,,,,25935,13059,12876,3343,3519,2552,3084,3220,3957,3433,1786,1041,1425442,40.91,-96.14,1466,78.8,-1,,-1,-2,,13.05,29.08,5.59,,10.44,5.59,7.83,5.59,5.22,10.44,28.33,,,5.96,33.92,7.46,,-1.761111,-8.438889,10.105556,0.0,,-7.740741,63.709884
