location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17055,2020-01-11,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,8.26,,11.28,7.98,5.5,8.26,,12.11,10.73,5.78,7.43,,,,6.05,,,7.98,24.21,7.15,4.95,,6.05,5.23,41.27,,8.8,5.5,4.95,,10.227778,2.6,17.35,47.84725,9.533333,95.487321
US_IL_17055,2020-01-12,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.47,4.75,4.19,9.21,8.1,6.14,4.75,,14.52,7.26,6.14,9.77,4.19,4.47,6.14,,3.91,,12.01,25.41,6.42,6.42,4.47,3.91,8.94,42.45,,5.31,5.31,,3.91,0.722222,-0.938889,2.844444,13.589,-0.594444,90.936214
US_IL_17055,2020-01-13,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.04,5.91,3.5,8.76,9.64,5.48,4.38,,9.86,6.35,5.04,9.64,4.16,8.11,3.07,,3.5,3.94,7.67,24.75,4.6,7.67,4.6,4.16,6.35,37.24,,5.7,3.72,4.6,5.48,2.6,-0.816667,5.477778,0.0254,1.027778,89.414659
US_IL_17055,2020-01-14,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,6.28,3.46,8.22,7.79,4.54,3.9,4.76,10.82,6.71,4.11,9.96,3.03,4.33,4.33,3.46,4.98,3.03,9.09,21.21,4.76,4.98,5.63,3.03,6.06,38.09,3.9,4.76,5.41,5.63,4.98,4.811111,-0.505556,13.1,0.0,3.216667,89.43889
US_IL_17055,2020-01-15,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.62,7.92,,8.58,3.96,5.72,4.18,3.96,11.88,7.92,6.6,8.58,4.62,5.06,4.4,7.04,,3.08,8.8,22.22,6.82,7.92,3.74,4.18,3.3,37.61,,7.04,5.06,3.08,5.5,8.455556,2.616667,14.277778,0.042333,7.333333,92.686552
US_IL_17055,2020-01-16,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,5.93,3.51,8.56,5.71,4.61,5.05,5.27,10.98,7.47,5.71,10.32,4.61,4.17,,4.39,3.51,3.95,8.12,19.54,4.17,6.81,5.27,5.71,5.49,34.04,4.61,5.49,5.27,5.49,6.37,2.305556,-2.911111,11.755556,0.0,-1.444444,76.311301
US_IL_17055,2020-01-17,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.62,8.08,3.23,8.54,5.31,6.46,6.0,,10.15,9.23,5.08,9.92,4.62,3.92,3.23,5.08,,4.38,7.85,24.0,8.31,4.62,4.15,4.38,5.54,37.85,3.69,5.31,6.69,6.0,7.38,-1.783333,-3.444444,2.144444,0.0635,-5.383333,76.474356
US_IL_17055,2020-01-18,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.04,8.68,5.88,10.64,7.28,5.6,5.6,4.2,13.16,5.32,,8.4,6.44,,4.76,,,,9.52,19.61,4.76,8.68,,4.76,,38.93,6.16,7.0,6.72,,,5.688889,0.461111,12.438889,22.1615,3.272222,84.567745
US_IL_17055,2020-01-19,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.25,11.06,,9.12,8.29,5.8,4.7,4.7,11.88,5.53,6.63,9.95,6.08,,5.8,3.87,5.8,8.02,10.78,21.56,8.57,7.74,6.91,6.08,,45.88,,9.67,,4.7,,-4.55,-8.188889,1.327778,4.148667,-10.905556,61.319414
US_IL_17055,2020-01-20,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.09,8.31,,8.31,8.31,,9.38,3.75,11.26,8.31,4.56,14.47,6.97,6.7,,6.43,,3.75,9.11,28.68,6.17,8.04,,6.43,7.77,36.18,4.29,5.09,8.85,5.9,5.36,-7.566667,-9.405556,-3.888889,0.0,-10.85,77.339217
US_IL_17055,2020-01-21,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.85,6.34,3.4,8.38,8.83,3.4,8.83,,13.59,6.34,5.21,10.64,4.53,3.85,3.17,4.75,,9.74,8.83,30.11,4.08,6.11,5.89,8.38,5.21,46.87,4.75,7.7,,7.25,5.43,-4.355556,-8.122222,-0.083333,0.0,-7.111111,81.127511
US_IL_17055,2020-01-22,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.54,6.58,5.22,9.75,8.39,5.9,7.26,,14.51,6.8,4.54,10.43,,5.22,4.54,4.54,3.85,7.71,7.03,23.13,5.22,8.16,5.9,7.03,9.75,36.96,4.99,7.26,6.8,4.54,3.4,-3.027778,-6.638889,2.933333,0.0,-6.566667,76.646395
US_IL_17055,2020-01-23,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.97,6.62,,12.13,5.74,5.52,6.62,,14.78,6.84,6.4,7.94,3.97,4.63,4.63,4.63,,6.4,8.6,28.9,5.29,11.91,3.97,5.96,5.96,40.15,4.85,7.72,4.63,5.74,4.41,1.633333,-0.572222,4.85,1.233714,-2.094444,76.482208
US_IL_17055,2020-01-24,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.46,6.06,,6.93,5.41,5.2,5.41,4.98,22.08,4.98,4.76,11.47,4.98,8.01,,4.76,,4.55,10.82,33.34,6.28,4.98,3.46,4.33,5.63,38.32,,4.55,4.33,6.5,6.06,2.844444,1.761111,4.161111,8.03275,2.477778,97.445161
US_IL_17055,2020-01-25,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,6.41,5.58,,7.8,8.08,6.13,5.58,4.46,22.02,6.69,4.74,11.71,4.18,6.69,,8.36,,6.97,9.2,22.3,6.97,6.97,,8.64,4.74,43.21,,6.41,5.02,6.13,,1.294444,0.644444,2.422222,1.397,-0.15,90.172161
US_IL_17055,2020-01-26,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.46,9.19,,12.34,6.82,6.04,7.61,,21.79,7.87,4.99,6.04,5.77,4.46,6.3,6.3,6.04,7.35,7.35,32.28,5.51,9.19,,8.4,5.25,41.73,,7.61,4.99,,4.72,1.016667,-3.505556,7.761111,0.0,-1.205556,85.148218
US_IL_17055,2020-01-27,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,5.35,3.21,8.13,9.63,5.35,7.7,,20.11,5.56,4.49,7.92,4.28,4.28,4.49,4.07,3.0,4.92,4.28,32.74,6.21,4.28,3.64,5.35,5.56,35.31,3.64,8.35,7.28,3.42,7.28,0.233333,-2.055556,4.983333,0.0,-0.45,95.184285
US_IL_17055,2020-01-28,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.91,5.7,3.07,10.29,5.91,5.48,5.7,5.7,20.81,7.67,,10.07,3.94,6.13,6.13,5.48,5.48,4.82,7.67,31.1,7.67,6.35,3.07,5.91,8.98,36.36,4.38,9.64,6.79,4.38,5.7,-0.983333,-1.8,0.316667,0.028222,-1.5,96.309486
US_IL_17055,2020-01-29,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,4.99,5.85,8.24,4.99,4.55,6.72,,21.68,7.37,3.25,7.15,4.12,5.85,,5.85,3.9,,7.59,31.65,4.33,5.2,4.55,,6.07,33.6,4.99,6.94,3.47,4.33,5.2,0.277778,-0.838889,2.494444,0.931333,-0.666667,93.410959
US_IL_17055,2020-01-30,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.36,5.44,,6.97,9.14,5.44,5.01,3.27,32.44,8.93,8.71,9.8,,6.75,,5.44,4.36,,8.93,36.36,5.01,3.48,4.36,4.14,5.88,34.84,3.92,6.53,8.71,5.44,5.66,1.116667,-0.166667,3.727778,0.834571,0.094444,92.923847
US_IL_17055,2020-01-31,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.71,8.07,3.27,9.38,6.54,6.76,5.02,,25.08,7.85,6.98,7.63,4.36,4.58,5.23,5.89,,4.58,10.03,34.24,3.27,4.8,3.93,4.14,5.02,30.97,4.14,5.45,5.02,3.27,4.58,3.077778,1.355556,5.861111,1.016,1.633333,90.274416
US_IL_17055,2020-02-01,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.79,6.9,3.86,9.66,8.0,6.35,7.17,,21.8,10.21,5.79,9.93,6.07,8.28,5.24,7.17,8.0,,9.93,32.56,9.11,6.35,5.52,5.24,4.41,45.52,,4.14,5.52,4.97,6.9,4.75,2.75,7.461111,0.0508,1.972222,82.27611
US_IL_17055,2020-02-02,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,8.46,5.46,,7.37,6.01,6.55,4.37,5.46,20.75,7.1,,8.19,5.19,5.19,5.46,5.46,4.64,,6.28,24.3,5.19,10.65,,5.46,,40.95,4.91,7.92,4.09,4.09,4.37,7.483333,-0.461111,19.138889,0.0,1.227778,64.667952
US_IL_17055,2020-02-03,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,,5.66,,9.36,9.58,5.23,4.79,4.57,20.47,8.28,3.48,8.28,,5.44,4.36,3.48,4.57,4.14,9.58,29.18,4.14,8.06,6.53,5.23,5.44,32.23,,5.66,7.19,,5.23,11.855556,5.305556,19.35,0.0,5.566667,65.459892
US_IL_17055,2020-02-04,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.82,5.26,,10.08,7.67,5.26,6.14,6.14,17.97,8.77,,12.27,3.51,6.14,5.04,,3.29,3.94,6.36,29.36,4.6,6.36,5.04,5.04,8.98,35.5,3.73,7.23,6.36,4.82,4.38,11.555556,4.35,16.511111,3.27025,9.788889,88.925773
US_IL_17055,2020-02-05,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.3,6.61,,8.15,9.25,4.62,6.61,3.74,19.16,9.69,4.41,9.47,3.08,4.84,5.73,4.18,,4.41,4.62,27.09,6.17,7.49,5.73,,7.27,40.97,,7.05,,3.3,5.95,1.944444,0.894444,4.338889,8.79475,0.638889,91.179021
US_IL_17055,2020-02-06,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.18,3.89,3.46,9.72,6.91,6.27,3.24,,17.5,7.56,3.89,,3.89,5.62,3.89,4.11,,3.89,5.83,28.52,5.18,6.48,3.02,,,37.81,5.4,8.21,6.48,5.4,5.4,-0.133333,-0.972222,1.422222,7.62,-0.977778,94.057576
US_IL_17055,2020-02-07,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,3.04,6.08,5.43,7.17,6.95,5.43,6.52,4.56,13.69,5.87,4.56,6.95,4.13,4.34,4.78,3.91,4.56,5.21,7.17,27.37,6.74,7.17,,5.65,5.21,35.63,4.13,6.52,3.69,5.43,4.13,-0.133333,-1.533333,3.138889,0.1016,-4.555556,72.165684
US_IL_17055,2020-02-08,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,6.31,7.68,,6.58,7.96,,6.86,,21.12,10.15,3.84,8.23,5.21,5.76,7.96,7.13,3.84,5.21,7.96,29.36,4.39,4.66,4.12,5.76,7.96,39.23,,6.58,6.31,5.76,6.31,0.872222,-0.777778,2.694444,0.1016,-2.727778,76.972599
US_IL_17055,2020-02-09,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,5.12,8.62,,5.66,14.01,5.39,5.93,,23.17,8.89,,9.43,5.93,4.58,7.54,4.04,5.12,5.93,6.74,31.25,5.12,9.16,,4.58,7.28,44.19,,7.01,6.2,5.39,4.31,2.3,-2.944444,13.644444,1.886857,-0.5,81.876956
US_IL_17055,2020-02-10,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.06,7.45,3.83,9.25,8.57,3.38,6.32,4.29,21.88,11.96,5.42,13.31,,8.12,6.32,5.42,,5.19,8.57,30.23,4.96,11.96,8.12,,4.74,34.74,,8.57,,6.54,5.64,6.227778,1.555556,14.066667,17.74825,5.2,93.148997
US_IL_17055,2020-02-11,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,6.35,8.17,,6.8,11.34,3.63,5.44,3.63,20.19,11.11,4.99,9.53,6.58,7.03,6.35,3.63,4.76,,9.53,29.26,7.03,7.94,9.3,3.86,5.44,32.89,4.99,5.9,,5.22,7.49,2.1,0.1,6.261111,1.11125,-0.227778,84.624964
US_IL_17055,2020-02-12,ChIJVepyV9rQdogRg0PlzAok3RI,Q486491,geoId/17055,US,United States of America,IL,Illinois,17055,Franklin County,US,USA,2,,,,,,,38995,19226,19769,4718,4777,4339,4402,4841,5377,5080,3519,1942,1800954,37.99,-88.92,1117,75.3,,,,,,4.69,5.97,3.41,9.17,9.6,3.2,5.33,2.99,18.56,9.6,8.11,5.97,4.91,3.2,3.63,7.46,,,6.4,28.16,3.41,8.32,7.25,5.12,7.25,28.58,4.27,8.11,4.27,5.33,5.12,1.75,-0.061111,4.133333,2.7305,0.655556,92.467377
