location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13233,2020-01-11,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,5.47,10.45,3.98,9.46,9.71,5.23,4.23,3.48,,15.18,5.23,7.71,,4.23,9.96,3.98,6.72,4.73,3.48,4.48,3.98,5.47,9.96,27.87,5.97,,4.98,,3.48,7.47,3.73,35.84,,8.71,6.72,3.48,3.48,,18.194444,14.638889,21.455556,0.1016,15.277778,82.97882
US_GA_13233,2020-01-12,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,6.09,8.21,5.83,9.8,10.33,4.5,3.71,4.77,,17.74,,10.33,,3.71,9.8,,8.21,4.77,5.83,6.36,4.24,5.83,8.21,24.36,7.42,7.15,6.89,,4.5,5.3,7.42,45.29,3.97,6.36,4.24,5.3,5.56,4.77,12.5,5.950617,18.858025,16.981714,9.395833,80.511936
US_GA_13233,2020-01-13,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,4.72,4.53,3.77,8.68,10.75,4.15,6.42,4.53,,16.6,3.4,8.87,4.15,6.98,6.23,3.77,5.09,3.58,2.83,4.91,5.47,3.96,6.04,23.39,4.53,,7.55,3.58,5.66,4.53,6.04,39.43,,7.36,5.85,,4.34,2.64,13.388889,8.027778,17.838889,0.53975,12.185185,90.645119
US_GA_13233,2020-01-14,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,7.85,8.6,3.18,8.22,8.41,7.1,6.36,5.79,,12.34,5.05,9.53,3.93,4.67,9.91,5.98,5.23,6.17,6.17,2.99,3.93,5.05,9.72,24.3,7.1,3.55,6.73,2.62,3.93,4.86,7.85,45.61,4.67,6.73,5.42,4.11,4.3,4.49,16.322222,14.038889,17.816667,14.562667,15.635802,95.623716
US_GA_13233,2020-01-15,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,5.63,7.88,3.0,10.7,10.89,4.69,5.26,2.82,2.63,9.76,4.13,6.2,3.19,7.88,11.83,5.07,6.38,5.82,2.63,3.38,6.38,3.57,6.57,22.9,5.82,3.57,6.01,,7.51,5.07,6.2,39.99,6.01,5.82,7.32,5.63,7.13,2.82,15.422222,11.861111,19.922222,9.978571,14.3125,92.67759
US_GA_13233,2020-01-16,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,6.57,8.12,5.41,11.02,7.35,4.64,5.41,4.06,,9.28,,7.73,3.29,4.83,2.9,,3.48,2.9,4.83,3.29,4.25,2.9,11.02,23.97,4.64,3.67,4.06,,6.19,3.87,4.25,40.41,5.61,4.64,4.83,3.48,3.67,4.06,15.105556,10.477778,19.177778,9.694333,10.58642,73.800947
US_GA_13233,2020-01-17,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,6.59,6.21,,6.78,9.98,4.52,4.71,2.83,2.83,8.47,3.2,5.46,3.2,5.27,8.85,5.84,6.03,4.52,6.03,4.9,3.2,3.01,8.1,22.41,5.46,,7.53,,4.71,5.84,5.27,33.9,4.9,6.4,7.53,4.52,6.21,3.77,8.255556,4.661111,15.344444,1.9812,-3.388889,43.332426
US_GA_13233,2020-01-18,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,5.37,8.7,4.09,12.02,5.88,6.14,8.44,4.09,5.63,9.98,5.63,7.16,3.58,4.09,8.44,,3.84,,4.61,4.86,5.37,4.86,6.91,20.72,4.86,4.35,10.49,4.09,4.61,4.61,3.84,49.63,7.67,9.98,6.4,4.35,9.47,,7.75,5.288889,11.627778,0.9144,-0.265432,56.95385
US_GA_13233,2020-01-19,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,5.69,10.86,,9.56,7.24,6.98,4.91,5.17,3.62,13.96,4.91,12.92,4.91,5.95,13.7,4.65,7.75,4.39,6.72,4.13,6.46,4.39,6.72,25.33,7.75,6.2,9.3,3.62,,6.2,6.2,46.01,3.62,8.01,5.17,8.01,6.72,4.91,6.994444,1.872222,11.683333,7.577667,0.62963,63.42945
US_GA_13233,2020-01-20,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,7.43,11.01,,10.76,7.94,3.84,12.81,4.1,,16.14,6.4,8.45,3.59,4.1,13.83,,8.96,5.38,8.71,11.27,5.63,,11.53,23.31,10.5,5.12,8.96,3.84,5.89,5.12,6.66,53.27,4.35,9.22,7.94,6.66,8.71,5.12,-1.583333,-5.377778,6.033333,0.0,-9.006173,56.404785
US_GA_13233,2020-01-21,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,4.37,5.17,4.17,11.52,9.14,3.58,7.95,6.56,,16.29,,8.15,5.36,3.97,10.93,5.56,7.95,3.38,5.17,3.38,4.57,3.58,5.96,26.42,5.56,,7.95,3.18,5.17,6.16,4.77,43.71,5.76,7.15,7.15,6.36,5.17,3.38,-2.294444,-5.916667,3.383333,0.0762,-9.697531,56.323943
US_GA_13233,2020-01-22,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,6.44,7.8,4.49,10.14,8.78,4.68,3.9,4.49,3.32,18.73,5.46,8.0,4.1,7.41,8.19,4.88,4.29,5.46,,3.9,6.44,2.73,10.54,23.02,6.44,,7.8,3.32,4.88,8.19,3.51,41.17,5.85,6.24,6.44,3.51,5.66,,-0.277778,-6.944444,9.0,0.254,-10.049383,47.076845
US_GA_13233,2020-01-23,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,4.97,9.95,3.44,10.52,6.89,5.55,3.83,5.17,3.63,16.45,4.4,5.93,3.63,4.97,10.14,3.25,4.21,3.25,5.17,3.25,3.63,4.4,11.86,23.53,4.4,2.87,9.18,,4.59,3.63,4.4,37.3,4.97,6.12,7.46,6.5,4.02,2.87,4.888889,1.277778,7.561111,0.804333,-4.746914,49.852405
US_GA_13233,2020-01-24,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,4.38,7.05,3.62,8.39,6.1,3.43,4.58,3.05,,23.07,5.15,10.87,3.24,4.77,10.48,3.43,4.58,,3.05,5.15,4.77,3.43,7.63,28.6,6.29,3.62,6.48,,5.34,3.62,6.67,36.6,4.38,7.05,6.29,5.53,,,7.172222,3.655556,12.744444,18.923,5.067901,86.367809
US_GA_13233,2020-01-25,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,7.72,10.91,,13.31,11.44,5.32,,3.73,,23.69,4.26,10.64,,4.26,11.71,5.32,4.26,5.06,5.06,4.26,5.06,,9.05,35.93,9.05,,9.05,4.52,4.52,6.92,6.65,49.5,6.65,7.72,5.59,3.99,7.19,,4.988889,2.722222,9.711111,1.5875,0.734568,74.145261
US_GA_13233,2020-01-26,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,6.21,7.69,4.47,9.68,9.43,4.47,6.21,4.96,3.72,19.61,4.22,12.16,4.22,5.96,8.19,3.97,7.94,4.71,5.46,6.45,6.21,,9.68,34.75,6.95,4.22,7.69,4.96,5.71,7.45,3.97,43.43,5.71,4.71,7.2,4.71,8.44,,3.066667,-1.683333,8.905556,0.028222,-0.648148,75.948457
US_GA_13233,2020-01-27,ChIJDyJBVRO2iogRJeQ8QxtLUMw,Q498395,geoId/13233,US,United States of America,GA,Georgia,13233,Polk County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41818,20621,21197,5779,5847,5382,5357,5059,5479,4530,2993,1392,1029452,34.0,-85.18,808,73.728571,,,,,5.2,5.97,5.2,7.89,10.2,2.69,4.81,5.58,4.43,23.29,,8.47,3.85,9.05,7.31,5.0,5.77,4.43,6.16,3.27,5.77,3.46,7.7,32.34,4.62,3.27,8.47,,6.54,7.31,6.54,42.73,,9.24,5.2,3.46,6.16,3.46,7.444444,2.066667,11.611111,1.608667,4.802469,82.685796
