location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19187,2020-01-11,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.43,8.57,5.09,10.72,7.5,6.16,5.09,5.36,15.81,,5.9,,4.02,10.18,6.43,,3.75,5.09,4.82,,,5.63,24.65,7.5,,4.29,4.29,,5.63,39.93,4.82,4.56,7.24,4.02,4.02,,-11.240741,-14.709877,-7.734568,0.2032,-14.796296,75.261265
US_IA_19187,2020-01-12,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.77,10.15,,8.85,9.37,5.47,4.95,,20.31,5.21,11.46,3.65,5.47,5.47,7.29,,6.51,4.43,6.51,5.73,,6.25,27.08,7.29,,6.25,5.21,3.65,7.03,35.41,5.47,5.99,7.81,3.91,4.17,3.91,-9.407407,-14.290123,-3.419753,0.0,-11.012346,88.441914
US_IA_19187,2020-01-13,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.99,9.97,,9.35,9.55,6.65,4.99,5.82,13.09,3.32,8.93,3.32,6.85,7.68,5.19,4.78,7.06,4.78,,4.57,2.91,6.02,31.78,8.31,4.99,6.02,4.99,6.85,4.15,34.06,5.4,9.14,4.78,3.95,5.19,,-3.577778,-6.316667,-1.361111,0.3556,-4.597222,93.131115
US_IA_19187,2020-01-14,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.85,6.25,4.64,10.89,8.07,6.45,6.65,3.43,19.56,,11.09,3.43,3.63,10.69,4.84,5.04,5.65,4.64,5.65,,,8.07,31.46,6.86,3.83,5.65,5.44,4.23,4.64,37.51,4.84,5.24,4.84,6.86,5.44,,-2.194444,-7.527778,1.011111,0.181429,-3.461111,91.159235
US_IA_19187,2020-01-15,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.07,6.7,6.09,8.32,10.55,5.07,4.67,4.87,15.43,,5.68,,8.32,8.53,5.89,7.51,4.06,6.5,,5.68,3.86,5.89,28.82,4.47,3.45,5.07,5.28,3.45,4.87,33.9,3.86,7.31,4.87,4.26,,4.06,-7.011111,-12.655556,-3.155556,0.1016,-8.351852,91.084233
US_IA_19187,2020-01-16,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,3.62,4.62,4.02,9.85,6.84,5.23,4.22,3.22,15.08,,7.24,,3.62,8.65,5.63,3.62,4.22,4.02,,3.42,,7.24,27.55,4.22,,7.64,4.42,3.22,3.62,35.8,5.23,7.04,4.83,,3.42,,-17.494444,-21.727778,-11.655556,0.0254,-21.377778,71.86006
US_IA_19187,2020-01-17,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.05,9.44,4.36,12.34,6.05,4.84,4.84,,20.08,,11.61,,4.11,6.29,6.05,4.6,7.02,4.6,3.63,4.6,,5.57,30.97,5.08,4.36,8.47,,3.87,7.26,38.71,7.02,9.44,4.6,3.63,3.87,,-11.255556,-16.683333,-4.038889,0.1016,-13.277778,85.209169
US_IA_19187,2020-01-18,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.55,8.35,7.33,11.63,8.09,,6.07,,18.97,5.31,11.13,3.54,4.05,3.54,7.08,3.79,4.55,,4.3,,4.05,6.32,25.79,6.07,3.79,10.87,,,5.56,36.41,4.05,9.36,5.56,,6.58,4.55,-7.866667,-17.35,-1.322222,0.762,-9.6,87.651884
US_IA_19187,2020-01-19,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,3.96,9.4,3.71,8.66,8.9,3.71,4.45,,19.54,,8.66,,,6.92,7.42,3.96,6.43,4.7,5.19,8.9,,4.21,30.67,5.69,3.96,7.67,3.46,4.95,5.69,33.14,3.71,9.4,5.19,3.96,,,-18.161111,-20.25,-15.261111,0.108857,-21.533333,75.015334
US_IA_19187,2020-01-20,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.05,6.58,4.17,7.68,8.56,5.49,6.58,4.39,19.31,4.39,13.82,3.95,7.24,8.78,4.61,6.36,5.92,4.17,3.51,,,11.63,35.99,4.61,4.39,7.02,,6.14,5.27,39.94,3.95,7.02,6.36,,6.8,,-16.311111,-19.161111,-12.522222,0.0,-18.505556,83.396565
US_IA_19187,2020-01-21,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.22,6.04,4.63,11.47,7.84,6.44,4.83,5.43,21.12,,9.05,,5.63,5.63,4.42,3.42,3.42,3.22,2.82,6.84,3.02,9.25,33.59,4.02,3.42,9.25,5.43,7.04,5.03,36.41,5.63,9.25,7.44,,4.42,3.22,-16.822222,-22.455556,-8.2,0.0,-18.438889,87.5157
US_IA_19187,2020-01-22,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.14,6.67,4.37,10.57,9.2,4.14,6.21,6.44,22.07,3.91,11.95,5.29,5.29,7.82,6.9,5.75,5.98,3.22,4.6,7.59,3.68,6.21,31.26,8.96,3.22,7.13,5.29,7.82,5.98,43.67,5.06,4.83,6.21,3.45,,3.68,-2.083333,-8.222222,0.922222,0.508,-3.238889,91.982063
US_IA_19187,2020-01-23,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.22,10.9,5.91,11.59,7.04,5.91,6.36,6.36,17.49,3.63,10.9,3.41,6.36,8.86,3.18,4.32,,3.63,,5.22,,5.91,32.71,6.13,4.54,7.95,5.91,4.09,9.09,41.12,3.63,4.77,3.63,4.09,3.86,3.41,0.133333,-1.215278,1.076389,2.4765,-0.205556,97.637039
US_IA_19187,2020-01-24,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.18,7.83,3.92,7.62,11.95,4.12,5.15,,24.93,,8.65,,5.98,7.01,5.36,2.88,5.56,3.71,3.71,4.12,3.3,7.01,33.18,5.56,3.09,9.07,6.39,3.3,4.33,36.47,4.95,4.74,5.56,4.95,,,-0.9,-1.894444,-0.022222,0.0,-1.623457,95.101122
US_IA_19187,2020-01-25,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.82,7.5,5.89,9.64,5.62,4.01,10.44,4.82,29.18,3.75,12.85,,5.89,8.3,4.82,,,5.09,,4.01,4.55,5.62,34.8,5.35,,7.76,6.42,5.35,5.89,39.62,,,6.96,4.28,,,-1.705556,-3.227778,-0.6,0.072571,-3.116667,90.341553
US_IA_19187,2020-01-26,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.87,7.07,4.87,9.5,3.9,4.63,3.65,6.58,24.85,7.55,7.55,3.41,,9.26,4.63,5.6,6.58,5.6,3.41,4.39,3.9,7.8,34.11,4.87,4.87,8.04,5.12,,4.87,39.96,5.36,9.75,6.58,4.87,3.41,,-3.566667,-8.794444,-0.411111,0.0,-4.492063,93.566322
US_IA_19187,2020-01-27,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.19,4.59,4.79,6.59,7.59,3.79,6.79,4.59,26.16,3.59,6.99,3.79,4.59,10.38,6.79,4.79,5.79,3.0,,4.59,,6.39,39.53,4.19,,5.39,,4.39,4.19,41.13,3.99,4.79,5.99,3.79,5.99,,-2.683333,-6.138889,-0.55,0.03175,-3.436508,95.343615
US_IA_19187,2020-01-28,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,,7.8,4.2,8.4,9.2,4.0,4.4,3.8,27.2,,9.6,,3.8,11.8,8.6,5.4,6.6,,4.0,,3.4,8.6,46.19,6.4,,6.2,5.0,,5.8,35.8,2.8,10.8,5.8,5.0,5.0,3.4,-5.827778,-7.9,-2.455556,0.0,-6.555556,95.191881
US_IA_19187,2020-01-29,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.96,5.95,4.76,8.32,11.3,3.96,4.96,5.75,25.57,,8.13,,4.96,13.08,,5.55,7.13,3.77,2.97,4.76,3.57,7.93,45.19,10.5,4.16,8.72,6.54,4.16,7.13,35.28,5.15,8.13,,7.33,3.57,4.56,-7.116667,-8.938889,-4.5,0.381,-8.160494,92.444119
US_IA_19187,2020-01-30,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.75,6.33,4.75,8.51,12.26,4.35,6.33,4.15,31.45,2.77,5.74,,7.52,9.3,4.35,3.17,6.72,,,4.95,,9.3,36.4,5.34,,8.51,5.74,4.35,6.92,37.39,3.56,8.9,6.33,5.54,5.14,4.55,-5.75,-9.711111,-1.322222,0.141111,-6.919753,93.509523
US_IA_19187,2020-01-31,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.15,5.77,4.12,8.24,7.21,4.95,4.95,3.92,34.21,3.71,9.69,,4.95,9.69,5.15,5.36,7.21,2.88,,3.92,,10.92,40.8,6.39,,3.3,4.12,6.18,6.59,31.12,4.74,7.42,5.36,4.12,4.95,2.88,-1.1,-2.661111,1.072222,0.0,-2.071429,93.096948
US_IA_19187,2020-02-01,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.38,9.84,5.05,9.84,8.51,4.52,5.85,4.79,24.47,4.79,9.84,,3.72,5.58,4.79,7.18,5.85,,6.38,5.58,,5.32,30.85,5.05,,5.85,,4.79,3.99,38.83,,4.25,4.79,,5.05,,0.238889,-3.038889,2.583333,0.03175,-0.802469,92.087584
US_IA_19187,2020-02-02,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.8,8.57,,7.56,6.3,5.04,5.8,,21.18,5.04,9.07,6.3,,6.55,7.31,5.29,6.3,6.81,,4.79,,7.06,32.52,7.56,,6.05,5.55,3.78,4.29,34.79,,6.3,6.05,,3.53,,4.161111,0.794444,7.022222,0.0,0.816667,79.233957
US_IA_19187,2020-02-03,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,4.82,7.52,6.37,10.99,9.84,5.01,5.59,2.89,31.25,3.28,9.45,,4.63,7.52,6.17,7.33,6.17,4.82,,3.86,2.7,5.79,34.72,8.1,3.47,6.94,4.63,2.7,7.14,34.91,4.82,4.63,8.1,3.47,2.89,3.86,-0.8,-3.6,3.8,0.0,-2.177778,90.592063
US_IA_19187,2020-02-04,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.42,7.62,6.22,11.43,7.02,6.82,9.23,4.21,27.48,3.41,8.02,3.01,5.21,10.23,5.62,5.21,6.02,3.81,5.42,4.81,3.81,7.22,40.11,9.23,2.81,7.62,6.22,5.82,8.02,41.52,4.81,7.02,7.42,5.01,6.22,4.41,-4.972222,-7.838889,-0.95,0.0,-9.116667,73.178843
US_IA_19187,2020-02-05,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,2.98,8.96,2.79,8.16,8.36,5.17,7.36,4.38,24.68,3.18,8.76,,4.98,12.34,4.78,6.97,7.17,4.18,4.38,3.78,,7.76,40.4,8.36,,4.18,4.18,4.38,7.17,33.24,4.58,6.77,4.38,6.77,4.98,2.79,-7.205556,-10.122222,-2.488889,0.0,-11.266667,73.20104
US_IA_19187,2020-02-06,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,5.44,9.87,4.03,6.64,8.46,6.04,8.46,5.64,22.55,5.44,8.26,3.62,4.03,10.47,3.62,7.05,6.85,4.03,3.42,4.23,,9.26,30.0,4.03,3.83,7.65,3.62,,4.63,40.27,3.22,9.06,6.85,5.24,3.62,3.62,-7.438889,-13.405556,-0.761111,0.0,-10.983333,76.329259
US_IA_19187,2020-02-07,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,3.91,6.79,5.14,9.26,,5.97,4.94,5.14,21.81,2.88,10.08,4.53,7.2,10.49,,5.35,4.94,3.7,3.09,5.14,5.56,8.23,36.42,8.03,3.7,8.64,7.2,5.14,7.82,36.22,4.53,7.2,7.2,5.56,,,-4.394444,-7.488889,-2.011111,0.0635,-6.761111,84.011611
US_IA_19187,2020-02-08,ChIJ3cj6yqx38ocRdajiBfxR1AM,Q485726,geoId/19187,US,United States of America,IA,Iowa,19187,Webster County,US,USA,2,,,,,,,36637,18918,17719,4315,5003,5290,4167,3834,4908,4616,2612,1892,1789197,42.426111,-94.188611,718,76.508333,,,,,6.4,6.67,8.0,10.66,7.46,4.0,4.27,5.33,23.99,4.53,8.53,,,8.27,,5.33,5.33,6.13,5.33,4.53,,6.4,30.66,7.2,,6.67,,4.27,5.6,39.99,4.8,6.67,8.0,4.27,4.27,,-10.244444,-17.038889,-4.061111,0.1905,-12.733333,82.303633
