location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13291,2021-03-20,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,-1,0,2132,68,,,0,0,-1,0,0,0,0,0,0,0,8,16,68,252,218,217,296,360,304,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,31,10,,6,,6.94,6.24,17.34,,7.98,6.24,10.06,6.59,9.71,5.2,,11.1,19.77,5.9,6.24,5.2,46.13,5.55,7.28,8.75,2.516667,15.911111,0.53975,-2.405556,45.840728
US_GA_13291,2021-03-21,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2132,68,,,0,0,0,0,0,0,1,0,0,0,8,16,68,252,218,217,297,360,304,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,23,,,-4,,12.06,11.03,18.26,12.75,,5.17,9.3,,11.71,6.89,,7.92,19.3,6.2,8.61,6.2,43.07,,4.82,10.411111,4.583333,18.0,0.03175,0.572222,51.015601
US_GA_13291,2021-03-22,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2132,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,252,218,217,297,360,304,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,24,12,,-5,2,7.29,4.56,17.93,9.42,8.2,8.51,7.59,6.38,10.33,8.51,4.56,10.03,19.44,7.29,4.56,7.29,35.85,6.99,5.17,12.938889,5.666667,20.994444,0.0254,3.266667,52.265168
US_GA_13291,2021-03-23,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,2134,68,,,0,0,0,0,0,1,0,1,0,0,8,16,68,252,218,218,297,361,304,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,19,8,,-6,0,7.64,4.89,20.47,13.14,8.56,6.72,4.89,,13.14,,,12.53,21.7,8.56,7.33,9.17,45.53,7.95,5.81,14.488889,9.277778,20.111111,0.0,6.194444,57.699971
US_GA_13291,2021-03-24,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2135,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,252,218,218,297,361,304,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,15,10,,-8,2,6.05,5.45,16.95,6.66,6.96,6.66,6.36,,12.71,7.57,,8.78,21.8,8.17,7.87,,46.01,5.15,10.6,16.916667,13.433333,22.272222,0.1524,11.738889,71.804082
US_GA_13291,2021-03-25,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,2137,68,,,0,0,0,1,0,0,0,0,1,0,8,16,68,253,218,218,297,361,305,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,-6,-13,,-11,7,5.97,6.57,13.74,5.97,9.26,,6.87,4.18,13.14,4.78,,12.85,21.81,7.17,6.57,5.38,48.99,7.47,8.37,15.7,12.577778,20.644444,5.588,13.911111,89.286421
US_GA_13291,2021-03-26,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2138,68,,,0,0,0,0,0,1,0,0,0,0,8,16,68,253,218,219,297,361,305,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,20,12,,-12,4,8.0,7.0,15.67,8.33,8.0,6.33,7.67,5.67,5.67,7.33,,8.33,20.34,7.33,6.33,8.33,39.34,8.0,5.33,19.322222,14.738889,25.75,26.2255,13.227778,68.04014
US_GA_13291,2021-03-27,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,3,0,2141,68,,,0,0,0,0,2,0,0,0,0,1,8,16,68,253,220,219,297,361,305,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,26,10,,-1,,8.6,4.82,16.51,10.32,7.91,,6.88,6.88,9.97,,,6.19,14.45,4.82,9.29,,43.69,8.6,4.82,17.855556,12.683333,26.377778,0.719667,13.394444,75.34774
US_GA_13291,2021-03-28,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2141,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,253,220,219,297,361,305,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,11,,-20,-15,,7.61,7.94,10.26,11.91,8.6,6.95,8.93,,8.93,5.29,,12.24,22.83,5.62,7.61,6.29,45.0,8.6,8.93,18.838889,14.177778,23.783333,6.604,14.872222,77.937635
US_GA_13291,2021-03-29,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,2143,68,,,0,0,0,0,0,0,1,0,0,0,8,16,68,253,220,219,298,361,305,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,19,16,,-8,2,7.53,7.83,13.26,12.66,6.63,7.23,7.83,5.42,12.96,,,9.64,21.4,6.33,5.73,4.82,45.51,6.63,9.04,11.246914,2.444444,20.141975,0.790222,-1.814815,40.373027
US_GA_13291,2021-03-30,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,2147,68,,,0,0,0,0,1,0,0,0,1,0,8,16,68,253,221,219,298,361,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,43,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,18,6,,-5,0,,7.49,20.27,11.54,9.04,6.55,6.55,,13.72,7.8,,10.92,24.95,6.24,4.68,7.17,45.22,7.8,7.49,13.098765,3.932099,22.703704,0.0,4.314815,55.60267
US_GA_13291,2021-03-31,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,2151,68,,,0,0,0,0,0,0,2,1,0,0,8,16,68,253,221,219,300,362,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,5,3,,-10,5,4.04,7.8,18.49,10.4,6.36,8.09,7.51,,12.71,4.62,,7.8,20.22,5.2,6.36,6.64,44.19,7.8,10.69,16.288889,11.938889,19.188889,4.1656,13.722222,85.198999
US_GA_13291,2021-04-01,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2151,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,253,221,219,300,362,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,22,19,,-7,3,8.28,6.44,12.57,5.82,6.44,8.58,8.58,,10.12,4.91,,11.65,24.22,4.91,6.13,7.05,41.38,4.91,6.13,7.211111,3.25,13.766667,10.639778,-3.088889,48.208946
US_GA_13291,2021-04-02,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2151,68,,,0,0,0,0,1,0,0,0,0,0,8,16,68,253,222,219,300,362,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,26,17,,-19,4,,8.09,13.82,8.09,9.77,6.4,7.75,5.73,12.13,6.4,5.05,6.74,20.9,7.42,7.08,5.73,41.79,7.75,8.09,4.644444,-1.416667,12.455556,0.0254,-8.827778,37.144366
US_GA_13291,2021-04-03,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2151,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,253,222,219,300,362,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,26,30,,-2,,6.51,6.51,19.16,12.29,9.4,7.59,7.59,,10.12,,,10.12,17.36,6.87,11.93,7.96,45.2,6.15,7.59,6.722222,-1.733333,17.061111,0.0,-5.911111,40.499559
US_GA_13291,2021-04-04,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,2153,68,,,0,0,0,1,0,1,0,0,0,0,8,16,68,254,222,220,300,362,306,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,-5,,,-14,,,10.27,15.6,11.41,8.37,,9.51,,11.03,8.37,,6.47,18.26,,6.47,,40.33,,6.85,10.566667,-0.105556,22.483333,0.0,-1.961111,41.995903
US_GA_13291,2021-04-05,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2154,68,,,0,0,0,0,0,0,0,0,1,0,8,16,68,254,222,220,300,362,307,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,22,14,,-22,4,6.51,8.91,20.57,11.31,7.88,6.51,8.57,,10.28,8.91,,15.42,19.54,4.8,8.57,5.83,44.56,9.94,10.62,15.022222,4.1,24.938889,0.0,0.344444,37.58161
US_GA_13291,2021-04-06,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2154,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,254,222,220,300,362,307,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,19,6,,-16,0,8.25,4.82,24.42,4.82,8.6,9.29,7.22,7.91,13.76,,4.82,12.38,19.95,,6.53,,44.02,8.25,10.32,16.277778,5.966667,26.066667,0.0,3.511111,43.327778
US_GA_13291,2021-04-07,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,3,0,2157,68,,,0,0,0,0,0,1,1,0,0,1,8,16,68,254,222,221,301,362,307,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,63,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,21,10,,-21,2,,10.38,23.88,11.07,5.88,7.27,10.38,5.19,10.38,7.61,,10.38,21.46,6.58,13.15,11.77,48.45,11.07,9.69,17.572222,8.066667,26.994444,0.0,7.472222,52.165598
US_GA_13291,2021-04-08,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,2,0,2159,68,,,0,0,0,1,0,0,0,1,0,0,8,16,68,255,222,221,301,363,307,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,17,16,,-23,5,5.53,8.13,25.38,6.51,5.53,4.88,10.09,9.11,9.44,6.18,4.55,7.81,27.0,7.81,8.78,,39.69,5.21,9.76,18.094444,11.538889,24.705556,0.465667,11.266667,64.755962
US_GA_13291,2021-04-09,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2159,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,255,222,221,301,363,307,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,21,5,,-19,5,,6.5,18.14,8.56,7.53,,5.13,,16.77,,,9.58,16.43,6.85,8.21,6.16,39.37,6.16,6.5,18.4,11.855556,26.244444,0.0,12.844444,70.280451
US_GA_13291,2021-04-10,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,-2,0,2157,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,255,222,221,301,363,307,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,14,4,,-9,,,9.74,14.45,6.38,5.38,7.06,,,11.42,,,10.42,16.8,6.05,6.72,5.38,47.04,5.38,7.06,16.755556,13.927778,22.233333,5.757333,14.505556,86.654073
US_GA_13291,2021-04-11,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,0,0,2157,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,255,222,221,301,363,307,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,27,,,-3,,,,16.57,9.79,9.79,,7.53,7.16,8.29,5.65,6.78,9.41,21.47,,6.78,,48.58,,9.41,16.65,11.45,22.388889,2.1844,9.461111,62.701068
US_GA_13291,2021-04-12,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2158,68,,,0,0,0,0,0,0,0,0,1,0,8,16,68,255,222,221,301,363,308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,24,11,,-6,2,8.58,6.67,19.7,6.04,6.36,5.4,7.31,,8.58,,6.04,8.9,40.36,6.99,6.99,5.72,46.72,6.99,6.36,16.811111,6.972222,27.277778,0.0,4.461111,44.492971
US_GA_13291,2021-04-13,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,-1,0,2157,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,255,222,221,301,363,308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,17,5,,-3,0,7.2,8.14,17.84,8.14,7.83,7.51,10.33,5.32,10.02,,7.2,13.46,32.24,5.63,11.27,5.95,47.89,10.33,5.63,18.216667,8.211111,27.516667,0.0,6.072222,45.552821
US_GA_13291,2021-04-14,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2158,68,,,0,0,0,0,0,0,0,0,0,0,8,16,68,255,222,221,301,363,308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,22,18,,-4,1,7.84,10.45,24.83,7.51,9.15,7.19,11.43,4.9,12.74,7.19,,8.17,20.25,6.86,6.21,8.17,49.0,9.15,,17.833333,9.25,27.038889,0.1524,8.95,56.348542
US_GA_13291,2021-04-15,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,4,0,2162,68,,,0,0,0,0,0,1,0,0,0,0,8,16,68,255,222,222,301,363,308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,22,14,,-7,2,5.49,6.46,20.36,7.76,7.11,6.46,8.4,6.14,13.57,8.08,,10.02,32.0,5.17,8.4,10.34,43.31,7.43,6.14,16.144444,12.283333,21.522222,0.508,9.388889,64.786761
US_GA_13291,2021-04-16,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,5,0,2167,68,,,0,0,0,0,0,2,1,0,0,0,8,16,68,255,222,224,302,363,308,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,18,12,,-14,4,5.02,7.7,22.1,8.37,9.37,7.7,7.7,,12.72,5.02,,12.05,21.43,5.69,5.02,6.03,48.55,6.7,9.04,12.494444,5.188889,19.572222,0.0,0.427778,43.856797
US_GA_13291,2021-04-17,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,6,1,2173,69,,,0,0,1,0,1,1,1,2,0,0,8,16,69,255,223,225,303,365,308,206,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,5,21,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,22,44,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,27,9,,-3,,8.35,5.08,21.79,9.08,,6.54,13.07,5.81,10.53,,6.9,10.53,18.88,,9.8,5.81,38.85,8.71,,14.3,8.427778,20.933333,0.0,3.872222,50.031873
US_GA_13291,2021-04-18,ChIJj-xKCpsWX4gR-fTZW8lU2oY,Q491547,geoId/13291,US,United States of America,GA,Georgia,13291,Union County,US,USA,2,1,0,2174,69,,,0,0,0,0,0,0,0,0,1,0,8,16,69,255,223,225,303,365,309,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,21,34,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13,22,45,56,64,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,23376,11322,12054,1857,2334,1968,1900,2251,3383,4478,3536,1669,532213,34.83,-83.99,852,77.675,29,,,-2,,6.25,8.83,17.29,9.19,,,,,12.87,5.88,,10.3,25.74,8.83,12.14,7.72,43.03,8.46,,14.205556,6.005556,21.677778,0.0,3.894444,50.343079
