location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48467,2020-01-12,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.36,10.5,5.36,12.52,8.72,4.69,6.48,6.48,4.25,14.53,3.13,9.83,3.35,4.69,7.15,,5.14,4.02,3.35,6.48,,,5.36,23.69,8.72,7.38,6.48,3.8,,,5.59,39.78,4.92,9.39,5.36,6.26,6.48,3.58,5.14,2.455556,-1.694444,11.427778,0.254,-0.1,83.341132
US_TX_48467,2020-01-13,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.46,7.58,3.52,9.69,7.05,,6.17,4.05,2.47,14.1,3.35,4.76,4.41,4.58,12.87,2.64,6.52,4.76,,2.82,4.41,2.47,9.16,24.32,5.99,2.82,6.7,3.35,3.88,4.41,9.87,36.48,3.0,6.52,4.05,5.29,6.87,4.93,5.11,8.333333,2.877778,17.361111,0.2794,5.305556,81.434981
US_TX_48467,2020-01-14,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.64,8.45,2.99,9.69,8.28,4.58,4.58,2.99,3.35,11.98,3.35,5.99,3.87,3.52,9.33,3.17,5.81,2.64,3.7,4.75,4.58,2.82,7.22,27.83,6.52,2.64,5.81,,5.11,,6.34,32.23,6.87,7.75,5.11,5.28,4.93,2.47,,15.411111,13.627778,19.45,0.072571,12.977778,85.585956
US_TX_48467,2020-01-15,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.24,8.56,2.62,7.69,5.94,5.42,6.64,4.02,2.45,18.17,4.19,8.21,,4.72,9.96,3.15,6.29,5.07,5.42,4.89,5.24,3.5,9.44,23.94,5.94,3.32,6.82,3.15,5.07,5.59,5.24,34.95,4.37,6.12,4.89,4.89,5.42,3.15,4.37,19.716667,15.683333,24.95,0.0,18.127778,90.615986
US_TX_48467,2020-01-16,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.8,10.01,,8.8,7.42,5.69,5.52,4.31,,13.11,3.11,6.04,3.11,5.69,12.6,5.0,5.18,6.73,3.62,,3.97,2.76,8.28,24.68,5.0,2.42,5.69,2.76,4.31,3.97,9.84,32.79,5.35,8.11,4.66,6.56,5.18,,2.59,15.533333,10.366667,21.505556,2.794,13.677778,88.804531
US_TX_48467,2020-01-17,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.62,4.79,,8.35,6.75,4.44,4.26,2.66,,13.14,3.73,8.17,,4.08,8.53,5.86,3.91,4.44,4.79,3.2,2.84,2.84,6.39,20.78,4.44,3.02,6.39,,3.91,,7.28,31.61,4.79,7.46,3.55,3.55,4.97,,3.02,11.211111,9.45,15.244444,8.466667,9.3,88.15596
US_TX_48467,2020-01-18,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.92,7.6,,14.29,5.99,4.84,4.61,3.46,3.46,14.05,4.61,8.53,4.84,3.92,7.83,4.61,4.84,5.76,5.07,4.38,5.07,,7.6,22.81,5.3,3.69,6.68,4.38,5.07,3.92,6.68,40.09,3.92,6.91,5.53,4.61,4.38,6.91,,16.016667,11.194444,18.133333,1.312333,12.255556,78.479163
US_TX_48467,2020-01-19,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.36,7.37,,14.07,5.58,3.8,6.03,3.57,4.69,15.41,4.69,6.03,,4.91,10.5,3.57,5.58,9.16,3.8,5.58,4.69,,6.03,28.81,7.37,,8.71,6.25,4.24,5.36,5.36,43.55,4.24,8.93,3.8,5.14,4.47,,,6.977778,1.355556,12.494444,0.5334,-4.844444,42.840639
US_TX_48467,2020-01-20,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.15,7.64,5.24,12.67,10.92,4.37,7.64,,3.71,19.22,5.68,8.96,4.37,4.37,10.27,6.77,6.55,5.02,5.46,6.55,4.59,4.15,7.86,24.68,7.21,5.68,6.55,3.5,,4.37,5.9,45.43,4.8,10.48,5.02,4.37,5.02,3.28,,6.55,0.911111,13.511111,0.1016,-3.5,48.782369
US_TX_48467,2020-01-21,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.35,6.34,3.26,9.42,6.52,5.07,6.52,4.35,2.9,20.29,3.08,9.42,3.98,3.8,11.23,5.43,5.8,5.62,2.9,3.26,7.79,,9.6,23.73,7.07,3.08,6.52,3.8,5.25,8.51,4.35,42.57,3.8,5.25,4.89,4.35,3.98,,2.72,4.511111,-0.294444,10.177778,1.778,-1.383333,65.829405
US_TX_48467,2020-01-22,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.19,8.38,2.44,9.78,7.51,6.98,5.59,2.62,2.79,19.9,4.89,8.21,,5.24,7.51,4.36,7.16,4.19,5.24,2.62,9.43,3.32,7.68,26.54,5.24,2.62,5.06,,3.49,8.03,6.98,36.14,3.67,6.63,6.81,4.71,4.19,2.79,2.62,4.827778,2.866667,7.794444,3.259667,1.944444,81.648937
US_TX_48467,2020-01-23,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.64,9.79,,8.07,7.55,6.53,3.61,6.53,3.26,22.32,3.09,8.59,,4.46,9.1,3.95,4.64,6.35,6.18,,4.29,3.43,6.7,25.41,6.18,3.95,5.67,2.58,3.78,3.43,5.15,41.55,4.12,6.53,3.95,3.61,4.29,2.75,2.92,7.916667,5.838889,12.411111,7.577667,6.35,89.898985
US_TX_48467,2020-01-24,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.89,5.77,4.02,9.96,7.17,4.02,6.64,3.32,3.85,21.15,3.15,7.69,,2.97,9.62,4.02,2.97,3.32,,4.37,5.77,,6.29,30.59,4.2,2.8,5.59,2.8,4.02,5.77,7.34,31.29,4.37,6.29,4.2,4.02,4.89,,,7.916667,2.388889,14.25,0.0762,1.755556,65.187041
US_TX_48467,2020-01-25,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.52,9.15,,11.5,7.98,6.1,3.52,,,28.87,6.34,12.68,,5.16,13.14,3.52,5.87,6.57,6.57,4.93,5.4,,7.51,40.14,9.15,,9.39,,4.22,5.87,3.76,45.07,5.63,7.04,7.04,7.04,3.29,,3.76,8.077778,1.283333,17.888889,0.1016,1.238889,62.248254
US_TX_48467,2020-01-26,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.8,7.95,3.87,11.38,8.8,4.51,4.94,3.44,,24.91,4.51,9.02,5.15,3.44,10.52,4.72,,8.16,4.94,3.87,5.8,3.44,9.66,37.58,9.02,6.01,8.8,,3.87,6.23,8.37,37.36,3.22,8.8,8.59,4.94,5.15,3.44,4.29,14.116667,11.783333,17.9,0.381,9.2,72.384091
US_TX_48467,2020-01-27,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.63,4.95,4.44,10.92,5.97,5.63,4.95,2.73,,21.84,4.95,8.7,,4.09,10.75,4.95,5.97,5.97,4.78,3.58,5.63,3.41,11.09,30.71,6.48,2.9,6.14,3.58,2.39,5.8,4.95,42.48,4.78,5.97,6.14,5.29,4.44,2.39,,9.65,5.027778,16.544444,0.056444,8.012346,89.124599
US_TX_48467,2020-01-28,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,8.3,8.3,2.88,7.29,7.46,5.42,6.61,3.73,3.9,26.27,2.88,10.51,3.73,5.76,9.15,,5.42,5.59,3.73,4.41,5.59,,9.15,32.37,6.44,2.37,8.3,4.58,4.24,5.25,4.24,38.63,5.08,8.64,4.91,3.73,4.58,3.73,3.05,11.622222,8.977778,16.294444,1.596571,9.838889,88.92198
US_TX_48467,2020-01-29,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.35,7.31,2.96,7.83,8.88,5.22,3.83,2.61,4.0,24.89,4.53,10.09,3.83,6.26,9.4,2.79,4.53,7.31,,2.44,3.31,2.79,5.22,29.06,5.05,3.83,5.92,2.79,3.31,3.31,5.92,35.16,6.26,6.61,2.44,6.44,3.83,3.31,2.61,6.866667,4.677778,12.372222,4.233333,4.377778,84.331465
US_TX_48467,2020-01-30,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.28,8.64,2.94,9.33,7.25,3.8,5.18,3.46,,27.98,,7.6,3.28,4.15,13.13,4.66,5.01,4.15,,3.46,6.05,3.11,8.12,30.92,3.11,,6.22,,3.63,6.74,5.53,31.44,4.84,5.7,5.7,6.22,6.22,3.46,,5.972222,4.394444,8.2,0.0,3.566667,84.629322
US_TX_48467,2020-01-31,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.33,5.84,3.27,9.62,6.7,5.16,3.44,3.09,,30.07,4.47,9.11,3.44,3.95,8.08,3.95,2.92,5.33,3.78,2.75,4.3,3.09,7.91,26.29,4.81,3.44,6.01,2.41,3.44,3.78,3.61,34.2,,4.64,3.61,3.95,4.64,2.92,3.09,8.016667,6.5,11.822222,0.254,4.666667,79.517319
US_TX_48467,2020-02-01,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.17,9.45,4.17,10.11,6.59,6.59,4.17,3.96,3.73,26.15,,7.69,,5.49,9.89,,6.15,6.37,4.39,5.93,5.93,,6.81,32.74,5.27,3.3,5.49,,3.73,8.13,4.39,44.82,,7.03,3.3,5.27,4.61,,5.05,7.855556,-0.188889,18.377778,0.0,0.555556,60.129415
US_TX_48467,2020-02-02,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.63,8.33,4.91,10.26,7.48,6.62,3.63,2.99,3.42,18.8,3.21,8.76,,,8.33,4.27,5.77,6.41,4.06,,5.13,2.99,8.76,26.28,6.2,4.06,9.61,,,5.34,4.49,44.01,3.63,8.12,5.34,3.21,,,3.85,12.855556,4.227778,26.105556,0.0,0.261111,42.338412
US_TX_48467,2020-02-03,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,3.9,6.79,3.22,10.69,8.65,4.58,4.07,4.24,2.88,22.06,4.75,9.16,3.22,5.26,7.46,3.73,3.22,3.73,3.56,4.92,,,8.31,27.65,5.09,4.24,7.8,5.6,5.26,,6.62,40.72,3.9,9.33,5.26,3.56,3.22,2.71,5.77,16.65,11.794444,22.3,0.0,8.188889,57.492465
US_TX_48467,2020-02-04,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,4.36,6.2,4.69,10.05,9.21,5.03,3.85,3.02,3.18,21.1,,8.71,3.85,5.36,8.71,2.51,4.69,4.52,5.53,3.85,4.36,3.69,9.88,30.98,6.7,,7.03,,4.52,4.19,7.54,39.36,5.03,7.03,3.85,3.35,2.85,3.18,4.52,16.155556,8.177778,20.566667,1.058333,14.355556,89.245494
US_TX_48467,2020-02-05,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,6.67,7.67,2.67,8.84,4.34,5.0,7.51,3.84,4.5,20.35,4.34,9.18,3.0,4.17,8.34,2.67,4.67,4.17,3.5,3.5,6.01,3.84,7.17,29.03,6.34,2.34,4.17,2.34,3.84,4.5,3.67,39.2,5.67,6.51,7.51,2.5,6.34,,,4.55,2.394444,8.122222,0.127,2.455556,86.366721
US_TX_48467,2020-02-06,ChIJ0ynh6VahSYYR5gx-mnQCBsA,Q113834,geoId/48467,US,United States of America,TX,Texas,48467,Van Zandt County,US,USA,2,,,,,,,55163,26981,28182,6605,7500,5809,5912,6665,7791,7285,4991,2605,1839271,32.56,-95.84,2226,77.81,,,,,,,5.88,3.02,,8.9,7.72,5.2,4.53,3.02,3.69,18.97,3.36,9.06,3.86,7.05,9.4,7.89,3.52,3.36,3.52,4.53,5.04,2.35,9.4,32.23,5.2,3.02,6.21,3.19,3.69,2.85,4.7,35.76,2.52,6.88,5.54,4.87,4.87,4.37,2.35,2.266667,-0.733333,7.438889,1.3208,-2.372222,71.57881
