location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45053,2020-01-11,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,11.43,5.25,8.65,9.88,7.72,5.87,,9.88,,,8.03,,5.87,4.63,,8.65,10.81,20.08,6.49,7.72,,,8.65,37.07,7.11,8.65,7.41,5.56,,19.494444,15.194444,22.994444,0.4064,,17.740741,89.349679
US_SC_45053,2020-01-12,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.9,10.71,,,6.12,6.12,4.29,,10.41,7.35,,7.04,,6.43,,,,8.27,19.59,5.51,7.35,,,5.2,37.66,4.29,6.74,6.74,,4.29,20.761111,18.494444,24.255556,2.286,,19.654321,92.452624
US_SC_45053,2020-01-13,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,12.93,,8.62,8.91,6.9,6.32,4.31,10.92,5.46,6.61,9.77,,6.61,,5.46,6.61,7.76,26.16,,12.07,,5.75,,41.39,5.17,6.61,7.19,6.9,,20.622222,18.316667,24.622222,3.443111,,19.475309,92.127341
US_SC_45053,2020-01-14,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,13.37,5.29,6.41,8.36,9.19,5.57,,12.81,6.41,5.01,9.75,4.74,4.46,,3.9,4.18,10.03,27.86,7.52,8.64,4.74,4.46,5.57,44.85,4.46,7.24,11.7,5.57,7.52,19.95,16.433333,25.088889,0.0254,,18.154321,88.522442
US_SC_45053,2020-01-15,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,5.99,11.4,,10.84,10.55,5.99,5.42,3.99,8.84,7.7,5.13,9.41,,4.85,3.99,6.27,,8.27,24.52,5.99,4.85,5.7,,,41.63,4.56,5.7,5.13,3.99,7.13,20.094444,16.755556,25.133333,0.0,,17.339506,84.075772
US_SC_45053,2020-01-16,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.82,5.11,4.82,11.34,9.93,5.39,7.09,4.25,13.9,5.11,,7.09,3.97,,5.39,,,8.79,22.41,6.24,7.94,,,5.39,38.85,,8.79,5.11,,,19.838889,16.9,25.1,0.0,,16.462963,80.797022
US_SC_45053,2020-01-17,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.91,13.29,6.36,12.42,8.38,6.07,7.51,4.33,9.82,5.78,4.62,9.82,,6.07,6.07,,4.04,5.49,22.82,10.4,4.91,,,,37.56,,6.36,6.07,5.49,6.07,12.572222,8.605556,21.272222,0.6604,,-1.358025,38.487021
US_SC_45053,2020-01-18,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,5.33,6.58,8.46,9.09,8.15,,4.39,10.97,7.52,,8.15,,,4.39,,5.02,7.84,24.14,7.52,7.21,,4.7,,38.56,,6.58,5.64,,6.9,10.833333,6.633333,19.166667,0.0,,4.555556,65.83539
US_SC_45053,2020-01-19,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,9.51,4.91,11.04,10.12,7.36,6.44,5.52,16.56,5.83,5.21,7.67,5.83,7.36,,,5.52,9.2,32.81,4.91,8.59,,,6.75,42.32,4.91,8.89,6.75,4.91,,16.244444,8.933333,18.755556,0.0,,11.308642,72.683172
US_SC_45053,2020-01-20,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,8.25,4.42,9.43,6.48,6.78,8.25,7.96,15.03,7.37,4.72,9.14,,4.13,4.13,8.84,,12.09,24.76,7.07,10.91,,,9.43,44.8,5.01,8.84,4.13,4.13,,6.005556,2.155556,10.377778,0.0,,-4.320988,47.986906
US_SC_45053,2020-01-21,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,8.62,5.06,9.81,7.43,,5.35,,18.44,13.09,5.06,11.6,,4.76,4.76,,8.62,9.22,26.17,6.25,5.35,,6.84,5.06,51.15,7.43,5.06,11.6,5.06,,2.455556,-0.4,6.994444,0.0,,-7.067901,50.329522
US_SC_45053,2020-01-22,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,5.1,7.2,4.5,9.0,8.1,7.2,9.3,5.1,18.0,8.4,,10.5,4.8,,5.1,7.5,8.7,7.2,24.3,,4.8,5.7,7.2,7.5,36.3,4.5,9.0,6.9,6.9,4.8,4.272222,-0.072222,12.338889,0.0,,-6.580247,45.367456
US_SC_45053,2020-01-23,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,8.4,14.4,4.8,9.6,7.8,6.9,4.2,5.1,16.5,8.7,,12.6,5.7,6.9,6.0,6.9,4.5,8.1,27.01,7.2,9.0,,7.2,4.5,41.71,7.5,6.0,9.0,,6.9,7.327778,3.138889,12.127778,0.0,,1.54321,67.488352
US_SC_45053,2020-01-24,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,5.0,10.3,,10.01,7.07,6.48,7.07,4.71,25.32,9.71,6.18,7.95,,,5.59,,,9.13,32.97,5.0,7.07,4.12,,6.77,37.98,,8.54,6.77,,,13.072222,9.216667,18.705556,1.0668,,11.506173,90.604049
US_SC_45053,2020-01-25,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.42,6.13,,13.55,7.42,5.16,4.52,,17.43,10.97,,8.39,,5.49,7.42,6.45,8.39,9.68,30.98,,4.84,,7.75,7.75,35.82,,,4.52,,5.16,12.583333,7.155556,17.05,1.778,,8.185185,74.723911
US_SC_45053,2020-01-26,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,6.0,8.69,4.8,8.1,6.0,5.7,7.2,6.6,21.89,11.99,4.2,9.89,4.5,6.0,5.4,6.3,5.1,6.6,27.58,6.9,4.8,7.5,5.1,,38.98,4.2,11.09,7.2,6.0,4.8,8.7,2.816667,15.555556,0.0254,,1.716049,62.051358
US_SC_45053,2020-01-27,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.09,6.72,,15.48,11.1,5.55,5.55,,21.62,7.59,7.3,7.3,4.09,4.97,6.43,5.55,4.09,7.01,33.88,8.18,7.59,4.09,,,41.19,5.26,4.67,6.13,4.67,4.67,11.216667,6.222222,15.305556,0.4572,,6.32716,72.312804
US_SC_45053,2020-01-28,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.35,9.41,,12.93,10.58,5.58,5.29,7.05,21.75,7.64,,7.05,,4.12,4.41,7.64,,7.64,35.86,4.41,10.58,,4.41,5.29,44.68,,8.52,,,5.88,10.083333,4.216667,15.611111,0.381,,5.123457,71.702419
US_SC_45053,2020-01-29,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.0,10.28,,13.7,9.99,7.71,6.57,,27.41,9.14,,6.28,6.57,,5.14,6.0,4.57,11.99,39.4,5.71,8.56,4.0,8.56,7.99,46.25,6.85,13.7,4.28,,6.0,7.761111,2.872222,14.072222,0.036286,,5.141975,85.062849
US_SC_45053,2020-01-30,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.52,6.49,,10.73,7.34,5.93,6.21,5.08,23.43,6.49,,8.19,5.36,,5.36,5.65,4.8,9.32,30.21,5.65,6.21,,,5.65,43.19,5.65,6.78,6.49,4.24,5.08,10.272222,5.983333,14.5,3.9624,,7.092593,80.794005
US_SC_45053,2020-01-31,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.38,6.57,4.93,12.33,7.94,,5.2,4.38,28.76,6.3,,8.49,,7.12,,,5.2,7.39,31.23,5.2,6.03,5.75,5.2,4.38,39.99,,5.75,5.2,,6.3,8.477778,6.633333,11.738889,0.3048,,5.104938,80.349503
US_SC_45053,2020-02-01,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.92,7.68,4.92,13.52,7.07,,9.22,,21.21,8.61,4.3,7.99,,4.61,5.22,,5.22,9.53,30.73,5.84,7.99,,,,44.56,,4.92,4.61,4.61,4.92,7.122222,6.05,9.716667,6.1468,,6.166667,93.935072
US_SC_45053,2020-02-02,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.28,8.56,4.28,10.7,,7.95,9.17,5.81,20.18,8.26,5.5,8.87,5.2,,,,9.48,6.73,27.82,4.59,7.03,4.59,4.28,8.56,36.38,,,4.28,7.34,,9.822222,4.916667,17.294444,0.0,,4.345679,68.944477
US_SC_45053,2020-02-03,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.87,9.73,4.87,13.74,7.16,,4.29,,22.05,8.59,,6.3,4.58,6.87,4.87,,,10.02,35.5,9.16,9.16,,,,38.94,4.87,4.01,5.44,,4.01,13.694444,6.266667,23.338889,0.0,,4.654321,54.427704
US_SC_45053,2020-02-04,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.89,4.6,4.89,14.09,6.33,4.6,4.89,6.04,19.27,12.08,4.31,8.63,,6.04,6.04,4.89,4.6,9.78,22.14,5.46,6.9,4.89,,,48.89,4.03,7.48,5.75,4.89,6.04,14.633333,8.116667,21.705556,0.0,,9.771605,72.42512
US_SC_45053,2020-02-05,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.77,7.58,,11.23,8.14,7.86,7.3,7.3,19.37,7.3,5.05,8.42,3.93,5.9,5.62,6.46,4.21,7.02,27.79,9.27,8.7,5.62,,6.46,40.99,,6.46,7.3,5.62,4.77,16.588889,11.577778,23.172222,0.0,,12.919753,78.726968
US_SC_45053,2020-02-06,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,8.45,,10.63,8.45,7.63,8.18,4.63,16.63,9.27,,14.45,,5.45,4.09,5.18,4.36,11.45,32.17,7.63,9.0,,,,42.8,4.36,7.91,6.54,5.45,5.72,19.177778,15.038889,23.188889,0.3556,,16.944444,86.076948
US_SC_45053,2020-02-07,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.2,8.97,4.76,6.73,7.85,7.57,8.69,4.48,15.97,11.21,,8.13,4.48,4.76,,,4.48,7.85,23.82,8.41,8.97,,,,37.27,5.04,5.04,,,,14.433333,9.433333,21.272222,21.3868,,8.339506,66.858173
US_SC_45053,2020-02-08,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,6.57,6.57,4.38,10.01,,6.88,,,27.85,10.95,,6.88,6.57,7.2,5.01,5.01,,5.32,20.96,5.63,11.58,,,,37.23,5.01,5.01,5.32,6.88,4.69,7.261111,1.111111,14.227778,0.34925,,0.790123,64.234476
US_SC_45053,2020-02-09,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,6.79,7.41,4.94,13.89,12.04,7.41,,,19.13,6.17,5.25,9.57,,4.63,4.63,5.86,6.48,9.26,29.32,5.55,6.17,,4.63,,38.88,4.94,6.48,,4.63,5.25,8.922222,2.355556,15.066667,0.0,,3.141975,67.799973
US_SC_45053,2020-02-10,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.04,10.68,4.04,9.52,11.83,7.5,9.24,5.2,22.51,8.95,4.33,8.37,,,5.77,11.26,,10.68,27.42,6.93,8.95,,,,43.0,5.2,5.48,5.2,6.35,4.33,13.883333,6.733333,23.272222,0.0,,9.54321,76.05998
US_SC_45053,2020-02-11,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.19,8.67,4.47,12.3,8.95,8.67,7.83,,18.73,9.51,,9.79,5.59,,,6.15,9.79,8.67,28.24,5.87,5.03,,,5.87,44.18,3.92,8.11,6.15,,4.19,19.738889,16.427778,24.672222,0.0,,17.302469,85.001449
US_SC_45053,2020-02-12,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,3.91,6.98,4.46,9.77,5.02,7.53,7.53,,19.81,13.67,6.7,7.81,5.02,5.58,4.46,4.74,,7.25,27.35,5.3,6.7,,6.42,,39.07,,5.86,8.93,4.19,5.02,19.0,14.538889,24.527778,0.0,,17.228395,88.811159
US_SC_45053,2020-02-13,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,,,,,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,5.75,8.77,3.84,12.61,5.75,5.75,5.48,4.66,16.44,9.59,4.93,7.4,,4.11,9.59,4.66,4.11,10.96,24.39,5.48,6.03,3.84,4.66,,43.3,,,6.3,,,20.222222,16.077778,25.238889,2.032,,18.296296,87.761478
