location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ME_23027,2020-01-11,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,3.25,3.77,1.95,5.21,3.12,2.73,2.73,1.95,8.2,,3.65,2.08,,3.9,3.12,1.95,3.12,2.34,,3.25,2.86,2.86,10.8,4.3,,,,2.6,,20.18,2.21,2.47,5.08,,1.95,2.86,6.131944,1.569444,12.291667,0.41275,30.48,3.694444,85.378304
US_ME_23027,2020-01-12,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.98,3.32,2.63,4.58,4.58,2.98,1.83,2.18,4.81,,3.55,,,4.92,2.52,2.52,1.6,2.52,2.63,1.6,2.29,2.86,11.8,4.92,,3.09,1.72,2.4,3.89,20.73,,3.32,2.4,2.06,2.4,2.75,4.020833,-2.340278,12.194444,5.93725,78.74,2.805556,91.652227
US_ME_23027,2020-01-13,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,3.31,4.68,2.17,3.54,5.82,3.65,4.68,,7.65,2.06,5.48,1.6,3.08,7.08,1.94,2.17,2.74,2.17,2.17,2.28,2.06,2.4,11.88,2.28,2.63,2.85,3.31,,2.97,22.04,,3.77,2.17,3.54,,,-5.930556,-8.041667,-2.375,10.06475,,-8.527778,80.901288
US_ME_23027,2020-01-14,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.13,2.72,2.25,7.69,5.21,4.62,4.02,2.13,6.98,1.66,4.02,2.25,4.14,6.39,1.77,2.84,2.25,2.01,1.66,2.25,,3.31,15.03,4.97,2.37,3.79,2.84,3.31,3.55,21.18,2.37,2.96,4.02,2.72,1.77,1.77,-4.333333,-7.493056,-2.215278,0.15875,,-6.518519,83.644357
US_ME_23027,2020-01-15,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.27,4.53,2.04,5.21,3.17,2.72,2.38,,7.82,2.49,5.21,1.7,3.29,4.08,2.15,2.72,2.83,2.49,,2.15,1.7,3.97,12.47,2.83,2.27,2.72,1.81,1.7,3.4,21.08,2.49,2.95,4.19,,1.59,1.93,-1.291667,-6.534722,4.395833,0.635,,-4.203704,79.057982
US_ME_23027,2020-01-16,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,1.68,3.92,2.47,4.82,4.82,2.69,4.15,,5.83,,3.36,,3.48,6.61,2.35,2.69,2.13,2.02,1.91,1.57,,2.8,9.87,4.04,2.13,3.81,3.14,1.68,2.92,20.18,2.69,4.71,3.48,2.47,1.91,1.68,-0.611111,-4.319444,4.055556,2.19075,78.74,-2.611111,85.773562
US_ME_23027,2020-01-17,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,,4.25,2.24,4.25,2.95,3.9,2.95,,7.32,,4.37,,,7.09,,1.77,,2.72,2.36,2.48,,4.61,11.69,3.19,2.13,3.54,1.77,2.36,2.83,16.77,,2.48,,2.6,,2.48,-10.215278,-15.027778,-0.326389,3.20675,99.06,-15.851852,64.219937
US_ME_23027,2020-01-18,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.92,3.31,,3.05,3.69,2.67,3.94,2.29,5.09,1.78,3.18,,,4.32,,2.42,,,3.43,2.42,,3.31,10.55,3.94,,3.18,2.92,2.67,,19.33,,3.31,,2.29,,1.78,-15.131944,-19.75,-7.604167,0.0,99.06,-20.416667,62.924812
US_ME_23027,2020-01-19,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.64,3.78,,5.29,3.15,2.52,4.91,1.76,6.17,,3.4,2.39,,5.29,,2.27,,2.39,2.02,,2.02,3.15,12.72,3.78,,3.53,,2.27,,20.78,2.14,5.04,2.77,2.9,,2.39,-6.680556,-13.715278,-1.111111,4.98475,200.66,-9.092593,83.118975
US_ME_23027,2020-01-20,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.09,3.08,1.97,5.17,4.67,3.57,3.32,2.46,7.5,2.83,3.69,,3.32,4.43,2.71,3.57,2.58,2.83,2.21,1.97,1.72,3.32,12.05,3.08,1.84,3.94,1.97,1.97,3.08,20.79,2.34,3.69,4.06,2.58,,,-8.1875,-11.118056,-2.0,1.68275,200.66,-14.092593,62.565628
US_ME_23027,2020-01-21,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,,3.53,3.19,4.44,3.64,3.98,3.19,2.39,8.54,2.16,5.12,,2.73,6.26,1.94,2.62,2.16,2.39,,5.24,1.82,3.53,12.52,3.53,,3.42,2.16,3.76,3.19,19.12,1.94,2.96,,3.19,1.94,3.07,-11.576389,-18.479167,-5.159722,0.09525,200.66,-18.009259,58.439174
US_ME_23027,2020-01-22,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,1.62,4.05,2.9,8.57,5.56,3.13,2.55,1.74,11.46,,5.67,,3.36,5.44,2.43,3.71,2.9,2.9,1.62,2.55,1.74,4.29,15.29,3.13,1.97,4.75,1.97,4.05,3.36,18.18,,3.71,2.32,3.59,2.08,3.94,-7.361111,-17.541667,0.736111,0.0,180.34,-12.12037,68.595245
US_ME_23027,2020-01-23,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.88,3.11,2.54,5.07,3.92,1.61,3.69,2.88,8.18,,3.92,2.07,2.77,5.65,1.61,2.65,1.96,3.0,,2.88,1.96,3.46,14.63,5.18,2.88,2.54,2.88,2.07,2.31,22.36,3.34,4.96,4.03,1.61,1.84,,-3.576389,-12.611111,4.368056,0.0,149.86,-8.0,74.238723
US_ME_23027,2020-01-24,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,1.67,3.21,,4.88,4.17,3.69,3.57,1.67,9.29,,3.93,1.67,2.62,4.29,2.02,3.21,1.67,,,3.45,2.86,3.33,21.2,5.72,2.38,4.05,,2.98,2.14,18.7,2.98,3.45,3.57,2.62,1.91,,-1.152778,-9.875,4.284722,0.0,149.86,-4.916667,75.828035
US_ME_23027,2020-01-25,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,,3.53,2.35,4.58,4.45,2.88,3.14,2.09,12.03,1.96,5.23,,3.01,5.1,4.45,2.62,3.66,2.88,,3.14,,4.18,17.91,5.49,,4.45,1.83,3.01,2.75,20.79,2.75,4.18,2.75,2.35,4.05,1.83,0.423611,-5.388889,3.986111,0.0,129.54,-1.75,84.57618
US_ME_23027,2020-01-26,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.78,2.18,3.15,6.29,5.2,3.63,4.12,,13.55,3.39,5.45,,2.54,5.33,,2.18,2.3,1.94,,2.18,3.27,2.9,19.73,4.12,,3.03,,2.54,2.54,20.45,1.94,2.66,4.24,1.69,2.18,1.81,3.715278,0.013889,6.659722,23.90775,30.48,2.722222,93.674507
US_ME_23027,2020-01-27,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,1.92,3.62,1.92,5.32,4.3,3.17,3.28,1.7,13.91,1.58,5.32,,2.94,4.64,2.49,2.49,3.39,2.71,2.71,3.17,,3.73,16.62,3.28,1.92,4.07,2.49,2.6,2.49,21.83,1.58,3.05,4.18,1.81,1.81,,1.895833,-1.381944,6.111111,3.429,30.48,-1.12037,81.574645
US_ME_23027,2020-01-28,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,1.85,2.89,3.01,6.36,4.28,4.74,2.89,,11.68,3.47,5.09,1.73,2.08,4.62,2.66,3.82,2.66,3.01,2.31,3.35,1.73,4.62,17.92,5.2,2.43,4.51,3.24,2.43,2.31,22.78,2.43,4.16,3.93,2.66,,2.2,-0.590278,-2.9375,4.6875,0.03175,,-4.722222,72.647894
US_ME_23027,2020-01-29,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.1,2.81,2.92,5.96,6.2,4.56,3.27,1.64,12.51,1.75,5.26,1.75,3.16,4.91,2.34,2.34,3.39,3.86,1.87,2.81,,3.04,21.51,3.27,2.92,3.51,2.69,4.33,4.21,19.17,2.34,4.79,3.62,2.69,1.64,1.75,-4.333333,-8.347222,-0.013889,0.03175,,-10.935185,58.599042
US_ME_23027,2020-01-30,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,,2.11,2.0,6.81,5.17,3.29,3.05,2.7,16.68,,5.52,,3.99,6.46,,2.47,3.17,2.0,2.47,1.88,2.11,4.23,18.79,5.17,1.76,3.64,3.41,3.05,3.29,20.2,2.58,5.52,2.94,3.17,,2.35,-7.319444,-12.458333,-0.284722,0.0,,-15.481481,51.710438
US_ME_23027,2020-01-31,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.45,4.44,2.33,4.67,4.32,4.2,3.5,1.63,16.69,,4.67,,2.45,5.72,3.5,3.15,3.62,2.22,1.99,2.22,,2.69,19.61,4.55,,3.62,2.1,3.27,2.22,20.31,2.1,4.32,2.92,2.92,3.04,,-4.159722,-11.479167,3.826389,0.0,,-11.888889,55.948497
US_ME_23027,2020-02-01,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.88,3.93,1.97,6.03,3.01,2.88,,2.1,11.79,2.49,5.5,,3.67,5.9,3.28,2.88,3.15,,,,,2.1,16.77,4.46,,5.63,,2.36,2.1,19.26,2.1,3.67,2.49,2.1,,,-1.215278,-9.430556,3.583333,0.0,,-5.907407,70.678519
US_ME_23027,2020-02-02,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,3.27,3.65,3.02,5.66,4.91,3.4,4.91,2.39,11.07,2.52,4.53,2.64,3.9,6.54,1.89,4.03,3.4,1.89,2.01,2.64,2.01,3.4,13.71,,1.76,4.53,2.14,,,18.74,2.64,4.78,2.64,3.27,1.76,2.64,-0.076389,-3.631944,2.569444,0.0,,-5.87963,64.972803
US_ME_23027,2020-02-03,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,3.88,3.08,2.4,4.68,4.79,2.85,3.88,,12.77,2.4,6.27,1.6,3.76,6.04,3.19,3.19,3.42,1.94,1.71,1.82,1.82,3.42,18.82,4.22,2.05,3.99,3.19,,3.65,25.09,2.62,3.31,2.28,1.94,2.05,1.71,-0.548611,-6.305556,5.694444,0.0,,-6.305556,64.681228
US_ME_23027,2020-02-04,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.06,3.89,2.29,4.35,5.04,3.09,2.86,,12.59,2.98,5.04,,4.58,6.29,1.95,3.55,2.98,,2.98,2.17,,3.32,17.4,4.35,2.17,3.32,3.09,2.17,2.06,16.37,2.06,1.95,2.98,2.4,3.43,2.06,1.041667,-5.305556,5.381944,0.0,,-4.833333,65.297727
US_ME_23027,2020-02-05,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,,4.32,2.16,3.64,3.64,2.16,2.28,2.5,12.29,,4.55,2.28,3.75,5.12,2.05,3.64,3.41,,1.82,2.16,,4.1,14.34,4.1,,3.3,3.07,2.28,2.39,22.53,3.41,2.96,2.96,2.28,2.85,,-0.729167,-4.222222,2.631944,0.0,,-8.759259,54.228659
US_ME_23027,2020-02-06,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.32,4.19,1.65,3.97,4.08,2.43,3.31,1.99,9.6,2.43,2.98,,2.65,5.62,2.54,2.1,2.54,3.2,1.54,2.43,2.21,4.19,15.22,3.53,,3.42,1.65,1.54,1.99,19.63,2.1,3.09,4.74,2.65,2.21,,-4.465278,-7.125,1.048611,1.74625,50.8,-8.398148,73.113437
US_ME_23027,2020-02-07,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,3.08,4.15,,5.58,5.46,2.02,2.37,,11.98,2.96,5.58,2.02,1.78,2.73,2.13,2.37,2.85,3.91,1.78,,2.25,4.15,12.45,3.68,2.13,2.85,,3.08,2.61,18.5,2.25,2.85,3.44,,1.9,1.66,-1.923611,-5.395833,0.326389,4.92125,78.74,-3.046296,92.771865
US_ME_23027,2020-02-08,ChIJcxZYhrBsrkwRLdf2fJzpyOk,Q507931,geoId/23027,US,United States of America,ME,Maine,23027,Waldo County,US,USA,2,,,,,,,39772,19640,20132,3931,4473,4123,4402,4816,5991,6542,3702,1792,2535190,44.474743,-69.117981,853,,,,,,2.67,4.94,,5.34,2.67,3.34,3.47,2.0,11.21,2.0,5.21,2.0,2.54,3.47,,2.8,2.54,2.54,,2.54,,2.27,15.22,3.34,,4.8,2.14,2.0,3.47,21.09,2.8,3.47,2.27,2.27,1.87,,-7.373016,-12.02381,-1.166667,7.801429,78.74,-11.453704,71.803036
