location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18151,2021-04-01,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,7,0,3540,59,,,0,0,0,0,0,4,0,3,0,0,8,35,81,175,150,576,467,538,595,496,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,4,1746,1790,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,24,,,7,-10,3,3.24,6.26,5.83,7.78,8.86,5.62,7.78,4.54,7.78,3.67,5.4,5.4,9.07,3.02,4.32,,3.67,4.97,3.24,9.72,28.51,3.46,6.26,4.75,3.67,5.4,39.95,4.75,5.4,3.46,3.89,3.67,-0.611111,-3.616667,5.477778,0.544286,,-8.416667,55.653257
US_IN_18151,2021-04-02,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,7,0,3547,59,,,0,0,0,0,0,1,2,2,1,0,8,35,81,175,150,577,469,540,596,496,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,2,1751,1792,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,17,28,,18,-35,8,4.29,7.82,4.03,10.59,6.81,5.04,4.54,,8.07,,4.29,6.3,13.36,3.78,,4.03,,3.53,,5.29,21.68,3.78,6.3,4.79,4.29,5.29,36.81,,3.78,8.32,5.55,4.54,-0.188889,-7.622222,8.088889,0.0,,-9.6,49.258849
US_IN_18151,2021-04-03,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,3550,59,,,0,0,0,0,0,2,0,0,1,0,8,35,81,175,150,579,469,540,597,496,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,1753,1793,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,14,,,11,-15,,,8.16,5.98,7.07,6.25,,7.07,,5.17,,4.35,,7.07,,6.8,4.08,6.25,,,5.44,16.86,4.08,8.97,,,,34.26,,6.53,8.97,5.17,5.44,6.766667,-2.322222,18.438889,0.0,,-5.305556,41.927978
US_IN_18151,2021-04-04,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,3552,59,,,0,0,0,0,1,0,0,0,0,0,8,35,81,175,151,579,469,540,597,496,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,1754,1794,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,-20,,,23,-29,,5.42,5.42,,13.13,7.99,4.28,9.14,,5.42,,,5.42,6.85,5.71,,,6.28,,,7.14,15.7,4.0,8.85,,,4.0,31.41,5.42,6.57,4.28,4.28,5.14,11.95,-0.155556,21.872222,0.0,,0.888889,46.853592
US_IN_18151,2021-04-05,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,14,0,3566,59,,,0,0,0,1,0,4,4,1,1,1,8,35,81,176,151,583,473,541,598,497,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,7,1761,1801,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,22,17,,8,-12,3,3.01,7.09,4.51,13.96,9.88,4.73,4.51,3.22,4.3,5.16,3.22,5.58,9.45,4.08,4.73,3.65,,3.44,5.16,7.52,29.86,7.52,8.59,6.44,5.58,6.23,35.23,5.16,5.58,5.37,6.01,4.51,14.455556,7.361111,21.355556,0.34925,,4.183333,50.181237
US_IN_18151,2021-04-06,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,11,0,3577,59,,,0,0,1,1,0,3,1,4,1,0,8,35,82,177,151,586,474,545,599,497,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,4,1768,1805,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,22,18,,7,-11,2,6.49,5.62,,12.97,8.43,,7.57,4.76,8.43,,3.68,5.62,9.73,6.27,6.05,6.27,,6.27,3.46,7.35,28.55,3.46,6.05,7.14,6.49,3.46,38.92,5.41,6.05,6.92,,3.46,16.322222,7.794444,25.933333,0.310444,,8.938889,61.787789
US_IN_18151,2021-04-07,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,7,0,3584,59,,,0,0,0,0,0,4,0,0,2,1,8,35,82,177,151,590,474,545,601,498,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,2,1773,1807,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,23,,,10,-13,1,3.67,7.78,3.24,9.08,10.38,4.76,6.49,4.54,10.81,3.03,3.46,,8.43,5.84,12.32,3.89,,6.05,3.24,6.92,39.56,6.92,6.49,3.24,4.32,5.62,37.18,6.27,7.13,3.89,3.46,4.11,19.272222,9.816667,26.555556,0.217714,,10.338889,56.384034
US_IN_18151,2021-04-08,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,3587,59,,,0,0,0,0,0,0,1,1,0,1,8,35,82,177,151,590,475,546,601,499,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,,1776,1807,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,23,,,10,-12,3,,6.36,3.6,14.62,8.47,3.6,7.84,4.03,6.36,,3.81,4.87,10.59,10.17,5.72,6.14,,4.03,4.24,9.11,39.62,4.66,8.47,,3.81,9.11,34.96,5.51,4.66,7.63,6.14,5.3,18.688889,13.277778,24.605556,1.100667,,12.111111,65.764363
US_IN_18151,2021-04-09,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,13,0,3600,59,,,0,0,0,0,3,5,0,3,2,0,8,35,82,177,154,595,475,549,603,499,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,5,1784,1812,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,9,6,,17,-10,2,4.89,3.78,4.45,15.56,7.78,5.78,4.22,3.11,7.56,3.56,4.67,4.45,9.34,6.67,,5.56,,3.78,,7.11,32.45,6.45,6.67,4.89,3.11,7.11,34.9,,8.67,5.33,4.67,,15.072222,9.5,22.533333,4.463143,,8.911111,66.755237
US_IN_18151,2021-04-10,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,3606,59,,,0,1,0,1,1,1,0,1,0,1,8,36,82,178,155,596,475,550,603,500,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,2,1788,1814,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,18,27,,26,2,,4.9,5.93,5.93,13.15,7.47,7.99,5.16,3.61,4.9,4.12,5.16,4.64,6.7,5.67,6.44,3.61,5.41,4.9,5.16,6.7,15.72,5.67,6.44,5.16,6.44,6.96,37.12,,7.99,,,4.12,14.338889,6.677778,22.738889,0.0,,9.216667,71.47323
US_IN_18151,2021-04-11,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,3609,59,,,0,0,0,0,0,1,0,0,1,1,8,36,82,178,155,597,475,550,604,501,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,1789,1816,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,18,,,33,-14,,5.28,7.79,,11.31,11.81,,5.78,5.78,7.79,4.78,4.52,6.28,7.79,4.78,,6.53,,5.53,6.03,8.29,20.36,7.04,6.03,4.78,6.79,5.03,42.72,3.77,10.3,5.53,5.28,,11.422222,7.211111,18.988889,11.176,,8.6,82.916784
US_IN_18151,2021-04-12,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,18,0,3627,59,,,0,0,1,0,0,3,1,2,8,1,8,36,83,178,155,600,476,552,612,502,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,7,1800,1823,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,15,21,,9,-6,1,5.24,6.11,3.49,11.57,10.91,5.02,5.89,,6.11,3.06,3.27,3.06,8.07,5.67,3.93,5.24,,4.37,5.24,9.6,27.06,5.02,9.17,5.24,4.15,4.58,36.88,5.02,7.42,5.02,,5.02,11.133333,6.516667,17.305556,4.5085,,7.127778,76.448924
US_IN_18151,2021-04-13,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,11,0,3638,59,,,0,0,1,0,0,1,2,3,2,1,8,36,84,178,155,601,478,555,614,503,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,1805,1829,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,16,22,,12,-8,2,4.12,4.99,3.47,13.23,8.68,6.51,6.51,4.34,9.55,3.25,4.12,4.99,8.89,6.29,4.12,4.99,3.25,4.77,5.42,7.59,27.12,5.86,8.03,3.69,3.9,6.94,36.01,4.12,11.71,3.9,3.9,6.72,10.366667,2.538889,16.994444,0.0,,2.105556,56.615466
US_IN_18151,2021-04-14,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,8,0,3646,59,,,0,0,0,1,1,2,0,1,0,2,8,36,84,179,156,603,478,556,614,505,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,1808,1834,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,13,,,4,-8,2,4.06,6.41,2.99,17.09,7.48,3.63,4.49,2.99,7.26,,4.49,5.55,10.04,5.55,6.41,,,4.06,3.21,7.26,22.86,8.76,9.4,4.7,4.27,6.84,35.04,4.7,7.26,4.49,4.49,3.85,6.983333,0.95,13.9,0.0,,-0.555556,58.784343
US_IN_18151,2021-04-15,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,3652,59,,,0,0,0,0,0,2,2,1,0,1,8,36,84,179,156,605,480,557,614,506,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,1810,1838,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,12,8,,7,-8,3,,5.95,5.31,10.19,7.86,8.07,4.46,4.04,9.13,,3.61,4.88,12.32,4.67,6.16,,3.61,4.88,3.4,7.43,24.63,5.52,4.88,,3.61,7.22,37.8,,4.67,7.01,4.25,4.46,4.1,-0.011111,9.8,0.217714,,-0.833333,70.431448
US_IN_18151,2021-04-16,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,10,0,3662,59,,,0,0,0,0,1,3,2,1,2,1,8,36,84,179,157,608,482,558,616,507,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,7,1813,1845,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,5,7,,6,-8,1,7.28,5.74,7.5,13.9,7.72,3.31,4.86,3.75,8.83,,3.09,5.74,8.17,9.71,4.63,,4.63,,3.09,8.17,26.71,7.28,7.06,4.19,3.75,,35.53,4.86,8.17,3.75,3.97,5.3,6.972222,1.272222,13.783333,0.0,,1.461111,68.07304
US_IN_18151,2021-04-17,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,4,0,3666,59,,,0,0,0,1,1,0,0,1,1,0,8,36,84,180,158,608,482,559,617,507,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,1815,1847,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,14,22,,25,6,,3.68,4.99,,9.46,6.31,,4.73,6.31,7.36,4.73,4.73,,6.83,3.68,,3.68,,8.15,4.73,4.47,15.77,,7.36,4.47,5.26,5.26,35.75,3.68,6.57,6.31,5.26,4.21,6.777778,-0.65,14.883333,0.0,,1.766667,70.513961
US_IN_18151,2021-04-18,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,3667,59,,,0,0,0,0,0,0,0,1,0,0,8,36,84,180,158,608,482,560,617,507,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,1816,1847,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,17,,,35,-13,,,7.95,4.47,10.19,8.45,4.22,7.45,5.47,4.72,3.73,4.22,4.22,8.45,5.96,3.48,,5.96,3.98,3.48,5.47,18.39,7.95,9.44,,4.22,5.22,37.02,,8.45,9.44,,5.71,7.883333,-0.705556,15.95,0.66675,,-1.183333,52.915053
US_IN_18151,2021-04-19,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,15,0,3682,59,,,1,0,0,0,2,4,3,4,1,0,9,36,84,180,160,612,485,564,618,507,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,7,1824,1854,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,13,22,,6,-8,2,5.48,6.95,3.37,12.64,7.17,3.16,5.48,,7.59,5.27,6.53,4.42,8.22,,5.06,3.37,8.64,3.58,6.74,6.11,26.76,6.32,5.9,5.9,7.38,5.27,43.62,4.21,7.17,5.06,5.69,4.42,9.411111,2.25,16.45,0.1016,,1.011111,55.886619
US_IN_18151,2021-04-20,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,16,0,3698,59,,,0,0,2,1,2,1,2,7,0,1,9,36,86,181,162,613,487,571,618,508,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,10,1830,1864,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,-1,11,,-2,-10,6,5.56,5.97,5.15,11.53,8.44,5.35,5.15,4.94,5.77,3.91,3.91,4.33,9.06,5.56,3.5,2.88,3.09,4.12,,8.86,21.01,5.15,5.35,6.8,3.29,5.56,38.72,4.33,7.62,3.91,4.33,,2.416667,-0.116667,5.233333,1.669143,50.8,-0.8,79.505133
US_IN_18151,2021-04-21,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,12,0,3710,59,,,0,1,1,0,0,1,4,4,1,0,9,37,87,181,162,614,491,575,619,508,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,6,1836,1870,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,5,,,9,-9,4,6.59,6.8,3.71,11.13,11.54,5.57,7.63,2.88,6.39,3.3,3.5,4.33,9.27,6.39,4.74,2.88,3.09,4.95,3.92,8.04,19.17,7.21,5.77,4.12,4.74,4.74,46.17,3.5,8.04,6.8,3.71,3.3,0.438889,-4.1,5.45,4.995333,99.06,-2.983333,78.153873
US_IN_18151,2021-04-22,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,5,0,3715,59,,,0,0,0,0,0,2,0,0,0,2,9,37,87,181,162,616,491,575,619,510,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,2,1839,1872,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,17,5,,4,-6,3,4.47,4.47,,10.22,10.44,4.05,6.82,5.33,7.88,,4.69,3.62,10.22,5.11,8.31,2.98,2.98,3.41,4.05,7.88,20.02,3.41,4.9,3.62,4.05,6.39,32.38,,4.05,4.26,6.6,2.98,2.494444,-3.961111,9.783333,0.326571,,-4.344444,60.908733
US_IN_18151,2021-04-23,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,19,0,3734,59,,,0,0,0,6,0,1,3,6,3,0,9,37,87,187,162,617,494,581,622,510,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,10,1848,1882,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,7,11,,17,-7,2,4.2,4.2,,7.95,5.08,5.3,5.74,3.98,5.96,,4.64,3.98,6.4,3.31,4.86,,3.98,3.75,4.2,6.18,16.12,3.09,6.62,3.09,3.98,4.64,38.2,,4.2,5.74,,,7.894444,-1.222222,15.888889,0.0,,-2.05,49.515431
US_IN_18151,2021-04-24,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,8,0,3742,59,,,0,0,0,0,0,0,1,0,3,4,9,37,87,187,162,617,495,581,625,514,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,1851,1887,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,16,20,,18,3,,4.71,7.68,8.42,9.66,6.94,4.95,,,6.19,,3.72,3.47,7.93,3.72,3.96,5.7,,6.69,4.21,5.95,19.07,4.21,6.94,5.95,,6.94,36.17,,6.19,8.92,5.2,,9.005556,2.583333,14.633333,0.870857,,3.572222,68.828154
US_IN_18151,2021-04-25,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,3748,59,,,0,0,0,0,1,1,1,0,3,0,9,37,87,187,163,618,496,581,628,514,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,1854,1890,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,21,,,25,-10,,,8.81,5.79,12.58,11.57,4.03,7.3,3.52,9.31,5.28,4.53,3.77,9.31,3.77,6.79,4.28,4.78,,4.53,5.54,17.11,5.54,7.3,3.52,6.29,6.54,41.27,,6.54,4.28,,4.78,7.361111,2.8,11.961111,1.342571,,2.8,72.879411
US_IN_18151,2021-04-26,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,14,0,3762,59,,9884,0,0,0,3,1,2,1,3,1,1,9,37,87,190,164,620,497,584,629,515,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,4,1864,1894,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,15,18,,9,-8,1,3.63,5.55,7.68,11.1,12.8,6.4,7.04,3.42,10.03,,5.98,8.32,12.8,3.84,3.84,3.63,,3.63,,7.47,21.34,4.27,3.84,5.33,3.63,7.9,43.96,4.27,8.32,6.62,7.47,3.2,8.6,1.6,20.133333,0.0,,1.111111,59.502213
US_IN_18151,2021-04-27,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,15,0,3777,59,2,9886,0,2,0,1,0,2,1,3,4,1,9,39,87,191,164,622,498,587,633,516,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,8,1871,1902,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,12,17,,9,-8,0,3.11,7.11,3.78,13.55,10.0,6.44,6.0,,7.55,3.11,,6.89,9.78,4.89,5.11,,3.56,,3.11,7.78,23.55,6.0,,,,8.66,36.66,4.44,8.66,7.11,7.11,4.89,17.438889,6.261111,27.738889,0.0,,7.566667,52.469951
US_IN_18151,2021-04-28,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,18,0,3795,59,112,9998,0,0,1,3,1,2,3,2,3,1,9,39,88,194,165,624,501,589,636,517,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,9,1880,1911,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,10,,,6,-8,2,5.61,7.77,6.91,10.79,9.06,4.53,7.77,6.26,7.12,,5.61,4.53,9.71,4.1,,3.02,,4.53,3.24,5.83,26.97,7.12,8.63,3.67,,5.61,40.56,3.45,9.49,8.63,4.1,5.18,20.3,14.566667,25.855556,0.169333,,13.088889,63.337261
US_IN_18151,2021-04-29,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,3801,59,106,10104,0,0,0,0,1,1,2,1,1,0,9,39,88,194,166,625,503,590,637,517,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,2,1884,1913,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,20,,,8,-8,3,6.22,5.59,5.39,8.91,12.64,4.35,5.8,4.97,9.53,,4.97,6.01,8.49,4.77,,2.9,4.35,3.52,3.94,8.29,28.59,4.77,5.39,5.59,4.77,8.49,38.95,4.77,5.59,6.01,,3.94,12.133333,10.094444,17.783333,8.817429,,10.772222,91.500015
US_IN_18151,2021-04-30,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,3807,59,115,10219,0,0,0,0,0,1,2,2,0,1,9,39,88,194,166,626,505,592,637,518,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,1,1889,1914,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,9,14,,21,-8,1,6.12,6.34,,9.19,8.53,4.38,4.59,3.06,6.78,5.03,5.25,4.38,5.25,5.69,6.12,,6.12,4.38,4.81,5.25,19.03,5.03,6.78,4.81,7.0,3.5,35.22,,5.69,4.59,5.03,4.38,9.772222,4.455556,13.977778,1.8796,,3.994444,67.378784
US_IN_18151,2021-05-01,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,9,0,3816,59,328,10547,0,0,0,0,0,2,1,4,2,0,9,39,88,194,166,628,506,596,639,518,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,4,1894,1918,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,21,,,39,4,,3.75,4.75,3.75,10.74,5.25,4.5,4.0,,9.74,,5.0,4.0,7.25,5.5,4.0,,3.5,3.75,4.75,3.75,19.49,7.0,8.5,3.75,4.25,6.5,34.73,,7.25,8.25,4.0,,8.877778,-1.344444,21.927778,0.0,,-1.25,49.182197
US_IN_18151,2021-05-02,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,5,0,3821,59,0,10547,0,0,0,0,0,1,1,1,1,1,9,39,88,194,166,629,507,597,640,519,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,1896,1921,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,30,,,41,-12,,,7.12,5.34,13.99,7.88,4.58,5.34,5.34,3.81,4.32,6.11,3.81,7.12,5.09,4.83,,4.07,5.09,4.07,5.34,16.53,5.85,9.41,,5.34,9.92,37.14,4.58,8.9,8.9,,,20.633333,14.927778,26.711111,0.0,,10.161111,51.170488
