location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26123,2020-01-11,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.58,7.08,3.22,7.29,5.15,3.86,4.93,4.93,14.15,3.65,9.43,,4.29,8.58,4.29,3.65,3.22,,4.93,4.07,,5.15,23.58,5.58,,6.65,,,3.65,32.59,,6.43,4.29,,5.36,3.86,1.138889,-2.716667,5.494444,10.89025,,0.024691,91.540738
US_MI_26123,2020-01-12,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.11,7.33,,7.99,8.21,5.33,4.0,,14.88,,9.1,,4.44,6.44,5.11,4.88,5.11,4.66,4.0,4.0,,7.11,21.76,6.22,,5.77,4.0,4.66,3.55,37.08,4.44,,5.55,,,3.11,-5.844444,-8.611111,-2.927778,3.20675,50.8,-8.080247,84.308435
US_MI_26123,2020-01-13,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,2.76,8.49,2.96,8.09,6.91,4.93,4.34,3.35,12.43,3.95,7.3,,2.96,7.89,3.35,6.71,6.71,6.12,,4.14,3.95,6.12,20.52,5.72,,6.91,5.13,5.53,5.92,32.17,4.34,5.72,4.74,4.93,3.16,,-2.538889,-5.405556,0.655556,0.435429,50.8,-3.962963,89.216473
US_MI_26123,2020-01-14,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.92,3.73,5.1,8.43,6.47,5.88,5.29,3.33,14.31,3.73,6.67,,5.49,8.04,4.71,4.9,6.08,,2.94,3.53,3.14,3.33,19.8,6.08,3.14,7.45,4.12,4.12,4.9,34.31,3.14,6.27,5.88,4.51,5.49,,0.511111,-1.116667,2.366667,0.254,50.8,-1.234568,88.329898
US_MI_26123,2020-01-15,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.28,5.21,5.21,6.94,8.68,5.21,6.36,3.47,15.81,3.86,7.33,,5.78,8.87,4.63,6.17,5.98,3.47,3.47,4.24,,6.94,27.76,5.78,2.7,5.78,4.24,6.36,3.86,29.88,2.7,5.4,5.01,4.82,,4.24,1.055556,-1.194444,2.316667,0.0,30.48,-1.709877,82.191418
US_MI_26123,2020-01-16,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.67,5.47,3.32,11.14,6.45,4.69,3.91,,14.85,3.13,6.45,4.3,3.32,8.6,3.71,5.47,4.5,4.89,3.13,4.5,,7.43,24.43,5.67,,5.67,5.28,2.74,5.86,37.72,,6.45,3.13,3.52,3.91,3.32,-2.466667,-7.022222,1.45,0.3556,30.48,-5.641975,78.761197
US_MI_26123,2020-01-17,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.22,,3.21,7.63,5.42,3.61,6.42,3.41,13.85,3.01,6.83,2.81,2.81,8.23,3.81,6.42,6.02,,,6.22,2.81,6.42,20.08,4.22,,5.62,4.02,5.22,6.83,30.72,3.21,7.03,6.02,4.02,,3.21,-6.222222,-8.616667,-3.15,0.108857,,-11.135802,68.652912
US_MI_26123,2020-01-18,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.26,5.35,4.19,9.07,8.37,4.65,6.74,,16.74,3.72,8.6,,4.65,8.6,3.49,5.81,5.35,3.26,,5.58,,5.81,21.16,5.35,,10.7,4.42,,6.28,37.21,5.58,6.98,6.51,4.65,3.49,,-2.655556,-5.65,1.344444,3.33375,114.3,-4.679012,85.955003
US_MI_26123,2020-01-19,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.43,6.17,3.66,7.08,5.71,6.4,3.88,,17.14,5.49,11.65,,4.57,8.91,4.8,4.34,5.94,4.34,4.8,7.08,,5.71,22.62,5.03,,7.08,4.11,5.94,4.11,39.76,3.43,8.0,8.68,4.11,,,-4.3,-7.2,0.372222,2.159,165.1,-7.808642,77.036652
US_MI_26123,2020-01-20,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.96,8.14,4.37,12.5,5.76,4.17,5.36,4.57,15.68,3.77,8.93,2.98,4.57,9.13,3.77,3.77,4.96,6.35,,2.98,,5.36,22.62,7.54,3.17,4.96,4.96,3.57,3.97,34.34,2.98,7.54,6.55,,2.98,,-5.938889,-9.444444,-2.988889,0.169333,139.7,-9.771605,76.146396
US_MI_26123,2020-01-21,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.85,4.85,,8.15,4.47,6.21,4.08,3.3,15.15,,7.18,,6.02,9.9,4.27,6.8,4.66,3.3,4.27,9.9,,6.8,27.18,7.77,,7.96,4.85,7.96,6.02,34.95,3.88,5.24,7.18,3.5,4.08,,-5.616667,-10.716667,-1.25,0.0,129.54,-9.765432,74.508686
US_MI_26123,2020-01-22,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.41,4.61,3.41,9.43,8.22,,5.62,3.61,14.44,4.81,8.22,,4.41,8.62,4.41,6.22,5.21,,,8.62,,8.62,25.27,3.81,4.61,8.02,6.22,9.43,7.82,35.69,4.21,3.81,5.82,4.61,3.61,,-1.211111,-4.227778,1.372222,0.0,114.3,-5.388889,74.226137
US_MI_26123,2020-01-23,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,,4.29,4.29,9.55,5.85,3.7,6.04,,20.85,3.51,8.96,2.73,5.65,6.82,4.68,3.51,7.8,2.73,3.31,4.68,2.92,6.82,26.7,3.51,2.92,7.02,4.09,3.9,4.87,31.38,4.68,5.85,3.9,3.31,3.9,3.12,-0.316667,-2.494444,1.516667,0.423333,124.46,-4.191358,75.728684
US_MI_26123,2020-01-24,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.19,5.96,,8.45,5.76,4.03,,,20.75,2.69,8.45,,,8.26,5.96,,7.49,4.23,3.65,4.42,,9.61,28.82,5.57,,6.15,3.46,2.69,5.38,29.78,5.38,5.57,5.38,,3.84,,1.0,-0.183333,2.45,1.524,88.9,-0.185185,91.914975
US_MI_26123,2020-01-25,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.91,7.48,4.21,10.28,5.38,4.44,4.67,3.51,25.01,3.51,9.12,3.74,,8.18,,7.71,8.88,3.27,,6.78,,7.01,32.26,5.14,4.44,4.91,3.51,4.21,5.14,38.33,5.61,,8.65,3.74,5.61,3.27,1.228395,0.512346,2.092593,2.8575,50.8,0.631944,95.840684
US_MI_26123,2020-01-26,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.73,7.01,,9.42,7.01,5.92,4.6,3.94,25.2,,8.55,,6.36,8.11,3.73,5.7,6.14,4.6,3.94,6.79,,4.6,28.71,5.48,,6.57,3.51,5.48,7.45,41.86,,5.7,,5.04,4.82,,1.3,0.616667,1.9,0.254,50.8,0.253086,93.024877
US_MI_26123,2020-01-27,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.8,5.0,2.69,7.69,5.77,5.57,4.23,5.19,26.91,2.88,9.61,3.08,5.19,10.19,6.54,6.34,6.92,,,5.77,,4.04,33.83,5.19,2.69,7.5,3.46,,4.04,37.67,3.08,6.92,5.0,3.65,2.69,,0.816667,-0.144444,2.227778,0.1905,30.48,-1.209877,86.651853
US_MI_26123,2020-01-28,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.61,7.61,3.23,7.79,8.55,5.7,4.94,3.04,25.67,3.99,8.18,2.85,7.22,7.61,3.23,7.42,8.37,3.42,2.66,6.08,,6.08,33.84,5.51,,5.32,4.56,5.32,7.79,32.13,3.04,7.61,5.32,6.46,,,-0.2,-1.361111,0.844444,0.108857,30.48,-2.58642,84.149904
US_MI_26123,2020-01-29,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.27,5.24,4.08,10.87,7.57,3.69,5.43,3.1,32.41,3.3,13.58,4.85,5.43,7.76,3.88,3.88,9.51,4.66,3.69,6.79,,7.96,33.77,5.82,4.46,8.15,3.3,5.82,7.96,32.99,4.85,11.45,6.02,3.49,4.46,2.91,-1.616667,-2.383333,-0.327778,0.056444,30.48,-5.302469,75.929487
US_MI_26123,2020-01-30,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.69,6.21,3.3,6.41,9.9,3.3,4.85,2.91,30.09,3.69,10.68,,6.41,8.35,5.05,3.69,7.96,3.11,3.11,3.88,,5.82,31.25,5.63,,4.46,4.46,3.69,3.3,29.31,3.49,4.85,4.27,3.49,3.69,,-1.216667,-2.144444,0.088889,0.0,30.48,-4.209877,80.17765
US_MI_26123,2020-01-31,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.13,5.89,3.14,7.27,8.06,4.91,3.93,,28.69,3.93,7.27,3.14,4.13,5.31,4.91,4.91,6.29,3.54,3.14,3.34,2.95,8.06,30.07,6.68,,7.86,4.52,2.75,,33.21,5.11,3.73,4.52,2.95,5.5,,-0.55,-1.477778,0.716667,0.084667,30.48,-2.993827,83.842026
US_MI_26123,2020-02-01,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.26,7.77,5.26,8.23,6.17,8.0,7.54,4.34,21.02,3.2,4.11,3.43,5.26,5.26,,3.66,5.71,4.57,3.2,4.34,,5.03,23.77,5.26,,3.66,,3.88,6.86,36.56,,5.49,4.8,4.11,,,1.011111,-0.255556,2.488889,0.127,30.48,-1.067901,86.718304
US_MI_26123,2020-02-02,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,6.87,5.54,3.33,8.87,7.98,5.76,3.99,,20.18,3.77,8.43,,,7.09,6.21,,8.87,3.1,6.65,,,3.55,23.06,,4.43,6.43,3.1,5.32,4.88,35.69,,5.99,8.65,,,,2.844444,0.644444,6.611111,0.508,30.48,-0.41358,79.469395
US_MI_26123,2020-02-03,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,5.09,5.46,,7.35,6.03,3.2,6.22,3.96,19.6,4.9,6.6,4.52,4.9,6.22,4.9,5.09,6.22,2.83,2.64,4.15,,6.6,26.95,5.09,3.02,8.29,6.97,,6.6,31.28,5.46,7.73,5.28,2.64,4.52,3.02,2.572222,-2.766667,6.644444,0.0,30.48,-0.987654,77.706379
US_MI_26123,2020-02-04,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.84,4.61,3.46,7.3,7.68,4.03,3.26,2.69,21.51,4.03,5.38,3.07,,5.38,3.26,4.42,5.76,3.07,3.65,,,7.11,24.77,3.84,,5.76,,2.88,9.41,36.87,4.22,6.14,4.03,,4.61,,0.738889,-3.177778,4.016667,0.0,,-4.685185,66.751504
US_MI_26123,2020-02-05,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,6.08,4.51,,10.97,6.86,4.12,5.88,,20.18,,7.84,3.72,4.51,8.62,4.12,,6.66,4.31,4.12,7.05,,8.03,24.49,5.09,,6.27,3.13,6.08,8.62,34.49,3.13,6.27,2.74,5.29,,,-5.122222,-9.094444,-1.95,0.0,,-11.641975,60.442066
US_MI_26123,2020-02-06,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.26,7.75,,8.14,6.39,,5.42,4.46,18.79,4.46,10.07,2.91,4.46,8.33,4.07,4.65,5.81,4.65,4.07,6.78,3.29,7.94,24.02,4.26,,5.04,5.23,3.87,6.0,34.67,5.23,5.42,5.23,3.1,3.29,,-3.755556,-5.811111,-1.911111,0.254,40.64,-9.246914,66.089067
US_MI_26123,2020-02-07,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,4.18,4.94,,6.84,4.18,2.66,4.37,3.42,17.87,3.23,7.42,3.04,3.8,6.65,5.13,5.89,5.89,3.42,,4.37,,7.42,24.34,6.08,3.23,4.94,3.8,6.46,4.56,29.85,,4.75,4.75,2.85,4.56,,-3.494444,-7.2,0.194444,0.465667,30.48,-6.753086,79.28037
US_MI_26123,2020-02-08,ChIJC6ndsmEZGYgR-4VzGiNqDhU,Q74290,geoId/26123,US,United States of America,MI,Michigan,26123,Newaygo County,US,USA,2,,,,,,,48320,24271,24049,5729,6232,5470,5252,5445,7473,6713,3932,2074,1907329,43.55,-85.8,2231,78.054545,,,,,,3.92,9.91,3.23,9.45,8.52,5.3,5.3,,15.89,5.99,10.37,,3.23,4.84,5.99,3.46,4.84,5.53,,,,4.61,26.03,5.53,,8.98,,4.38,3.92,37.32,3.23,5.76,3.46,,4.15,,-4.866667,-9.266667,-1.083333,0.931333,40.64,-8.320988,76.866684
