location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13107,2021-07-08,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,2627,83,13,4214,0,0,0,0,0,0,0,0,0,0,31,24,168,326,240,294,262,229,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,31,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,10,,-20,7,,13.13,7.62,7.62,10.59,12.29,30.92,10.17,45.75,7.62,25.527778,22.208333,31.243056,16.002,21.6875,79.438944
US_GA_13107,2021-07-09,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,2628,83,0,4214,0,0,0,0,0,0,0,0,0,0,31,24,168,326,240,294,262,229,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,31,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-3,,-22,10,10.79,12.52,,,9.07,10.79,29.36,11.22,42.31,10.36,26.979167,22.694444,33.201389,3.81,21.951389,74.165976
US_GA_13107,2021-07-10,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2628,83,0,4214,0,0,0,0,0,0,0,0,0,0,31,24,168,326,240,294,262,229,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,31,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,3,,-1,,,7.1,9.95,,8.05,8.52,21.31,10.42,45.94,,25.083333,21.472222,32.784722,0.0,21.319444,79.858678
US_GA_13107,2021-07-11,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2628,83,0,4214,0,0,0,0,0,0,0,0,0,0,31,24,168,326,240,294,262,229,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,31,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-16,,,14.56,8.19,,9.55,11.83,25.02,8.64,46.86,,25.604167,21.701389,32.388889,0.0,21.486111,78.061803
US_GA_13107,2021-07-12,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,2629,83,34,4248,0,0,0,1,0,0,0,-1,0,0,31,24,168,327,240,294,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,-1,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,7,6.38,,8.94,11.92,11.07,14.47,25.11,10.64,47.67,8.09,25.972222,22.145833,32.75,2.032,21.930556,78.536744
US_GA_13107,2021-07-13,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,2630,83,0,4248,0,0,0,0,0,0,1,0,0,0,31,24,168,327,240,294,263,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-15,6,7.23,12.33,10.2,,14.45,6.8,28.91,12.33,45.91,8.08,24.666667,20.486111,32.416667,10.075333,20.875,79.537603
US_GA_13107,2021-07-14,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,2634,83,4,4252,0,0,0,1,1,0,0,0,0,0,31,24,168,328,241,294,263,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-16,5,7.57,14.29,8.41,7.99,8.41,9.25,24.8,9.25,37.42,6.31,26.549383,21.45679,32.814815,0.0,21.475309,74.052131
US_GA_13107,2021-07-15,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,8,0,2642,83,0,4252,0,0,1,0,1,1,-1,0,0,0,31,24,169,328,242,295,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,15,,-17,4,8.98,9.84,8.98,11.54,6.84,8.55,23.52,11.97,48.74,,26.518519,22.024691,33.222222,8.636,22.320988,77.838505
US_GA_13107,2021-07-16,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,3,0,2645,83,0,4252,0,0,0,0,0,0,0,0,0,0,31,24,169,328,242,295,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,5,,-21,7,,9.16,,12.22,11.78,9.16,26.19,12.22,44.52,6.55,26.802469,22.111111,33.537037,0.3048,22.006173,75.121769
US_GA_13107,2021-07-17,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2645,83,0,4252,0,0,0,0,0,0,0,0,0,0,31,24,169,328,242,295,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,3,,-8,,8.22,8.71,8.71,11.12,,12.58,25.15,10.16,39.18,13.54,27.679012,22.654321,33.907407,3.302,22.216049,72.279169
US_GA_13107,2021-07-18,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2645,83,0,4252,0,0,0,0,0,0,0,0,0,0,31,24,169,328,242,295,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-20,,,14.62,7.08,8.02,10.38,7.08,24.06,10.85,41.99,9.91,26.419753,22.641975,32.388889,1.27,22.37037,78.595843
US_GA_13107,2021-07-19,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,10,0,2655,83,52,4304,0,2,1,0,0,0,0,0,0,0,31,26,170,328,242,295,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-13,6,6.3,18.05,8.4,12.6,9.66,12.18,26.45,10.91,45.34,10.91,24.697531,21.845679,30.91358,27.813,21.808642,84.04167
US_GA_13107,2021-07-20,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,2659,83,0,4304,0,0,0,1,0,1,0,0,0,0,31,26,170,329,242,296,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-18,7,10.59,16.53,9.75,9.32,8.47,11.87,30.09,11.87,41.1,6.78,25.12963,22.604938,30.666667,21.336,22.425926,85.094162
US_GA_13107,2021-07-21,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,5,0,2664,83,7,4311,0,1,0,1,0,1,0,0,0,0,31,27,170,330,242,297,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-17,5,8.46,10.69,15.59,8.46,15.15,12.03,30.3,13.37,44.11,9.36,25.851852,22.783951,31.703704,14.308667,22.339506,81.010188
US_GA_13107,2021-07-22,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,3,1,2667,84,0,4311,0,0,0,0,0,1,0,0,0,0,31,27,170,330,242,298,262,228,136,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,15,,-16,4,9.54,17.79,9.98,13.45,7.38,10.85,31.23,8.24,49.02,,27.055556,22.950617,32.604938,0.084667,22.746914,77.51384
US_GA_13107,2021-07-23,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,2671,84,0,4311,0,0,0,1,0,0,1,0,0,1,31,27,170,331,242,298,263,228,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,2,,-19,8,15.96,19.61,7.3,13.68,15.05,10.03,33.74,7.75,37.39,10.49,26.87037,22.265432,33.12963,0.0,22.314815,76.430049
US_GA_13107,2021-07-24,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2671,84,0,4311,0,0,0,0,0,0,0,0,0,0,31,27,170,331,242,298,263,228,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-5,,-7,,8.45,12.93,,19.39,13.42,7.96,26.35,13.42,35.8,7.96,27.08642,22.141975,32.765432,0.0,21.604938,72.138663
US_GA_13107,2021-07-25,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2671,84,0,4311,0,0,0,0,0,0,0,0,0,0,31,27,170,331,242,298,263,228,136,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-11,,8.63,8.63,,13.43,15.35,8.15,24.46,11.99,45.56,8.63,26.259259,20.308642,32.876543,0.0,20.067901,68.939854
US_GA_13107,2021-07-26,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,16,0,2687,84,0,4311,0,0,1,6,1,1,2,0,0,1,31,27,171,337,243,299,265,228,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,6,,16.8,7.56,8.4,9.24,13.86,21.42,11.34,45.35,7.14,27.481481,21.537037,34.259259,0.0,21.87037,71.819647
US_GA_13107,2021-07-27,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,5,0,2692,84,0,4311,0,0,1,0,0,0,0,0,0,0,31,27,172,337,243,299,265,228,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-13,6,9.09,14.46,8.68,15.28,11.15,16.11,25.61,8.68,38.83,11.57,28.117284,24.123457,34.185185,4.318,23.759259,77.492003
US_GA_13107,2021-07-28,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,3,0,2695,84,64,4375,0,2,0,0,0,0,1,0,0,0,31,29,172,337,243,299,266,228,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,7,9.9,7.01,7.01,17.73,12.79,11.55,25.57,11.13,44.95,7.84,26.5,23.179012,32.351852,8.382,23.12963,81.937099
US_GA_13107,2021-07-29,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,23,0,2718,84,9,4384,1,0,2,2,0,1,0,1,0,0,32,29,174,339,243,300,266,229,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,20,,-15,4,6.96,15.14,,10.23,7.78,,28.24,,38.07,8.19,27.925926,23.006173,35.055556,0.03175,22.919753,74.428456
US_GA_13107,2021-07-30,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,26,0,2744,84,24,4408,0,0,2,3,3,2,2,0,0,0,32,29,176,342,246,302,268,229,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,13,,-16,8,,11.6,7.3,9.88,10.31,9.45,30.51,8.59,38.24,12.03,29.438272,24.191358,35.32716,0.0,23.524691,70.733513
US_GA_13107,2021-07-31,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2744,84,0,4408,0,0,0,0,0,0,0,0,0,0,32,29,176,342,246,302,268,229,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,6,,-16,,,17.27,10.36,14.8,10.36,,27.14,14.8,42.94,14.31,29.580247,25.259259,35.283951,0.1016,23.969136,72.093453
US_GA_13107,2021-08-01,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2744,84,0,4408,0,0,0,0,0,0,0,0,0,0,32,29,176,342,246,302,268,229,136,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-19,,7.62,15.24,12.86,7.14,,7.62,21.43,7.62,48.1,9.05,28.82716,24.067901,34.87037,0.381,22.753086,70.02626
US_GA_13107,2021-08-02,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,62,0,2806,84,0,4408,0,3,7,4,9,2,4,3,0,1,32,32,183,346,255,304,272,232,136,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-13,5,10.59,14.25,8.14,8.96,6.11,14.66,27.69,8.96,42.76,6.51,27.660494,22.962963,33.975309,0.0,21.117284,68.157105
US_GA_13107,2021-08-03,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,8,0,2814,84,0,4408,1,0,0,2,0,0,0,1,0,0,33,32,183,348,255,304,272,233,136,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,5,9.46,13.8,6.7,13.01,14.19,11.82,29.56,10.64,42.18,7.88,24.761111,22.788889,29.994444,2.921,21.905556,84.357135
US_GA_13107,2021-08-04,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,5,0,2819,84,0,4408,0,1,0,0,0,0,0,1,1,0,33,33,183,348,255,304,272,234,137,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,4,6.54,15.93,7.76,9.8,12.66,9.39,24.92,8.99,37.58,,24.238889,21.161111,29.472222,0.0508,20.222222,78.471906
US_GA_13107,2021-08-05,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,37,0,2856,84,71,4479,0,2,3,6,4,2,1,2,1,0,33,35,186,354,259,306,273,236,138,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,9,,-11,4,10.21,14.71,7.76,13.89,7.35,8.58,31.86,14.3,39.62,8.17,24.127778,20.588889,29.122222,0.0,20.0,78.162065
US_GA_13107,2021-08-06,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,7,0,2863,84,0,4479,0,0,0,1,1,0,1,0,0,0,33,35,186,355,260,306,274,236,138,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,3,,-18,8,8.2,9.37,6.64,14.05,9.37,7.03,26.55,10.15,37.87,12.88,23.666667,20.638889,29.166667,0.635,21.166667,85.945885
US_GA_13107,2021-08-07,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2863,84,0,4479,0,0,0,0,0,0,0,0,0,0,33,35,186,355,260,306,274,236,138,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,4,,-10,,9.92,15.59,7.08,17.48,,9.45,19.37,9.45,40.15,8.97,25.677778,22.188889,31.533333,3.556,22.166667,81.164107
US_GA_13107,2021-08-08,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,2863,84,0,4479,0,0,0,0,0,0,0,0,0,0,33,35,186,355,260,306,274,236,138,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,16,20,0,0,0,0,0,0,0,0,0,0,2,0,2,0,8,7,29,30,27,23,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-21,,,9.51,9.05,16.75,7.7,6.79,25.8,10.86,41.19,17.66,26.794444,21.933333,33.077778,0.254,21.9,74.966302
