location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22075,2020-01-11,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.91,7.24,12.15,4.13,3.88,4.65,10.34,9.56,4.39,3.62,,,7.24,18.61,,8.01,3.62,29.46,8.53,4.91,20.381944,15.888889,22.611111,5.7785,19.088889,89.051425
US_LA_22075,2020-01-12,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.1,8.47,12.29,,,4.92,8.2,8.2,6.56,,4.1,4.37,4.1,21.03,5.46,6.56,6.83,30.59,10.11,4.1,15.180556,13.048611,18.555556,0.03175,13.422222,87.73315
US_LA_22075,2020-01-13,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,3.83,6.71,8.63,7.19,4.55,3.35,12.46,5.51,7.43,,4.31,7.43,7.67,17.5,3.6,7.19,4.31,32.12,7.43,5.27,18.506944,15.951389,22.659722,0.036286,17.911111,92.444024
US_LA_22075,2020-01-14,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.39,6.1,7.07,7.56,5.85,4.15,10.98,9.76,4.39,3.66,3.42,5.37,7.8,20.0,3.66,6.83,,27.56,5.12,,21.611111,19.631944,25.506944,0.0,20.855556,90.822214
US_LA_22075,2020-01-15,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,3.41,7.06,7.79,4.87,3.41,5.84,11.19,3.65,8.03,5.35,4.14,,6.57,23.61,6.33,6.33,5.35,32.12,7.06,5.11,21.388889,18.4375,25.083333,0.0635,20.344444,89.912416
US_LA_22075,2020-01-16,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,7.71,10.44,3.48,5.22,4.72,8.2,5.22,7.21,3.73,,6.21,3.48,21.88,6.21,5.22,,32.57,8.95,5.47,20.145833,17.777778,23.1875,0.0,19.488889,91.942765
US_LA_22075,2020-01-17,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,5.5,8.76,11.76,5.75,7.01,5.0,7.76,7.01,6.0,,4.25,5.0,6.5,17.26,5.0,4.0,5.5,35.28,6.0,4.75,18.826389,16.708333,21.652778,0.0,15.111111,77.208247
US_LA_22075,2020-01-18,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.96,7.88,11.96,5.25,5.25,,11.08,7.58,5.25,4.38,,5.83,5.25,17.21,,4.67,6.42,27.42,5.83,,21.0,19.083333,23.611111,0.09525,18.833333,84.901864
US_LA_22075,2020-01-19,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,9.93,9.64,6.52,4.25,4.82,11.91,8.51,7.94,,5.39,,5.11,18.43,5.39,8.79,,30.06,6.81,,15.715278,10.611111,22.083333,0.0,9.466667,64.702174
US_LA_22075,2020-01-20,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,9.16,13.21,5.66,3.77,6.2,13.21,9.7,7.28,4.58,,4.31,4.85,25.87,4.04,8.89,,30.45,5.93,4.31,8.729167,6.388889,12.020833,0.0,-1.966667,46.765787
US_LA_22075,2020-01-21,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,5.72,5.22,4.48,,6.22,16.42,6.96,8.71,,,4.97,5.72,25.37,4.73,4.73,,31.34,9.45,5.97,6.597222,3.777778,9.597222,0.0,-1.477778,55.732314
US_LA_22075,2020-01-22,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.35,7.16,12.02,6.14,,3.84,14.07,6.65,8.19,,,6.39,4.86,22.51,4.61,8.7,7.67,30.7,5.12,5.12,9.013889,6.256944,12.888889,0.0,2.266667,61.915957
US_LA_22075,2020-01-23,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.42,11.31,13.27,4.18,4.92,7.37,12.53,6.64,3.93,5.41,5.16,3.44,4.67,18.19,3.44,6.39,6.64,35.15,3.93,4.67,14.625,11.173611,18.777778,4.191,10.866667,76.254324
US_LA_22075,2020-01-24,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.96,6.2,9.42,5.45,3.72,4.46,16.36,4.71,6.45,4.21,,4.46,6.2,27.77,,4.71,3.47,24.3,5.21,4.71,14.145833,10.548611,18.458333,0.0,9.966667,72.991302
US_LA_22075,2020-01-25,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,9.36,10.57,4.23,4.23,6.34,21.14,7.85,8.15,,,6.04,6.34,28.39,4.83,6.95,8.15,29.3,5.44,,12.041667,8.597222,15.590278,0.0,5.311111,63.721348
US_LA_22075,2020-01-26,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.01,8.81,7.48,3.74,,4.27,17.1,5.08,7.75,,5.34,4.54,4.01,26.18,3.74,6.14,,26.18,5.61,4.01,12.194444,10.611111,14.25,0.15875,8.255556,75.162682
US_LA_22075,2020-01-27,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.84,4.84,11.06,4.15,,,19.12,5.99,8.29,5.07,,3.69,6.68,26.03,4.84,6.91,4.61,31.79,6.45,4.84,13.270833,11.833333,16.5625,3.52425,11.877778,88.027381
US_LA_22075,2020-01-28,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.39,4.16,10.41,5.32,4.86,3.7,18.27,5.78,8.1,,4.63,,5.78,26.37,5.09,8.1,5.32,31.46,7.87,6.25,13.381944,9.805556,17.652778,0.0,9.211111,75.030798
US_LA_22075,2020-01-29,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.15,5.07,10.6,5.99,8.07,5.07,16.82,6.45,4.84,4.61,,4.38,7.38,34.11,4.61,5.99,4.84,35.95,9.22,5.99,15.173611,12.958333,17.576389,1.0795,12.411111,81.421928
US_LA_22075,2020-01-30,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,4.64,7.88,4.87,4.41,3.25,26.66,6.03,6.96,,6.72,4.41,5.56,32.23,6.49,5.8,3.94,34.78,,6.03,12.541667,10.909722,14.736111,0.0,9.755556,80.509469
US_LA_22075,2020-01-31,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.19,6.75,7.45,6.75,,4.42,28.63,8.61,6.05,3.26,,3.49,6.29,33.29,,7.22,3.96,27.47,4.19,,13.930556,11.840278,16.604167,0.22225,11.611111,82.93573
US_LA_22075,2020-02-01,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,8.23,9.7,7.93,,,18.22,7.05,4.41,5.58,,,6.76,27.04,5.29,4.41,,34.97,,,11.5,9.340278,14.118056,0.47625,7.033333,72.460859
US_LA_22075,2020-02-02,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.81,8.77,8.48,4.81,3.96,6.5,18.66,6.5,5.66,,4.24,4.52,5.66,21.77,,,4.52,32.8,5.37,,12.680556,8.965278,18.0625,0.0,7.111111,67.025589
US_LA_22075,2020-02-03,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,6.44,10.13,3.22,,3.91,15.88,,7.36,3.45,3.91,,7.36,25.09,4.6,3.68,3.45,34.75,3.68,5.98,15.520833,12.4375,19.944444,0.0,11.855556,75.405681
US_LA_22075,2020-02-04,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.94,8.14,10.12,5.92,6.42,4.69,18.02,7.65,5.92,6.91,7.41,3.7,6.17,28.14,7.41,6.42,4.69,38.26,5.43,8.64,18.493056,16.590278,21.75,0.60325,16.644444,83.845872
US_LA_22075,2020-02-05,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.04,8.09,12.14,6.07,4.8,6.07,14.16,7.33,5.31,4.3,4.55,,9.61,23.51,5.06,6.32,5.56,35.65,5.06,5.56,19.180556,17.847222,20.916667,1.778,19.066667,93.469484
US_LA_22075,2020-02-06,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,6.94,7.66,7.9,3.59,3.59,13.16,7.9,5.98,4.07,3.35,3.59,11.49,25.13,4.31,6.22,5.26,33.26,4.79,4.07,16.111111,10.875,21.020833,2.667,14.911111,89.559492
US_LA_22075,2020-02-07,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,3.78,6.62,7.8,6.14,,3.54,13.0,7.33,3.54,,,5.44,7.56,31.67,5.2,6.62,,28.36,,4.25,9.743056,6.423611,14.659722,0.0,-0.1,49.68327
US_LA_22075,2020-02-08,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,6.37,11.3,10.72,8.4,4.34,4.34,16.22,9.85,7.82,,,5.21,5.21,29.54,4.05,8.69,7.82,30.99,5.79,5.79,14.951389,11.458333,18.951389,0.0,8.755556,63.31556
US_LA_22075,2020-02-09,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,3.93,9.54,9.82,6.17,4.49,4.77,12.62,4.77,7.29,4.21,4.21,4.77,5.05,26.09,,8.97,5.89,34.5,5.33,6.73,16.868056,14.458333,20.145833,0.0,12.7,74.070856
US_LA_22075,2020-02-10,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,6.22,7.15,7.38,7.15,6.22,13.83,7.15,9.45,3.92,3.23,,7.15,27.2,4.38,4.84,5.07,32.5,4.61,4.61,19.791667,17.965278,22.791667,0.036286,18.4,87.865168
US_LA_22075,2020-02-11,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,4.4,8.8,9.72,4.86,4.4,13.19,5.55,7.41,,3.7,,6.02,21.76,4.86,6.48,4.86,33.33,7.87,3.7,20.611111,18.6875,22.909722,0.0,20.422222,93.190441
US_LA_22075,2020-02-12,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,7.15,10.14,7.15,,5.53,12.91,8.07,8.07,5.07,,,7.61,25.13,5.76,3.92,5.53,32.74,5.53,6.23,20.847222,18.895833,23.527778,0.15875,20.344444,91.597413
US_LA_22075,2020-02-13,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,,3.89,5.94,5.03,,4.34,10.74,6.86,8.92,,,,6.17,24.69,3.66,5.94,5.26,28.12,5.94,3.66,17.472222,13.715278,21.631944,1.93675,15.555556,85.71081
US_LA_22075,2020-02-14,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,,,,,,4.61,,4.61,4.09,,5.12,10.49,7.42,6.14,,,,7.42,20.72,3.84,4.61,,23.28,4.86,,11.159722,8.166667,14.729167,0.0,5.488889,66.968473
US_LA_22075,2020-02-15,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,3,-2,,-3,,4.36,5.92,5.92,4.98,,5.6,11.21,8.09,5.92,5.92,7.16,6.23,7.47,18.06,,5.6,6.23,35.8,6.54,,14.416667,11.236111,18.236111,0.0,6.9,60.052805
US_LA_22075,2020-02-16,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,-13,-2,,7,,,7.41,12.07,5.21,,4.94,9.87,5.76,5.76,,4.94,,6.58,18.92,4.39,7.13,,31.54,6.58,4.66,16.965278,15.020833,19.430556,0.889,14.944444,84.867061
US_LA_22075,2020-02-17,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,-14,-1,,-11,,4.01,6.37,10.37,7.78,5.19,5.89,12.73,7.78,6.6,4.48,3.54,4.95,4.48,23.58,3.77,6.84,3.77,32.77,5.66,7.07,15.6875,13.875,19.104167,6.985,15.044444,92.452268
US_LA_22075,2020-02-18,ChIJ6ZWKBiRNnogRjKC5_s4Anjw,Q503864,geoId/22075,US,United States of America,LA,Louisiana,22075,Plaquemines Parish,US,USA,2,,,,,,,23348,11768,11580,3272,3298,3024,3151,3048,3194,2350,1297,714,1836429,29.39,-89.48,6290,74.316667,4,-5,,2,,,7.62,10.71,7.14,,5.0,16.91,6.91,5.24,5.71,6.67,6.67,8.57,25.95,5.71,8.33,3.57,36.91,4.52,6.67,20.006944,17.694444,23.159722,0.0,19.488889,94.07432
