location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22101,2020-01-11,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.71,8.0,,7.06,6.12,7.06,6.82,4.47,,12.47,4.0,6.82,,5.41,8.7,4.71,6.59,,4.47,4.23,5.17,6.35,8.0,21.88,8.0,,7.06,4.0,3.76,4.71,39.29,5.17,7.06,6.59,3.53,7.06,,20.311111,15.811111,23.333333,2.286,18.555556,89.837194
US_LA_22101,2020-01-12,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,6.23,7.91,3.6,13.66,7.67,9.59,6.23,3.83,,11.5,,5.03,4.55,3.35,7.19,5.51,9.59,,3.83,4.79,5.03,5.51,9.59,22.05,6.23,,9.35,,6.71,5.27,42.66,3.83,6.95,4.79,,3.35,3.6,11.555556,7.583333,18.238889,9.0678,9.174603,85.224628
US_LA_22101,2020-01-13,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,7.01,5.41,4.21,12.82,9.41,7.61,6.81,4.21,,12.22,3.81,9.21,4.0,5.21,9.21,,,4.81,3.0,4.61,6.01,3.2,11.41,23.43,6.61,3.0,6.81,,5.61,4.21,51.87,4.21,6.01,6.41,6.21,9.41,,16.144444,13.411111,19.483333,1.326444,15.650794,95.440051
US_LA_22101,2020-01-14,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,,8.2,,9.43,8.2,7.58,6.76,3.89,,11.47,4.1,10.04,,5.94,8.4,5.12,6.35,3.48,6.56,4.1,3.69,5.33,7.58,27.66,3.89,3.89,6.56,,5.33,5.94,51.63,6.76,7.99,4.71,5.74,4.71,3.48,20.811111,18.033333,24.855556,3.527778,20.119048,95.285685
US_LA_22101,2020-01-15,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,7.19,9.24,3.49,13.35,11.71,5.75,6.57,5.34,,13.56,3.08,8.42,,5.75,7.19,2.88,5.34,,4.11,6.16,8.01,4.11,8.22,28.35,5.96,4.52,7.81,4.11,7.6,6.57,47.05,3.7,6.99,3.49,4.52,4.52,4.31,21.127778,19.244444,25.144444,0.0,20.142857,93.694843
US_LA_22101,2020-01-16,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.89,9.0,2.87,11.87,6.96,3.89,4.71,5.53,,13.1,4.09,7.57,5.32,5.53,10.23,3.27,5.32,6.14,5.53,2.87,4.91,4.3,11.87,26.6,5.93,3.68,8.39,6.14,4.91,4.3,46.86,4.3,9.21,5.32,4.09,6.75,4.3,20.933333,18.516667,25.233333,0.0,19.904762,93.998566
US_LA_22101,2020-01-17,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.43,8.35,5.14,14.14,7.5,6.85,4.07,4.07,,13.28,4.93,7.07,3.21,4.93,8.14,4.93,4.28,3.0,5.14,4.07,4.93,5.14,9.43,22.49,6.0,5.36,10.92,5.36,4.71,3.64,46.05,3.43,8.14,7.28,5.78,3.86,3.0,18.65,15.955556,22.633333,5.334,15.047619,79.342554
US_LA_22101,2020-01-18,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.28,12.34,3.78,11.34,7.05,4.03,5.54,4.53,6.05,14.61,3.78,7.05,7.05,5.79,11.08,4.53,3.53,,4.53,,7.05,,10.33,21.92,5.54,,7.05,5.04,,4.28,39.8,5.79,8.06,3.78,6.55,4.28,6.05,20.922222,18.1,24.394444,0.028222,19.380952,90.901794
US_LA_22101,2020-01-19,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,11.45,9.46,3.49,10.21,8.22,,6.22,4.23,,16.43,5.48,6.72,3.98,4.98,9.46,4.23,5.23,3.73,,,3.73,3.73,5.98,19.67,5.23,3.73,9.21,3.98,7.47,4.73,40.34,,6.97,8.47,4.23,4.73,6.72,14.294444,8.966667,21.833333,9.228667,6.230159,58.274673
US_LA_22101,2020-01-20,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,6.29,7.64,,10.78,7.64,3.37,7.41,4.27,3.15,17.07,4.27,10.78,5.84,6.51,12.13,4.27,6.29,5.39,4.04,7.86,5.17,,9.88,27.18,7.41,4.72,8.31,6.74,5.17,5.17,45.37,5.84,5.84,6.29,6.74,5.84,4.04,8.161111,4.483333,13.477778,0.0254,-1.785714,49.74001
US_LA_22101,2020-01-21,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.58,6.95,,12.42,6.53,5.89,8.21,5.26,,16.0,,11.79,4.84,4.42,11.79,3.79,5.05,3.58,5.68,4.21,8.21,3.58,9.26,28.0,4.84,2.95,8.21,6.1,7.16,2.95,49.47,5.68,6.95,5.68,8.42,4.63,4.42,6.094444,1.688889,11.427778,0.0,-2.333333,54.810532
US_LA_22101,2020-01-22,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.48,7.26,,6.62,7.9,3.41,7.26,5.76,2.99,18.35,,12.16,4.27,7.26,9.82,5.55,7.47,2.99,,4.27,4.7,3.84,10.88,29.45,5.55,4.48,6.62,5.12,5.55,4.27,47.8,5.76,5.55,5.97,5.97,5.12,4.48,6.694444,2.5,11.072222,0.112889,0.984127,66.87907
US_LA_22101,2020-01-23,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.14,6.21,3.1,11.59,8.48,4.55,6.0,5.17,2.9,16.97,,10.55,3.31,8.28,11.38,4.97,7.66,4.97,4.97,5.17,5.17,3.52,9.31,26.9,5.79,3.31,7.24,5.17,5.17,5.38,48.22,4.97,9.73,6.42,3.73,3.93,3.1,13.222222,8.227778,19.766667,5.870222,11.690476,89.55647
US_LA_22101,2020-01-24,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.67,7.65,,14.02,5.1,5.1,4.46,3.4,,21.03,,9.13,3.4,3.61,9.77,,3.19,5.31,3.19,4.46,5.95,2.97,10.62,27.4,4.67,2.97,6.16,4.67,3.4,3.19,38.66,4.88,6.16,4.46,4.46,4.46,,13.133333,7.672222,18.05,11.458222,8.833333,75.154227
US_LA_22101,2020-01-25,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,8.23,9.78,4.12,8.75,7.21,5.66,7.72,6.43,,19.3,5.4,10.29,3.86,,7.72,,5.4,,,7.21,5.92,3.86,5.15,36.03,6.95,3.6,5.92,3.6,5.4,,48.64,5.66,8.75,6.43,5.4,,,10.977778,5.038889,17.827778,0.0,4.936508,67.010395
US_LA_22101,2020-01-26,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,,9.54,4.0,9.1,6.66,7.1,5.99,5.77,,25.08,4.44,8.66,5.11,5.55,7.99,4.22,4.44,3.77,5.55,4.0,4.66,4.0,7.1,30.18,8.21,,9.99,4.44,,6.21,43.95,5.11,6.88,4.44,5.77,4.88,,12.416667,9.355556,15.466667,1.382889,10.515873,87.407687
US_LA_22101,2020-01-27,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.63,7.06,3.63,10.9,6.66,6.05,6.46,4.84,,24.22,3.83,9.89,3.43,5.25,8.28,5.65,4.04,5.25,3.43,4.44,5.25,,10.49,33.1,4.84,3.03,8.28,5.05,6.46,5.45,46.62,5.05,6.86,6.46,4.24,6.46,6.26,12.783333,11.272222,15.7,17.554222,11.626984,92.052281
US_LA_22101,2020-01-28,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.5,7.62,,11.74,7.41,4.74,5.35,4.74,3.09,18.12,3.5,11.32,3.5,4.32,7.41,5.56,6.18,3.29,4.74,4.53,4.12,4.53,8.24,33.56,4.53,3.09,8.24,4.74,4.12,7.62,44.27,6.38,11.53,5.35,6.59,4.74,3.71,12.133333,7.616667,18.072222,0.0,9.650794,84.350978
US_LA_22101,2020-01-29,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,2.88,9.26,4.32,8.44,8.03,6.38,7.2,4.32,3.29,24.29,3.29,10.5,3.5,3.91,10.7,4.53,8.03,4.94,6.59,4.73,4.32,5.76,10.91,43.64,7.0,4.53,7.41,,5.97,4.94,52.28,6.59,20.58,5.76,4.32,5.97,3.71,13.355556,10.611111,16.338889,6.237111,11.515873,88.042749
US_LA_22101,2020-01-30,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.29,4.9,,7.76,6.33,4.9,6.13,3.06,3.47,27.16,4.08,6.33,,4.08,9.8,4.9,4.49,3.88,4.29,5.72,3.88,,7.97,32.27,3.88,5.31,8.17,3.47,4.49,6.54,50.45,3.68,10.21,3.06,4.7,5.51,3.06,11.994444,10.422222,14.105556,1.3716,9.531746,84.137982
US_LA_22101,2020-01-31,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,4.46,5.27,3.65,12.56,5.47,4.86,3.24,4.25,,30.99,2.84,8.1,4.66,3.85,8.1,4.25,5.06,3.04,3.65,5.47,3.65,4.46,7.5,31.4,5.27,4.25,6.48,4.86,4.25,4.86,40.72,,5.47,6.89,4.46,5.27,4.05,11.8,10.533333,14.216667,0.310444,9.738095,86.535945
US_LA_22101,2020-02-01,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,7.57,5.55,4.54,5.81,5.3,3.79,6.06,5.05,,23.98,6.06,9.59,5.81,,4.04,5.55,5.55,4.29,,6.82,7.32,,7.07,26.76,4.8,,7.07,,5.55,4.04,46.46,5.3,6.31,4.8,,4.29,4.04,10.783333,6.877778,15.883333,0.0508,6.174603,72.440942
US_LA_22101,2020-02-02,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,7.59,11.86,,10.68,8.3,5.22,8.07,3.56,,20.88,5.93,9.25,3.32,5.69,7.12,,,3.32,,,5.93,5.46,5.22,22.06,,,5.46,,6.88,5.46,42.47,4.51,6.88,4.98,,,,12.661111,6.594444,20.694444,0.028222,7.706349,72.358
US_LA_22101,2020-02-03,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,5.94,6.53,3.17,10.69,6.14,8.31,3.76,3.96,,23.16,4.95,11.28,4.16,3.76,8.71,3.76,5.74,7.32,5.74,5.15,4.95,2.77,10.09,25.14,4.16,3.76,7.92,5.54,5.34,4.55,55.81,5.94,8.12,8.51,5.34,6.53,3.76,15.433333,9.85,21.216667,0.0,12.706349,83.917973
US_LA_22101,2020-02-04,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,6.38,8.77,4.98,13.56,11.76,5.38,6.38,3.39,,22.13,,10.57,,4.19,9.97,,6.58,5.98,3.79,4.79,2.79,,10.96,29.9,5.18,,6.18,6.58,6.18,4.39,54.43,4.98,6.18,2.99,3.79,5.78,,18.488889,15.277778,21.344444,0.0,17.31746,92.484383
US_LA_22101,2020-02-05,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,3.18,10.13,,7.95,8.94,7.75,6.16,6.36,,16.48,5.16,9.73,2.98,3.58,10.33,4.17,6.95,4.77,4.17,3.58,4.57,2.78,13.51,30.79,5.16,3.18,8.54,6.36,4.37,4.77,47.87,5.96,7.15,4.96,4.57,4.17,3.18,20.238889,18.494444,22.227778,0.479778,19.944444,97.3277
US_LA_22101,2020-02-06,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,6.97,8.96,,12.15,9.96,5.78,3.98,5.78,,23.11,4.98,11.55,6.58,4.38,9.36,9.16,4.18,5.58,5.58,2.79,4.98,4.78,9.16,38.85,6.58,3.39,9.16,3.79,4.38,,52.6,4.18,7.57,5.58,4.98,5.18,3.59,12.888889,7.538889,21.377778,6.011333,11.261905,89.343379
US_LA_22101,2020-02-07,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,,,,,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,,,,,,,7.27,8.93,,8.3,3.53,6.23,3.94,3.74,,17.44,3.32,8.51,,5.4,9.34,18.27,3.53,3.94,4.57,4.98,3.94,4.57,9.55,45.88,8.3,4.15,5.61,4.78,5.19,4.78,47.55,3.32,6.23,5.4,4.36,4.98,4.78,8.683333,2.855556,16.794444,0.2794,1.253968,59.902597
