location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18137,2020-01-11,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.46,10.24,8.54,7.51,,5.12,19.46,6.49,,6.83,5.12,,,,26.63,5.8,,,5.8,34.14,,6.49,4.78,15.572222,11.138889,19.727778,14.695714,,12.661111,82.889871
US_IN_18137,2020-01-12,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.29,9.17,,9.88,,,19.4,12.35,6.35,8.82,6.35,,,5.29,17.99,,,5.64,,37.4,,,4.94,5.961111,3.222222,16.355556,19.666857,,3.038889,81.551545
US_IN_18137,2020-01-13,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,5.59,8.82,10.0,10.0,4.12,15.59,6.47,5.0,10.29,6.18,,4.41,11.18,22.64,6.47,5.29,4.41,,39.99,,,4.71,5.472222,2.438889,8.544444,0.0254,,1.95,78.100623
US_IN_18137,2020-01-14,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,6.6,7.42,11.27,10.17,4.67,5.77,20.35,8.52,4.4,8.8,8.8,4.12,5.22,6.32,32.72,7.15,5.77,3.85,6.32,42.07,3.85,5.77,8.52,5.872222,1.25,10.383333,0.0254,,3.477778,84.794239
US_IN_18137,2020-01-15,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,6.43,5.85,11.69,7.89,4.97,5.26,15.49,5.85,4.09,9.35,5.26,4.38,,4.68,31.28,5.55,9.65,4.97,4.68,46.19,7.01,7.31,7.31,5.372222,-0.8,13.911111,0.056444,,4.432099,91.89068
US_IN_18137,2020-01-16,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,11.09,10.81,6.38,7.49,7.76,23.01,13.31,5.54,13.59,4.44,5.54,,8.32,52.4,8.32,5.54,,7.21,35.49,,7.76,8.32,4.761111,-0.672222,13.611111,0.0,,-0.727778,67.716282
US_IN_18137,2020-01-17,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.73,6.21,7.09,5.61,5.32,7.98,18.62,10.05,5.02,9.46,6.21,5.61,5.91,5.91,23.64,7.39,5.61,4.43,5.02,39.6,,6.5,7.39,-2.033333,-4.827778,5.794444,0.0,,-8.283333,62.365569
US_IN_18137,2020-01-18,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,9.88,6.13,6.82,,,16.36,7.84,,9.2,4.77,4.77,6.47,,23.17,,8.86,,,39.87,,,7.84,4.261111,-2.844444,10.833333,5.696857,,0.005556,74.07661
US_IN_18137,2020-01-19,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.41,,15.22,,6.43,,14.54,8.79,,7.78,,4.74,,,27.4,6.76,8.46,,,28.75,,7.44,5.75,-4.861111,-9.2,8.105556,10.7315,,-9.933333,67.807059
US_IN_18137,2020-01-20,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.75,5.75,9.69,8.47,,5.75,18.16,10.29,6.05,11.8,,7.26,6.66,11.5,24.21,4.84,7.26,5.15,4.54,37.23,,7.87,5.75,-6.994444,-9.566667,-1.405556,0.0,,-11.627778,69.587817
US_IN_18137,2020-01-21,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,6.76,5.88,8.52,7.64,6.17,7.05,18.21,9.99,5.29,12.92,8.52,6.76,9.11,11.75,33.78,,5.88,7.64,11.16,41.71,,9.4,5.29,-3.861111,-8.822222,-0.438889,0.0,,-10.0,62.515233
US_IN_18137,2020-01-22,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,6.23,12.76,8.01,5.94,5.04,17.51,10.39,,9.2,,4.45,,8.31,33.54,9.5,5.64,,6.23,33.24,,10.39,6.53,-3.672222,-9.45,4.216667,0.0,,-9.466667,64.302962
US_IN_18137,2020-01-23,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.59,5.21,13.48,8.88,5.51,,18.07,11.33,8.27,11.95,,,,,41.04,6.74,7.96,,,37.37,,12.56,,2.555556,-4.155556,8.711111,0.0,,-5.944444,53.850581
US_IN_18137,2020-01-24,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,6.53,7.72,9.5,7.42,4.75,,19.01,8.61,6.53,8.02,5.64,4.46,,8.02,29.7,6.53,6.24,4.16,5.94,38.31,4.46,7.72,6.83,5.694444,0.033333,8.927778,7.112,,3.666667,86.900092
US_IN_18137,2020-01-25,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,6.65,5.95,5.25,8.05,,23.1,7.7,,11.9,8.4,,5.25,8.05,33.25,7.35,8.4,5.6,8.75,37.45,4.9,6.65,7.0,2.838889,1.122222,6.833333,7.239,,1.183333,88.93738
US_IN_18137,2020-01-26,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.67,6.34,7.01,5.34,5.01,,23.36,7.34,6.34,8.68,,5.67,5.01,5.34,38.05,9.01,8.34,,7.01,35.71,5.67,8.68,,1.677778,-0.172222,6.172222,0.366889,,-1.394444,80.261781
US_IN_18137,2020-01-27,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.8,8.11,7.53,9.27,4.64,5.8,27.53,8.4,,12.17,,4.64,6.08,6.96,40.28,4.35,6.67,4.93,4.93,44.05,,10.14,5.51,0.872222,-2.95,4.894444,0.0254,,-1.683333,83.300025
US_IN_18137,2020-01-28,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.29,,8.82,8.53,5.0,5.29,29.12,13.23,4.71,6.47,4.41,5.88,5.59,10.88,41.47,6.76,4.12,,4.41,42.35,,6.18,8.53,1.122222,-1.7,3.45,0.0,,-1.977778,79.999035
US_IN_18137,2020-01-29,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,8.63,8.63,9.82,5.66,4.46,8.63,30.65,9.82,4.46,9.52,6.55,5.06,,11.31,41.37,5.95,5.06,6.25,8.04,38.09,5.66,11.01,5.95,1.244444,0.216667,2.361111,0.0,,-2.555556,75.911108
US_IN_18137,2020-01-30,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,6.25,8.33,9.22,10.71,6.84,5.35,35.1,11.6,4.76,8.63,5.65,8.33,8.33,12.49,43.43,7.73,7.14,,4.46,33.31,4.16,8.63,8.63,1.411111,-0.188889,3.916667,0.0254,,-3.211111,71.417825
US_IN_18137,2020-01-31,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,,9.67,6.04,6.35,,34.15,13.3,4.53,12.09,6.35,,6.04,10.58,35.97,7.25,7.56,7.25,7.56,39.59,6.65,5.74,5.14,1.872222,-0.311111,4.111111,0.036286,,-1.288889,79.691226
US_IN_18137,2020-02-01,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.58,5.58,10.45,8.36,6.62,6.62,24.74,9.06,,12.89,4.88,6.62,5.23,8.71,32.41,5.23,6.97,7.32,6.62,43.56,,6.27,8.36,3.333333,0.955556,6.0,1.834444,,1.294444,86.566942
US_IN_18137,2020-02-02,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,7.89,10.98,7.89,6.18,,19.9,5.83,5.49,7.21,5.15,5.83,6.86,8.92,26.42,7.89,6.18,,5.83,30.54,6.52,5.83,,7.3,0.65,18.105556,0.1016,,-0.122222,59.453475
US_IN_18137,2020-02-03,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.92,7.7,8.88,8.29,7.7,5.04,22.21,7.11,5.63,9.48,6.52,9.18,4.74,6.81,32.28,7.7,6.22,,6.52,37.32,4.15,8.0,9.48,10.816667,0.866667,18.994444,0.0,,2.4,56.343709
US_IN_18137,2020-02-04,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,8.59,8.87,10.59,4.87,,9.73,20.9,9.45,6.3,10.88,6.3,7.44,,10.02,30.91,9.45,4.58,,4.58,42.36,,8.59,6.01,13.716667,3.038889,18.772222,0.508,,7.883333,67.992087
US_IN_18137,2020-02-05,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.05,9.55,7.81,10.42,4.63,8.1,20.83,7.23,6.95,9.26,5.21,7.81,,10.13,35.88,6.37,,11.0,,39.06,,6.66,,2.177778,0.655556,5.455556,9.797143,,-0.916667,80.09859
US_IN_18137,2020-02-06,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,5.85,5.85,10.82,4.09,4.39,4.68,19.31,8.78,,11.99,,4.09,4.09,10.24,26.91,5.26,5.56,4.68,4.97,38.32,,5.56,6.73,0.722222,-0.65,2.211111,7.184571,,-0.466667,91.814412
US_IN_18137,2020-02-07,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,,,7.45,4.47,5.36,5.96,24.13,10.13,,11.32,,7.15,,7.75,29.19,5.66,5.06,4.77,5.06,37.83,,5.06,4.77,-1.1,-2.683333,1.644444,1.342571,30.48,-4.183333,79.649201
US_IN_18137,2020-02-08,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.86,6.25,7.99,5.21,,,20.84,11.46,4.86,8.34,,5.21,5.21,7.29,36.47,9.73,,4.86,6.25,42.38,,,,-0.366667,-2.794444,2.338889,0.399143,30.48,-2.938889,82.864758
US_IN_18137,2020-02-09,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,,,4.69,,,,6.36,8.7,15.73,9.71,8.37,10.04,5.69,4.69,4.69,8.7,23.43,6.36,6.36,,6.03,41.51,,,,0.061111,-4.661111,5.25,0.725714,,-2.75,81.580953
