location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41049,2020-01-12,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,,,12.7,,15.35,,3.905556,1.894444,7.433333,3.838222,,-0.925926,71.035914
US_OR_41049,2020-01-13,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,5.65,6.98,10.63,,17.94,5.98,0.888889,-2.427778,6.116667,3.894667,,-3.45679,73.806437
US_OR_41049,2020-01-14,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,7.87,13.89,7.87,12.5,,18.98,,-3.933333,-6.727778,2.044444,4.035778,,-7.098765,81.486605
US_OR_41049,2020-01-15,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,6.81,,13.62,,10.89,,-5.405556,-11.105556,0.627778,1.128889,50.8,-9.876543,72.715515
US_OR_41049,2020-01-16,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,5.21,,,15.29,,22.25,,-0.344444,-6.616667,4.205556,0.225778,50.8,-5.765432,71.186755
US_OR_41049,2020-01-17,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,6.99,,13.97,,14.9,,-2.95,-9.011111,4.266667,2.5654,30.48,-5.5,82.077372
US_OR_41049,2020-01-18,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,10.67,,15.06,,21.33,,0.25,-4.1,4.088889,0.0,78.74,-3.228395,79.171309
US_OR_41049,2020-01-19,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,,,15.47,,24.39,,1.394444,-2.533333,6.783333,1.0414,50.8,-1.895062,80.68436
US_OR_41049,2020-01-20,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,,,11.61,,23.71,,2.55,-0.955556,6.238889,0.0,,-1.950617,77.479485
US_OR_41049,2020-01-21,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,12.84,,16.55,,19.59,,2.822222,-0.494444,8.072222,0.282222,,-0.814815,80.852422
US_OR_41049,2020-01-22,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,6.52,6.19,13.69,,22.48,,3.561111,-1.411111,7.677778,1.4478,,-0.024691,77.445202
US_OR_41049,2020-01-23,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,9.12,,14.18,,18.91,,5.961111,1.372222,9.794444,5.164667,,2.993827,82.614755
US_OR_41049,2020-01-24,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,11.09,,16.63,,22.17,6.73,7.655556,3.788889,12.505556,2.6162,,3.91358,78.495835
US_OR_41049,2020-01-25,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,17.82,,27.05,,26.39,,6.677778,2.65,12.844444,1.1176,,2.691358,76.066168
US_OR_41049,2020-01-26,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,10.66,15.99,,18.95,,17.17,,6.566667,3.027778,12.433333,1.9812,,3.524691,82.762714
US_OR_41049,2020-01-27,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,14.15,6.12,20.65,,18.36,,5.677778,1.416667,10.833333,2.6416,,1.308642,73.860621
US_OR_41049,2020-01-28,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,7.27,,22.19,,22.19,,7.05,2.055556,10.833333,4.9022,,3.438272,79.419127
US_OR_41049,2020-01-29,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,10.16,,21.03,,17.53,,4.25,0.927778,10.205556,2.8194,,1.808642,84.493884
US_OR_41049,2020-01-30,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,15.95,,19.29,,12.61,,3.922222,-0.438889,8.822222,2.9718,,1.802469,87.441422
US_OR_41049,2020-01-31,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,21.73,,25.89,,11.56,,8.1,0.5,15.538889,0.4318,,3.654321,74.926487
US_OR_41049,2020-02-01,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,14.28,,19.77,,21.42,,12.679012,6.018519,17.635802,0.0635,,2.375,51.004938
US_OR_41049,2020-02-02,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,9.47,,11.14,,16.15,,3.641975,-1.481481,11.41358,4.854222,,-2.277778,66.333568
US_OR_41049,2020-02-03,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,11.04,,21.29,,17.35,,-1.633333,-6.95,4.972222,0.1778,,-6.611111,68.760992
US_OR_41049,2020-02-04,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,5.34,7.84,,21.02,,18.17,5.7,-1.3,-6.15,4.061111,0.112889,,-5.549383,72.264747
US_OR_41049,2020-02-05,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,8.14,,15.26,,19.33,,1.661111,-3.855556,6.694444,6.096,,-0.308642,85.723109
US_OR_41049,2020-02-06,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,8.72,,15.77,,14.76,,7.8,3.022222,10.816667,14.732,50.8,4.62963,80.040828
US_OR_41049,2020-02-07,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,8.57,13.98,,18.95,,22.55,,9.072222,6.65,12.227778,8.89,,4.888889,77.329187
US_OR_41049,2020-02-08,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,10.05,,24.0,,15.63,,6.811111,3.511111,12.527778,1.495778,,0.54321,65.546067
US_OR_41049,2020-02-09,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,,,14.41,,28.23,,2.805556,-3.061111,8.833333,4.318,,-1.82716,72.183914
US_OR_41049,2020-02-10,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,10.35,,11.09,,14.79,,1.694444,-4.894444,8.916667,0.0,,-3.037037,70.595765
US_OR_41049,2020-02-11,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,6.92,13.84,,15.38,,14.61,,3.35,-3.883333,13.127778,0.0,,-2.604938,64.910937
US_OR_41049,2020-02-12,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,6.77,11.95,5.97,14.33,,16.72,,5.194444,-2.961111,13.027778,0.0,,-0.635802,66.58284
US_OR_41049,2020-02-13,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,9.12,7.13,13.47,,18.23,,2.605556,-4.172222,13.083333,0.0,,-2.62963,68.859819
US_OR_41049,2020-02-14,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,,,,,6.38,10.37,,13.17,,5.911111,-0.466667,12.355556,0.2794,,-1.41358,60.03072
US_OR_41049,2020-02-15,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,-1,-4,,,,11.88,,18.41,,4.277778,1.516667,9.833333,0.592667,,-0.407407,71.081553
US_OR_41049,2020-02-16,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,6,,,,,9.77,,29.91,9.16,5.188889,1.383333,9.333333,8.918222,,0.580247,72.401677
US_OR_41049,2020-02-17,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,24,-25,,8.65,,11.36,,16.77,,3.7,-0.022222,8.766667,1.524,,-2.641975,63.444374
US_OR_41049,2020-02-18,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,4,5,9.39,8.21,,12.13,,24.64,,-0.255556,-7.166667,7.994444,0.5588,,-5.938272,65.692713
US_OR_41049,2020-02-19,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,7,1,6.41,12.44,5.66,12.06,,15.46,,-0.938889,-7.972222,7.961111,0.0,,-6.685185,65.439668
US_OR_41049,2020-02-20,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,-1,-1,,7.65,,10.88,,18.13,,0.777778,-6.6,8.738889,0.0,,-6.734568,58.655581
US_OR_41049,2020-02-21,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,-3,15,,13.71,,16.29,,14.14,,1.544444,-5.738889,11.033333,0.0,,-6.191358,58.393628
US_OR_41049,2020-02-22,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,-6,2,,,,17.73,,9.85,,4.205556,-4.616667,14.244444,0.0,,-3.858025,56.729993
US_OR_41049,2020-02-23,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,21,,,15.83,,23.43,,23.43,,6.355556,-1.577778,14.894444,0.0,,-1.117284,59.287573
US_OR_41049,2020-02-24,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,3,-3,,6.79,,14.86,,16.13,,4.288889,-0.65,13.405556,2.201333,,-3.54321,56.467506
US_OR_41049,2020-02-25,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,-6,2,6.46,13.33,,19.39,,18.18,,2.35,-4.927778,11.45,0.0254,,-4.259259,61.647035
US_OR_41049,2020-02-26,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,7,2,9.4,19.97,,23.1,,18.4,,6.522222,-1.588889,13.855556,0.0,,-1.561728,56.489922
US_OR_41049,2020-02-27,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,4,3,6.59,10.07,,24.79,,13.95,,5.383333,-2.738889,16.133333,0.0,,-1.746914,60.102231
US_OR_41049,2020-02-28,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,3,-5,,25.76,,43.64,,18.93,,7.083333,-1.466667,17.022222,0.0,,-1.104938,57.138462
US_OR_41049,2020-02-29,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,9,-4,,24.01,,62.94,,20.11,,7.938889,1.927778,16.055556,0.0762,,-1.882716,50.991292
US_OR_41049,2020-03-01,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,29,,,15.06,,39.77,,17.47,,3.144444,-3.761111,10.155556,0.169333,,-4.641975,57.038182
US_OR_41049,2020-03-02,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,2,1,,43.53,,100.0,,11.77,,5.194444,-1.244444,11.433333,0.0,,-3.0,55.165233
US_OR_41049,2020-03-03,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,2,4,6.07,25.03,,58.02,,15.93,,10.094444,2.511111,16.072222,0.479778,,2.271605,58.824486
US_OR_41049,2020-03-04,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,5,6,,19.1,,39.36,,21.04,,9.3,3.922222,15.95,0.0254,,-0.62963,49.662404
US_OR_41049,2020-03-05,ChIJ7Z7p6LslvVQR1an8u0o1Cn0,Q495368,geoId/41049,US,United States of America,OR,Oregon,41049,Morrow County,US,USA,2,,,,,,,11198,5741,5457,1643,1736,1280,1264,1307,1392,1437,749,390,1837125,45.42,-119.57,5307,80.5,,12,1,,11.86,,25.24,,14.53,,6.577778,-1.25,16.75,0.0,,-3.098765,50.727463
