location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48411,2020-01-14,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,32.58,16.098765,12.203704,25.580247,0.056444,,13.083333,82.785125
US_TX_48411,2020-01-15,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,34.67,19.969136,15.691358,25.487654,0.0,,17.159722,84.385851
US_TX_48411,2020-01-16,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,27.29,14.166667,8.117284,22.388889,0.22225,,11.138889,83.264552
US_TX_48411,2020-01-17,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,26.13,6.901235,4.41358,11.135802,3.937,,6.3125,98.086075
US_TX_48411,2020-01-18,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,13.444444,9.364198,16.685185,1.326444,,9.833333,79.910474
US_TX_48411,2020-01-19,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,6.216049,0.024691,12.919753,0.0,,-4.472222,47.023453
US_TX_48411,2020-01-20,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,6.444444,-0.432099,15.228395,0.0,,-4.770833,45.364776
US_TX_48411,2020-01-21,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,8.938272,4.487654,14.969136,0.0,,-1.798611,47.194653
US_TX_48411,2020-01-22,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,9.41358,7.092593,13.141975,0.931333,,6.770833,83.37363
US_TX_48411,2020-01-23,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,31.73,11.604938,7.790123,16.648148,3.358444,,8.319444,80.570153
US_TX_48411,2020-01-24,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,9.481481,2.308642,18.623457,0.0,,0.652778,55.235223
US_TX_48411,2020-01-25,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,10.524691,4.246914,17.481481,0.0,,4.194444,65.542861
US_TX_48411,2020-01-26,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,14.382716,8.222222,22.296296,0.0,,9.465278,73.073595
US_TX_48411,2020-01-27,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,41.87,13.111111,5.0,22.882716,0.0,,7.347222,68.814161
US_TX_48411,2020-01-28,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,13.32716,9.018519,19.160494,5.624286,,9.708333,79.110755
US_TX_48411,2020-01-29,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,30.47,8.074074,3.777778,13.62963,2.737556,,1.986111,65.766041
US_TX_48411,2020-01-30,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,32.11,4.888889,3.118056,10.430556,0.0,,2.142857,82.8146
US_TX_48411,2020-01-31,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,23.96,5.756944,0.784722,13.534722,0.0,,1.746032,76.733665
US_TX_48411,2020-02-01,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,9.006944,0.993056,21.013889,0.0,,-0.404762,52.381144
US_TX_48411,2020-02-02,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,13.736111,4.527778,25.895833,0.0,,-2.047619,35.041164
US_TX_48411,2020-02-03,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,23.77,15.895833,11.0,20.979167,0.0,,5.611111,50.833416
US_TX_48411,2020-02-04,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,29.25,14.530864,7.753086,20.135802,0.217714,,11.361111,83.938489
US_TX_48411,2020-02-05,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,34.35,2.345679,0.111111,7.475309,0.127,,0.611111,89.101616
US_TX_48411,2020-02-06,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,28.64,1.395062,-3.617284,10.401235,0.084667,,-5.173611,62.012987
US_TX_48411,2020-02-07,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,7.450617,0.123457,18.308642,0.0,,-3.263889,47.88875
US_TX_48411,2020-02-08,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,38.11,10.376543,3.919753,18.141975,0.0,,0.847222,51.913282
US_TX_48411,2020-02-09,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,36.15,17.975309,13.635802,23.234568,0.338667,,13.986111,77.033297
US_TX_48411,2020-02-10,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,33.78,12.907407,5.191358,20.41358,1.36525,,9.256944,80.055508
US_TX_48411,2020-02-11,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,29.5,4.666667,3.652778,6.354167,2.88925,,3.708333,93.754007
US_TX_48411,2020-02-12,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,6.524691,4.265432,13.969136,17.74825,,4.604167,87.246713
US_TX_48411,2020-02-13,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,44.94,6.401235,1.567901,12.216049,10.301111,,1.944444,73.754752
US_TX_48411,2020-02-14,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,3.783951,-2.592593,13.265432,0.0,,-0.694444,72.861831
US_TX_48411,2020-02-15,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,5,,8.648148,2.333333,17.265432,0.0,,4.118056,73.302932
US_TX_48411,2020-02-16,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,46.21,14.364198,7.17284,26.179012,0.0,,8.111111,66.595402
US_TX_48411,2020-02-17,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,34.7,18.45,12.177778,26.922222,0.0,,11.351852,65.024998
US_TX_48411,2020-02-18,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,-13,,15.15,9.266667,22.716667,0.028222,,10.932099,77.448745
US_TX_48411,2020-02-19,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,33.97,7.85,6.205556,9.838889,2.596444,,4.907407,81.644868
US_TX_48411,2020-02-20,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,-9,,6.444444,4.811111,10.4,11.486444,,4.691358,88.431553
US_TX_48411,2020-02-21,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,0,,4.25,-1.433333,10.9,1.4224,,-1.32716,67.230177
US_TX_48411,2020-02-22,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,-5,30.86,9.022222,4.838889,16.844444,0.0,,1.716049,59.97073
US_TX_48411,2020-02-23,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,12.366667,8.772222,15.883333,0.0,,8.339506,76.515899
US_TX_48411,2020-02-24,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,15.255556,11.088889,20.994444,0.0254,,7.802469,61.85756
US_TX_48411,2020-02-25,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,9,,11.160494,4.919753,19.111111,0.028222,,3.347222,59.568269
US_TX_48411,2020-02-26,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,6.627778,2.022222,12.411111,0.0,,-5.074074,43.255873
US_TX_48411,2020-02-27,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,28.19,5.011111,-4.072222,16.544444,0.0762,,-7.037037,41.902966
US_TX_48411,2020-02-28,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,4,25.12,10.45,1.294444,21.783333,0.0,,-4.845679,34.700465
US_TX_48411,2020-02-29,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,4,47.9,13.655556,5.322222,22.877778,0.0,,-1.228395,36.618256
US_TX_48411,2020-03-01,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,17.022222,13.005556,23.355556,0.0,,8.888889,58.900031
US_TX_48411,2020-03-02,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,-9,31.04,18.183333,14.65,23.511111,0.0,,13.32716,73.867818
US_TX_48411,2020-03-03,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,-2,25.36,17.755556,14.2,22.4,0.0,,12.91358,74.101873
US_TX_48411,2020-03-04,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,15.144444,11.383333,19.555556,1.354667,,11.67284,80.474282
US_TX_48411,2020-03-05,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,23.53,12.466667,6.016667,22.2,17.018,,6.771605,68.36308
US_TX_48411,2020-03-06,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,7,,13.283333,5.938889,19.966667,0.0,,1.191358,44.238581
US_TX_48411,2020-03-07,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,11,,11.561111,6.761111,18.472222,0.0635,,1.037037,48.917417
US_TX_48411,2020-03-08,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,13.211111,8.15,20.761111,0.0,,8.481481,72.871513
US_TX_48411,2020-03-09,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,31.78,18.2,16.683333,21.761111,0.0635,,13.796296,75.103947
US_TX_48411,2020-03-10,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,18.322222,13.027778,25.866667,0.47625,,15.216049,82.040319
US_TX_48411,2020-03-11,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,21.544444,16.761111,28.616667,0.0,,16.555556,73.301426
US_TX_48411,2020-03-12,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,22.3,17.555556,28.572222,0.0,,16.58642,70.141868
US_TX_48411,2020-03-13,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,9,,21.111111,17.866667,26.016667,0.0,,17.080247,78.188298
US_TX_48411,2020-03-14,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,14,,20.494444,17.044444,24.672222,0.28575,,17.203704,83.028764
US_TX_48411,2020-03-15,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,38.69,14.233333,11.855556,18.783333,0.28575,,13.012346,93.343414
US_TX_48411,2020-03-16,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,,,15.305556,12.688889,21.061111,4.176889,,14.123457,93.064851
US_TX_48411,2020-03-17,ChIJHdw-VTtoWoYRpYs5vltuIHc,Q484586,geoId/48411,US,United States of America,TX,Texas,48411,San Saba County,US,USA,2,,,,,,,5996,3260,2736,620,692,938,689,570,720,778,625,364,1836915,31.16,-98.81,2948,79.55,2,,20.12963,17.432099,25.604938,0.959556,,17.513889,85.094718
