location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51033,2020-01-11,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,3.96,6.06,8.86,4.43,3.73,4.66,11.42,7.92,,5.59,4.43,3.96,,,5.13,16.78,3.5,7.22,,4.43,32.62,3.26,7.69,5.13,4.2,14.822222,9.838889,21.205556,0.042333,,11.194444,79.041741
US_VA_51033,2020-01-12,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.71,6.35,8.94,3.77,6.82,5.18,15.29,5.65,3.29,6.59,3.77,3.53,4.94,,,19.53,5.65,6.82,,4.24,34.12,4.47,8.71,7.53,,18.766667,10.144444,21.294444,10.414,,12.216667,65.855866
US_VA_51033,2020-01-13,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.13,6.07,6.55,8.26,6.07,6.55,12.38,9.96,4.37,6.31,,4.61,5.34,3.64,8.01,27.68,6.07,3.64,,4.37,33.51,,5.58,5.1,4.86,9.566667,5.961111,15.377778,1.5494,,5.677778,76.839059
US_VA_51033,2020-01-14,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,3.44,4.91,10.31,7.37,7.61,4.67,16.45,11.29,5.16,6.87,5.4,3.93,3.68,5.89,7.61,23.57,5.16,4.42,,3.44,39.28,3.68,4.67,6.14,3.44,7.6,4.638889,10.861111,8.523111,,6.9,95.38808
US_VA_51033,2020-01-15,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,7.7,4.82,8.91,4.09,5.05,3.37,13.0,9.63,,7.22,4.82,4.57,5.3,4.33,9.87,18.3,5.54,7.22,3.61,4.33,28.89,,6.74,,5.3,8.744444,5.95,11.6,2.159,,8.098765,95.142921
US_VA_51033,2020-01-16,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.76,6.01,8.76,8.01,,4.26,16.02,9.77,4.01,8.01,,5.51,4.01,6.01,8.51,25.79,7.51,7.01,4.01,,34.3,6.26,4.01,,7.26,11.161111,6.794444,14.738889,0.0762,,3.377778,58.970418
US_VA_51033,2020-01-17,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.39,9.99,8.29,6.33,4.87,7.07,11.45,7.07,5.6,6.33,4.87,3.65,5.85,5.36,8.04,18.03,4.14,5.12,,3.41,31.92,,4.63,5.85,,2.027778,-1.65,8.833333,0.0,,-9.75,41.502036
US_VA_51033,2020-01-18,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.86,7.18,10.88,6.25,3.24,7.64,12.04,6.48,,8.34,7.64,3.47,4.4,3.94,3.94,21.3,8.34,7.64,,5.79,31.03,,5.56,,6.02,-1.016667,-4.205556,2.872222,1.11125,,-5.738889,70.748421
US_VA_51033,2020-01-19,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.65,8.38,6.28,6.28,3.26,6.51,10.47,6.51,3.26,6.28,3.96,3.72,5.12,,6.05,18.15,3.96,6.75,5.12,3.96,33.97,4.42,5.35,5.12,3.96,5.588889,-0.722222,9.888889,2.2098,,0.462963,69.543979
US_VA_51033,2020-01-20,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,3.78,3.78,4.72,3.54,,5.67,10.15,7.32,4.01,8.5,4.96,3.78,4.48,4.25,6.84,13.93,4.48,5.67,5.43,,36.82,,,5.19,5.67,-1.422222,-5.111111,3.238889,0.0,,-11.54321,46.164433
US_VA_51033,2020-01-21,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.79,9.33,10.59,8.32,7.57,,17.4,8.07,4.04,8.83,5.04,6.3,4.54,9.33,6.81,27.24,8.83,8.07,6.56,,40.6,5.04,6.56,4.29,4.29,-2.322222,-6.311111,2.45,0.0,,-11.194444,50.690411
US_VA_51033,2020-01-22,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.35,8.67,6.37,7.9,5.1,5.61,19.63,,7.14,8.41,,4.33,4.59,5.61,7.14,28.81,6.12,5.86,7.14,6.37,43.09,5.35,5.61,6.37,4.84,-2.072222,-8.255556,4.8,0.0,,-9.3,57.846868
US_VA_51033,2020-01-23,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,6.76,5.01,8.51,4.51,6.51,21.28,12.52,,9.76,3.5,5.51,4.0,5.51,5.26,26.03,6.51,5.01,4.0,,38.55,4.51,4.0,6.51,4.0,-1.477778,-7.222222,6.555556,0.0,,-6.166667,70.518906
US_VA_51033,2020-01-24,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.73,7.72,9.97,6.73,4.49,,17.94,4.98,3.99,4.24,5.98,,,4.73,6.98,23.67,5.48,4.49,,3.49,27.91,,6.48,4.73,,4.677778,-2.338889,12.311111,0.0,,0.805556,76.180865
US_VA_51033,2020-01-25,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.67,6.38,10.07,5.65,4.42,5.4,20.62,9.08,4.42,5.65,,5.89,4.42,4.17,6.87,25.53,5.16,6.14,3.93,,38.05,3.44,6.87,5.16,4.42,10.316667,5.605556,12.922222,28.165778,,8.411111,88.134568
US_VA_51033,2020-01-26,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,6.89,6.0,6.67,6.0,3.11,4.22,27.12,7.11,5.33,7.78,5.11,6.67,,4.0,4.22,30.89,6.22,3.78,4.67,5.56,32.45,5.33,8.22,5.33,5.56,4.95,-1.088889,11.616667,2.921,,0.805556,74.889306
US_VA_51033,2020-01-27,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.2,,7.67,7.67,7.42,4.45,26.97,7.17,6.18,9.9,5.69,6.43,4.45,7.42,7.42,31.17,4.95,6.93,8.41,3.96,35.63,3.71,5.94,,3.46,4.477778,-1.744444,11.394444,0.0254,,-1.25,66.51488
US_VA_51033,2020-01-28,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.51,5.76,7.01,7.01,4.76,6.01,23.04,13.02,5.01,7.76,4.01,3.76,6.76,4.01,6.51,30.55,6.01,5.26,3.76,5.51,36.81,4.51,3.76,5.26,5.26,6.111111,1.594444,9.905556,0.0,,-1.861111,56.730958
US_VA_51033,2020-01-29,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,6.48,9.22,11.21,4.73,6.98,23.17,6.73,3.49,7.22,,3.99,7.22,3.74,6.98,34.63,8.47,5.23,4.24,6.73,33.38,,8.22,5.23,6.48,4.066667,-0.338889,8.222222,0.0,,-3.15,59.865718
US_VA_51033,2020-01-30,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,6.12,6.12,11.99,6.85,4.9,4.65,31.58,7.83,3.67,10.53,,4.65,6.12,7.1,9.55,35.25,5.38,5.14,6.85,6.61,35.74,,6.12,4.41,4.16,0.272222,-4.238889,6.422222,0.0,,-4.455556,70.749317
US_VA_51033,2020-01-31,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.63,5.61,7.8,5.61,4.39,4.39,27.56,9.02,3.42,4.88,3.42,5.85,7.56,5.37,8.05,29.75,4.15,7.8,4.88,3.66,30.24,,5.85,6.1,4.15,1.255556,-3.811111,6.6,0.2032,,-2.205556,77.850785
US_VA_51033,2020-02-01,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,8.12,9.08,5.26,4.06,5.02,19.59,8.6,,7.17,,5.26,5.02,5.73,3.82,22.22,4.3,5.26,4.3,,33.92,,5.73,5.02,,3.322222,-3.122222,10.711111,1.596571,,0.988889,84.748185
US_VA_51033,2020-02-02,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,6.15,6.38,8.66,3.65,6.61,18.0,8.89,4.33,5.47,4.33,,4.1,,3.87,22.56,6.15,5.01,3.65,,33.73,3.87,5.01,6.15,,6.355556,-0.677778,14.627778,0.85725,,1.259259,69.810311
US_VA_51033,2020-02-03,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.86,4.88,8.54,9.27,,7.08,20.26,10.25,,,3.66,5.61,,3.9,4.15,27.58,4.88,5.86,,,39.29,,3.9,6.59,,10.827778,2.238889,19.883333,0.0254,,0.827778,51.04352
US_VA_51033,2020-02-04,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.43,6.64,9.59,8.85,6.89,5.17,18.45,8.12,,3.44,5.9,,7.13,3.69,12.05,28.77,5.41,10.08,3.94,,33.69,,7.62,4.67,3.94,15.9,10.65,21.133333,0.084667,,5.366667,49.808378
US_VA_51033,2020-02-05,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.92,6.89,9.11,6.89,5.66,4.43,21.91,9.35,5.42,9.11,3.45,7.63,4.68,6.65,8.86,25.6,4.68,8.12,4.68,4.18,31.75,5.42,,4.68,4.68,11.622222,3.916667,19.594444,1.052286,,7.138889,74.056788
US_VA_51033,2020-02-06,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.35,4.86,7.05,8.27,5.83,4.38,22.61,11.91,3.4,9.97,,3.89,7.05,4.62,7.05,28.93,4.86,5.59,3.89,5.83,30.88,5.11,,4.62,4.62,4.872222,3.627778,9.194444,6.293556,,4.433333,97.025488
US_VA_51033,2020-02-07,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,3.73,5.46,6.96,7.2,6.46,5.46,18.88,9.44,5.46,4.72,4.47,5.22,4.47,3.97,8.69,21.61,,3.97,,4.47,37.51,,4.97,3.73,3.73,10.533333,4.222222,15.627778,25.428222,,6.016667,73.747635
US_VA_51033,2020-02-08,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,4.54,7.17,4.54,6.21,8.61,15.06,7.17,,10.28,3.58,,3.35,,4.54,25.34,4.54,5.5,,4.3,35.14,,5.26,5.5,3.35,2.711111,-3.055556,8.844444,2.9464,,-6.711111,50.011622
US_VA_51033,2020-02-09,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.71,5.48,6.62,7.08,6.85,4.34,19.64,10.05,4.57,10.51,,3.65,4.11,,7.31,17.81,3.88,9.13,,3.2,33.57,4.8,5.94,,4.57,2.322222,-4.222222,10.55,0.0,,-3.722222,64.706278
US_VA_51033,2020-02-10,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,5.73,5.73,8.96,6.22,6.72,3.73,19.42,11.21,,9.46,8.71,3.98,5.23,7.22,5.98,28.14,5.98,7.97,5.48,4.48,31.87,5.23,4.73,,5.23,6.983333,1.983333,11.022222,2.794,,1.438889,67.978679
US_VA_51033,2020-02-11,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.61,5.1,9.47,11.16,3.88,4.37,22.33,9.95,,7.04,5.1,4.37,4.85,3.4,5.1,28.88,5.58,,,,34.71,,4.61,5.1,4.37,11.522222,6.95,14.716667,8.79475,,10.888889,95.93788
US_VA_51033,2020-02-12,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,,7.64,12.99,6.88,,4.84,18.6,8.41,4.33,10.19,6.37,3.82,6.62,4.59,6.11,29.81,4.33,4.84,,4.59,35.67,,4.84,8.66,3.82,8.483333,5.533333,13.111111,6.386286,,2.977778,68.587303
US_VA_51033,2020-02-13,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,4.7,4.45,11.87,7.42,3.96,,19.29,11.13,,8.9,3.96,7.17,22.26,4.45,7.17,40.06,5.44,3.96,4.2,6.92,34.37,4.2,5.44,4.45,,9.172222,5.072222,15.094444,1.7145,,7.727778,90.793165
US_VA_51033,2020-02-14,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,,,,,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,,,,6.32,3.79,6.82,8.08,,6.06,13.39,10.86,4.29,5.56,4.04,,7.83,6.57,4.04,20.72,3.79,,5.3,3.79,33.85,,3.54,7.07,3.54,4.844444,0.044444,13.0,2.9972,,-2.327778,59.964375
