location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18087,2020-02-14,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,,,,5.31,8.5,5.67,,7.08,13.11,7.79,10.63,5.67,6.73,27.28,,,,37.9,,5.67,-10.061111,-14.483333,-3.922222,0.254,78.74,-15.05,66.964658
US_IN_18087,2020-02-15,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,24,9,-6,7,-4,,,10.89,,,,16.55,,6.97,,8.28,18.3,,7.84,,32.24,,,-8.638889,-15.272222,0.161111,0.0,99.06,-14.022222,65.181421
US_IN_18087,2020-02-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,9,15,,4,-5,,9.32,7.1,,,,23.96,12.43,11.09,,7.1,35.06,,,,38.61,9.76,,0.033333,-3.772222,3.583333,0.0,99.06,-3.577778,76.798138
US_IN_18087,2020-02-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,-5,,24,-5,1,5.32,11.4,12.16,5.32,5.32,18.99,9.88,13.3,7.22,9.88,32.29,6.84,7.22,5.7,33.43,6.46,5.32,-1.222222,-5.877778,2.577778,0.0,50.8,-5.522222,72.731429
US_IN_18087,2020-02-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,7,3,,3,1,-1,7.46,8.14,9.84,6.79,8.82,18.66,9.5,10.52,,5.43,22.73,,,,34.6,5.43,,1.472222,-2.5,3.411111,3.5052,,-0.555556,86.495707
US_IN_18087,2020-02-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,2,0,,2,2,-1,8.07,10.17,9.82,,,18.95,8.42,10.53,5.96,7.72,31.93,,,8.07,32.98,5.96,5.26,-3.077778,-6.794444,1.122222,0.1016,,-8.483333,66.421973
US_IN_18087,2020-02-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,5,2,,7,-5,1,8.32,12.49,8.32,6.81,6.05,16.27,10.6,10.97,,9.46,26.87,,,,35.19,,,-6.088889,-9.216667,-2.311111,0.0,,-12.511111,60.450504
US_IN_18087,2020-02-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,3,-1,,6,-4,1,,10.78,6.32,5.58,7.43,14.87,7.43,11.15,5.58,7.8,23.41,5.95,,5.95,36.42,7.8,6.69,-6.222222,-10.861111,0.905556,0.0,,-13.472222,56.770523
US_IN_18087,2020-02-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,26,38,,11,12,,,9.65,,13.16,,17.55,14.04,,7.02,,23.7,,7.46,,25.45,6.58,,0.444444,-6.905556,7.894444,0.0,,-8.283333,52.137787
US_IN_18087,2020-02-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,36,10,,18,-5,,,13.41,9.39,,6.71,20.57,,9.84,,,25.48,6.71,8.05,,39.79,9.39,,4.144444,-2.438889,11.422222,0.0,,-3.844444,56.138535
US_IN_18087,2020-02-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,12,4,,-2,9,-3,7.97,5.2,14.9,,10.74,23.21,5.89,8.31,5.89,8.66,27.02,,,,32.91,5.54,5.54,3.9,-0.616667,8.655556,0.3175,,0.994444,81.464564
US_IN_18087,2020-02-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,2,,4,4,0,6.36,9.18,8.47,,,30.01,13.42,8.12,4.94,,41.31,,5.3,,25.78,9.18,,2.061111,0.072222,4.783333,3.048,,0.783333,91.422125
US_IN_18087,2020-02-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-30,-25,,16,-10,9,6.58,8.12,,,,26.69,10.06,9.28,6.58,5.42,39.07,,,6.58,33.27,6.19,,-1.527778,-3.177778,0.972222,2.7432,,-2.85,90.816992
US_IN_18087,2020-02-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-14,-1,,8,-4,5,10.66,5.71,9.14,,6.85,33.12,6.09,10.28,,5.33,41.12,8.76,6.09,6.09,39.98,7.23,8.38,-4.1,-5.577778,-1.838889,0.6985,30.48,-8.133333,73.621614
US_IN_18087,2020-02-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,7,6,,15,1,0,,5.65,6.71,4.94,,30.37,9.89,10.24,7.42,7.06,33.55,6.71,4.94,,27.19,5.65,6.71,-5.683333,-8.055556,-3.194444,0.169333,99.06,-10.6,68.571142
US_IN_18087,2020-02-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,15,18,,14,9,,,15.91,,,6.63,30.49,9.72,6.63,,6.63,32.25,,,,34.46,,,-4.827778,-9.311111,-0.705556,0.0,99.06,-11.877778,58.049241
US_IN_18087,2020-03-01,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,33,13,,22,4,,,8.96,7.17,,,29.56,11.2,7.17,,,41.65,13.44,,8.96,34.49,8.51,,-0.372222,-8.133333,9.283333,0.0,78.74,-7.1,60.515255
US_IN_18087,2020-03-02,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,7,,7,9,-3,7.64,8.33,7.29,,,36.46,9.72,9.03,,8.33,36.46,6.94,4.86,,31.95,,,7.35,4.811111,10.038889,3.2512,50.8,3.561111,77.121263
US_IN_18087,2020-03-03,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,3,5,,5,8,-1,7.62,7.96,7.62,4.85,,23.89,8.65,9.35,,4.85,35.66,5.54,7.96,6.23,34.62,6.23,5.19,3.516667,-1.222222,10.133333,0.0635,,-0.677778,74.173683
US_IN_18087,2020-03-04,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,3,4,,5,8,0,6.84,5.47,11.63,,6.16,26.68,7.18,8.89,,6.84,34.89,4.79,,7.53,32.16,,,3.288889,-0.544444,8.038889,0.0,,-2.4,66.39281
US_IN_18087,2020-03-05,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,9,8,,5,7,-2,7.04,8.45,9.51,,5.28,26.06,10.21,7.04,,,33.81,,14.79,,30.64,6.34,5.63,2.455556,-4.644444,11.294444,0.762,,-4.888889,58.48233
US_IN_18087,2020-03-06,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,8,4,,9,7,1,,,,,4.77,28.64,,8.52,6.14,8.87,43.3,,7.84,,33.41,7.16,5.12,1.866667,-1.972222,7.65,0.8128,,-1.005556,81.421345
US_IN_18087,2020-03-07,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,26,25,,8,13,,,8.26,,,,25.22,,8.7,,,33.04,7.83,10.0,,33.91,,6.96,-0.105556,-7.238889,8.072222,0.0762,,-5.605556,66.549389
US_IN_18087,2020-03-08,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,27,20,,25,4,,8.29,8.75,9.67,,,20.26,9.67,7.37,11.51,7.37,37.3,,,,32.7,6.91,6.91,7.172222,1.888889,16.15,0.0,,-4.666667,42.965808
US_IN_18087,2020-03-09,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,11,12,,1,10,-2,,9.77,8.43,,,55.6,13.14,10.45,8.76,6.74,87.62,6.4,5.73,,32.69,5.05,5.39,11.822222,6.011111,16.311111,0.0635,,1.055556,47.851524
US_IN_18087,2020-03-10,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,6,,12,6,0,6.15,8.89,8.89,,6.15,46.83,12.3,7.52,5.13,7.52,74.52,,8.54,6.15,38.28,7.52,,6.85,1.838889,13.338889,7.9248,,4.688889,86.194707
US_IN_18087,2020-03-11,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-3,5,,10,4,1,5.82,11.3,8.22,,5.14,55.16,16.79,5.48,8.91,,86.33,5.48,7.88,8.91,33.23,9.59,8.22,2.222222,-1.377778,8.15,1.23825,,0.605556,89.154387
US_IN_18087,2020-03-12,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,12,,14,7,0,7.89,11.84,6.91,5.59,9.87,59.54,13.49,8.55,11.84,7.24,100.0,,,,29.28,7.24,,6.3,1.083333,12.994444,0.0,,3.4,81.802716
US_IN_18087,2020-03-13,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-5,31,,9,6,-1,,7.44,4.74,,,60.56,13.2,6.43,10.15,6.43,94.73,7.78,7.11,,28.08,,,6.75,1.616667,11.672222,0.0508,,-0.877778,58.599605
US_IN_18087,2020-03-14,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-12,46,-2,13,7,,6.67,10.42,,,,50.03,15.43,5.84,12.93,,79.64,6.67,7.5,,25.43,6.25,,2.161111,0.383333,5.622222,0.0,,-5.566667,56.694992
US_IN_18087,2020-03-15,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,12,15,,9,-4,,,10.47,,,,41.48,15.08,8.38,13.83,8.38,81.7,,10.89,,31.01,7.96,,2.077778,-2.4,8.183333,0.0,,-3.983333,64.646594
US_IN_18087,2020-03-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-14,45,,12,9,0,,8.21,5.91,7.88,,41.69,15.76,,11.82,,99.8,4.6,5.58,4.92,29.55,,5.25,1.283333,-3.25,6.205556,0.0635,,-3.333333,71.484957
US_IN_18087,2020-03-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-31,24,,12,1,4,,10.02,9.33,,,39.38,12.09,,9.33,5.53,83.95,6.56,7.25,,33.51,,5.87,4.072222,0.266667,7.727778,0.3175,,-0.438889,72.725197
US_IN_18087,2020-03-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-42,15,,5,-7,8,4.92,8.79,7.38,7.38,7.38,34.44,11.6,7.73,21.43,7.73,64.66,10.19,4.92,,38.65,10.19,6.68,2.377778,-2.288889,6.688889,4.0132,,-2.0,73.015576
US_IN_18087,2020-03-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-40,24,,3,-9,9,7.01,7.37,9.12,17.18,,34.37,11.22,5.96,16.83,6.31,64.53,4.91,5.61,,28.06,7.37,,5.383333,1.022222,10.533333,6.5024,,4.638889,95.001718
US_IN_18087,2020-03-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-50,22,,-18,-15,,6.05,7.12,4.99,12.46,,35.61,11.39,5.7,6.41,8.19,53.05,5.7,6.41,,26.7,7.48,,9.122222,-0.294444,17.205556,5.0292,,6.466667,83.552326
US_IN_18087,2020-03-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-56,30,-42,-1,-15,,10.42,8.49,8.49,5.79,,28.95,12.74,8.88,7.72,6.56,51.33,,7.33,,30.88,,7.33,-1.855556,-3.305556,-0.0,0.1905,,-7.455556,65.670307
US_IN_18087,2020-03-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-43,-1,,-29,-25,,6.62,13.64,11.69,5.85,5.85,26.5,12.08,,12.47,,48.71,6.24,7.79,,30.01,,,-1.761111,-6.344444,2.961111,0.1016,,-6.355556,70.96428
US_IN_18087,2020-03-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,,2,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,1,1,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-32,37,,-17,-13,9,7.84,8.18,6.13,6.47,4.77,28.63,11.93,5.11,10.22,,44.3,6.47,5.11,,27.6,5.79,,1.272222,-2.805556,4.961111,3.6068,,-0.522222,87.918401
US_IN_18087,2020-03-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-39,15,,-14,-31,,5.32,5.67,7.44,6.02,,21.62,7.8,5.32,6.73,,52.09,,5.67,5.67,29.06,6.38,6.02,2.455556,-1.672222,6.1,0.381,50.8,-0.55,80.589696
US_IN_18087,2020-03-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-57,-30,,-20,-54,,8.75,7.29,5.47,5.11,,23.7,9.12,6.56,7.66,5.11,51.77,6.93,5.83,,29.9,,,4.703704,-1.351852,13.703704,0.0,,1.111111,77.71439
US_IN_18087,2020-03-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,,3,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,2,1,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-56,-26,,-27,-55,,,12.82,9.62,5.34,,28.14,6.77,8.19,11.75,5.34,39.53,8.9,8.55,,23.86,7.48,,10.530864,6.259259,15.203704,0.3556,,6.222222,74.724893
US_IN_18087,2020-03-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-67,-13,,-37,-53,,7.37,10.17,6.67,,4.91,28.41,11.93,,13.33,,42.09,,,,31.57,,,8.469136,6.314815,12.54321,2.1844,,6.820988,89.451199
US_IN_18087,2020-03-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-73,-16,-46,-26,-32,,7.18,10.96,,8.31,,30.23,7.18,5.29,6.04,6.8,35.14,5.67,6.04,,39.67,5.29,6.04,8.820988,5.882716,13.765432,14.3764,,7.666667,92.555722
US_IN_18087,2020-03-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-70,-25,,-32,-36,,5.77,9.02,10.46,5.77,6.13,17.31,7.21,5.77,,6.85,28.49,,5.41,,34.27,6.13,,11.537037,7.123457,16.203704,6.35,,7.41358,75.941498
US_IN_18087,2020-03-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,-39,-17,,-27,-56,,,14.1,10.07,5.04,,24.18,8.06,5.37,6.38,7.72,34.92,,,,30.89,7.72,5.04,5.734568,3.419753,10.537037,0.3048,,1.493827,74.209222
