location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19015,2020-01-11,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.41,7.11,6.82,5.33,5.04,17.78,7.7,7.11,4.74,8.59,,4.74,24.59,4.74,,4.74,32.3,6.22,,-9.765432,-12.876543,-5.703704,4.318,78.74,-13.743056,73.98937
US_IA_19015,2020-01-12,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,4.01,4.3,7.45,4.87,6.31,16.05,8.6,7.17,5.16,6.02,7.74,4.87,27.52,5.16,,5.45,39.56,5.73,5.16,-8.024691,-12.080247,-3.12963,0.0,99.06,-10.416667,84.74761
US_IA_19015,2020-01-13,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,3.85,6.42,8.22,7.19,4.62,5.14,15.15,5.14,6.68,,3.85,6.93,6.42,27.22,6.42,5.14,6.93,38.27,,5.91,-2.916667,-5.466667,-0.811111,1.2192,99.06,-4.365079,89.207069
US_IA_19015,2020-01-14,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.75,7.75,8.31,5.54,,16.89,4.43,9.69,6.92,4.43,3.88,4.43,26.86,5.54,6.92,5.54,31.01,5.82,3.88,-1.472222,-6.616667,1.322222,0.508,78.74,-3.197531,88.791005
US_IA_19015,2020-01-15,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,5.81,6.34,10.31,6.87,5.29,5.29,12.69,4.76,10.31,5.29,3.96,,5.55,19.82,7.93,5.02,6.61,35.68,6.61,,-5.911111,-10.55,-1.711111,0.2032,50.8,-7.527778,89.171956
US_IA_19015,2020-01-16,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.08,5.16,10.06,5.44,,4.35,11.96,,8.7,4.62,5.98,4.35,,23.92,4.89,5.16,4.08,29.62,5.71,5.16,-16.172222,-20.655556,-8.672222,0.084667,50.8,-20.549383,70.061351
US_IA_19015,2020-01-17,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.37,6.99,8.73,6.99,5.24,4.08,12.81,5.82,9.61,6.4,,4.37,6.7,23.29,6.11,4.08,5.53,37.84,,4.37,-10.766667,-15.95,-3.511111,0.1016,180.34,-13.111111,83.243015
US_IA_19015,2020-01-18,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.9,6.15,5.86,5.27,5.86,15.22,6.73,9.07,,,,6.44,17.56,,6.73,4.1,36.01,4.39,,-7.038889,-16.361111,-0.711111,8.382,180.34,-9.419753,84.171206
US_IA_19015,2020-01-19,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.24,7.53,6.66,4.92,5.5,13.6,5.21,7.81,4.63,,,4.63,20.84,6.37,6.95,,33.28,5.21,4.05,-17.683333,-19.85,-14.883333,0.399143,180.34,-21.567901,72.101237
US_IA_19015,2020-01-20,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,9.59,8.74,11.56,5.64,7.61,18.04,8.74,8.46,,8.18,4.79,6.77,22.83,7.33,6.2,7.05,39.47,4.23,,-15.827778,-18.961111,-11.794444,0.0,180.34,-18.351852,81.580171
US_IA_19015,2020-01-21,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,6.61,5.82,8.72,7.14,5.02,4.76,18.51,7.4,10.31,,5.29,5.82,4.76,25.38,8.46,8.72,6.61,36.48,6.08,5.02,-16.233333,-22.427778,-7.522222,0.0635,180.34,-18.364198,84.68003
US_IA_19015,2020-01-22,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.85,8.89,6.54,,6.8,16.48,7.85,10.2,4.71,6.02,6.54,6.54,23.02,4.97,5.49,8.89,35.31,3.92,,-2.055556,-7.766667,0.983333,0.508,200.66,-3.753086,88.201148
US_IA_19015,2020-01-23,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,5.65,4.3,5.92,,4.3,19.09,7.26,12.91,4.57,4.3,,6.18,23.4,7.8,5.11,5.65,29.31,6.99,,0.188889,-1.486111,1.166667,6.2865,180.34,-0.271605,96.72168
US_IA_19015,2020-01-24,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,3.83,7.94,8.49,6.3,6.57,7.39,23.0,4.66,8.76,,7.67,,3.83,31.21,,7.12,4.66,33.13,3.83,6.84,-0.594444,-1.527778,0.372222,0.6604,248.92,-1.597222,92.977511
US_IA_19015,2020-01-25,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,6.05,6.05,8.91,6.05,5.09,16.55,6.05,4.78,8.91,5.73,5.41,,33.1,,,4.46,36.29,5.73,5.73,-1.366667,-3.027778,-0.161111,1.143,231.14,-3.376543,86.549449
US_IA_19015,2020-01-26,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,6.13,7.01,11.68,4.96,5.55,6.42,22.77,7.59,10.22,,,4.96,4.96,35.91,,4.96,5.25,36.2,9.34,7.88,-3.65,-9.344444,-0.183333,0.0,200.66,-4.916667,90.837928
US_IA_19015,2020-01-27,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,5.83,5.83,9.28,7.16,6.1,6.89,25.45,9.81,10.87,4.77,7.16,7.42,5.3,34.73,7.16,7.95,8.75,37.65,4.24,7.95,-2.144444,-5.166667,-0.233333,0.028222,200.66,-3.12963,92.977674
US_IA_19015,2020-01-28,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,5.35,6.69,9.9,8.03,6.96,8.83,21.67,7.49,12.04,,,,5.08,36.12,6.96,6.69,7.49,40.4,4.82,4.28,-4.977778,-7.088889,-1.388889,0.0,200.66,-6.041667,92.519114
US_IA_19015,2020-01-29,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,5.53,4.7,11.89,8.02,8.57,8.3,21.85,6.64,12.45,4.98,,,6.64,34.02,6.64,7.19,8.02,35.13,6.92,6.09,-6.7,-8.527778,-3.938889,0.508,200.66,-8.125,89.113744
US_IA_19015,2020-01-30,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.66,3.84,6.58,4.38,5.21,,29.6,9.87,8.77,4.38,4.11,4.38,5.21,33.71,6.58,,10.14,35.63,4.93,4.38,-5.0,-8.211111,-0.983333,0.4318,200.66,-6.8125,88.985847
US_IA_19015,2020-01-31,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.63,6.53,8.98,6.53,3.81,5.44,24.49,9.53,8.98,,4.08,4.08,7.08,29.94,,6.53,8.16,34.02,,4.63,-0.822222,-2.994444,1.744444,0.0,200.66,-2.293651,89.207625
US_IA_19015,2020-02-01,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,,8.95,7.35,5.43,5.75,20.14,4.48,8.95,5.43,5.12,5.75,,27.49,9.27,4.48,5.43,38.36,4.79,4.48,0.972222,-1.811111,3.922222,0.072571,149.86,-0.858025,88.217307
US_IA_19015,2020-02-02,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.77,7.16,8.95,8.65,6.27,4.18,17.01,8.36,,,6.57,,5.37,27.75,4.77,5.97,,36.11,,5.37,5.1,1.255556,9.538889,0.0,78.74,0.314815,72.223769
US_IA_19015,2020-02-03,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,5.73,7.81,9.37,4.95,8.07,19.78,8.33,5.99,4.42,5.73,,6.51,24.98,6.77,7.03,3.9,32.79,7.81,,-0.1,-2.972222,5.8,0.0,78.74,-2.080247,87.165983
US_IA_19015,2020-02-04,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.79,4.52,9.31,7.98,,4.26,18.63,5.86,7.45,,,3.73,8.52,31.4,5.59,6.39,3.99,35.39,7.45,3.99,-3.894444,-6.677778,0.172222,0.0,78.74,-8.944444,69.121368
US_IA_19015,2020-02-05,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,8.35,8.62,6.68,4.45,6.4,20.59,6.68,7.79,,5.56,5.01,5.29,23.09,,3.9,5.01,29.77,,,-6.427778,-9.011111,-2.133333,0.0,78.74,-11.561728,67.563747
US_IA_19015,2020-02-06,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,5.03,12.01,10.05,4.19,5.58,19.83,9.77,10.05,4.75,3.91,,12.01,31.28,5.58,6.7,3.91,34.63,6.42,4.47,-6.638889,-12.844444,-0.1,0.0,50.8,-11.395062,69.703532
US_IA_19015,2020-02-07,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,7.03,8.11,5.14,,7.03,17.03,5.14,8.92,3.79,,,7.84,27.57,5.14,9.19,6.49,32.44,6.76,4.05,-3.95,-7.061111,-1.461111,0.127,99.06,-7.364198,77.392498
US_IA_19015,2020-02-08,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,9.69,7.81,9.38,4.69,,5.94,21.25,8.13,6.88,,5.63,,5.63,32.19,7.19,4.69,5.94,31.57,8.44,4.69,-8.611111,-14.95,-2.872222,0.8128,78.74,-11.839506,78.572925
US_IA_19015,2020-02-09,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,6.55,13.1,5.36,9.53,,21.14,8.04,6.25,6.25,,,7.74,23.23,7.44,4.76,8.04,38.71,4.17,5.66,-1.488889,-7.511111,3.483333,0.0,50.8,-4.635802,80.091608
US_IA_19015,2020-02-10,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,4.16,6.23,9.35,3.9,6.49,28.3,9.35,6.23,5.71,9.09,4.67,5.19,29.34,5.97,4.93,4.42,32.46,4.67,5.71,-6.383333,-12.461111,2.327778,0.112889,30.48,-8.783951,83.916768
US_IA_19015,2020-02-11,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,4.98,5.81,9.4,10.78,3.87,4.42,22.12,5.25,8.29,5.25,8.02,,3.87,31.8,5.81,6.91,6.36,32.07,5.81,,-2.8,-8.383333,1.5,0.0,30.48,-6.104938,78.760972
US_IA_19015,2020-02-12,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,6.94,7.74,5.87,4.0,4.54,20.02,7.21,9.34,,,3.74,6.94,23.49,,6.14,5.87,28.83,5.61,,-1.416667,-6.977778,2.4,0.0,30.48,-5.345679,74.70731
US_IA_19015,2020-02-13,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,,6.68,9.01,5.52,7.26,6.39,14.24,8.43,7.85,5.52,6.1,6.97,8.72,26.16,5.81,6.1,4.36,37.49,8.72,,-18.194444,-23.633333,-7.123457,1.5875,30.48,-22.703704,69.30812
US_IA_19015,2020-02-14,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,,,5.62,6.47,7.88,5.34,,,16.59,9.0,10.41,,7.59,,4.5,25.88,,5.62,,35.16,7.31,4.78,-16.122222,-22.305556,-6.444444,0.0,30.48,-20.882716,66.595276
US_IA_19015,2020-02-15,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,13,11,13,,5.43,8.62,9.9,6.38,5.43,5.11,15.96,8.94,5.75,4.47,7.98,,6.07,22.98,5.75,,6.07,33.52,7.34,,-3.461111,-9.061111,4.305556,0.0,30.48,-7.876543,71.538867
US_IA_19015,2020-02-16,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,24,3,1,,4.34,6.83,11.17,8.07,,6.83,19.24,9.31,,5.28,6.21,7.76,5.9,26.07,7.76,6.52,4.34,41.28,7.76,5.28,-0.711111,-6.75,6.577778,0.0,30.48,-3.0,85.508132
US_IA_19015,2020-02-17,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,-10,-9,-12,5,,8.42,9.54,6.45,5.61,7.58,20.2,10.1,7.01,5.33,5.33,7.01,7.29,25.53,,5.61,5.89,36.48,5.61,4.77,1.361111,-1.894444,4.6,1.820333,,0.080247,91.489501
US_IA_19015,2020-02-18,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,,,,,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,0,-3,1,1,4.04,6.73,8.88,6.46,,4.84,20.45,8.61,7.27,7.0,8.88,,6.46,29.6,6.19,5.38,,28.52,4.58,5.92,-1.922222,-5.305556,2.483333,3.193143,,-4.438272,83.794615
