location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17147,2020-02-08,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,23.65,,22.6,,32.06,,-1.194444,-2.344444,0.216667,0.616857,-2.567901,90.344818
US_IL_17147,2020-02-09,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.53,20.07,,27.09,11.04,35.62,8.53,-1.188889,-5.661111,2.877778,4.572,-3.141975,86.233871
US_IL_17147,2020-02-10,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.97,22.49,8.9,32.33,7.5,34.68,9.37,0.927778,-1.372222,4.055556,6.858,-0.444444,90.220627
US_IL_17147,2020-02-11,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.2,27.11,9.68,37.28,7.26,35.83,,0.716667,-1.316667,4.483333,0.0762,-2.12963,81.269885
US_IL_17147,2020-02-12,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.42,15.55,10.37,31.1,,39.11,,-0.5,-2.927778,2.05,0.79375,-2.333333,87.320336
US_IL_17147,2020-02-13,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,12.64,18.97,13.13,28.21,,40.37,,-3.988889,-11.966667,0.272222,3.410857,-5.425926,89.924883
US_IL_17147,2020-02-14,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.19,24.31,,30.26,,38.36,9.72,-15.527778,-19.85,-10.327778,0.056444,-19.117284,73.211982
US_IL_17147,2020-02-15,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,13,9,8.66,16.78,,25.98,,31.93,8.66,-6.516667,-15.866667,2.716667,0.3302,-10.240741,74.114798
US_IL_17147,2020-02-16,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,-2,,15.37,19.61,10.07,44.53,,46.12,,0.261111,-6.044444,5.566667,0.9906,-2.808642,79.195652
US_IL_17147,2020-02-17,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-21,7.57,21.2,8.58,34.32,9.08,36.34,,1.5,-1.45,4.416667,2.3876,-0.623457,85.375454
US_IL_17147,2020-02-18,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,-8,5,9.08,20.68,9.58,35.8,,39.33,8.57,3.627778,0.55,7.561111,8.3312,1.67284,86.732552
US_IL_17147,2020-02-19,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,6,3,9.77,19.54,7.82,27.84,7.33,37.61,,-1.7,-5.527778,1.9,0.0,-5.54321,74.953004
US_IL_17147,2020-02-20,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,5,1,7.92,15.38,12.58,24.7,,31.22,7.46,-3.933333,-7.066667,-0.555556,0.0,-10.407407,60.727932
US_IL_17147,2020-02-21,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,1,2,12.4,11.91,7.44,24.81,,30.77,,-5.444444,-10.655556,1.877778,0.0254,-11.685185,61.216063
US_IL_17147,2020-02-22,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,22,,12.4,17.8,,28.05,,34.52,9.71,0.505556,-5.016667,8.905556,0.0,-7.030864,56.759693
US_IL_17147,2020-02-23,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,11.43,20.68,10.34,30.48,,34.29,,4.988889,-0.1,13.611111,0.0508,-1.567901,62.099189
US_IL_17147,2020-02-24,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,3,9.78,21.03,7.34,28.85,7.83,46.46,8.31,5.377778,3.255556,8.827778,1.8288,3.814815,89.119848
US_IL_17147,2020-02-25,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,-3,3,8.2,25.08,11.57,34.24,9.16,33.28,,3.355556,0.95,5.572222,5.7912,2.808642,96.320971
US_IL_17147,2020-02-26,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,-4,-2,,27.14,8.89,36.03,,32.76,,-0.283333,-2.027778,1.427778,2.9845,-1.648148,90.494367
US_IL_17147,2020-02-27,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,21,3,,25.35,9.94,42.25,7.46,38.27,,-1.472222,-6.1,3.655556,0.60325,-6.679012,67.624385
US_IL_17147,2020-02-28,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,10,4,9.7,18.89,,35.74,,33.19,,-2.022222,-4.916667,1.783333,0.042333,-5.685185,75.984775
US_IL_17147,2020-02-29,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,19,4,16.29,27.14,,44.52,,35.29,8.69,-3.244444,-8.905556,3.277778,0.072571,-8.32716,67.767446
US_IL_17147,2020-03-01,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,12.12,21.09,7.91,33.74,,39.01,7.91,4.922222,-0.811111,16.116667,0.0,-1.024691,65.303325
US_IL_17147,2020-03-02,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-1,,28.12,9.72,40.91,,29.66,8.18,9.344444,4.166667,13.905556,7.112,6.117284,80.461794
US_IL_17147,2020-03-03,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,13,4,18.67,31.79,9.59,46.42,,30.78,,6.694444,0.172222,12.577778,3.3274,1.592593,70.101588
US_IL_17147,2020-03-04,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,36,3,10.07,21.65,8.05,38.77,,38.26,9.57,6.15,0.688889,11.072222,0.0,-1.604938,57.568307
