location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13225,2020-01-11,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,11.3,8.75,11.3,,7.66,9.48,8.02,,7.66,,,5.47,5.11,11.67,24.8,,5.83,,5.83,47.04,,8.02,6.56,,19.472222,16.105556,22.855556,0.4445,17.222222,86.960056
US_GA_13225,2020-01-12,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,6.92,11.65,9.47,5.83,8.74,,11.29,6.19,5.46,6.55,,5.83,,5.46,7.65,24.04,,10.2,,6.19,42.97,,10.56,5.83,8.74,17.6,13.555556,22.505556,34.882667,15.805556,89.31429
US_GA_13225,2020-01-13,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,7.42,6.36,8.74,5.56,5.56,4.24,9.01,9.01,5.3,9.8,5.03,4.5,6.89,5.3,12.45,23.05,8.48,9.8,4.77,6.09,38.15,,5.83,5.83,,18.816667,16.955556,21.583333,11.1252,18.172222,96.072542
US_GA_13225,2020-01-14,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,4.94,8.78,8.23,8.51,4.12,7.69,8.78,3.84,4.94,6.31,,6.04,4.94,5.49,11.53,27.18,6.04,10.16,,5.49,34.59,,9.06,7.14,6.04,18.6,15.816667,22.427778,1.016,17.533333,93.57464
US_GA_13225,2020-01-15,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,3.74,7.75,8.82,8.82,4.81,5.34,12.56,,6.14,9.62,,5.88,4.81,4.54,6.95,25.38,5.88,9.09,4.81,5.61,47.83,4.81,7.48,8.02,6.41,17.855556,14.65,23.1,7.6835,16.344444,90.907159
US_GA_13225,2020-01-16,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.12,5.93,9.43,6.74,6.74,4.58,8.89,4.58,,8.36,7.55,,4.31,,7.01,24.26,9.16,7.28,4.58,5.12,34.23,4.31,5.12,6.74,6.47,18.888889,15.427778,23.155556,2.0828,14.727778,76.893516
US_GA_13225,2020-01-17,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.95,8.65,7.84,7.57,4.87,4.06,5.41,5.95,,5.68,5.68,4.33,,4.6,5.68,22.45,,8.65,4.06,5.68,34.08,,5.41,5.95,,12.416667,7.816667,18.594444,0.2032,-0.933333,39.775211
US_GA_13225,2020-01-18,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.49,9.16,10.99,,5.49,,13.55,6.59,5.86,8.79,,,,8.79,8.06,27.47,8.06,9.16,,6.59,37.72,,,,,10.322222,6.055556,18.177778,0.0508,2.761111,59.534806
US_GA_13225,2020-01-19,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,11.0,11.71,11.71,,8.52,12.07,,4.97,8.87,,5.68,,,7.81,22.36,,8.16,,8.52,34.07,,,8.16,4.97,13.222222,6.755556,17.361111,7.747,7.644444,69.077139
US_GA_13225,2020-01-20,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,10.07,10.75,7.72,6.72,6.04,14.78,9.4,,8.06,8.06,8.06,6.38,,11.75,28.21,6.04,7.39,,,34.93,,5.37,8.4,7.05,3.644444,-1.088889,8.811111,1.1684,-6.133333,48.924529
US_GA_13225,2020-01-21,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,7.85,9.95,7.59,,4.45,15.97,6.28,,8.64,6.81,,4.97,5.24,8.9,34.81,8.64,6.02,8.38,6.02,39.0,6.02,4.45,6.02,5.24,0.977778,-2.966667,6.45,0.0,-6.672222,56.964783
US_GA_13225,2020-01-22,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.12,7.4,7.97,7.69,5.41,4.27,14.52,7.4,4.84,7.69,5.69,5.69,5.12,7.97,9.11,32.17,5.41,8.26,6.55,5.12,40.43,3.99,7.69,7.4,6.83,2.709877,-3.055556,11.598765,0.0,-8.395062,43.925824
US_GA_13225,2020-01-23,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.69,10.81,10.24,7.68,6.26,4.84,12.52,5.41,,12.23,,,,4.27,8.53,24.46,6.26,6.54,4.84,6.54,35.56,,6.83,8.25,4.55,6.820988,3.185185,11.864198,0.0,-2.561728,51.343113
US_GA_13225,2020-01-24,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,3.87,6.08,12.98,7.73,,5.52,17.12,8.28,4.42,9.39,,,,5.8,8.28,27.61,4.97,7.46,6.08,,37.83,5.25,8.56,6.35,4.97,11.438272,6.91358,17.265432,7.5565,9.376543,87.1906
US_GA_13225,2020-01-25,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,6.3,11.2,8.75,11.2,6.3,12.95,21.7,7.0,8.05,9.8,6.65,7.35,,,9.1,35.7,,9.1,,4.9,45.15,,8.05,5.95,6.3,8.148148,2.820988,14.487654,0.620889,3.04321,70.475781
US_GA_13225,2020-01-26,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,10.91,8.93,9.26,,4.63,24.47,7.28,5.95,7.61,,5.62,4.96,5.95,6.62,37.04,7.94,6.62,,10.25,39.69,,6.62,,,6.95679,1.425926,13.932099,0.0,0.87037,65.34564
US_GA_13225,2020-01-27,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,5.95,8.54,8.54,7.76,4.4,5.95,17.33,5.95,6.72,7.76,,3.88,,3.62,6.98,32.59,6.98,4.66,5.43,7.24,36.47,4.66,,7.24,5.43,9.790123,5.358025,13.611111,0.762,6.234568,78.549597
US_GA_13225,2020-01-28,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,6.19,9.96,10.77,5.12,4.31,3.77,17.77,7.0,4.85,8.35,4.04,3.77,,5.39,8.89,41.2,,7.0,3.77,4.58,33.39,5.39,7.54,6.73,9.16,8.740741,1.691358,16.87037,0.0,2.981481,67.2302
US_GA_13225,2020-01-29,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,6.13,7.4,9.7,6.89,4.08,6.89,31.91,6.89,4.08,6.64,5.36,6.89,3.57,5.87,7.4,43.9,6.38,8.17,4.08,6.38,41.1,,12.51,5.62,7.91,6.866667,2.538889,12.672222,0.0,3.2,77.942085
US_GA_13225,2020-01-30,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,4.8,10.36,8.85,5.56,5.31,31.59,8.85,4.55,12.13,3.79,5.56,4.3,4.55,6.57,39.43,5.81,6.82,4.8,4.8,33.62,6.07,6.07,5.81,,8.811111,3.522222,15.972222,0.4572,5.127778,77.775953
US_GA_13225,2020-01-31,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,,9.94,8.92,5.6,6.37,4.58,22.93,9.43,4.33,9.68,4.58,4.58,,,5.09,29.8,5.6,8.41,,,34.39,5.86,8.15,7.9,6.37,7.5,4.544444,11.555556,0.762,4.727778,82.626699
US_GA_13225,2020-02-01,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,,,,,,4.81,6.18,11.33,5.5,,,18.2,9.27,,,4.81,5.15,,8.59,7.56,30.22,8.24,9.62,6.18,,46.37,6.53,5.15,5.84,4.81,6.505556,5.033333,10.305556,4.318,5.344444,92.371432
