location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17107,2020-01-11,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.91,6.87,5.57,,5.24,4.58,11.46,5.24,6.87,,,10.47,23.24,,,,28.15,5.89,5.89,5.15,-0.372222,13.244444,49.501778,,4.209877,95.361638
US_IL_17107,2020-01-12,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.46,6.69,9.56,8.29,4.46,,13.38,7.65,,,,7.01,23.9,5.1,6.69,,36.96,5.1,5.1,-2.944444,-5.177778,0.216667,9.031111,,-4.703704,88.513163
US_IL_17107,2020-01-13,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,3.97,4.83,6.24,10.5,4.26,4.26,14.19,,11.35,6.24,6.24,5.96,28.38,4.83,8.23,,36.9,,4.83,0.561111,-1.722222,2.905556,0.028222,50.8,-1.0,89.579839
US_IL_17107,2020-01-14,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,6.97,5.02,9.48,5.86,,5.02,11.44,5.86,10.32,,,7.81,22.04,6.69,5.58,5.86,39.89,4.46,6.97,3.344444,0.127778,7.405556,0.5334,40.64,1.925926,89.716543
US_IL_17107,2020-01-15,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,3.89,7.22,10.27,8.05,,,13.33,6.11,7.78,,5.55,,28.32,4.72,5.28,7.22,26.38,6.94,4.72,3.772222,0.011111,8.088889,0.141111,,3.216049,96.219368
US_IL_17107,2020-01-16,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,5.36,9.02,6.48,,8.46,12.97,7.33,8.46,6.2,4.79,,20.58,6.2,7.33,4.23,35.52,6.2,4.23,-4.25,-9.461111,4.633333,0.2794,,-8.351852,74.319652
US_IL_17107,2020-01-17,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.24,6.78,7.63,6.78,4.24,10.17,11.86,8.47,7.34,,4.8,7.34,23.73,5.65,5.65,,33.05,5.37,4.8,-5.222222,-8.222222,-1.677778,0.084667,,-8.691358,76.776574
US_IL_17107,2020-01-18,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,11.19,10.86,,,6.25,11.84,9.54,11.19,5.92,,5.92,22.37,,6.91,,33.89,,6.25,0.066667,-6.766667,4.183333,16.764,,-1.722222,88.318919
US_IL_17107,2020-01-19,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,7.0,10.18,4.77,,,13.69,4.46,8.28,,,4.77,21.96,6.37,6.68,,34.05,7.64,6.37,-12.283333,-15.622222,-6.433333,3.245556,30.48,-16.932099,68.803145
US_IL_17107,2020-01-20,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,5.04,,9.46,,,,15.13,8.51,9.77,4.73,4.73,5.67,27.43,4.41,5.99,7.57,32.16,6.94,,-10.2,-13.238889,-4.938889,0.0,30.48,-13.228395,79.117419
US_IL_17107,2020-01-21,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,5.49,6.31,7.41,7.69,4.94,6.86,24.71,8.23,10.16,,,6.04,28.55,4.39,6.86,5.76,34.31,5.49,,-6.977778,-11.833333,-1.288889,0.127,30.48,-9.54321,82.509498
US_IL_17107,2020-01-22,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.36,5.45,8.72,5.72,,6.27,19.35,8.72,9.81,5.45,5.18,7.91,27.8,3.82,7.91,,39.25,6.0,5.72,-2.966667,-5.811111,1.022222,0.0,,-6.679012,75.43662
US_IL_17107,2020-01-23,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,7.25,8.93,6.14,6.42,4.18,19.25,8.37,11.16,7.53,5.86,7.25,31.8,3.91,9.49,5.02,30.41,8.09,5.02,0.011111,-1.261111,1.211111,2.032,,-1.82716,87.538176
US_IL_17107,2020-01-24,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,7.64,10.1,6.28,5.46,4.37,26.19,6.55,10.1,4.37,5.18,7.37,29.74,6.0,7.09,4.91,26.19,5.46,6.55,1.055556,0.311111,1.927778,8.777111,30.48,0.469136,96.471601
US_IL_17107,2020-01-25,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.91,,5.9,8.52,6.88,,22.6,9.5,6.55,,10.15,7.21,30.14,10.81,4.91,4.91,41.27,5.57,4.91,0.255556,-0.238889,1.027778,0.508,64.77,-0.925926,91.831632
US_IL_17107,2020-01-26,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.95,7.74,5.57,9.91,5.88,5.88,25.39,8.05,7.74,,7.43,5.57,32.2,,5.26,,41.49,7.12,7.74,-0.427778,-4.227778,2.877778,0.254,64.77,-3.024691,83.087746
US_IL_17107,2020-01-27,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,3.85,6.33,8.53,9.9,5.23,5.23,27.24,8.53,6.88,5.78,6.33,4.68,35.49,6.33,7.98,8.53,34.67,5.23,4.13,-2.027778,-3.438889,0.172222,0.0,54.61,-3.135802,92.665152
US_IL_17107,2020-01-28,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,7.44,5.79,8.27,12.13,4.96,7.17,25.36,10.48,11.03,4.96,3.86,7.72,36.39,6.34,,5.24,37.77,8.55,4.41,-1.461111,-2.327778,-0.466667,0.0,78.74,-3.0,89.471236
US_IL_17107,2020-01-29,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,5.9,7.87,9.56,10.96,,5.62,29.8,13.21,9.0,,5.9,4.5,32.33,5.62,3.94,6.18,34.3,9.56,,-1.527778,-2.505556,-0.072222,0.028222,78.74,-3.283951,88.379704
US_IL_17107,2020-01-30,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,5.47,6.29,7.94,8.48,,4.93,31.75,8.21,10.67,6.02,4.65,5.75,39.41,6.02,4.38,4.65,32.84,6.57,4.11,-0.461111,-1.694444,1.65,0.1016,78.74,-2.487654,86.706038
US_IL_17107,2020-01-31,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.64,7.38,7.92,7.92,5.74,7.92,24.59,9.56,8.74,4.37,7.38,9.56,29.78,7.38,,4.37,34.97,7.1,6.56,0.816667,-1.122222,3.861111,0.0,78.74,-0.925926,88.023037
US_IL_17107,2020-02-01,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,9.31,4.82,6.42,4.49,7.06,24.72,10.27,8.35,5.78,4.82,4.82,32.1,8.67,7.38,,29.53,7.38,4.49,1.777778,0.405556,3.15,1.161143,78.74,0.203704,89.190192
US_IL_17107,2020-02-02,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,6.7,7.34,7.34,4.47,4.47,6.06,25.21,10.53,,6.06,4.79,,26.81,,9.89,,34.79,5.42,7.02,5.761111,0.472222,15.15,0.1016,50.8,0.932099,70.874035
US_IL_17107,2020-02-03,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,6.8,6.8,7.35,9.8,4.08,5.44,26.94,11.43,7.62,3.81,7.08,,30.75,6.26,6.8,,35.92,4.9,6.8,6.444444,0.1,16.988889,0.0,50.8,2.722222,77.212865
US_IL_17107,2020-02-04,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.43,7.19,7.19,8.3,5.53,8.3,22.96,9.41,8.02,,8.3,4.15,31.27,5.26,6.64,4.43,42.33,4.7,5.81,4.327778,0.3,12.183333,0.0,,1.049383,80.084107
US_IL_17107,2020-02-05,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,6.64,3.72,5.84,,3.98,21.78,7.97,10.09,7.44,5.84,6.37,33.73,6.11,5.84,5.58,32.13,3.98,6.91,-0.894444,-2.755556,0.75,0.381,,-4.796296,75.226777
US_IL_17107,2020-02-06,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,5.36,7.89,9.3,7.33,,,15.22,8.46,10.43,5.92,3.95,6.49,35.81,3.95,6.2,7.89,37.5,5.92,4.51,-2.944444,-4.077778,-1.227778,2.032,,-5.018519,85.588836
US_IL_17107,2020-02-07,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.46,6.69,8.36,7.52,,4.18,23.97,15.05,12.26,4.18,,6.41,30.38,,6.13,,33.16,6.41,4.74,-2.3,-5.372222,1.138889,0.310444,78.74,-7.37037,68.387128
US_IL_17107,2020-02-08,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,12.63,7.45,6.47,5.18,5.18,20.72,10.04,,10.36,5.83,9.71,22.99,,4.86,6.15,37.23,5.5,,-1.594444,-3.183333,0.077778,0.834571,64.77,-3.425926,87.583728
US_IL_17107,2020-02-09,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.99,9.04,10.6,14.34,4.99,7.79,22.45,10.29,6.55,5.61,6.86,,24.63,8.42,10.29,7.48,48.33,7.17,8.42,-1.127778,-5.733333,2.844444,3.668889,50.8,-3.308642,84.738915
US_IL_17107,2020-02-10,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,4.45,8.63,13.92,9.47,,6.4,24.5,10.02,9.19,8.91,4.73,3.9,28.68,4.45,8.35,8.63,35.63,9.47,6.68,0.416667,-2.222222,3.566667,6.5278,40.64,-1.388889,87.658566
US_IL_17107,2020-02-11,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,6.1,7.76,6.65,8.04,,5.27,24.67,11.92,5.54,4.71,3.88,4.16,36.86,5.27,6.1,5.27,37.7,4.71,5.27,0.305556,-2.022222,4.55,0.0,,-2.888889,79.3959
US_IL_17107,2020-02-12,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,3.73,,10.13,4.53,5.33,5.6,20.26,9.86,8.27,3.73,6.93,5.6,30.39,6.13,5.07,,32.26,8.8,4.0,-0.816667,-3.433333,2.227778,0.79375,,-3.283951,83.47103
US_IL_17107,2020-02-13,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,8.21,7.33,10.27,4.99,5.28,4.4,16.43,8.8,9.39,,4.69,,25.23,7.63,7.33,,30.51,5.28,6.45,-5.222222,-13.533333,0.211111,5.261429,,-7.104938,87.717841
US_IL_17107,2020-02-14,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,,,,,,,7.45,7.14,7.45,,,19.24,10.55,7.76,,5.58,,26.68,7.45,4.96,,31.03,8.38,4.96,-16.366667,-20.927778,-10.9,0.1016,88.9,-20.296296,71.491875
US_IL_17107,2020-02-15,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,11,10,,-3,,6.24,7.22,6.89,,,5.58,20.02,12.47,5.91,6.24,,6.57,22.32,6.57,5.58,,28.56,7.55,6.89,-6.188889,-16.25,2.127778,0.4572,74.93,-10.302469,71.669777
US_IL_17107,2020-02-16,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,15,0,,5,,6.17,7.79,6.81,6.17,4.87,4.87,21.09,8.76,8.76,,5.19,5.84,26.93,6.17,8.11,8.44,38.94,5.84,7.79,-1.2,-8.611111,4.994444,0.6858,64.77,-4.228395,80.06913
US_IL_17107,2020-02-17,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,7,-2,,-20,,,,8.63,10.12,5.36,6.85,23.22,11.91,8.63,4.46,11.61,6.85,30.36,5.95,5.95,6.25,38.69,8.04,5.66,1.355556,-2.077778,4.205556,1.919111,50.8,-0.561728,86.711493
US_IL_17107,2020-02-18,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,8,-4,,3,1,4.93,7.12,7.12,6.3,4.66,8.49,16.98,8.49,7.12,6.03,4.93,8.22,25.48,5.75,5.75,6.03,40.54,7.12,8.22,2.916667,0.061111,6.25,8.438444,30.48,0.41358,83.731772
US_IL_17107,2020-02-19,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,4,-1,,3,0,4.36,4.36,10.07,9.53,8.71,6.26,16.88,12.25,8.44,4.9,5.72,7.08,30.76,6.53,8.71,7.62,40.83,4.9,4.36,-2.311111,-6.322222,1.827778,0.0,,-6.895062,71.133783
US_IL_17107,2020-02-20,ChIJrfmrABDXCogRZF_dn6jVX6k,Q490980,geoId/17107,US,United States of America,IL,Illinois,17107,Logan County,US,USA,2,,,,,,,29034,14749,14285,3015,3474,4153,4007,3481,3856,3411,2107,1530,1800575,40.13,-89.36,1603,77.175,9,2,,1,-1,,5.78,7.44,9.64,4.68,9.64,18.18,8.26,6.06,,6.06,4.96,20.65,9.09,6.06,3.85,38.28,9.09,,-4.733333,-8.288889,-0.855556,0.0,,-11.765432,58.304237
