location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46081,2020-01-11,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.34,7.23,5.5,6.66,4.34,4.34,,11.57,,,4.92,5.5,,,,,7.52,19.1,,6.94,,,4.34,32.98,,4.34,5.79,,5.21,-11.155556,-15.966667,-4.655556,1.23825,,-14.8125,74.8201
US_SD_46081,2020-01-12,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,5.17,7.46,5.17,8.9,,4.02,4.59,8.33,6.03,,6.89,4.02,4.88,,5.46,6.03,5.17,18.09,,7.46,,4.31,6.03,32.15,,,4.59,,,-6.505556,-13.1,1.038889,0.5842,,-11.027778,71.750989
US_SD_46081,2020-01-13,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,6.88,6.63,10.32,8.6,6.88,6.39,5.16,12.53,,5.9,8.85,5.65,,3.44,,,7.13,19.66,3.93,7.37,4.42,,6.14,37.1,4.67,5.9,6.63,,,-6.25,-12.083333,0.388889,0.0,,-10.694444,70.30726
US_SD_46081,2020-01-14,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,6.22,3.48,5.48,,7.72,4.23,9.96,6.47,,7.22,,4.23,3.73,,6.97,6.97,19.42,3.98,3.73,3.48,3.48,6.47,36.59,,3.73,4.23,,,-12.105556,-17.233333,-4.583333,0.03175,,-15.555556,76.284415
US_SD_46081,2020-01-15,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,5.43,10.13,7.16,,3.95,3.46,13.83,5.19,4.94,5.19,,3.46,,,4.2,4.2,21.49,5.19,5.19,,4.69,5.68,31.61,4.2,7.41,3.95,5.19,,-15.955556,-21.294444,-8.288889,0.22225,,-20.104167,71.618469
US_SD_46081,2020-01-16,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,8.21,10.52,8.21,3.85,4.36,,13.86,7.44,,4.88,,,6.67,3.85,4.36,4.62,23.86,3.85,4.62,4.62,3.85,4.36,27.2,4.36,6.41,4.36,,,-9.777778,-19.577778,-0.055556,0.0762,,-15.576389,62.579283
US_SD_46081,2020-01-17,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,6.39,7.45,4.79,5.06,,5.06,10.11,5.32,,5.59,,4.79,3.99,5.06,,4.79,19.43,6.39,5.06,,3.73,3.73,29.28,,5.86,4.53,5.06,,-1.9,-12.598765,4.516667,0.0,,-8.791667,57.476277
US_SD_46081,2020-01-18,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,8.51,9.08,6.52,,5.67,,12.76,,5.39,7.09,5.11,4.25,,3.97,6.81,3.97,20.7,4.25,6.24,,,3.97,30.91,4.82,4.25,,,4.25,-10.5,-14.988889,-1.183333,0.635,,-16.097222,59.294057
US_SD_46081,2020-01-19,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,8.0,10.76,5.52,6.07,5.8,,16.01,4.69,,7.73,4.97,4.42,7.18,5.52,,,21.53,5.52,5.52,,,4.69,36.43,,7.45,4.97,,5.52,-9.083333,-14.6,-1.616667,0.0,,-14.555556,62.92771
US_SD_46081,2020-01-20,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,9.16,9.99,7.77,,4.72,4.72,14.71,8.6,8.88,7.22,4.72,4.72,6.94,,,7.49,23.59,5.83,7.49,5.83,,4.72,36.08,6.11,6.38,6.11,4.44,,-6.616667,-12.877778,2.727778,0.0,,-12.444444,64.169965
US_SD_46081,2020-01-21,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,3.75,7.0,9.0,11.49,6.25,4.0,,16.24,9.74,4.25,5.25,6.0,5.0,6.0,4.25,4.5,3.5,23.99,5.75,5.75,,6.75,,34.23,3.75,4.75,3.5,,,2.672222,-4.95,10.0,0.0,,-6.694444,50.063635
US_SD_46081,2020-01-22,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,4.18,8.86,8.61,6.64,7.63,3.94,14.52,8.61,,8.61,,5.41,5.66,4.43,5.17,3.44,28.3,5.41,,4.18,6.64,,35.69,,5.41,5.17,3.44,3.69,2.477778,-1.35,8.633333,0.0,,-2.222222,69.500797
US_SD_46081,2020-01-23,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.21,6.68,5.69,7.42,6.68,5.69,,15.58,10.14,4.7,5.44,4.45,,8.41,7.17,4.21,,28.94,6.43,6.68,3.96,6.43,4.95,30.67,,3.71,3.46,4.21,3.71,-0.505556,-3.622222,4.766667,1.7272,,-5.145833,68.929724
US_SD_46081,2020-01-24,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.49,4.74,8.73,5.49,6.98,4.49,3.74,16.21,4.49,4.49,5.24,4.24,4.24,3.74,3.99,3.99,4.49,28.67,4.99,6.23,5.24,3.49,7.73,32.66,3.99,5.49,,,,-2.005556,-7.861111,4.8,0.0,,-5.826389,74.289153
US_SD_46081,2020-01-25,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,5.18,5.75,8.34,4.89,4.89,5.18,6.04,17.55,5.18,5.18,4.31,4.31,,7.48,4.31,,6.9,26.17,4.6,5.18,,,,27.61,4.89,,,,5.75,2.0,-5.061111,8.072222,0.0,,-3.638889,65.710765
US_SD_46081,2020-01-26,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,7.91,6.82,6.82,4.64,5.73,4.09,25.63,10.36,4.64,5.18,4.91,6.82,,5.18,4.64,4.64,29.18,5.18,4.64,4.09,,4.36,34.36,3.82,5.45,7.63,,6.54,0.922222,-3.438889,7.177778,0.0508,,-5.027778,62.754986
US_SD_46081,2020-01-27,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,3.97,5.21,7.69,8.93,3.97,6.95,3.47,21.34,7.94,4.96,8.93,5.21,3.47,,,4.47,5.95,28.78,4.47,6.7,5.95,4.96,3.97,36.97,6.2,4.96,6.45,,4.96,-1.177778,-4.538889,4.427778,0.0,,-4.416667,78.789527
US_SD_46081,2020-01-28,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,3.49,3.99,6.24,10.98,6.49,4.49,3.99,20.71,7.74,4.24,5.99,4.24,7.49,4.99,3.49,,5.49,31.94,3.49,,3.74,,5.49,32.44,4.49,5.24,3.74,4.24,,0.138889,-4.855556,4.672222,2.44475,,-3.319444,75.547915
US_SD_46081,2020-01-29,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.16,6.86,7.83,9.3,6.61,4.16,,21.3,6.37,5.88,9.06,6.61,,5.88,,3.67,6.37,30.6,6.12,,,3.67,5.39,34.77,3.92,7.83,5.14,,,0.094444,-4.877778,5.761111,0.1778,,-4.659722,67.55897
US_SD_46081,2020-01-30,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,3.94,4.68,5.91,8.87,,,,28.59,6.9,5.42,7.64,4.93,4.44,4.93,4.68,4.93,8.62,26.61,5.67,,3.7,4.44,7.64,26.12,,,5.17,6.16,4.93,-0.705556,-4.394444,4.466667,0.5715,,-3.479167,78.442846
US_SD_46081,2020-01-31,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,5.46,8.32,7.54,,4.94,4.94,23.15,5.46,5.2,7.54,5.2,4.42,,4.68,,4.94,31.74,5.2,5.46,5.46,,,30.96,3.64,,6.24,5.72,,-1.388889,-7.833333,6.511111,1.3208,,-7.111111,63.420113
US_SD_46081,2020-02-01,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,6.53,10.69,8.02,,8.31,,23.16,7.42,,7.12,4.75,6.53,,,5.64,7.12,30.58,,8.02,,,5.64,36.52,4.75,,,,4.45,5.705556,-3.183333,13.333333,0.0,,-3.541667,51.114057
US_SD_46081,2020-02-02,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.16,5.55,9.16,6.11,4.72,5.27,3.89,18.88,7.5,6.38,5.83,,4.16,5.83,4.16,4.44,5.83,23.87,7.22,5.27,,,4.72,38.86,4.72,5.0,5.27,,,5.644444,-1.272222,12.777778,0.0,,-4.729167,46.922337
US_SD_46081,2020-02-03,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,9.64,9.16,7.71,7.23,4.58,,18.08,7.96,4.1,3.86,3.38,5.06,4.58,,,4.58,24.83,4.58,4.82,,5.79,,35.2,3.62,4.82,6.51,,6.27,-5.138889,-7.477778,0.466667,1.11125,,-9.0,73.0753
US_SD_46081,2020-02-04,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,6.75,9.5,8.75,4.75,5.5,,15.0,7.25,4.5,6.25,,7.25,,3.75,,,28.5,6.0,3.5,,3.75,3.75,28.0,3.75,5.75,,3.5,,-7.733333,-12.033333,-3.672222,1.4478,,-12.055556,69.765132
US_SD_46081,2020-02-05,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,4.29,5.56,6.82,9.35,6.06,3.79,,16.42,10.36,5.81,7.83,5.05,4.04,4.04,4.29,3.79,5.05,25.0,4.8,3.79,5.3,,4.8,36.37,,4.29,3.79,5.81,,-8.461111,-15.05,-0.838889,0.0508,,-13.680556,64.757845
US_SD_46081,2020-02-06,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,6.96,5.97,10.45,7.96,10.2,5.72,,18.16,5.97,5.97,7.46,4.97,4.72,3.48,,,3.48,28.1,5.72,4.97,4.72,,5.47,30.09,4.97,7.21,3.73,,,-2.75,-8.266667,0.455556,0.03175,,-7.270833,69.238116
US_SD_46081,2020-02-07,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,5.62,4.6,8.17,5.62,3.58,,17.37,8.17,4.09,8.43,5.11,,4.09,,,6.13,25.28,4.34,3.58,,,4.09,32.43,,4.09,4.6,3.83,,-5.105556,-8.272222,0.038889,2.38125,,-7.638889,79.925504
US_SD_46081,2020-02-08,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,7.94,5.0,11.76,,4.12,,15.58,5.0,4.41,6.47,,,,,,5.88,26.17,4.41,4.7,,6.17,,34.99,4.41,7.06,4.12,,4.12,-4.7,-10.794444,1.722222,0.66675,,-7.4375,79.32745
US_SD_46081,2020-02-09,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,5.52,9.11,6.62,8.28,,6.07,,14.35,4.97,5.52,6.62,4.69,6.62,,,,8.28,21.52,3.86,,,4.42,4.42,30.91,,4.69,,3.86,5.24,-4.288889,-9.194444,0.422222,3.90525,,-6.423611,82.271987
US_SD_46081,2020-02-10,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,6.45,6.2,8.93,3.47,7.69,,17.12,7.2,4.22,8.93,,,6.95,3.47,3.47,4.71,22.58,6.7,,6.45,3.72,5.71,35.73,5.46,4.96,4.71,,,-4.938889,-8.405556,-2.2,0.381,,-9.215278,69.124472
US_SD_46081,2020-02-11,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,5.7,10.17,7.69,,6.45,3.97,15.87,8.93,3.47,9.18,4.96,6.7,5.21,,4.21,8.18,25.79,8.18,3.72,5.21,,6.45,32.98,3.97,6.2,9.18,4.96,3.72,-6.172222,-11.511111,1.005556,0.4445,,-11.534722,63.335987
US_SD_46081,2020-02-12,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,5.99,8.24,5.74,5.24,4.74,,12.48,6.49,4.0,5.74,,6.24,4.25,,,6.74,21.47,6.99,5.24,5.49,4.49,7.99,29.46,4.25,,6.24,,,-4.772222,-13.711111,0.9,0.85725,50.8,-8.763889,71.410415
US_SD_46081,2020-02-13,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,,,,,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,,,,,,,3.82,6.88,8.15,4.08,5.1,,14.53,6.37,4.33,6.88,,3.82,,3.82,,4.33,23.19,5.35,3.82,3.57,4.59,5.35,34.15,,4.33,,,,-15.888889,-22.694444,-4.622222,1.3335,50.8,-18.618056,73.834574
