location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27147,2020-01-11,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,6.98,8.72,5.02,10.25,6.98,5.02,4.58,,,17.23,3.71,9.81,4.36,3.27,6.98,5.89,3.49,8.29,3.49,,5.89,,5.89,28.79,4.36,,5.67,,4.8,3.93,4.8,32.93,4.8,8.07,5.67,3.27,,,,-12.272222,-16.65,-8.538889,0.0,,-16.688889,69.723218
US_MN_27147,2020-01-12,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.85,6.85,,8.56,6.42,5.99,5.35,5.99,3.0,18.62,,10.27,3.64,3.0,6.85,3.21,3.64,6.42,7.7,4.07,3.42,4.92,3.0,27.18,8.13,3.85,6.42,3.21,3.64,,8.13,32.95,4.28,5.99,6.63,3.0,5.56,,3.42,-10.738889,-14.75,-4.938889,0.0,,-13.844444,78.006989
US_MN_27147,2020-01-13,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.57,4.29,5.0,7.14,7.5,4.82,6.61,3.93,,20.36,,10.89,,7.32,7.68,3.39,5.36,6.96,3.75,3.39,5.0,,6.25,29.46,5.71,2.86,5.71,2.5,6.43,4.46,4.64,38.04,2.5,7.14,6.25,,2.86,4.29,3.93,-5.922222,-11.488889,-2.827778,0.6985,,-7.455556,88.967123
US_MN_27147,2020-01-14,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.98,5.25,4.71,7.06,8.87,3.26,4.34,2.54,2.72,17.93,3.26,7.97,7.06,6.7,8.69,4.71,3.8,5.07,6.34,,4.71,,5.61,24.26,4.34,3.98,3.62,3.26,3.44,3.08,5.79,32.77,3.44,6.88,4.89,4.71,2.9,,3.26,-2.338889,-8.377778,0.561111,1.143,30.48,-3.9,89.062603
US_MN_27147,2020-01-15,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,,6.19,5.28,7.65,6.74,6.74,5.1,,2.73,14.94,,9.11,4.01,2.55,6.56,3.46,4.55,4.01,5.65,3.46,3.1,3.1,6.38,26.59,5.28,3.46,6.56,2.73,2.91,4.01,5.28,37.7,4.19,6.92,4.92,3.28,4.01,,,-8.361111,-15.5,-5.472222,0.0,50.8,-10.205556,86.576783
US_MN_27147,2020-01-16,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,6.66,6.12,,8.09,8.99,5.04,6.12,2.7,3.06,14.93,,8.09,,7.19,5.4,3.24,3.96,,3.6,,,3.6,5.75,23.74,5.75,,6.12,3.42,4.14,3.24,5.22,31.11,5.93,5.58,,5.75,4.5,4.14,,-19.672222,-23.288889,-15.711111,0.0762,50.8,-23.538889,71.377837
US_MN_27147,2020-01-17,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.78,6.57,,6.17,8.56,3.98,4.58,3.19,3.98,15.53,,7.76,,5.58,5.77,3.19,3.78,4.98,4.78,,2.79,,6.77,21.9,4.58,,6.37,,4.58,3.98,5.97,31.46,,4.38,4.58,4.18,4.98,3.38,4.38,-14.027778,-19.35,-5.65,0.0,78.74,-17.833333,72.946456
US_MN_27147,2020-01-18,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.16,9.41,4.59,7.22,7.66,3.5,6.35,3.94,3.28,16.19,,10.06,,5.03,8.1,3.5,5.03,6.13,3.28,5.69,3.94,,8.75,22.98,4.16,,6.78,,3.94,3.5,4.16,35.23,5.25,5.47,5.91,4.59,,3.06,,-7.722222,-18.272222,-2.527778,2.370667,78.74,-9.2,89.169147
US_MN_27147,2020-01-19,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,5.98,6.62,4.27,8.55,5.98,3.21,5.13,3.42,,16.45,3.85,8.97,,4.49,5.77,5.13,3.21,5.55,,4.49,4.06,,6.84,23.93,5.77,3.21,4.49,,4.49,4.91,3.21,39.74,4.49,7.69,4.27,,3.42,4.27,,-17.516667,-19.4,-14.366667,0.084667,180.34,-20.411111,78.154761
US_MN_27147,2020-01-20,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,,5.13,2.96,8.29,7.89,4.74,7.3,3.16,,17.95,4.74,7.1,,6.31,10.65,5.52,4.14,5.92,3.35,3.55,3.16,2.96,3.35,24.66,5.72,,4.74,4.54,4.54,5.33,6.71,40.25,6.31,6.71,5.33,4.74,2.96,3.95,,-15.233333,-18.361111,-11.333333,0.0,180.34,-17.644444,81.838453
US_MN_27147,2020-01-21,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,,6.33,5.21,4.84,10.79,3.35,5.4,2.98,2.79,13.96,,8.75,,7.07,7.44,4.09,4.47,4.65,2.79,4.28,7.26,,6.7,25.31,5.58,2.98,5.96,,3.91,6.33,6.33,36.29,2.6,5.02,5.21,4.28,6.33,4.28,3.35,-15.622222,-21.116667,-9.261111,0.042333,180.34,-17.816667,83.272394
US_MN_27147,2020-01-22,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,2.52,8.98,6.29,7.01,7.73,5.21,8.09,4.13,2.7,18.33,3.95,9.7,,6.29,7.91,3.23,4.31,8.09,3.06,2.88,7.19,3.06,5.93,26.24,5.39,2.7,,3.23,4.31,6.65,5.39,37.2,,6.47,3.77,3.95,2.52,2.7,,-3.294444,-10.038889,0.838889,0.508,180.34,-4.811111,89.278759
US_MN_27147,2020-01-23,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,,7.66,6.54,8.79,7.85,3.74,8.04,4.49,4.49,18.5,3.18,7.29,2.8,5.05,7.66,3.55,4.3,4.3,3.92,3.36,3.74,,4.67,21.5,4.67,3.18,7.66,,5.05,3.18,4.67,34.02,2.8,,6.73,3.36,3.36,2.62,,-1.066667,-2.522222,-0.033333,1.524,180.34,-1.794444,94.85225
US_MN_27147,2020-01-24,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.24,5.72,4.96,6.67,8.39,5.72,7.43,4.38,3.62,29.92,5.34,6.86,,3.81,5.15,8.58,5.15,5.15,5.15,3.43,3.43,3.62,4.57,39.45,7.05,3.43,6.29,4.96,2.86,4.0,6.48,36.02,4.19,7.43,7.43,,4.38,3.24,4.0,-1.4,-2.716049,-0.290123,0.1524,231.14,-2.111111,94.968605
US_MN_27147,2020-01-25,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,6.99,4.29,,7.45,7.67,3.61,5.42,3.38,3.16,21.21,3.38,5.64,6.54,5.19,6.32,4.96,,4.96,4.06,,6.09,,4.29,32.04,3.16,,11.51,3.16,,4.96,5.19,39.26,3.16,6.32,5.19,3.83,4.51,4.51,5.64,-1.45,-2.416667,-0.416667,0.290286,231.14,-2.755556,90.861605
US_MN_27147,2020-01-26,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.71,5.36,5.16,10.31,6.39,7.63,5.98,3.92,4.33,23.92,3.51,11.34,3.71,5.57,10.31,4.95,4.54,5.77,,,4.54,,4.12,23.51,6.81,3.92,7.42,2.89,4.33,3.3,3.71,35.06,3.09,6.39,4.12,5.98,3.3,4.95,4.12,-3.322222,-5.316667,-1.372222,0.0,231.14,-4.861111,89.150848
US_MN_27147,2020-01-27,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.37,6.57,4.44,7.1,7.99,4.08,5.5,3.37,3.02,24.14,2.66,7.46,,3.9,10.12,6.57,4.44,5.15,3.37,3.02,4.62,,5.33,33.9,7.28,3.37,4.97,2.66,5.5,3.02,5.33,34.79,,7.1,3.73,3.37,3.19,4.26,3.37,-4.055556,-5.522222,-2.566667,0.0,231.14,-4.955556,93.501385
US_MN_27147,2020-01-28,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,6.0,8.9,4.54,4.72,6.91,4.36,5.63,3.27,4.36,25.44,4.18,9.27,4.54,4.54,6.18,4.36,7.45,6.0,3.27,3.09,4.36,,5.82,36.34,8.18,3.09,5.27,3.27,3.63,4.36,4.72,34.89,3.27,6.18,4.72,5.09,4.72,3.82,,-7.1,-8.677778,-5.111111,0.0,200.66,-8.055556,93.106557
US_MN_27147,2020-01-29,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.92,5.83,3.83,3.65,8.2,4.56,5.83,,4.01,25.52,4.37,9.11,3.28,4.74,10.21,5.65,5.29,4.01,4.19,,4.92,3.65,5.1,36.45,5.65,,4.74,2.73,5.1,4.19,6.93,34.26,3.46,9.11,4.74,3.65,4.19,5.29,4.56,-7.677778,-8.8,-6.0,0.0,200.66,-9.122222,89.44092
US_MN_27147,2020-01-30,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.96,5.69,4.77,4.77,7.52,3.85,8.99,4.04,3.3,27.71,4.22,8.62,4.4,5.32,6.79,6.42,4.4,5.69,5.69,3.49,6.06,2.57,5.32,28.08,5.14,,4.96,2.75,6.79,4.77,6.61,37.62,,5.14,4.04,3.3,3.3,3.3,,-6.516667,-8.016667,-3.538889,0.0508,200.66,-7.994444,89.306433
US_MN_27147,2020-01-31,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,2.99,4.48,3.92,10.27,9.9,3.55,4.48,2.8,2.62,27.83,2.8,9.71,2.99,5.04,4.86,3.92,3.74,4.86,2.62,2.99,3.92,4.67,6.72,30.26,5.79,,8.4,,4.3,3.55,5.6,33.25,3.17,4.48,3.92,,3.55,3.36,,-2.616667,-4.161111,-0.355556,0.0,200.66,-4.094444,89.635409
US_MN_27147,2020-02-01,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.61,9.91,4.38,9.68,9.68,5.76,5.3,,,21.66,3.69,9.21,,8.98,7.6,5.3,3.92,8.29,4.84,3.46,4.84,4.15,4.38,28.57,6.45,3.23,5.99,3.92,4.15,6.22,,38.01,4.61,6.45,4.15,,3.69,,,-0.594444,-3.688889,1.655556,0.169333,200.66,-2.255556,88.578199
US_MN_27147,2020-02-02,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,8.32,6.13,6.13,5.91,6.13,4.38,6.35,3.94,3.5,20.8,3.28,10.95,,5.47,6.35,,3.72,7.44,,4.38,4.6,,3.94,26.27,6.35,4.16,5.25,,4.16,4.6,4.16,33.28,,5.47,3.28,,3.5,5.25,,3.744444,0.166667,6.772222,0.0,180.34,-0.455556,74.091365
US_MN_27147,2020-02-03,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.97,4.24,4.79,6.63,7.92,3.68,4.79,2.76,4.79,23.01,3.31,10.68,3.5,4.79,8.47,3.5,5.89,4.79,,3.5,4.6,,6.08,30.38,4.6,3.5,8.65,,4.6,7.92,4.05,35.35,2.95,6.81,4.6,4.79,2.95,3.13,,-1.266667,-6.111111,2.383333,0.0,129.54,-3.955556,81.987241
US_MN_27147,2020-02-04,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.05,6.8,3.86,8.28,5.88,3.68,5.52,3.49,2.76,24.64,4.6,6.99,,4.23,3.68,4.97,4.78,4.78,2.58,3.49,4.78,,6.07,27.22,5.15,3.31,4.23,2.58,2.76,6.44,5.88,34.21,2.76,2.76,5.7,,4.6,4.97,3.86,-6.805556,-10.972222,-1.627778,0.0,129.54,-12.805556,62.536864
US_MN_27147,2020-02-05,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,3.31,5.14,2.94,8.82,7.35,4.41,5.69,2.75,2.94,23.88,4.41,9.73,,5.51,7.9,5.51,4.78,5.33,4.04,,4.41,2.57,5.69,26.82,6.06,,6.06,3.12,5.14,3.49,4.04,35.27,3.12,4.78,4.59,4.96,3.31,2.94,3.12,-9.9,-14.95,-3.383333,0.0,129.54,-14.183333,71.233358
US_MN_27147,2020-02-06,ChIJB4miB5ne9ocRWxu7JDGhUtI,Q487686,geoId/27147,US,United States of America,MN,Minnesota,27147,Steele County,US,USA,2,,,,,,,36787,18265,18522,4997,5069,4103,4569,4288,5062,4280,2554,1865,1797829,44.02,-93.22,1119,82.6125,,,,,,,4.8,4.61,2.95,8.12,10.34,5.91,5.91,3.51,2.58,23.26,,6.83,3.14,4.61,7.01,6.09,6.09,6.64,3.32,4.25,4.06,5.54,5.72,31.38,6.28,,7.94,3.14,5.35,5.35,5.17,33.41,3.14,5.17,7.01,2.77,4.8,4.8,,-8.733333,-14.794444,-2.427778,0.0,129.54,-14.172222,64.959739
