location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13083,2020-01-11,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.11,13.68,,23.8,10.11,39.86,11.3,18.672222,15.422222,22.127778,0.0,,15.15873,78.761821
US_GA_13083,2020-01-12,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,9.25,16.64,,35.13,,37.6,,11.705556,5.944444,18.455556,13.062857,,8.642857,80.329876
US_GA_13083,2020-01-13,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,14.1,11.93,,29.28,,41.75,11.39,10.877778,6.572222,17.016667,0.056444,,9.007937,87.349296
US_GA_13083,2020-01-14,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,11.33,10.25,,28.6,,45.86,,16.255556,13.583333,17.766667,5.291667,,15.246032,92.732807
US_GA_13083,2020-01-15,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,11.43,9.72,,21.72,13.15,39.44,,16.127778,13.683333,19.5,15.705667,,15.101852,91.316075
US_GA_13083,2020-01-16,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,11.48,16.65,9.18,32.72,,41.33,9.18,14.394444,10.105556,18.405556,8.932333,,9.571429,72.183747
US_GA_13083,2020-01-17,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,13.84,15.04,,24.06,13.84,39.71,10.83,7.333333,4.138889,13.305556,3.5052,,-3.753968,45.190678
US_GA_13083,2020-01-18,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,12.79,13.95,12.21,19.76,12.21,41.85,13.37,8.688889,6.188889,11.755556,0.0,,-0.055556,53.923533
US_GA_13083,2020-01-19,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.44,21.49,,35.0,,44.82,,6.844444,1.75,11.753086,4.826,,0.865079,64.937513
US_GA_13083,2020-01-20,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,16.29,14.48,13.87,23.52,,42.82,,-2.475309,-5.395062,3.234568,0.0,,-9.37037,58.483627
US_GA_13083,2020-01-21,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,12.39,19.4,17.24,22.63,,49.57,,-2.111111,-4.972222,2.766667,0.0,,-10.039683,52.685211
US_GA_13083,2020-01-22,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,16.56,,,25.69,,43.97,,-0.6,-6.683333,8.027778,0.0,,-9.293651,50.791308
US_GA_13083,2020-01-23,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,13.79,19.09,,22.8,7.95,43.48,14.85,4.75,1.688889,7.105556,0.0,,-3.492063,55.204743
US_GA_13083,2020-01-24,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.32,29.86,,33.66,10.32,34.2,,7.694444,5.172222,12.205556,17.272,,5.52381,85.099598
US_GA_13083,2020-01-25,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,14.87,24.38,,38.05,10.11,33.3,,5.4,3.233333,9.438889,3.156857,,0.452381,69.774612
US_GA_13083,2020-01-26,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.57,26.15,8.9,31.71,,42.28,,2.455556,-2.494444,8.177778,0.028222,,-0.396825,80.054988
US_GA_13083,2020-01-27,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,14.62,34.79,10.59,36.3,10.08,42.35,,7.6,4.566667,13.033333,1.566333,,4.873016,81.622574
US_GA_13083,2020-01-28,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,11.32,23.19,17.26,40.98,,41.52,,4.788889,-1.733333,14.35,0.9144,,0.928571,75.051138
US_GA_13083,2020-01-29,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,17.38,19.11,12.16,28.38,,41.7,9.85,6.322222,2.072222,11.638889,0.0,,2.587302,76.573887
US_GA_13083,2020-01-30,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.03,42.91,,39.01,,46.25,,7.277778,1.222222,14.777778,0.084667,,3.65873,77.503586
US_GA_13083,2020-01-31,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,9.21,20.14,9.78,28.2,,32.8,,7.538889,3.95,11.594444,0.0,,3.325397,73.559307
US_GA_13083,2020-02-01,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,14.7,33.06,10.41,29.39,,30.0,,6.888889,4.588889,10.15,0.0,,3.849206,80.049239
US_GA_13083,2020-02-02,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,9.33,24.88,,36.69,,39.18,,7.466667,-0.088889,18.233333,0.2286,,0.849206,61.312244
US_GA_13083,2020-02-03,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,13.28,32.93,,34.52,11.15,38.24,10.62,10.6,2.05,22.527778,0.0,,2.650794,56.337428
US_GA_13083,2020-02-04,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,,22.71,9.59,33.31,,32.3,9.09,15.805556,13.172222,19.238889,0.0,,9.968254,67.104942
US_GA_13083,2020-02-05,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,12.57,21.28,10.64,33.37,7.25,35.3,,17.416667,15.233333,19.75,3.725333,,15.880952,89.892782
US_GA_13083,2020-02-06,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,7.96,16.97,13.79,30.23,,33.41,7.96,14.605556,8.205556,19.233333,51.392667,,13.626984,92.716585
US_GA_13083,2020-02-07,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.44,19.84,8.35,23.49,,29.75,8.35,3.588889,0.861111,9.861111,42.756667,,0.285714,78.073434
US_GA_13083,2020-02-08,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,17.0,19.84,13.6,23.24,12.47,39.68,,1.877778,-1.805556,9.588889,0.296333,50.8,-0.769841,81.731691
US_GA_13083,2020-02-09,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,12.46,20.17,11.86,20.76,10.08,29.66,10.68,4.166667,-1.416667,13.527778,2.1082,30.48,0.968254,78.561743
US_GA_13083,2020-02-10,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,10.64,23.21,,32.39,7.74,29.98,,9.338889,5.727778,12.683333,1.905,,6.031746,79.004333
US_GA_13083,2020-02-11,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,,,11.8,26.41,,32.03,,43.83,,14.027778,8.911111,19.005556,41.021,,12.801587,91.879275
