location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MO_29045,2020-01-13,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,44.63,-0.738889,-2.555556,0.983333,0.0,-1.534722,93.166786
US_MO_29045,2020-01-14,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,43.16,3.088889,0.233333,6.938889,0.0,1.477778,89.398437
US_MO_29045,2020-01-15,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,1.544444,-1.2,4.227778,0.108857,1.111111,94.719082
US_MO_29045,2020-01-16,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-8.783333,-13.666667,-1.272222,0.0,-12.744444,73.287745
US_MO_29045,2020-01-17,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-6.466667,-10.238889,-1.816667,0.3048,-8.95,82.828919
US_MO_29045,2020-01-18,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,72.83,-2.011111,-9.638889,1.983333,11.3284,-3.6,88.963792
US_MO_29045,2020-01-19,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-14.088889,-16.922222,-9.738889,0.677333,-18.694444,68.539618
US_MO_29045,2020-01-20,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,64.77,-11.882716,-13.598765,-8.623457,0.0,-14.709877,79.757085
US_MO_29045,2020-01-21,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,59.09,-10.372222,-15.211111,-2.983333,0.0,-12.179012,84.185583
US_MO_29045,2020-01-22,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,41.71,-2.333333,-4.766667,0.783333,0.0,-5.722222,77.965659
US_MO_29045,2020-01-23,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,0.25,-0.672222,1.516667,1.9685,-0.652778,93.23884
US_MO_29045,2020-01-24,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,0.394444,-0.080247,1.345679,5.1816,0.027778,97.430252
US_MO_29045,2020-01-25,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,57.84,0.044444,-0.933333,1.505556,0.508,-1.455556,89.813198
US_MO_29045,2020-01-26,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-3.961111,-8.65,0.422222,0.0,-5.308642,89.918742
US_MO_29045,2020-01-27,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,50.22,-1.377778,-2.711111,-0.25,0.0,-1.97619,96.0455
US_MO_29045,2020-01-28,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,39.16,-2.377778,-4.438889,-0.505556,0.0,-3.411111,92.768538
US_MO_29045,2020-01-29,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,53.3,-4.477778,-5.533333,-2.427778,0.0,-5.438272,92.416296
US_MO_29045,2020-01-30,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,72.14,-2.744444,-4.15,-0.383333,0.0,-4.427778,88.384272
US_MO_29045,2020-01-31,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-0.288889,-3.211111,2.755556,0.108857,-1.537037,90.666988
US_MO_29045,2020-02-01,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,1.672222,0.888889,3.388889,0.084667,0.361111,91.132033
US_MO_29045,2020-02-02,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,54.98,6.322222,1.594444,14.566667,0.0,0.911111,68.558144
US_MO_29045,2020-02-03,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,50.29,4.566667,0.483333,10.75,0.0,1.411111,80.832766
US_MO_29045,2020-02-04,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,49.56,1.311111,-0.633333,4.594444,0.0,-2.566667,75.525099
US_MO_29045,2020-02-05,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,37.87,-1.938889,-3.244444,-0.433333,0.036286,-7.766667,64.586708
US_MO_29045,2020-02-06,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,40.6,-2.644444,-5.666667,0.55,0.3556,-6.183333,76.786049
US_MO_29045,2020-02-07,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-3.611111,-7.522222,0.566667,0.0635,-6.572222,80.066194
US_MO_29045,2020-02-08,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-2.638889,-5.238889,0.766667,0.127,-5.35,81.975225
US_MO_29045,2020-02-09,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,53.94,0.516667,-3.361111,4.638889,0.5588,-1.855556,84.339606
US_MO_29045,2020-02-10,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,82.77,-1.094444,-4.044444,3.488889,0.4318,-3.377778,84.714369
US_MO_29045,2020-02-11,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,39.68,-0.061111,-2.2,3.477778,0.0,-3.438889,78.287314
US_MO_29045,2020-02-12,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,48.54,-1.044444,-3.311111,1.577778,1.3208,-3.744444,82.072742
US_MO_29045,2020-02-13,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,50.66,-10.361111,-18.5,0.133333,4.6736,-12.616667,83.655859
US_MO_29045,2020-02-14,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,-17.283333,-23.127778,-9.5,0.0,-21.388889,70.52201
US_MO_29045,2020-02-15,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,0,,,74.1,-4.016667,-12.277778,4.066667,0.0,-8.911111,68.924572
US_MO_29045,2020-02-16,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,10,,,,-0.644444,-7.233333,5.927778,0.0,-2.733333,85.993305
US_MO_29045,2020-02-17,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,2,,-20,59.85,2.505556,0.344444,5.566667,0.3048,1.077778,90.615534
US_MO_29045,2020-02-18,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,4,,3,,1.555556,-1.827778,4.966667,0.381,-1.322222,81.402631
US_MO_29045,2020-02-19,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,6,,2,57.95,-3.266667,-7.483333,0.466667,0.0,-6.75,77.129787
US_MO_29045,2020-02-20,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,4,,2,63.33,-6.744444,-11.583333,-2.372222,0.0,-13.1,60.841362
US_MO_29045,2020-02-21,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,14,,,,-5.283333,-11.494444,4.183333,0.0,-11.777778,60.541315
US_MO_29045,2020-02-22,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,19,,,,2.266667,-3.355556,11.644444,0.0,-6.538889,52.463454
US_MO_29045,2020-02-23,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,16,,,58.69,6.805556,1.411111,15.794444,0.0,-1.433333,55.984399
US_MO_29045,2020-02-24,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,26,,5,41.6,4.888889,2.205556,10.816667,0.635,1.133333,76.911923
US_MO_29045,2020-02-25,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,4,,5,37.8,2.066667,0.422222,5.1,1.959429,-0.538889,83.052255
US_MO_29045,2020-02-26,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,-2,,-3,,0.066667,-1.766667,2.111111,0.381,-4.105556,73.619971
US_MO_29045,2020-02-27,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,18,,-2,48.29,-1.188889,-5.905556,4.833333,0.0,-6.955556,65.042438
US_MO_29045,2020-02-28,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,16,,,,-0.827778,-4.75,3.377778,0.0,-4.905556,74.384817
US_MO_29045,2020-02-29,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,14,,,63.62,-2.066667,-8.888889,7.655556,0.0,-6.277778,73.122373
US_MO_29045,2020-03-01,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,8.694444,2.466667,18.516667,0.0,1.605556,61.30834
US_MO_29045,2020-03-02,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,18,,5,51.16,5.261111,-0.922222,14.716667,0.310444,0.933333,74.084103
US_MO_29045,2020-03-03,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,19,,0,39.75,5.377778,-0.172222,12.955556,0.0,-1.283333,62.649624
US_MO_29045,2020-03-04,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,22,,0,44.95,6.583333,0.683333,11.833333,0.0,-2.5,52.657383
US_MO_29045,2020-03-05,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,7,,2,,6.994444,2.272222,12.894444,0.0,-2.338889,51.814893
US_MO_29045,2020-03-06,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,17,,,59.06,4.283333,-0.783333,9.683333,0.0,-4.872222,51.886937
US_MO_29045,2020-03-07,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,26,,,59.09,5.472222,-1.455556,16.472222,0.0,-7.138889,40.359722
US_MO_29045,2020-03-08,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,65.69,11.944444,6.044444,21.716667,0.0,-2.894444,35.774186
US_MO_29045,2020-03-09,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,4,,3,50.46,12.383333,7.827778,18.266667,2.2352,4.788889,60.06698
US_MO_29045,2020-03-10,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,17,,2,46.02,4.311111,0.694444,11.372222,23.7744,2.7,89.369185
US_MO_29045,2020-03-11,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,11,,-2,44.38,6.111111,3.765432,11.154321,0.03175,4.228395,87.832031
US_MO_29045,2020-03-12,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,25,,-5,37.32,8.104938,4.376543,15.740741,0.0,6.882716,92.073195
US_MO_29045,2020-03-13,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,23,,,,5.376543,-0.469136,11.104938,0.338667,-1.962963,59.300346
US_MO_29045,2020-03-14,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,3,,,,2.734568,0.425926,7.179012,4.2672,-0.617284,78.669333
US_MO_29045,2020-03-15,ChIJGyhNN6IN54cR8vAHwwvEvJs,Q182845,geoId/29045,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2,,,,,,,6720,3416,3304,814,843,685,698,768,1021,926,578,387,1180517,40.41,-91.74,1326,76.866667,,,,,1.030864,-0.58642,3.641975,1.749778,-1.12963,85.635992
