location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48053,2020-01-11,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,6.69,7.8,4.46,24.75,8.47,6.69,,4.01,5.13,4.01,,,15.16,5.13,5.35,3.57,5.58,11.82,4.24,4.24,4.24,4.46,4.46,3.12,4.01,,8.47,24.75,6.24,4.01,5.8,,5.8,5.13,4.46,47.05,4.46,6.69,,6.47,3.57,4.68,3.79,,,5.35,10.617284,4.148148,20.925926,18.316222,,5.145833,68.984182
US_TX_48053,2020-01-12,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.98,5.98,9.96,5.98,24.13,7.31,5.98,,3.32,5.98,3.1,3.54,,13.51,3.54,8.86,4.65,4.21,8.19,6.2,4.87,5.76,4.43,4.87,4.87,4.21,4.21,9.3,26.57,5.54,,6.86,3.76,,5.31,3.76,41.84,,7.08,,3.98,6.42,4.21,3.1,,,,6.864198,0.925926,16.314815,0.056444,,2.215278,72.186064
US_TX_48053,2020-01-13,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,10.64,6.72,4.67,22.77,9.15,7.84,3.92,2.8,6.16,,2.8,4.48,16.05,3.92,10.27,,5.04,9.52,7.47,3.36,5.04,4.85,4.11,4.67,6.91,3.73,9.33,26.51,8.59,3.55,5.6,,3.73,8.4,8.03,44.62,2.8,3.92,,7.65,4.85,4.67,,3.73,2.8,3.36,11.969136,8.604938,16.092593,0.0,,10.034722,88.2731
US_TX_48053,2020-01-14,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,5.69,7.4,5.88,19.92,9.29,3.23,3.98,3.79,9.29,,2.85,,12.52,,7.78,3.23,5.5,8.35,4.74,,6.83,5.12,4.36,5.12,5.31,2.85,8.92,26.18,6.07,6.07,5.69,3.41,4.36,6.64,5.69,45.91,3.98,8.54,,3.04,4.74,6.45,,2.66,,,16.895062,13.302469,24.975309,0.254,,15.236111,89.820527
US_TX_48053,2020-01-15,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,2.66,4.37,6.65,2.85,18.43,8.55,7.22,,3.04,7.03,4.18,4.37,3.8,14.25,2.66,9.12,2.85,4.18,8.74,3.99,,5.13,6.46,5.7,3.04,4.75,4.56,8.93,30.98,10.83,4.75,7.22,3.61,5.7,3.42,7.79,45.42,5.51,7.03,,5.32,4.94,5.7,,,,,20.944444,17.148148,26.160494,0.028222,,18.388889,85.141582
US_TX_48053,2020-01-16,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,5.02,8.73,7.25,20.99,5.95,6.13,,2.97,6.69,3.53,4.46,2.6,14.3,3.72,8.92,,4.64,10.78,7.8,,4.09,5.95,4.64,6.69,4.09,3.53,10.22,36.78,7.06,4.83,7.62,,5.02,5.39,4.83,42.54,5.95,11.52,2.79,6.69,7.25,4.64,3.34,3.9,4.46,2.79,15.981481,11.160494,22.753086,0.282222,,14.208333,89.206005
US_TX_48053,2020-01-17,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,2.57,4.22,6.05,5.32,13.93,7.15,6.78,4.22,3.85,4.58,3.48,2.75,,13.93,,6.97,3.48,6.42,11.37,5.13,2.57,6.05,3.85,5.32,5.87,2.75,4.03,7.15,26.77,8.07,,5.68,,4.22,4.22,3.67,33.37,3.12,8.43,3.67,6.42,4.58,4.22,,2.75,4.95,,9.407407,6.666667,11.901235,4.318,,9.0625,97.65216
US_TX_48053,2020-01-18,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,4.02,7.38,7.15,19.9,8.27,6.04,,3.13,5.14,4.25,,3.8,14.08,,10.06,,6.26,5.81,7.15,4.92,4.7,5.14,3.8,4.92,5.59,3.13,8.49,27.5,7.82,4.25,5.59,,5.14,4.47,6.71,39.79,,7.6,,5.37,3.8,3.58,,,,,14.82716,10.518519,17.987654,2.257778,,11.409722,80.240131
US_TX_48053,2020-01-19,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.11,4.89,8.45,4.44,18.89,8.89,4.67,,,6.89,5.11,3.56,,15.33,3.78,6.89,3.11,6.45,9.11,4.22,4.22,6.22,6.22,5.33,5.33,6.45,4.0,7.56,21.11,6.0,3.33,8.0,3.11,4.67,4.67,5.11,44.0,,7.11,,4.22,4.44,4.67,3.11,,3.11,3.11,7.549383,1.901235,13.432099,0.0,,-4.25,42.904601
US_TX_48053,2020-01-20,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.48,5.52,8.38,7.57,20.86,7.57,5.52,4.91,3.48,6.34,5.72,3.07,4.29,13.5,,10.02,2.86,3.07,11.45,6.75,,5.93,6.54,6.13,5.32,3.27,3.48,8.59,24.13,6.34,2.86,6.54,3.27,5.11,4.29,5.11,43.76,3.48,6.75,2.86,4.7,5.93,5.72,,3.68,3.27,,6.839506,0.493827,15.32716,0.0,,-4.055556,46.237506
US_TX_48053,2020-01-21,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,8.05,3.45,7.86,20.69,9.2,2.87,3.07,4.6,7.09,3.64,,4.02,18.97,4.02,11.3,3.07,4.98,12.07,6.51,,6.13,6.71,4.79,4.21,5.56,4.79,11.11,26.82,7.66,9.2,7.28,5.17,4.41,7.28,7.28,45.03,4.6,7.66,3.07,6.51,6.51,4.6,,3.26,3.83,,9.141975,4.666667,15.302469,0.0,,-1.291667,48.250739
US_TX_48053,2020-01-22,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,6.16,8.97,5.28,14.95,9.5,4.4,5.45,4.57,8.27,3.87,3.69,,17.23,,10.02,3.34,4.04,10.9,4.57,5.28,4.75,7.04,6.33,3.17,5.8,3.87,9.14,26.73,8.09,2.81,7.56,3.34,3.87,6.16,6.16,46.08,3.52,5.45,4.92,7.04,5.28,3.69,,3.34,,,9.308642,6.919753,12.82716,2.229556,,6.729167,83.723628
US_TX_48053,2020-01-23,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.06,4.78,8.6,7.26,11.66,7.65,9.18,2.87,7.46,8.03,2.87,3.25,,18.35,2.87,8.22,,4.4,10.71,5.16,2.68,4.4,5.93,4.78,5.54,4.4,3.63,9.56,30.59,6.12,4.78,5.74,4.78,3.44,4.01,5.93,42.06,3.44,6.5,3.25,10.13,6.69,5.35,4.21,2.68,4.21,,11.771605,8.024691,16.808642,6.970889,,9.048611,83.564549
US_TX_48053,2020-01-24,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,4.92,7.19,4.73,14.95,5.3,7.0,,,4.73,3.22,,,26.87,3.03,8.52,3.41,5.49,7.57,5.3,,2.84,3.97,2.84,5.3,,3.97,8.71,31.79,6.81,2.84,5.49,,3.03,4.54,5.87,41.06,3.79,7.38,,3.97,4.35,6.81,,4.16,,,10.04321,2.993827,18.685185,0.0,,1.909722,57.831038
US_TX_48053,2020-01-25,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,7.64,8.99,5.84,19.79,7.19,8.09,3.6,,6.07,,3.37,,25.86,4.27,11.47,,3.82,10.57,4.95,4.95,4.5,4.27,4.27,4.95,5.4,,9.67,35.75,8.99,,6.97,,4.27,6.29,5.62,44.97,5.84,7.19,,5.4,4.95,3.6,3.15,5.17,3.15,5.62,11.0,4.777778,17.697531,0.0,,4.388889,64.170602
US_TX_48053,2020-01-26,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.91,4.78,6.08,3.48,22.81,7.6,6.73,,3.91,6.95,3.26,4.34,3.48,27.8,,10.21,,5.0,10.86,3.48,5.65,4.34,4.34,3.26,3.91,3.26,,7.38,33.23,6.73,,9.34,4.34,3.04,,4.56,39.31,3.04,7.38,,5.43,4.34,,,3.48,,,15.746914,9.969136,23.358025,0.0,,10.451389,70.674181
US_TX_48053,2020-01-27,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,5.53,6.82,3.87,16.95,7.92,4.05,2.76,3.68,5.16,6.26,,,26.89,4.79,9.58,3.87,3.87,12.71,6.08,,3.87,4.97,4.05,4.79,4.05,3.68,11.61,36.47,5.53,3.68,6.63,4.05,4.61,4.24,4.61,46.97,4.61,5.34,3.87,6.63,8.66,4.42,,,4.24,,13.0,5.796296,20.851852,0.0,,8.513889,75.105101
US_TX_48053,2020-01-28,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,2.75,4.76,6.96,5.49,20.51,11.17,4.58,3.11,3.66,4.21,3.48,2.75,,25.82,2.93,8.97,3.66,5.49,9.89,6.04,2.75,2.93,4.76,3.3,4.58,4.21,,8.97,33.88,5.86,3.11,4.76,2.56,4.21,4.03,4.58,40.84,4.58,7.33,3.85,4.21,4.39,6.23,2.56,3.3,4.21,4.03,13.814815,10.197531,19.67284,7.366,,10.173611,78.677415
US_TX_48053,2020-01-29,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.72,3.16,8.93,3.91,14.88,9.48,5.21,,4.28,5.02,4.65,3.53,,20.83,2.6,11.72,3.35,8.0,9.48,3.53,2.98,4.28,4.28,5.02,4.84,4.46,3.35,7.07,33.29,8.37,2.98,5.76,4.46,4.09,5.02,8.0,41.66,,10.6,4.84,6.7,5.21,6.7,,3.72,3.16,3.53,8.91358,4.419753,14.537037,2.709333,,2.548611,64.123234
US_TX_48053,2020-01-30,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,3.35,5.4,6.89,5.78,14.16,8.38,4.84,,3.35,6.71,5.59,2.79,2.79,27.76,4.1,12.48,,2.79,12.86,4.47,3.17,6.71,7.08,2.61,5.59,4.66,,8.76,38.38,6.52,3.54,9.13,3.35,4.29,6.71,6.89,48.07,5.22,5.03,2.61,5.4,5.96,5.22,2.61,2.61,2.98,,5.854167,3.847222,10.777778,0.0,,3.18254,82.540782
US_TX_48053,2020-01-31,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,3.6,7.39,3.79,13.64,7.01,8.71,,4.55,4.17,,4.17,2.65,29.37,3.03,8.71,3.03,5.12,8.9,4.74,3.6,6.25,4.55,3.98,3.03,4.36,3.22,6.63,39.98,6.44,,7.58,,6.25,4.55,5.49,45.28,3.41,5.3,2.84,6.82,3.98,4.74,,3.6,3.79,3.03,7.430556,3.243056,14.034722,0.0,,2.944444,73.08648
US_TX_48053,2020-02-01,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,3.21,8.25,6.64,15.81,10.54,6.87,3.44,4.58,8.71,3.67,,,27.72,4.58,12.6,,4.58,10.31,5.27,,5.5,4.81,4.35,3.44,5.04,,8.25,31.39,3.67,,7.56,4.12,5.04,3.21,5.04,46.74,6.19,7.79,5.5,6.42,5.96,7.79,,,3.44,,9.854167,1.9375,20.958333,0.03175,,0.849206,53.685747
US_TX_48053,2020-02-02,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,,4.88,9.31,5.32,13.08,7.54,4.88,,,6.21,3.55,,,21.51,3.55,10.2,4.21,5.54,7.76,5.32,,5.1,4.43,6.21,4.66,4.43,3.1,4.66,30.82,5.99,,6.43,3.99,,3.1,4.21,43.9,3.55,7.98,5.76,5.1,5.32,3.99,,,5.32,3.33,14.4375,4.909722,25.930556,0.0,,-1.015873,35.634424
US_TX_48053,2020-02-03,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,,,,,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,,,,,,2.94,6.43,8.26,4.96,19.1,10.65,6.43,3.31,4.22,7.34,3.86,,2.75,24.97,3.49,13.96,2.94,4.96,12.12,6.79,3.86,5.88,5.88,4.22,3.86,5.14,4.22,10.65,35.07,6.61,3.31,6.06,3.49,3.86,3.86,6.43,51.97,4.59,8.81,4.41,5.88,4.77,4.59,,3.49,4.04,2.57,15.715278,11.513889,20.958333,0.03175,,8.150794,60.723237
