location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12079,2020-01-11,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,16.07,13.66,16.88,13.66,42.59,20.761111,16.483333,25.194444,0.0,17.598765,80.682257
US_FL_12079,2020-01-12,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,14.42,,,31.88,,44.78,20.972222,17.483333,24.622222,12.234333,18.993827,87.270825
US_FL_12079,2020-01-13,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,17.68,,36.97,20.422222,17.044444,25.605556,0.03175,18.858025,89.886405
US_FL_12079,2020-01-14,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,10.81,22.19,10.81,39.26,19.6,14.961111,25.772222,0.197556,17.12963,85.53501
US_FL_12079,2020-01-15,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,12.99,8.47,29.93,,38.97,19.833333,16.077778,25.188889,0.0,17.981481,88.635775
US_FL_12079,2020-01-16,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,33.58,9.67,29.02,19.866667,16.911111,24.366667,0.0762,18.141975,90.038425
US_FL_12079,2020-01-17,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.05,9.58,8.51,24.48,,28.74,16.083333,11.727778,21.494444,0.0254,4.901235,48.925983
US_FL_12079,2020-01-18,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,31.33,,38.1,13.761111,8.166667,22.677778,0.0,8.425926,71.038215
US_FL_12079,2020-01-19,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,16.81,,35.14,16.783333,9.188889,20.861111,1.312333,12.962963,78.766993
US_FL_12079,2020-01-20,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,11.49,11.49,,24.51,,40.6,6.183333,1.455556,11.438889,0.4572,-3.092593,52.074341
US_FL_12079,2020-01-21,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,15.66,12.42,9.72,23.22,,45.35,2.866667,-1.511111,8.644444,0.0,-4.537037,58.749549
US_FL_12079,2020-01-22,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,15.77,12.51,12.51,26.11,,36.99,4.244444,-1.744444,13.9,0.0,-5.845679,48.354609
US_FL_12079,2020-01-23,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,14.74,15.26,11.58,32.1,11.58,40.52,10.661111,6.461111,17.133333,0.0,2.475309,57.592029
US_FL_12079,2020-01-24,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,13.38,18.4,,29.55,,31.78,14.588889,10.805556,20.1,0.465667,12.67284,88.052507
US_FL_12079,2020-01-25,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,21.65,,40.09,,48.92,10.822222,4.616667,18.033333,0.2794,5.895062,72.138746
US_FL_12079,2020-01-26,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,25.25,,40.1,12.62,41.58,8.861111,2.466667,15.85,0.0,2.771605,66.494193
US_FL_12079,2020-01-27,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,10.79,24.27,8.63,47.99,,44.22,11.394444,7.416667,15.794444,0.254,7.648148,78.266867
US_FL_12079,2020-01-28,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,8.1,14.58,8.1,33.47,,27.53,11.111111,3.872222,18.077778,0.056444,4.679012,65.300791
US_FL_12079,2020-01-29,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,8.08,21.01,9.7,53.33,,41.48,7.683333,2.955556,15.227778,0.0,4.141975,80.266719
US_FL_12079,2020-01-30,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,27.95,12.9,44.08,,27.42,11.427778,6.255556,17.294444,2.328333,7.925926,79.409837
US_FL_12079,2020-01-31,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,11.4,25.29,9.42,33.22,,34.22,11.066667,8.633333,14.45,0.042333,8.17284,83.338403
US_FL_12079,2020-02-01,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,28.71,,37.48,,38.28,8.422222,7.2,10.994444,1.4732,7.296296,93.648877
US_FL_12079,2020-02-02,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,26.44,20.03,36.06,,43.27,9.355556,3.355556,17.033333,0.0,4.382716,71.872132
US_FL_12079,2020-02-03,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.52,22.74,8.99,38.07,,32.78,11.988889,3.766667,22.044444,0.0,6.018519,67.632865
US_FL_12079,2020-02-04,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,15.57,20.02,16.13,32.81,9.45,25.58,14.355556,7.083333,21.555556,0.0,11.271605,82.302477
US_FL_12079,2020-02-05,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,10.4,18.06,9.85,39.95,9.85,37.76,17.35,11.35,23.188889,0.0,14.759259,84.221772
US_FL_12079,2020-02-06,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,26.47,,28.55,,19.72,21.15,17.777778,24.155556,0.381,19.179012,86.915602
US_FL_12079,2020-02-07,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,11.21,13.88,8.54,24.55,,32.56,12.638889,6.816667,21.416667,21.717,5.895062,63.776748
US_FL_12079,2020-02-08,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,12.41,18.2,,27.3,,38.05,8.127778,1.066667,17.766667,0.0,0.95679,61.463142
US_FL_12079,2020-02-09,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,18.55,16.93,12.9,29.83,,40.31,11.833333,3.461111,20.983333,0.0,4.722222,62.521257
US_FL_12079,2020-02-10,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,8.13,19.52,9.76,32.54,,44.47,15.533333,7.016667,24.272222,0.0,11.055556,74.937731
US_FL_12079,2020-02-11,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,13.47,17.4,12.35,30.31,,39.85,19.427778,12.711111,25.6,0.0,16.938272,84.433896
US_FL_12079,2020-02-12,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,11.77,13.91,11.77,36.93,8.56,39.07,20.744444,17.194444,25.25,0.0,18.765432,86.779003
US_FL_12079,2020-02-13,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,12.86,19.82,,32.15,,32.15,21.2,17.205556,25.633333,1.058333,19.246914,87.738629
US_FL_12079,2020-02-14,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,8.2,9.29,,32.78,,32.24,13.422222,8.744444,18.305556,4.868333,9.407407,77.118774
US_FL_12079,2020-02-15,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,0,-5,9,-9,15.11,15.95,,22.66,,37.77,10.744444,3.183333,19.816667,0.508,2.407407,57.560772
US_FL_12079,2020-02-16,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,7,-12,10,-10,11.86,12.61,,17.05,11.12,37.07,12.327778,9.305556,16.388889,3.894667,9.864198,85.9024
US_FL_12079,2020-02-17,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,13,-14,18,-17,14.63,17.56,,24.88,12.44,54.87,14.088889,11.077778,18.688889,9.779,13.080247,94.445075
US_FL_12079,2020-02-18,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,-2,-13,10,0,11.05,14.37,12.16,29.84,,48.08,18.288889,14.916667,23.683333,0.508,16.777778,90.840591
US_FL_12079,2020-02-19,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,4,-7,-2,3,14.23,15.28,10.01,26.34,8.43,38.99,20.416667,16.588889,25.344444,0.0,17.506173,82.822489
US_FL_12079,2020-02-20,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,9,-4,9,5,12.14,13.73,,33.79,,33.27,16.277778,10.7,22.461111,0.508,14.17284,89.039803
US_FL_12079,2020-02-21,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,-2,-1,12,3,9.0,13.23,,17.47,9.0,32.29,7.561111,5.066667,14.75,5.08,3.0,73.819089
US_FL_12079,2020-02-22,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,3,-3,20,-6,13.41,22.09,12.62,29.97,,51.27,6.033333,-0.227778,14.744444,0.0508,-2.95679,53.421074
US_FL_12079,2020-02-23,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,15,-4,11,-2,12.06,,,41.47,,41.47,8.905556,1.544444,19.45,0.0,1.851852,62.196086
US_FL_12079,2020-02-24,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,8,8,4,6,12.07,,15.22,23.61,,38.83,15.261111,10.5,21.994444,0.0,9.462963,68.373051
US_FL_12079,2020-02-25,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,-5,-11,6,-1,17.27,18.32,9.94,33.49,9.42,30.88,18.116667,14.188889,21.5,20.912667,16.419753,89.40094
US_FL_12079,2020-02-26,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,11,-4,14,-6,,30.34,,42.89,,34.0,17.255556,13.244444,20.205556,8.424333,16.228395,93.529785
US_FL_12079,2020-02-27,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,9,12,21,5,11.79,21.97,9.65,37.52,8.57,37.52,8.95,3.527778,15.483333,4.5974,1.796296,61.302875
US_FL_12079,2020-02-28,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,7,10,9,4,15.58,25.59,,37.83,,34.49,7.066667,0.538889,15.461111,0.0,-0.808642,58.304071
US_FL_12079,2020-02-29,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,6,17,23,0,,17.47,,34.18,,34.94,10.794444,2.644444,17.655556,0.0,1.444444,53.327028
US_FL_12079,2020-03-01,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,30,9,27,-6,,21.25,13.19,32.23,,34.43,10.255556,1.916667,19.461111,0.0,1.450617,55.481734
US_FL_12079,2020-03-02,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,24,5,6,4,17.88,38.91,11.04,57.31,,34.7,14.155556,5.322222,21.994444,0.0,7.388889,64.270152
US_FL_12079,2020-03-03,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,14,27,0,4,10.27,23.23,15.13,47.54,,38.36,19.538889,15.961111,24.155556,0.0,15.283951,75.84604
US_FL_12079,2020-03-04,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,21,15,7,1,12.58,20.23,,36.09,11.48,37.73,19.783333,15.805556,23.988889,15.409333,18.228395,90.871282
US_FL_12079,2020-03-05,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,4,18,12,2,8.07,29.25,9.08,39.84,9.58,40.84,17.35,14.872222,20.938889,3.302,15.962963,93.274032
US_FL_12079,2020-03-06,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,,,,,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,22,0,18,0,,14.84,13.25,32.86,,31.27,14.822222,10.272222,21.05,3.39725,7.728395,63.272646
